CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_300_5	RFS_300_10	RFS_300_20	RFS_300_30	RFS_450_5	RFS_450_10	RFS_450_20	RFS_450_30	RFS_600_5	RFS_600_10	RFS_600_20	RFS_600_30	RFS_750_5	RFS_750_10	RFS_750_20	RFS_750_30	RFS_900_5	RFS_900_10	RFS_900_20	RFS_900_30	RFS_1050_5	RFS_1050_10	RFS_1050_20	RFS_1050_30	RFS_1200_5	RFS_1200_10	RFS_1200_20	RFS_1200_30	CoxBoost_	RFX_
1	0.674842315108337	0.682702049086572	0.686345959018269	0.68806170136279	0.688617275074349	0.689091146769502	0.690169613386058	0.690512761854963	0.691035654759959	0.691378803228864	0.691248080002615	0.695406712637668	0.695831563122978	0.699165005392333	0.698078368574136	0.693821693519396	0.69628909441485	0.698576750874212	0.698372495833197	0.694360926827674	0.696485179254224	0.69784143272656	0.698633942285696	0.69289029053237	0.695978626752508	0.698021177162652	0.69856041047093	0.693364162227524	0.696305434818131	0.69826628321187	0.698225432203667	0.694132161181738	0.69614203078532	0.697727049903592	0.698446027647962	0.692963822347135	0.69642798784274	0.697163305990392	0.698078368574136	0.692571652668388	0.690872250727148
2	0.692431025177001	0.695621805251294	0.697114010858177	0.698256976854939	0.698923707019716	0.699749182461822	0.699876178683684	0.700050798488745	0.700209543766073	0.70019366923834	0.700336539987935	0.710218433501603	0.709924754738547	0.708416674603931	0.703955932311014	0.709210400990571	0.709670762294822	0.708964345810712	0.705741816680954	0.71022637076547	0.711623329205956	0.709797758516684	0.705471949709496	0.708630980728323	0.710075562752008	0.709043718449376	0.705257643585103	0.709091342032575	0.709646950503223	0.709345334476299	0.706122805346541	0.710393053306664	0.710599422167191	0.710154935390672	0.706154554402007	0.709543766072959	0.710099374543607	0.708757976950186	0.705051274724577	0.699876178683684	0.706051369971743
3	0.686229555838998	0.687279009315918	0.687811808773431	0.688425335421477	0.688199299287986	0.689151880136267	0.691283077966321	0.691589841290343	0.691638277604663	0.692267949690815	0.69215493162407	0.683920758189773	0.691396096033066	0.696037909488674	0.698887579314465	0.683339522417941	0.690960169204191	0.695561619064533	0.69797536206145	0.683194213474983	0.691799731985727	0.696481909036602	0.69817718003778	0.682177050874275	0.691896604614366	0.696465763598495	0.698257907228313	0.682306214379127	0.691170059899575	0.695384019245362	0.697264962784765	0.682952031903386	0.692639294767263	0.695755364321811	0.698968306504997	0.683242649789302	0.690863296575553	0.697192308313286	0.699436524210084	0.693608021053651	0.692251804252708
4	0.690599614375573	0.70291114833897	0.706230047096754	0.707684040838259	0.708237190631223	0.708916774662579	0.709627967253532	0.709770205771723	0.709675380092929	0.709880835730316	0.710102095647501	0.714234914814932	0.71885766665613	0.722476846730094	0.722824540885672	0.716479122546386	0.719837532003667	0.724586718083257	0.723369788538736	0.717111293738344	0.721078167967886	0.724033568290293	0.724096785409489	0.716621361064576	0.719718999905174	0.724760565161046	0.723843916932705	0.716605556784777	0.719308088630401	0.723116920061953	0.723543635616525	0.717372064355027	0.720580333154218	0.724973922938332	0.724357556026172	0.71749059645352	0.720714669532509	0.724634130922654	0.723693776274615	0.710497202642476	0.709928248569713
5	0.687453845549533	0.695262785764789	0.69733679000707	0.697871003220991	0.6980909733679	0.696786864639799	0.695467043758347	0.695592740985152	0.695687013905256	0.695828423285411	0.695671301751905	0.695514180218399	0.699725037316364	0.700644198287375	0.702011155628879	0.695891271898814	0.69963076439626	0.701359101264828	0.701689056485191	0.696661167412994	0.698326655668159	0.698782308115327	0.700306386990337	0.695184224998036	0.698908005342132	0.699709325163014	0.700620630057349	0.695309922224841	0.698138109827952	0.699913583156572	0.701359101264828	0.695137088537984	0.698986566108885	0.699709325163014	0.701610495718438	0.696189802812475	0.699599340089559	0.699599340089559	0.701484798491633	0.693377327362715	0.696504045879488
6	0.713048194638153	0.720393615372695	0.720734542073454	0.721571362157136	0.721540368820704	0.721741825507516	0.721772818843949	0.721772818843949	0.721943282194328	0.721927785526112	0.721974275530761	0.700123973345731	0.704424298775763	0.711142104447544	0.712288857895552	0.699659073299241	0.704532775453278	0.710173562684023	0.713854021385402	0.699325894932589	0.705137145513715	0.711568262823493	0.714086471408647	0.69953509995351	0.705098403843174	0.71060746939408	0.714776073144274	0.699325894932589	0.706237408957074	0.710723694405703	0.714435146443515	0.69927940492794	0.704207345420734	0.709522702618937	0.71339686967302	0.7	0.706066945606695	0.709755152642182	0.712908724624206	0.721633348830002	0.720812025414536
7	0.669504742504297	0.674756509007575	0.678066713349036	0.679721815519766	0.680517537717232	0.681217773251003	0.681567891017888	0.681599719905786	0.682093067668216	0.68199758100452	0.681933923228722	0.690686867400853	0.694593863390413	0.695500986695525	0.691832707365205	0.692079381246419	0.696614997771978	0.697378891081546	0.694028900630212	0.691363231268699	0.694721178942008	0.694211916735629	0.693050162327328	0.693217263988796	0.694808708383729	0.694864408937552	0.693225221210771	0.691872493475078	0.695103125596792	0.695310013368133	0.693432108982112	0.691967980138774	0.695166783372589	0.695294098924184	0.693177477878923	0.692509071233051	0.695691960022917	0.695930676682157	0.694116430071933	0.683692469285123	0.680071933286651
8	0.688375767934599	0.697244303981166	0.7012915813406	0.70279117016302	0.703113662382895	0.703291033103826	0.703532902268733	0.703742522211652	0.703774771433639	0.704032765209539	0.704081139042521	0.715465114404115	0.716400341841753	0.717077575503491	0.715352242127159	0.716142348065853	0.716658335617653	0.716577712562684	0.715384491349146	0.714304142412564	0.717819307609204	0.717448441556347	0.714997500685296	0.715755357402003	0.717142073947466	0.717045326281503	0.715852105067965	0.716513214118709	0.716819581727591	0.716722834061628	0.714820129964365	0.715497363626103	0.717206572391441	0.717351693890385	0.715352242127159	0.715981101955915	0.716642211006659	0.717061450892497	0.715739232791009	0.706725575245497	0.705145363368109
9	0.666273031690312	0.672662859731142	0.67651293333549	0.677014413510847	0.678227671999612	0.678308555898863	0.678373263018264	0.678615914716017	0.678761505734668	0.67887474319362	0.678939450313021	0.692204409790187	0.699459695553003	0.699928822168659	0.699775142760082	0.696450814500865	0.699306016144426	0.700503097853341	0.701643560832781	0.693644143196855	0.698108934435511	0.700292799715289	0.700583981752592	0.694177976931912	0.698238348674313	0.699775142760082	0.700858987010046	0.694129446592361	0.697494216801204	0.700325153274989	0.700907517349596	0.693838264555058	0.698432470032515	0.70040603717424	0.700082501577236	0.695326528301276	0.698286879013864	0.700131031916787	0.700875163789896	0.680654188977142	0.683533655790478
10	0.675584797685058	0.689002408703665	0.692866034045167	0.694595774260819	0.69593753536268	0.69648717244055	0.696616498811814	0.696745825183078	0.696875151554341	0.696972146332789	0.697052975314829	0.698321990332854	0.701029761231187	0.703010071291162	0.701409657446774	0.69727929646454	0.701765304967749	0.703212143746262	0.702371522333048	0.699017119578396	0.703042402883978	0.704028516464864	0.703559708369033	0.698095669183142	0.701490486428814	0.702775667243247	0.702961573901938	0.697966342811879	0.702064372201296	0.705103541925993	0.703462713590585	0.698039088895714	0.702735252752227	0.70457007064453	0.702864579123491	0.69918686044068	0.703163646357038	0.704974215554729	0.704117428345107	0.698297741638242	0.693787484440421
