,eln,comp,gen,cyto,clin,demo,eln_comp,eln_age,eln_gen,eln_cyto,eln_clin,eln_demo,eln_demo_without_age,eln_comp_age,eln_comp_gen,eln_comp_cyto,eln_comp_clin,eln_comp_demo,eln_comp_demo_without_age,eln_comp_age_gen,eln_comp_age_cyto,eln_comp_age_clin,eln_comp_gen_cyto,eln_comp_gen_clin,eln_comp_gen_demo,eln_comp_gen_demo_without_age,eln_comp_cyto_clin,eln_comp_cyto_demo,eln_comp_cyto_demo_without_age,eln_comp_clin_demo,eln_comp_clin_demo_without_age,eln_comp_age_gen_cyto,eln_comp_age_gen_clin,eln_comp_age_gen_demo,eln_comp_gen_cyto_clin_demo,eln_age_gen,eln_age_cyto,eln_age_clin,eln_gen_cyto,eln_gen_clin,eln_gen_demo,eln_gen_demo_without_age,eln_cyto_clin,eln_cyto_demo,eln_cyto_demo_without_age,eln_clin_demo,eln_clin_demo_without_age,eln_age_gen_cyto,eln_age_gen_clin,eln_age_gen_demo,eln_gen_cyto_clin_demo,comp_age,comp_gen,comp_cyto,comp_clin,comp_demo,comp_demo_without_age,comp_gen_cyto,comp_clin_demo,comp_gen_cyto_clin_demo,gen_age,gen_cyto,gen_clin,gen_demo,gen_demo_without_age,gen_clin_demo,gen_cyto_clin_demo,cyto_age,cyto_clin,cyto_demo,cyto_clin_demo,cyto_gen_demo,clin_age
0,0.6089067811212582,0.6299832390858253,0.6287692476385909,0.5810711320666051,0.5905167687463776,0.690158053854227,0.6369382352480458,0.7046711258008428,0.6455066652046555,0.6154310061247826,0.653910618900672,0.7044674885258227,0.6230047463149485,0.7125346574977678,0.6540281019439528,0.6396403452435032,0.6640768182458998,0.7116887795861464,0.6332414354861449,0.7144692116104575,0.7129340998449224,0.7197794451667476,0.656706715330754,0.6648130453171259,0.7140149438431053,0.6534328545246636,0.6677892824135716,0.7122761948025501,0.6350193455411269,0.7182913266185247,0.6671000485596579,0.7150957878412882,0.7197167875436645,0.7140306082488761,0.7194034994282492,0.7053368630461003,0.7069659612462601,0.7104277949215997,0.6491878005607857,0.6595654693839189,0.7048982596845189,0.6440498754679741,0.6616331709456602,0.7068563104058647,0.6300302323031376,0.7109917135293473,0.6524068359466784,0.7134353608295869,0.7163332758971789,0.7048982596845189,0.7165682419837404,0.7130594150910885,0.6557981797960495,0.6295681323329,0.6632152759285076,0.7125268252948824,0.63518382180172,0.6604505083099672,0.7223797365246949,0.719889096007143,0.7009351650245148,0.6506289258916963,0.6398126537069816,0.7005905480975579,0.6275395917855856,0.703206503861276,0.7147198421027898,0.7055326681182349,0.6373220131894296,0.706026096900014,0.7130750794968593,0.7138896285969392,0.6919594605178653
1,0.6039091809721794,0.6243645753820668,0.6320383934516752,0.5724830688775925,0.6214736978870609,0.6814594059084339,0.6342715151121433,0.6943627888847385,0.6509427833628376,0.6192243353417894,0.6726324850177837,0.6941516573822942,0.6073684894353044,0.7037012976466958,0.6522014519351014,0.6342146720153314,0.6853328569340458,0.7034739252594482,0.6411901320383935,0.6959381547106687,0.7034414434898413,0.7239699218813441,0.6512838419437091,0.6783330355837786,0.6959381547106687,0.6523801016679389,0.6829941695223556,0.7034901661442515,0.6416529972552905,0.7238237539181135,0.6854465431276696,0.6968151624900525,0.7155896253227876,0.6959381547106687,0.7137544053400029,0.6937781170318159,0.6946388839263963,0.7148587855066344,0.6496597534633687,0.6840011043801666,0.6942328618063112,0.6502444253162912,0.6776021957676254,0.694346547999935,0.6247705975021519,0.7145177269257629,0.6730222662530655,0.6926250142107742,0.7130885290630633,0.6942815844607214,0.7131859743718838,0.6988939957448882,0.639541682230848,0.6254283533366898,0.6774235460347879,0.6989914410537086,0.6323632111477433,0.6429035453851526,0.7203969272245951,0.7112533090802787,0.6857713608237377,0.6405648579734624,0.6649343056209702,0.6862910691374466,0.6307716044370097,0.7095317752911179,0.7086060448573238,0.6890276582268202,0.6542478034203303,0.6917886086433989,0.7128773975606191,0.6898478229093921,0.6993487405193834
2,0.6002453585047196,0.653403763205601,0.6442301681565293,0.5994405200975182,0.6198349690566981,0.6394167656435582,0.6420735137838345,0.6553103706945053,0.655747952741139,0.6251953491279615,0.6564512096018004,0.6554197662061636,0.5996671250859537,0.6894105144714634,0.6633821966618741,0.6415812339813715,0.6921454022629243,0.6859879977495781,0.6546852534850285,0.6860505094705257,0.6853316246796274,0.706945052197287,0.6621475901731575,0.6868631618428456,0.6864724635869226,0.6606238669750578,0.6910514471463399,0.6791898480965181,0.6414405826092392,0.7064605863599425,0.6920828905419766,0.686566231168344,0.7042101644058261,0.6864724635869226,0.7051009564293305,0.6803619428642871,0.6694380196286803,0.679393011189598,0.655833906357442,0.6818778520972683,0.6802056635619178,0.6549509282990561,0.6747827717697068,0.6690629493029943,0.622179158592236,0.679580546352441,0.655544789648059,0.6836906920047509,0.6983965743576921,0.6801900356316809,0.7011783459398637,0.6877383259361131,0.6654997812089767,0.6536616240545102,0.6901606551228355,0.6869413014940301,0.6477855222854285,0.6664530849534288,0.7046633743826968,0.7045696068012752,0.6772207288866663,0.6578186534975308,0.6804713383759455,0.6772207288866663,0.6400340688879165,0.6952553603800713,0.6999749953116209,0.6712352316059261,0.6670938300931425,0.6704694630243171,0.692395449146715,0.6820966431205852,0.6588891667187597
3,0.6328419096221393,0.6509946604923688,0.6533887760084424,0.5936067665264849,0.6115075052371277,0.7020980012285593,0.6680291074044322,0.7283545181054986,0.6635007639118587,0.6468049583392399,0.682559183480603,0.7276142323867126,0.6278095418103924,0.7338751594764448,0.6710138764195372,0.6618784356345193,0.6982784419348234,0.7329458646379687,0.6671155633259305,0.7336861503567547,0.7332136275575296,0.7440028981398352,0.6705807305202476,0.6861188552347651,0.7318905637196995,0.6689347761029469,0.6954275543794988,0.7314652932003969,0.6646741955299343,0.7432153601411268,0.6961520893383105,0.7342531777158248,0.7340011655562381,0.7319378159996219,0.7327883570382271,0.7312447825607585,0.731473168580384,0.7353714816739908,0.6655404873285136,0.6838349950385106,0.7296382050433934,0.6592086818188978,0.6875206728724661,0.7310163965411332,0.6438831923640316,0.734552442155334,0.6809368552032635,0.732315834239002,0.7315125454803194,0.7296382050433934,0.7302682354423601,0.7294649466836775,0.665666493408307,0.6494510860149002,0.6918678826253367,0.7283781442454599,0.6488053048559593,0.6725101986170833,0.742112806942935,0.7390571595079463,0.7252122414906519,0.6688953992030116,0.6692340405424562,0.7227551229346816,0.6486084203562822,0.7322055789191828,0.7360330135929058,0.7202901289987242,0.6596575784781615,0.717659752083038,0.7252909952905228,0.7280473782860023,0.7059333112822693
4,0.611692732586146,0.6510324673239346,0.646689039468191,0.5880407206397122,0.5825251292591285,0.6725007225665565,0.6525016859886317,0.6884293008767141,0.6584668743376473,0.6302787501204278,0.6402100260123961,0.6884293008767141,0.614406371431324,0.7061562670605992,0.668574777610071,0.6567969427406146,0.6680208099168246,0.7057708982305148,0.6536497639615916,0.7156299174668422,0.7056263849192331,0.7190018947300812,0.6712001027650214,0.6740261408523074,0.7152606056713446,0.6686791483348855,0.6667844182536369,0.7039725103567873,0.6576559940910113,0.7188252673496258,0.6679565817784772,0.7163524840232506,0.7238992902790713,0.7152606056713446,0.721426506952696,0.7046950769131957,0.6913195671023475,0.6979190083175439,0.6653312566235268,0.6668647034265712,0.7045987347056746,0.6587478724429172,0.6491859083464466,0.691046597514371,0.6283197919008318,0.69844889045891,0.6400815697357012,0.7044542213943928,0.712386396480298,0.7046147917402614,0.7117762291659976,0.7058993545072096,0.6691528308551976,0.6573830245030348,0.6641831786505669,0.7052891871929092,0.6521404027104274,0.6705096502777868,0.7172677349947012,0.7229037541346864,0.7029127460740551,0.6616220816339639,0.6470021516426346,0.7031054304890972,0.6469218664697004,0.7050804457432801,0.7096245865313594,0.687449821766916,0.6230289990044638,0.6878191335624136,0.6909020842030894,0.7067824914094865,0.6760011561064903
5,0.6047662308166509,0.6298546445605269,0.6453635508257357,0.5817705460562603,0.6248986080918854,0.6644252295512799,0.6314850264430096,0.6776061776061776,0.6424110184614387,0.6212322766944616,0.6650173582946692,0.6776224003114759,0.6108984134194219,0.6902598877388794,0.6513983971967165,0.6316229194380455,0.6771357191525259,0.6892703027156809,0.6332614126731774,0.6971058693747769,0.6854417442652737,0.7161188799844262,0.6480646312579086,0.6789039940300444,0.6967489698582136,0.6509928295642582,0.6742156321988255,0.6850361766328152,0.6300736510820545,0.716443334090393,0.6769086012783492,0.6963596249310535,0.7180007137990331,0.6967489698582136,0.7172544693553097,0.6934395379773531,0.6794555660101879,0.6991985983582623,0.6431491515525128,0.6729664838908537,0.6932773109243697,0.642192011939911,0.6721553486259368,0.6786606534505694,0.6271616754810032,0.6991174848317705,0.6647415723045975,0.6932935336296681,0.7155997534148795,0.6932773109243697,0.7146426138022777,0.6898705428117193,0.6593313000876027,0.6236170143733168,0.6792771162519061,0.6897569838746309,0.6322231595340839,0.6548294993673145,0.7168975698387463,0.7182278316732098,0.689902988222316,0.6508630479218714,0.6734369423445054,0.6901787742123876,0.6466126991337076,0.7107653872359755,0.7127932253982674,0.6718876739885143,0.6558839752117063,0.6723256870315694,0.6967327471529152,0.6931961973978781,0.6844034911261802
6,0.6258940653392615,0.6354871447902571,0.6334654294735486,0.5710097300083768,0.5929908499258972,0.6780559314388813,0.6402716025517108,0.6965010632128359,0.6445969456794897,0.6326438559185514,0.6684386880597977,0.6965816096397964,0.6258215735549971,0.7033394548617823,0.6492847477285908,0.6374444229653973,0.6769282814614344,0.703121979508989,0.6419389135897932,0.7038791159224177,0.7001578709968426,0.7219054062761776,0.6432518203492493,0.6745118886526194,0.7020748759585025,0.6489383980926606,0.6711772665764547,0.700222308138411,0.637557187963142,0.7216315484245119,0.6761711450480057,0.7054900444616277,0.719875636316773,0.7020748759585025,0.7219054062761776,0.7057961208840776,0.6997631935047361,0.714076293575617,0.6436142792705716,0.6743185772279142,0.7056833558863329,0.6447419292480185,0.6740769379470327,0.6993685160126297,0.6352696694374638,0.7138346542947355,0.6656195631161802,0.7055705908885882,0.7247406405051872,0.705699465171725,0.7224209034087248,0.702807848443843,0.6470455570590888,0.6334654294735486,0.6711933758618468,0.7034280559314389,0.6367758876216251,0.6467636445647271,0.718747986339326,0.7136252335846381,0.7008505702687029,0.6423013725111154,0.6565822540112121,0.7006250402732135,0.633868161608351,0.7167665442360976,0.7162993749597267,0.6930617307816225,0.6400863457697017,0.6929086925703976,0.7059411044526065,0.7038791159224177,0.6889296990785488
7,0.595909105087495,0.6188511806357029,0.6083705043825447,0.5673133909354627,0.6118562650113852,0.6812673508219221,0.6333011010948564,0.6933778346174241,0.6247309647836801,0.608113166349543,0.6503633924950872,0.6926604073739043,0.5905517951277333,0.698836520165944,0.6300414860101687,0.6329891762063695,0.6734614304875386,0.6982126703889704,0.6321547771296672,0.6888237312455161,0.699242022520977,0.7167098162762406,0.630322218409807,0.6589881156617486,0.694329205527309,0.6290901151002839,0.6768146230387723,0.6991640412988552,0.631647899185876,0.7161951402102373,0.6721357497114695,0.6940796656165196,0.7035465859820955,0.694329205527309,0.7079603231541844,0.6962007548582302,0.6963255248136249,0.7167098162762406,0.6283570916123398,0.65385695124614,0.6962163511026545,0.623452072740884,0.6631679091674725,0.6958888299697433,0.6024595277457189,0.7157584453663558,0.6491780779188372,0.6977915717895131,0.7185033843850401,0.6962163511026545,0.7187061355625566,0.691779219563929,0.632965781839733,0.6175878848373312,0.6681743036276865,0.6910695904426214,0.6162076172057769,0.636240993168845,0.7121401166599083,0.7110951682834773,0.696512679746717,0.6256589413269285,0.6501450450731464,0.6968090083907795,0.6040971334102748,0.7151813843226551,0.7180822857855829,0.6939392994167004,0.6523441155369787,0.6932062759287564,0.7140584547241025,0.6977603793006644,0.6985089990330329
8,0.6095115155140658,0.6302284212017695,0.6097240369629898,0.5893062355367348,0.5906836893723533,0.6508744864064985,0.6293153660878736,0.6715048092816776,0.6280953355477543,0.6294176912299482,0.6463328243313445,0.6710640240542796,0.6146828707712167,0.6886245926672229,0.637194402027612,0.6324323473387592,0.6583757064370386,0.6876092124112526,0.6263085811438377,0.6896871999118429,0.6887662736331722,0.7013994930969885,0.6384065614029564,0.6571635470616942,0.689482549627694,0.6373203406640114,0.661933472915322,0.6879398013318011,0.6357303653794688,0.7013365237787887,0.6573996820049431,0.6906789666734884,0.7016985973584371,0.689482549627694,0.7007225729263417,0.6867276419564567,0.6796514648237646,0.6840671882625191,0.6322827952080349,0.6506934496166743,0.6865229916723077,0.6283708263148781,0.6575571053004423,0.6795491396816901,0.6342505864017758,0.6832328447963729,0.6443650331376037,0.6881287092864002,0.6956378004817153,0.6865229916723077,0.6971333217889584,0.6847047526092911,0.6303150040142941,0.6355099727657699,0.6548651669474049,0.684098672921619,0.6354155187884704,0.6366591628229146,0.6991168553122491,0.6983297388347528,0.6808085260456842,0.625812697763015,0.6338334146687027,0.6807927837161343,0.6097319081277648,0.6894353226390442,0.6942682178108717,0.6757473670953827,0.639563622624876,0.6767155203627033,0.6889630527525463,0.6846968814445161,0.6590683689372353
9,0.5929718192223219,0.6316701209515266,0.6303786308658397,0.5992591332322826,0.5819593528629319,0.6634469638382776,0.6364184737216568,0.6793237850713026,0.639999071983172,0.6182293438921026,0.622853961085161,0.6794861880162094,0.5961116094905188,0.69501500293872,0.6525118322145574,0.6310127756983327,0.6506635320320475,0.6948990008352152,0.6389241191573607,0.6963528938658088,0.6915194728864417,0.7038543632257865,0.6486605623781978,0.6517771522256937,0.6963683608129427,0.6529681071550097,0.6464101215702045,0.6914808055186067,0.6305487672843134,0.7039316979614564,0.6507718006619854,0.6961672905002011,0.7033284870232314,0.6963374269186748,0.7034676895474371,0.690088780276549,0.6845206793083182,0.6834843938503418,0.6416540353265072,0.6499520524638847,0.6898722430166734,0.6398212020911312,0.6351501840566709,0.6845438797290191,0.6168914529650138,0.6828657159649828,0.6230550313979026,0.6921149503510997,0.6966158319670863,0.6898877099638073,0.6993534816097998,0.6985105329909982,0.6499984533052866,0.6297290190862128,0.652797970736536,0.6977758530021344,0.6361864695146472,0.6526742351594642,0.7068240170755097,0.7058186655118013,0.6892999659727163,0.6444922201255916,0.6428217898351224,0.6901661150122189,0.6317242552664954,0.698100658891948,0.701750858415566,0.6841030717357008,0.6337890927088812,0.6858431032882729,0.6947752652581434,0.6941720543199184,0.668759860178798
