CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1
1	0.690022549756528	0.688388509428413	0.6873590640217	0.686264257001863	0.68593744893624	0.685398215627962	0.685316513611556	0.685104088368901	0.68508774796562	0.684891663126246	0.684858982319684
2	0.679040861034384	0.675088103628917	0.674802362129727	0.675119852684383	0.674675365907864	0.674976981934787	0.675373845128107	0.675357970600375	0.674405498936407	0.674437247991872	0.674548369686002
3	0.682677559455576	0.682047887369424	0.681741124045401	0.681353633530846	0.681224470025994	0.681079161083036	0.680885415825758	0.680836979511439	0.680853124949546	0.680853124949546	0.68078854319712
4	0.676944716629263	0.672061194171382	0.670117267756108	0.669216423807567	0.669295445206562	0.667699212946866	0.667778234345861	0.667683408667067	0.667667604387268	0.66594493788918	0.66594493788918
5	0.712389032916961	0.706167020190117	0.704548668395004	0.703763060727473	0.702631785686228	0.702474664152722	0.702490376306073	0.702380391232618	0.702286118312515	0.702081860318957	0.701971875245502
6	0.71048349604835	0.707539129087246	0.705183635518364	0.704362312102898	0.704129862079653	0.703091585309158	0.702828141949481	0.702564698589803	0.702688671935534	0.701557415155742	0.701464435146444
7	0.680859698262143	0.678377045006047	0.677215290597747	0.676594627283723	0.676515055063976	0.676244509516837	0.675655675090712	0.675544273983067	0.675448787319371	0.675416958431472	0.675448787319371
8	0.686634309947272	0.681409935985294	0.678797749004305	0.678104390731574	0.676878920296048	0.675508328361578	0.675572826805553	0.675605076027541	0.675637325249528	0.675975942080397	0.676008191302385
9	0.698885419868321	0.697704514939256	0.697364802562402	0.697300095443001	0.696847145607195	0.696879499166896	0.696750084928094	0.696782438487795	0.696911852726596	0.696151544073637	0.696103013734086
10	0.667615060055934	0.664026253253367	0.662749155337138	0.662005528702372	0.661989362905964	0.661892368127516	0.6618600365347	0.6618600365347	0.661924699720332	0.661924699720332	0.661989362905964
