CoxMod_0.1	CoxMod_0.2	CoxMod_0.3	CoxMod_0.4	CoxMod_0.5	CoxMod_0.6	CoxMod_0.7	CoxMod_0.8	CoxMod_0.9	CoxMod_1	RFS_100	RFS_200	RFS_300	RFS_400	RFS_500	RFS_600	RFS_700	RFS_800	RFS_900	RFS_1000	CoxBoost_	RFX_
1	0.719582339292134	0.715595280891532	0.713111539592797	0.712000392169679	0.710921925553123	0.711330435635152	0.710055884179221	0.710153926598908	0.710415373051407	0.710284649825158	0.735808359750319	0.733389980064708	0.735105722409229	0.735677636524069	0.734729893133763	0.735187424425635	0.735644955717507	0.734403085068139	0.735203764828916	0.734484787084545	0.716706428314651	0.719222850419948
2	0.697875988189351	0.699352319268502	0.700622281487126	0.702162110677207	0.701923992761215	0.702400228593199	0.701574753151094	0.701765247483887	0.701749372956155	0.701796996539353	0.712988538590977	0.711194716957171	0.711924945232879	0.712036066927009	0.712512302758993	0.713306029145633	0.712274184843001	0.71289329142458	0.713321903673366	0.712163063148871	0.706924468997047	0.713623519700289
3	0.713160146600578	0.715194471801992	0.715646544068973	0.716034034583528	0.715065308297141	0.715081453735247	0.714500217963414	0.714629381468266	0.714693963220692	0.714742399535011	0.724720280284806	0.724074462760547	0.722637518769072	0.723041154721733	0.723622390493566	0.723267190855224	0.724235917141612	0.724914025542083	0.724187480827292	0.72465569853238	0.714112727448859	0.714903853916076
4	0.705945570060372	0.710323355564687	0.711714132186996	0.711903783544584	0.712330499099156	0.712820431772924	0.713231343047697	0.713168125928501	0.713610645762873	0.713910927079053	0.731232417738724	0.73097954926194	0.733065714195404	0.731722350412492	0.732765432879224	0.733524038309574	0.732164870246863	0.732196478806461	0.730742485064956	0.731185004899327	0.717893605588393	0.718272908303569
5	0.711524864482677	0.708068190745542	0.707471128918218	0.707141173697855	0.706308429570273	0.705962762196559	0.705051457302223	0.704800062848613	0.704611517008406	0.704690077775159	0.733427606253437	0.730897949563988	0.729970932516301	0.73223348259879	0.731997800298531	0.731322177704454	0.732013512451882	0.731872103071726	0.72967240160264	0.731872103071726	0.708131039358944	0.707188310157907
6	0.730497443049744	0.730079033007903	0.727150162715016	0.725631489229816	0.725290562529056	0.725414535874787	0.72544552921122	0.72510460251046	0.725089105842244	0.725306059197273	0.736944057027739	0.738819153881915	0.734805516813885	0.737548427088176	0.738912133891213	0.738183790485046	0.739299550596622	0.738106307143964	0.738307763830776	0.738912133891213	0.72992406632574	0.739485510615218
7	0.695684002800942	0.695890890572283	0.695349799478006	0.692445413457254	0.692548857342924	0.692652301228595	0.692731873448342	0.692397670125406	0.692572729008848	0.692668215672544	0.721497230886753	0.723661595263862	0.72251575529951	0.723470621936469	0.725905531860717	0.723582023044115	0.724632376344771	0.722690814182952	0.723597937488064	0.72440957412948	0.69858043159972	0.7014132026227
8	0.714916877630327	0.71917377493268	0.721350597416837	0.722834061628263	0.723640292177951	0.724172404340745	0.72436589967267	0.724623893448571	0.724349775061677	0.724623893448571	0.726865214376703	0.727832691036329	0.729993388909493	0.728784043084961	0.728219681700179	0.727913314091298	0.728719544640986	0.729348404469742	0.727945563313285	0.728864666139929	0.725849363884096	0.723624167566957
9	0.706391445718815	0.706423799278516	0.704692883834544	0.70356050924503	0.703803160942783	0.702331073976414	0.702557548894317	0.702654609573418	0.701150169047349	0.7011986993869	0.728877169710597	0.730268372777715	0.731772813303784	0.732500768397043	0.731061034990375	0.731756636523934	0.730980151091124	0.731546338385881	0.731691929404533	0.731384570587379	0.706019379782261	0.707313522170277
10	0.700900434859923	0.70402043356666	0.70385877560258	0.703632454452869	0.704004267770252	0.703842609806172	0.703761780824132	0.703891107195396	0.703971936177436	0.703923438788212	0.720784364441714	0.719668924489565	0.719846748250053	0.722530270453774	0.72311223912446	0.722158457136391	0.722805088992709	0.721592654262112	0.720865193423754	0.72256260204659	0.705847168560759	0.70306665157859
11	0.700231787564364	0.700309568626231	0.700091781653003	0.699702876343668	0.699702876343668	0.6993917520962	0.698831728450757	0.698722834964143	0.698473935566168	0.698380598291928	0.711167804862872	0.714154597638567	0.714823514770624	0.714559059160276	0.715041301743851	0.71339234323227	0.714185710063314	0.714605727797396	0.714590171585022	0.713314562170403	0.699998444378763	0.704416408692812
