feature	coef	n
1	age	848.409249013066	100
2	ahd	-3.30891514565023	100
3	bm_blasts	-3.5725156098644	34
4	gender	2.01088101580453	93
5	hb	-15.7418685655854	53
6	perf_status	11.4952187685637	100
7	plt	-112.598590912668	62
8	secondary	2.95819597510888	99
9	wbc	425.54230789633	99
