component_0	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	component_10	predicted_component	max_proba
39	0.084	0.00666666666666667	0.00533333333333333	0.358666666666667	0.00933333333333333	0.152	0.00133333333333333	0.365333333333333	0.00533333333333333	0.0106666666666667	0.00133333333333333	7	0.365333333333333
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NA
41	0.301333333333333	0.0373333333333333	0.322666666666667	0	0.333333333333333	0.000444444444444444	0	0.000444444444444444	0.00266666666666667	0.00177777777777778	0	4	0.333333333333333
42	0.0143333333333333	0.0186666666666667	0.64	0.001	0.185	0.00433333333333333	0.0156666666666667	0.00466666666666667	0.00333333333333333	0.112666666666667	0.000333333333333333	2	0.64
43	0.00733333333333333	0.398333333333333	0.059	0.000333333333333333	0.503	0.0186666666666667	0.00166666666666667	0.00233333333333333	0.00766666666666667	0.001	0.000666666666666667	4	0.503
44	0.00133333333333333	0.977555555555556	0.00688888888888889	0.000222222222222222	0.0104444444444444	0.000888888888888889	0	0.000222222222222222	0.000888888888888889	0.00133333333333333	0.000222222222222222	1	0.977555555555556
45	0.0906666666666667	0.230666666666667	0.278666666666667	0.008	0.044	0.274666666666667	0	0.00933333333333333	0.00533333333333333	0.0573333333333333	0.00133333333333333	2	0.278666666666667
46	0.0253333333333333	0.0473333333333333	0.0316666666666667	0.101333333333333	0.00533333333333333	0.716333333333333	0.002	0.015	0.004	0.0503333333333333	0.00133333333333333	5	0.716333333333333
47	0.0293333333333333	0.742666666666667	0.174666666666667	0.000222222222222222	0.034	0.00177777777777778	0.00244444444444444	0.00133333333333333	0.004	0.00955555555555555	0	1	0.742666666666667
48	0.00780952380952381	0.0537142857142857	0.401142857142857	0.0828571428571429	0.121142857142857	0.267619047619048	0.0104761904761905	0.0514285714285714	0.00133333333333333	0.0020952380952381	0.000380952380952381	2	0.401142857142857
49	0.00177777777777778	0.980444444444444	0.00222222222222222	0	0.0142222222222222	0.000888888888888889	0	0	0.000444444444444444	0	0	1	0.980444444444444
50	0.00177777777777778	0.977333333333333	0.00622222222222222	0	0.0137777777777778	0.000888888888888889	0	0	0	0	0	1	0.977333333333333
51	0.00244444444444444	0.949111111111111	0.00577777777777778	0	0.0235555555555556	0.000666666666666667	0.000444444444444444	0.000222222222222222	0.014	0.002	0.00177777777777778	1	0.949111111111111
52	0.0226666666666667	0.332666666666667	0.282	0.0126666666666667	0.0346666666666667	0.100666666666667	0.000666666666666667	0.066	0.014	0.134	0	1	0.332666666666667
53	0.00186666666666667	0.981333333333333	0.00586666666666667	0	0.004	0.00213333333333333	0.000533333333333333	0.0016	8e-04	0.0016	0.000266666666666667	1	0.981333333333333
54	0.002	0.972333333333333	0.00933333333333333	0	0.0153333333333333	0.000333333333333333	0.000333333333333333	0	0	0	0.000333333333333333	1	0.972333333333333
55	0.00355555555555556	0.964444444444444	0.00222222222222222	0	0.00444444444444444	0.00622222222222222	0.000888888888888889	0	0.00933333333333333	0.00711111111111111	0.00177777777777778	1	0.964444444444444
56	0.0113333333333333	0.096	0.324	0.076	0.05	0.112666666666667	0.00133333333333333	0.0366666666666667	0.00866666666666667	0.281333333333333	0.002	2	0.324
57	0.00233333333333333	0.971	0.00666666666666667	0	0.00466666666666667	0.000333333333333333	0.000666666666666667	0.00133333333333333	0.008	0.005	0	1	0.971
58	0.000333333333333333	0.983666666666667	0.008	0.000333333333333333	0.005	0.000333333333333333	0.00166666666666667	0.000333333333333333	0.000333333333333333	0	0	1	0.983666666666667
59	0.001	0.977333333333333	0.01	0	0.008	0.00333333333333333	0	0.000333333333333333	0	0	0	1	0.977333333333333
60	0.0183333333333333	0.11	0.548666666666667	0.0103333333333333	0.242	0.0226666666666667	0	0.0276666666666667	0.001	0.018	0.00133333333333333	2	0.548666666666667
61	0.0186666666666667	0.00333333333333333	0.018	0.0446666666666667	0.0126666666666667	0.022	0.136	0.724666666666667	0.0146666666666667	0.00533333333333333	0	7	0.724666666666667
62	0.00666666666666667	0.773066666666667	0.0152	0.185333333333333	0.0130666666666667	0.00106666666666667	0.000266666666666667	0.000266666666666667	0.00133333333333333	0.00266666666666667	0.00106666666666667	1	0.773066666666667
63	0.00213333333333333	0.958933333333333	0.0216	0	0.0112	8e-04	0.00266666666666667	8e-04	0	0.0016	0.000266666666666667	1	0.958933333333333
64	0.00666666666666667	0.951	0.0246666666666667	0.000333333333333333	0.005	0.001	0	0.00433333333333333	0.00466666666666667	0.00233333333333333	0	1	0.951
65	0.0226666666666667	0.008	0.008	0.004	0.0106666666666667	0.161333333333333	0.249333333333333	0.309333333333333	0.218666666666667	0.004	0.004	7	0.309333333333333
66	0.00666666666666667	0.797333333333333	0.00933333333333333	0.0330666666666667	0.0112	0.0024	0.0965333333333333	0.0413333333333333	0.00133333333333333	0.000533333333333333	0.000266666666666667	1	0.797333333333333
67	0.00346666666666667	0.0808	0.0133333333333333	0	0.899733333333333	0.00106666666666667	0.0016	0	0	0	0	4	0.899733333333333
68	0.006	0.930666666666667	0.034	0	0.004	0.006	0	0.004	0.00466666666666667	0.01	0.000666666666666667	1	0.930666666666667
69	0.002	0.000333333333333333	0.03	0	0.000666666666666667	0.005	0.924666666666667	0.017	0.0133333333333333	0.007	0	6	0.924666666666667
70	0.0365714285714286	0.330857142857143	0.108	0.00266666666666667	0.499809523809524	0.00152380952380952	0	0.00285714285714286	0.00133333333333333	0.016	0.000380952380952381	4	0.499809523809524
71	0.00433333333333333	0.269333333333333	0.005	0.000666666666666667	0.024	0.00133333333333333	0.656666666666667	0.0386666666666667	0	0	0	6	0.656666666666667
72	0.0253333333333333	0.265333333333333	0.261333333333333	0.109333333333333	0.0853333333333333	0.129333333333333	0.004	0.0213333333333333	0.00933333333333333	0.0893333333333333	0	1	0.265333333333333
73	0.000333333333333333	0.979333333333333	0.0106666666666667	0	0.00933333333333333	0	0	0	0.000333333333333333	0	0	1	0.979333333333333
74	0.00133333333333333	0.979111111111111	0.00622222222222222	0	0.0124444444444444	0.000888888888888889	0	0	0	0	0	1	0.979111111111111
75	0.004	0.949777777777778	0.00755555555555555	0	0.02	0.00755555555555555	0	0.000444444444444444	0.00977777777777778	0.000888888888888889	0	1	0.949777777777778
76	0.126666666666667	0	0.686666666666667	0.00133333333333333	0.0853333333333333	0.0146666666666667	0.00666666666666667	0.00533333333333333	0.012	0.0613333333333333	0	2	0.686666666666667
77	0.00433333333333333	0.939666666666667	0.0363333333333333	0.000333333333333333	0.01	0.001	0	0.00133333333333333	0.00233333333333333	0.00466666666666667	0	1	0.939666666666667
78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NA
79	0.004	0.825333333333333	0.111333333333333	0	0.0593333333333333	0	0	0	0	0	0	1	0.825333333333333
80	0.137333333333333	0.422	0.00133333333333333	0.0513333333333333	0	0.290666666666667	0.0406666666666667	0.00866666666666667	0.00733333333333333	0.0386666666666667	0.002	1	0.422
81	0.0237333333333333	0.5648	0.285866666666667	0	0.121866666666667	0.00213333333333333	0.000266666666666667	0	8e-04	0.000533333333333333	0	1	0.5648
82	0.0146666666666667	0.916	0.004	0	0.00266666666666667	0.004	0.00533333333333333	0.00266666666666667	0.00266666666666667	0.048	0	1	0.916
83	0.00222222222222222	0.941333333333333	0.0208888888888889	0	0.0351111111111111	0.000444444444444444	0	0	0	0	0	1	0.941333333333333
84	0.0142222222222222	0.0946666666666667	0.0533333333333333	0.00222222222222222	0.00755555555555555	0.0102222222222222	0.154666666666667	0.608888888888889	0.0515555555555556	0.00133333333333333	0.00133333333333333	7	0.608888888888889
85	0.00577777777777778	0.0191111111111111	0.00911111111111111	0.198888888888889	0.014	0.744222222222222	0.000222222222222222	0.000666666666666667	0.00466666666666667	0.00333333333333333	0	5	0.744222222222222
86	0.00106666666666667	0.000266666666666667	0	0.0072	0.000266666666666667	0.0072	0.0989333333333333	0.8824	0.00106666666666667	0.00133333333333333	0.000266666666666667	7	0.8824
87	0.111333333333333	0.322	0.388666666666667	0.00133333333333333	0.0653333333333333	0.048	0.0186666666666667	0.0273333333333333	0.00333333333333333	0.012	0.002	2	0.388666666666667
88	0.014	0.0696666666666667	0.00433333333333333	0.831	0.0106666666666667	0.0456666666666667	0.00133333333333333	0.011	0.00933333333333333	0.003	0	3	0.831
89	0.00533333333333333	0.963777777777778	0.0213333333333333	0	0.00355555555555556	0.000222222222222222	0.000444444444444444	0.00155555555555556	0.00222222222222222	0.00155555555555556	0	1	0.963777777777778
90	0.00533333333333333	0.000666666666666667	0.008	0	0.0106666666666667	0.0173333333333333	0.130666666666667	0.814	0.01	0.00133333333333333	0.002	7	0.814
91	0.0466666666666667	0.134	0.534666666666667	0.117333333333333	0.0353333333333333	0.101333333333333	0.00133333333333333	0.000666666666666667	0.0266666666666667	0	0.002	2	0.534666666666667
92	0.00133333333333333	0.959666666666667	0.011	0.000333333333333333	0.0213333333333333	0.00233333333333333	0.002	0.000333333333333333	0.00133333333333333	0	0.000333333333333333	1	0.959666666666667
93	0.00177777777777778	0.965333333333333	0	0	0.00533333333333333	0.00711111111111111	0.0164444444444444	0.000888888888888889	0.00266666666666667	0	0.000444444444444444	1	0.965333333333333
94	0.162	0.213333333333333	0.246	0.00466666666666667	0.125333333333333	0.212	0.00533333333333333	0.00333333333333333	0.00533333333333333	0.0206666666666667	0.002	2	0.246
95	0.0173333333333333	0.208	0.230333333333333	0.00266666666666667	0.512666666666667	0.00766666666666667	0	0.000666666666666667	0.000333333333333333	0.018	0.00233333333333333	4	0.512666666666667
96	0.00133333333333333	0.981333333333333	0.00533333333333333	0	0.012	0	0	0	0	0	0	1	0.981333333333333
97	0.028	0.764	0.032	0.00133333333333333	0.0173333333333333	0.0226666666666667	0.00666666666666667	0.0266666666666667	0.08	0.0186666666666667	0.00266666666666667	1	0.764
98	8e-04	0.9704	0.0154666666666667	0	0.0109333333333333	0.000533333333333333	0	0.000266666666666667	8e-04	8e-04	0	1	0.9704
99	0.242833333333333	0.0208333333333333	0.656666666666667	5e-04	0.066	0.00833333333333333	0.000166666666666667	0.00116666666666667	0.000333333333333333	0.00283333333333333	0.000333333333333333	2	0.656666666666667
100	0.0024	0.0368	0.0088	0.00293333333333333	0.00586666666666667	0.00453333333333333	0.9272	0.0101333333333333	0.00106666666666667	0.000266666666666667	0	6	0.9272
101	0.0109333333333333	0.0866666666666667	0.0128	0.229333333333333	0.0072	0.1624	0.0384	0.423733333333333	0.0173333333333333	0.00746666666666667	0.00373333333333333	7	0.423733333333333
102	0.00266666666666667	0.978666666666667	0.00488888888888889	0	0.0133333333333333	0.000444444444444444	0	0	0	0	0	1	0.978666666666667
103	0.0646666666666667	0.184	0.466	0.0733333333333333	0.00533333333333333	0.139333333333333	0.00666666666666667	0.00733333333333333	0.0486666666666667	0.00266666666666667	0.002	2	0.466
104	0.0115555555555556	0.072	0.0564444444444444	0.0213333333333333	0.0342222222222222	0.657777777777778	0.000444444444444444	0.00355555555555556	0.0173333333333333	0.125333333333333	0	5	0.657777777777778
105	0.0016	0.0264	0.000266666666666667	0.00106666666666667	0.0048	0.00346666666666667	0.954666666666667	0.00666666666666667	8e-04	0.000266666666666667	0	6	0.954666666666667
106	0.00266666666666667	0.000333333333333333	0.005	0.0456666666666667	0.001	0.848	0.008	0.0793333333333333	0.00433333333333333	0.005	0.000666666666666667	5	0.848
107	0.00666666666666667	0.953	0.0186666666666667	0.000333333333333333	0.01	0.00166666666666667	0	0.00366666666666667	0.00466666666666667	0.00133333333333333	0	1	0.953
108	0.0266666666666667	0.00533333333333333	0.00666666666666667	0.004	0.00666666666666667	0.145333333333333	0.256	0.353333333333333	0.178666666666667	0.00666666666666667	0.0106666666666667	7	0.353333333333333
109	0.00355555555555556	0.937333333333333	0.0471111111111111	0.000444444444444444	0.00844444444444444	0.000888888888888889	0	0	0.00222222222222222	0	0	1	0.937333333333333
110	0.0101333333333333	0.583733333333333	0.3408	0.00346666666666667	0.0304	0.00533333333333333	0.00346666666666667	0.00853333333333333	0.00106666666666667	0.0112	0.00186666666666667	1	0.583733333333333
111	0.154	0.353333333333333	0.0966666666666667	0.0706666666666667	0.145333333333333	0.155333333333333	0	0.0193333333333333	0	0.00533333333333333	0	1	0.353333333333333
112	0.0264	0.161866666666667	0.0933333333333333	0.00106666666666667	0.00906666666666667	0.00106666666666667	0.0381333333333333	0.619733333333333	0.0485333333333333	0.000533333333333333	0.000266666666666667	7	0.619733333333333
113	0.0115555555555556	0.885333333333333	0.0137777777777778	0.00177777777777778	0.0546666666666667	0.00622222222222222	0.000444444444444444	0.00755555555555555	0.012	0.00666666666666667	0	1	0.885333333333333
114	8e-04	0.974933333333333	0.00373333333333333	0.000533333333333333	0.0178666666666667	0.000533333333333333	0.000533333333333333	0	0.000266666666666667	0.000266666666666667	0.000533333333333333	1	0.974933333333333
115	0.00773333333333333	0.541066666666667	0.149866666666667	0.0322666666666667	0.0450666666666667	0.0856	0.000266666666666667	0.000266666666666667	0.130933333333333	0.0056	0.00133333333333333	1	0.541066666666667
116	0.147333333333333	0.074	0.413333333333333	0.162	0.0826666666666667	0.0233333333333333	0.004	0.0273333333333333	0.0313333333333333	0.03	0.00466666666666667	2	0.413333333333333
117	0.008	0.164	0.470666666666667	0.000666666666666667	0.349333333333333	0.00266666666666667	0	0	0.00266666666666667	0.002	0	2	0.470666666666667
118	0.001	0.976	0.00133333333333333	0.00133333333333333	0.0173333333333333	0.000666666666666667	0	0.00133333333333333	0.000333333333333333	0.000666666666666667	0	1	0.976
119	0.0353333333333333	0.296	0.00733333333333333	0.000666666666666667	0.0386666666666667	0.00633333333333333	0.537666666666667	0.0683333333333333	0.00433333333333333	0.00233333333333333	0.003	6	0.537666666666667
120	0.000888888888888889	0.98	0.00355555555555556	0	0.0137777777777778	0.00177777777777778	0	0	0	0	0	1	0.98
121	0.0213333333333333	0.00266666666666667	0.008	0.004	0.00266666666666667	0.145333333333333	0.254666666666667	0.356	0.192	0.00533333333333333	0.008	7	0.356
122	0.0217777777777778	0.000888888888888889	0.538666666666667	0.0328888888888889	0.128888888888889	0.0902222222222222	0.004	0.0382222222222222	0.0155555555555556	0.128888888888889	0	2	0.538666666666667
123	0.00622222222222222	0.426666666666667	0.0102222222222222	0.000444444444444444	0.032	0.000444444444444444	0.454666666666667	0.0684444444444444	0.000888888888888889	0	0	6	0.454666666666667
124	0.0153333333333333	0.64	0.0796666666666667	0	0.253666666666667	0.004	0.000333333333333333	0	0.00633333333333333	0.000666666666666667	0	1	0.64
125	0.513066666666667	0.0586666666666667	0.00746666666666667	0.110666666666667	0.0245333333333333	0.253066666666667	0.00266666666666667	0.00933333333333333	0.00106666666666667	0.0168	0.00266666666666667	0	0.513066666666667
126	0.000666666666666667	0.974333333333333	0.0106666666666667	0.000333333333333333	0.0106666666666667	0	0.001	0.000333333333333333	0.002	0	0	1	0.974333333333333
127	0.012	0.00133333333333333	0.00133333333333333	0.942666666666667	0	0.00133333333333333	0	0.00133333333333333	0.00266666666666667	0.032	0.00533333333333333	3	0.942666666666667
128	0.285666666666667	0.0713333333333333	0.465	0.011	0.032	0.11	0.00133333333333333	0.011	0.00433333333333333	0.00566666666666667	0.00266666666666667	2	0.465
129	0.0113333333333333	0.14	0.513666666666667	0.00333333333333333	0.293	0.00933333333333333	0	0.00133333333333333	0.00166666666666667	0.0253333333333333	0.001	2	0.513666666666667
130	0.024	0.746666666666667	0.0426666666666667	0.00266666666666667	0.016	0.02	0.008	0.0213333333333333	0.092	0.024	0.00266666666666667	1	0.746666666666667
131	0.00233333333333333	0.965	0.011	0.001	0.018	0.000333333333333333	0.000333333333333333	0	0.000666666666666667	0.00133333333333333	0	1	0.965
132	0.220444444444444	0.00822222222222222	0.508444444444444	0	0.012	0.000444444444444444	0	0.000222222222222222	0.247111111111111	0.00222222222222222	0.000888888888888889	2	0.508444444444444
133	0.164888888888889	0.304888888888889	0.068	0.0284444444444444	0.132888888888889	0.137777777777778	0.130222222222222	0.004	0.00444444444444444	0.0217777777777778	0.00266666666666667	1	0.304888888888889
134	0.00666666666666667	0.956888888888889	0.000888888888888889	0	0.0253333333333333	0.00622222222222222	0.00177777777777778	0.000888888888888889	0.000444444444444444	0.000888888888888889	0	1	0.956888888888889
135	0.00177777777777778	0.976444444444444	0.00266666666666667	0.000444444444444444	0.0186666666666667	0	0	0	0	0	0	1	0.976444444444444
136	0.008	0.012	0.021	0.000333333333333333	0.00566666666666667	0.000333333333333333	0.0596666666666667	0.887	0.002	0.00366666666666667	0.000333333333333333	7	0.887
137	0.000888888888888889	0.981333333333333	0.00266666666666667	0.000444444444444444	0.0137777777777778	0.000888888888888889	0	0	0	0	0	1	0.981333333333333
138	0.00977777777777778	0.953777777777778	0	0	0.016	0.00755555555555555	0	0	0.00755555555555555	0.00355555555555556	0.00177777777777778	1	0.953777777777778
139	0.204444444444444	0.0991111111111111	0.0751111111111111	0.036	0.532	0.024	0.00177777777777778	0.00266666666666667	0.00711111111111111	0.0155555555555556	0.00222222222222222	4	0.532
140	0.00266666666666667	0.958666666666667	0.0306666666666667	0	0.00733333333333333	0	0	0.000666666666666667	0	0	0	1	0.958666666666667
141	0.0183333333333333	0.882333333333333	0.076	0	0.0193333333333333	0.000666666666666667	0	0	0.003	0.000333333333333333	0	1	0.882333333333333
142	0.00133333333333333	0.972	0.0128888888888889	0	0.00933333333333333	0.00133333333333333	0	0	0	0.00266666666666667	0.000444444444444444	1	0.972
143	0.0151111111111111	0.0213333333333333	0.0677777777777778	0.00155555555555556	0.00911111111111111	0.0117777777777778	0.000444444444444444	0.00266666666666667	0.002	0.868	0.000222222222222222	9	0.868
144	0.0266666666666667	0.637333333333333	0.194	0.002	0.00866666666666667	0.00666666666666667	0.0193333333333333	0.002	0.00133333333333333	0.0993333333333333	0.00266666666666667	1	0.637333333333333
145	0.00177777777777778	0.959555555555556	0.02	0.000888888888888889	0.0155555555555556	0	0.000444444444444444	0	0.00177777777777778	0	0	1	0.959555555555556
146	0.2016	0.246666666666667	0.0389333333333333	0.0498666666666667	0.194933333333333	0.254666666666667	8e-04	0.00266666666666667	0.00453333333333333	0.00506666666666667	0.000266666666666667	5	0.254666666666667
147	0.0226666666666667	0.128444444444444	0.0831111111111111	0.00222222222222222	0.0244444444444444	0.000444444444444444	0.341777777777778	0.322666666666667	0.0733333333333333	0.000888888888888889	0	6	0.341777777777778
148	0.00133333333333333	0.971111111111111	0.00844444444444444	0	0.0128888888888889	0.004	0.000888888888888889	0.000888888888888889	0.000444444444444444	0	0	1	0.971111111111111
149	0.00133333333333333	0.969333333333333	0.0113333333333333	0	0.00266666666666667	0.00333333333333333	0	0	0.000666666666666667	0.0106666666666667	0.000666666666666667	1	0.969333333333333
150	0.0101333333333333	0.824	0.102666666666667	0.000266666666666667	0.0573333333333333	0.00373333333333333	0.000266666666666667	8e-04	8e-04	0	0	1	0.824
151	0.00166666666666667	0.97	0.014	0.001	0.009	0.00133333333333333	0	0	0.00133333333333333	0.00166666666666667	0	1	0.97
152	0.0613333333333333	0.072	0.00533333333333333	0	0.004	0.786666666666667	0.0106666666666667	0.0106666666666667	0.012	0.0333333333333333	0.004	5	0.786666666666667
153	0.0309333333333333	0.000533333333333333	0.0136	0.101066666666667	0.004	0.806133333333333	0.00133333333333333	0.0064	0.0290666666666667	0.004	0.00293333333333333	5	0.806133333333333
154	0.0173333333333333	0.0290666666666667	0.1176	0.000533333333333333	0.832533333333333	8e-04	0	0.000266666666666667	0.000266666666666667	0.00133333333333333	0.000266666666666667	4	0.832533333333333
155	0.00333333333333333	0.866	0.0166666666666667	0	0.112666666666667	0.00133333333333333	0	0	0	0	0	1	0.866
156	0.00177777777777778	0.957111111111111	0.0182222222222222	0.00333333333333333	0.0106666666666667	0.00311111111111111	0.000222222222222222	0.000444444444444444	0.00288888888888889	0.00222222222222222	0	1	0.957111111111111
157	0.013	0.289	0.504666666666667	0.00233333333333333	0.0823333333333333	0.009	0.000666666666666667	0.00166666666666667	0.000666666666666667	0.096	0.000666666666666667	2	0.504666666666667
158	0.0226666666666667	0.00533333333333333	0.00666666666666667	0.00266666666666667	0.00666666666666667	0.150666666666667	0.254666666666667	0.352	0.181333333333333	0.00666666666666667	0.0106666666666667	7	0.352
159	0.012	0.888	0.0453333333333333	0.00366666666666667	0.0223333333333333	0.015	0.000333333333333333	0.00166666666666667	0.000333333333333333	0.0103333333333333	0.001	1	0.888
160	0.00166666666666667	0.975	0.0163333333333333	0	0.002	0	0.00166666666666667	0.000666666666666667	0.002	0.000666666666666667	0	1	0.975
161	0.0313333333333333	0.00533333333333333	0.120333333333333	0.540333333333333	0.0946666666666667	0.120333333333333	0.004	0.0686666666666667	0.000333333333333333	0.0143333333333333	0.000333333333333333	3	0.540333333333333
162	0.0016	0.974133333333333	0.00826666666666667	0.000533333333333333	0.00826666666666667	0.00186666666666667	0.000266666666666667	0	0.00373333333333333	0.00106666666666667	0.000266666666666667	1	0.974133333333333
163	0.0146666666666667	0.106666666666667	0.0217777777777778	0.0168888888888889	0.00844444444444444	0.557333333333333	0.0546666666666667	0.00666666666666667	0.175555555555556	0.0368888888888889	0.000444444444444444	5	0.557333333333333
164	0.00166666666666667	0.984	0.007	0	0.005	0.000666666666666667	0	0.000333333333333333	0	0.00133333333333333	0	1	0.984
