component_0	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	predicted_component	max_proba
70	0.0196825396825397	0.326772486772487	0.0725925925925926	0.00137566137566138	0.114708994708995	0.434497354497354	0.000846560846560846	0.00116402116402116	0.00232804232804233	0.026031746031746	5	0.434497354497354
71	0.163148148148148	0.236111111111111	0.00592592592592593	0.000555555555555556	0.00166666666666667	0.0190740740740741	0.572777777777778	0.00037037037037037	0.000185185185185185	0.000185185185185185	6	0.572777777777778
72	0.02	0.219259259259259	0.40962962962963	0.0977777777777778	0.00296296296296296	0.00222222222222222	0.000740740740740741	0.232592592592593	0.00222222222222222	0.0125925925925926	2	0.40962962962963
73	0.027037037037037	0.954444444444444	0.0101851851851852	0.000185185185185185	0.000925925925925926	0.0062962962962963	0.00037037037037037	0.000185185185185185	0.000185185185185185	0.000185185185185185	1	0.954444444444444
74	0.0116049382716049	0.961728395061728	0.00864197530864197	0.000246913580246914	0	0.0175308641975309	0	0	0.000246913580246914	0	1	0.961728395061728
75	0.0158024691358025	0.928395061728395	0.011358024691358	0	0.00395061728395062	0.0232098765432099	0.000740740740740741	0.00740740740740741	0.0091358024691358	0	1	0.928395061728395
76	0.0296296296296296	0.000740740740740741	0.582222222222222	0.00148148148148148	0.303703703703704	0.0103703703703704	0.00740740740740741	0.0037037037037037	0.022962962962963	0.0377777777777778	2	0.582222222222222
77	0.00259259259259259	0.930740740740741	0.0298148148148148	0.00037037037037037	0.0192592592592593	0.00555555555555556	0.00296296296296296	0.00185185185185185	0.00351851851851852	0.00333333333333333	1	0.930740740740741
78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NA
79	0.0733333333333333	0.754814814814815	0.140740740740741	0.00037037037037037	0.0125925925925926	0.0162962962962963	0.000740740740740741	0.00037037037037037	0.00037037037037037	0.00037037037037037	1	0.754814814814815
80	0.0918518518518519	0.435925925925926	0.00037037037037037	0.0614814814814815	0.00111111111111111	0.00148148148148148	0.0522222222222222	0.31962962962963	0.00444444444444444	0.0314814814814815	1	0.435925925925926
81	0.0688888888888889	0.524148148148148	0.272740740740741	0.000296296296296296	0.0660740740740741	0.0653333333333333	0.000148148148148148	0.000740740740740741	0.000740740740740741	0.000888888888888889	1	0.524148148148148
82	0.00222222222222222	0.977037037037037	0	0	0.000740740740740741	0.00148148148148148	0.00222222222222222	0.000740740740740741	0.00222222222222222	0.0133333333333333	1	0.977037037037037
83	0.0367901234567901	0.908641975308642	0.0328395061728395	0.000246913580246914	0.00395061728395062	0.0167901234567901	0.000246913580246914	0.000493827160493827	0	0	1	0.908641975308642
84	0.00246913580246914	0.0518518518518519	0.0197530864197531	0.000987654320987654	0.0217283950617284	0.00222222222222222	0.866172839506173	0.0106172839506173	0.0239506172839506	0.000246913580246914	6	0.866172839506173
85	0.00716049382716049	0.0183950617283951	0.0154320987654321	0.25283950617284	0.000864197530864197	0.0154320987654321	0.00111111111111111	0.680123456790123	0.00679012345679012	0.00185185185185185	7	0.680123456790123
86	0.00162962962962963	0	0.00118518518518519	0.00592592592592593	0	0	0.980592592592593	0.00844444444444445	0.00103703703703704	0.00118518518518519	6	0.980592592592593
87	0.0414814814814815	0.269259259259259	0.401111111111111	0	0.203703703703704	0.0162962962962963	0.0262962962962963	0.0396296296296296	0.00148148148148148	0.000740740740740741	2	0.401111111111111
88	0.0118518518518519	0.111481481481481	0.00685185185185185	0.810185185185185	0.000555555555555556	0.0190740740740741	0.00333333333333333	0.0303703703703704	0.00462962962962963	0.00166666666666667	3	0.810185185185185
89	0.00481481481481481	0.952592592592593	0.0160493827160494	0.000246913580246914	0.0134567901234568	0.00345679012345679	0.00419753086419753	0.000864197530864197	0.00172839506172839	0.00259259259259259	1	0.952592592592593
90	0.00333333333333333	0.00037037037037037	0.0137037037037037	0.00259259259259259	0.00037037037037037	0.00481481481481482	0.937777777777778	0.0274074074074074	0.00962962962962963	0	6	0.937777777777778
91	0.03	0.135555555555556	0.424444444444444	0.124814814814815	0.134814814814815	0.0151851851851852	0.00222222222222222	0.108888888888889	0.0237037037037037	0.00037037037037037	2	0.424444444444444
92	0.00462962962962963	0.953333333333333	0.0124074074074074	0.000740740740740741	0.00796296296296296	0.017037037037037	0.00148148148148148	0.00148148148148148	0.000740740740740741	0.000185185185185185	1	0.953333333333333
93	0.00296296296296296	0.973086419753086	0.000246913580246914	0.000493827160493827	0	0.00592592592592593	0.0106172839506173	0.00345679012345679	0.00222222222222222	0.000987654320987654	1	0.973086419753086
94	0.261111111111111	0.128888888888889	0.519259259259259	0.00037037037037037	0.00259259259259259	0.0425925925925926	0.000740740740740741	0.04	0	0.00444444444444444	2	0.519259259259259
95	0.00555555555555556	0.252222222222222	0.299444444444444	0.00111111111111111	0.0168518518518519	0.407407407407407	0.00037037037037037	0.00611111111111111	0.000740740740740741	0.0101851851851852	5	0.407407407407407
96	0.00814814814814815	0.967901234567901	0.00765432098765432	0.000493827160493827	0.000246913580246914	0.014320987654321	0.000246913580246914	0.000493827160493827	0.000493827160493827	0	1	0.967901234567901
97	0.0133333333333333	0.812592592592593	0.0622222222222222	0	0.00296296296296296	0.00222222222222222	0.00814814814814815	0.0303703703703704	0.0674074074074074	0.000740740740740741	1	0.812592592592593
98	0.0131851851851852	0.959555555555556	0.0117037037037037	0.000592592592592593	0.00459259259259259	0.00533333333333333	0.000888888888888889	0.00237037037037037	0.000444444444444444	0.00133333333333333	1	0.959555555555556
99	0.0101851851851852	0.0192592592592593	0.135925925925926	0.0012037037037037	0.768240740740741	0.0573148148148148	0.000462962962962963	0.00611111111111111	0.00037037037037037	0.000925925925925926	4	0.768240740740741
100	0.00533333333333333	0.110962962962963	0.0463703703703704	0.00622222222222222	0.000888888888888889	0.0118518518518519	0.804	0.0111111111111111	0.00296296296296296	0.000296296296296296	6	0.804
101	0.00785185185185185	0.0691851851851852	0.0108148148148148	0.273925925925926	0.00918518518518519	0.00148148148148148	0.297925925925926	0.305925925925926	0.0191111111111111	0.00459259259259259	7	0.305925925925926
102	0.00814814814814815	0.969135802469136	0.00814814814814815	0.000493827160493827	0.000493827160493827	0.0125925925925926	0	0.000740740740740741	0.000246913580246914	0	1	0.969135802469136
103	0.0140740740740741	0.202222222222222	0.292222222222222	0.0948148148148148	0.177037037037037	0.000740740740740741	0.0248148148148148	0.156296296296296	0.0348148148148148	0.00296296296296296	2	0.292222222222222
104	0.00395061728395062	0.0607407407407407	0.045679012345679	0.0239506172839506	0.00864197530864197	0.0177777777777778	0.000246913580246914	0.757530864197531	0.0111111111111111	0.0703703703703704	7	0.757530864197531
105	0.00725925925925926	0.0696296296296296	0.00222222222222222	0.000740740740740741	0.000888888888888889	0.0167407407407407	0.892	0.00725925925925926	0.00325925925925926	0	6	0.892
106	0.00444444444444444	0	0.00425925925925926	0.0388888888888889	0.00111111111111111	0	0.022037037037037	0.92537037037037	0.00296296296296296	0.000925925925925926	7	0.92537037037037
107	0.005	0.946666666666667	0.0131481481481481	0.000185185185185185	0.0153703703703704	0.00944444444444444	0.00222222222222222	0.00277777777777778	0.00351851851851852	0.00166666666666667	1	0.946666666666667
108	0.0125925925925926	0.00444444444444444	0.00444444444444444	0.000740740740740741	0.0133333333333333	0	0.545925925925926	0.224444444444444	0.188888888888889	0.00518518518518519	6	0.545925925925926
109	0.0464197530864198	0.876296296296296	0.0417283950617284	0.000987654320987654	0.0261728395061728	0.00320987654320988	0.000740740740740741	0	0.00444444444444444	0	1	0.876296296296296
110	0.00725925925925926	0.537037037037037	0.415111111111111	0.0037037037037037	0.0125925925925926	0.00340740740740741	0.00607407407407407	0.00859259259259259	0.00207407407407407	0.00414814814814815	1	0.537037037037037
111	0.241481481481481	0.316296296296296	0.108518518518519	0.0703703703703704	0.06	0.0666666666666667	0.0122222222222222	0.12037037037037	0.00222222222222222	0.00185185185185185	1	0.316296296296296
112	0.004	0.108444444444444	0.0414814814814815	0.000888888888888889	0.0514074074074074	0.00533333333333333	0.761185185185185	0.00444444444444444	0.0217777777777778	0.00103703703703704	6	0.761185185185185
113	0.00790123456790123	0.886913580246914	0.0123456790123457	0.00296296296296296	0.0135802469135802	0.0496296296296296	0.00518518518518519	0.00444444444444444	0.0106172839506173	0.00641975308641975	1	0.886913580246914
114	0.00444444444444444	0.956296296296296	0.00918518518518519	0.000296296296296296	0.000592592592592593	0.0272592592592593	0.000444444444444444	0.00103703703703704	0.000444444444444444	0	1	0.956296296296296
115	0.0244444444444444	0.509037037037037	0.162074074074074	0.0337777777777778	0.0139259259259259	0.030962962962963	0.000740740740740741	0.0788148148148148	0.141481481481481	0.00474074074074074	1	0.509037037037037
116	0.134074074074074	0.0525925925925926	0.278518518518518	0.183703703703704	0.242962962962963	0.0174074074074074	0.00925925925925926	0.0214814814814815	0.0318518518518519	0.0281481481481481	2	0.278518518518518
117	0.202962962962963	0.129259259259259	0.51	0	0.0185185185185185	0.137037037037037	0.00111111111111111	0	0.00037037037037037	0.000740740740740741	2	0.51
118	0.0012962962962963	0.97962962962963	0.000555555555555556	0.000185185185185185	0.00203703703703704	0.0161111111111111	0.000185185185185185	0	0	0	1	0.97962962962963
119	0.250925925925926	0.24	0.0118518518518519	0.00203703703703704	0.00444444444444444	0.025	0.455740740740741	0.00333333333333333	0.00407407407407407	0.00259259259259259	6	0.455740740740741
120	0.0091358024691358	0.964444444444444	0.00765432098765432	0.000740740740740741	0	0.0165432098765432	0.000246913580246914	0.000246913580246914	0.000246913580246914	0.000740740740740741	1	0.964444444444444
121	0.0140740740740741	0.00592592592592593	0.000740740740740741	0.0037037037037037	0.0177777777777778	0.00444444444444444	0.542222222222222	0.208888888888889	0.200740740740741	0.00148148148148148	6	0.542222222222222
122	0.00641975308641975	0	0.732345679012346	0.0276543209876543	0.025679012345679	0.00962962962962963	0.0251851851851852	0.12641975308642	0.0150617283950617	0.0316049382716049	2	0.732345679012346
123	0.142716049382716	0.373333333333333	0.0120987654320988	0.000246913580246914	0.00271604938271605	0.0288888888888889	0.439012345679012	0.000246913580246914	0.000246913580246914	0.000493827160493827	6	0.439012345679012
124	0.0105555555555556	0.604444444444444	0.0681481481481482	0.00037037037037037	0.0418518518518518	0.263518518518519	0.000185185185185185	0.00481481481481482	0.00462962962962963	0.00148148148148148	1	0.604444444444444
125	0.77837037037037	0.0251851851851852	0.00222222222222222	0.144148148148148	0.00459259259259259	0.00681481481481482	0.00177777777777778	0.0311111111111111	0.000296296296296296	0.00548148148148148	0	0.77837037037037
126	0.00351851851851852	0.972222222222222	0.00851851851851852	0.000185185185185185	0.00685185185185185	0.005	0.00166666666666667	0.000185185185185185	0.00148148148148148	0.00037037037037037	1	0.972222222222222
127	0.0162962962962963	0.0037037037037037	0.00222222222222222	0.900740740740741	0.00148148148148148	0.000740740740740741	0.00222222222222222	0.000740740740740741	0.000740740740740741	0.0711111111111111	3	0.900740740740741
128	0.415	0.0627777777777778	0.241481481481481	0.00777777777777778	0.24037037037037	0.00648148148148148	0.00222222222222222	0.0168518518518519	0.00555555555555556	0.00148148148148148	0	0.415
129	0.0062962962962963	0.139814814814815	0.754259259259259	0.005	0.0062962962962963	0.0744444444444444	0.000185185185185185	0.0103703703703704	0.00185185185185185	0.00148148148148148	2	0.754259259259259
130	0.0177777777777778	0.823703703703704	0.0474074074074074	0	0.00592592592592593	0.000740740740740741	0.00740740740740741	0.0288888888888889	0.0674074074074074	0.000740740740740741	1	0.823703703703704
131	0.00314814814814815	0.959259259259259	0.0122222222222222	0.000555555555555556	0.00666666666666667	0.0146296296296296	0.00037037037037037	0.00037037037037037	0.00203703703703704	0.000740740740740741	1	0.959259259259259
132	0.00518518518518519	0.00716049382716049	0.12962962962963	0.000123456790123457	0.653456790123457	0.00271604938271605	0.00037037037037037	0.000246913580246914	0.2	0.00111111111111111	4	0.653456790123457
133	0.186666666666667	0.265925925925926	0.111111111111111	0.0311111111111111	0.00296296296296296	0.0565432098765432	0.164444444444444	0.164938271604938	0.00320987654320988	0.0130864197530864	1	0.265925925925926
134	0.00469135802469136	0.966666666666667	0.00123456790123457	0	0.000493827160493827	0.0217283950617284	0.00222222222222222	0.00197530864197531	0.000740740740740741	0.000246913580246914	1	0.966666666666667
135	0.00790123456790123	0.968641975308642	0.00716049382716049	0.000493827160493827	0.000740740740740741	0.0145679012345679	0	0.000246913580246914	0	0.000246913580246914	1	0.968641975308642
136	0.0012962962962963	0.0227777777777778	0.0237037037037037	0.000740740740740741	0.0161111111111111	0.00148148148148148	0.922592592592593	0.00296296296296296	0.00240740740740741	0.00592592592592593	6	0.922592592592593
137	0.00938271604938272	0.97037037037037	0.00617283950617284	0.00123456790123457	0.000493827160493827	0.0118518518518519	0.000246913580246914	0	0.000246913580246914	0	1	0.97037037037037
138	0.0054320987654321	0.955555555555556	0	0	0.000493827160493827	0.0209876543209877	0.000740740740740741	0.00716049382716049	0.00839506172839506	0.00123456790123457	1	0.955555555555556
139	0.336049382716049	0.0790123456790123	0.0518518518518519	0.0318518518518519	0.0424691358024691	0.439753086419753	0.00222222222222222	0.00641975308641975	0.00345679012345679	0.00691358024691358	5	0.439753086419753
140	0.0722222222222222	0.886666666666667	0.03	0	0.00592592592592593	0.00222222222222222	0.00037037037037037	0.00111111111111111	0.00111111111111111	0.00037037037037037	1	0.886666666666667
141	0.0622222222222222	0.792037037037037	0.0812962962962963	0.00037037037037037	0.0548148148148148	0.00703703703703704	0.00037037037037037	0	0.00148148148148148	0.00037037037037037	1	0.792037037037037
142	0.00765432098765432	0.965432098765432	0.0160493827160494	0.000493827160493827	0.000246913580246914	0.0037037037037037	0	0.00123456790123457	0	0.00518518518518519	1	0.965432098765432
143	0.000864197530864197	0.0182716049382716	0.0675308641975309	0.00135802469135802	0.0280246913580247	0.00222222222222222	0.000493827160493827	0.0190123456790123	0.00160493827160494	0.860617283950617	9	0.860617283950617
144	0.0151851851851852	0.646296296296296	0.232222222222222	0.00037037037037037	0.0159259259259259	0.00259259259259259	0.0122222222222222	0.00592592592592593	0.00185185185185185	0.0674074074074074	1	0.646296296296296
145	0.00765432098765432	0.953333333333333	0.0128395061728395	0.000740740740740741	0.00962962962962963	0.0123456790123457	0.00123456790123457	0.000740740740740741	0.000987654320987654	0.000493827160493827	1	0.953333333333333
146	0.287851851851852	0.274518518518518	0.0674074074074074	0.0634074074074074	0.00177777777777778	0.187851851851852	0.00207407407407407	0.103703703703704	0.00888888888888889	0.00251851851851852	0	0.287851851851852
147	0.0091358024691358	0.097037037037037	0.0533333333333333	0.00222222222222222	0.0387654320987654	0.0153086419753086	0.740246913580247	0.00617283950617284	0.0362962962962963	0.00148148148148148	6	0.740246913580247
148	0.0118518518518519	0.96320987654321	0.0135802469135802	0	0.000740740740740741	0.00518518518518519	0.00148148148148148	0.00246913580246914	0.000740740740740741	0.000740740740740741	1	0.96320987654321
