component_0	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	predicted_component	max_proba
1	0	0.955555555555556	0.0366666666666667	0	0.00777777777777778	0	0	0	0	0	1	0.955555555555556
2	0	0.121111111111111	0.686666666666667	0.00222222222222222	0	0.19	0	0	0	0	2	0.686666666666667
3	0.0837037037037037	0.227777777777778	0.0296296296296296	0.11	0.0118518518518519	0.414074074074074	0.00259259259259259	0.0462962962962963	0.0037037037037037	0.0703703703703704	5	0.414074074074074
4	0.00592592592592593	0.757037037037037	0.134814814814815	0.000740740740740741	0.097037037037037	0.00296296296296296	0	0	0.00148148148148148	0	1	0.757037037037037
5	0.00222222222222222	0.308518518518519	0.0844444444444444	0.000740740740740741	0.0611111111111111	0.51037037037037	0.00592592592592593	0.00185185185185185	0.0237037037037037	0.00111111111111111	5	0.51037037037037
6	0.00555555555555556	0.01	0.00444444444444444	0	0.0133333333333333	0.00111111111111111	0	0	0.963333333333333	0.00222222222222222	8	0.963333333333333
7	0	0.969444444444444	0.0161111111111111	0	0	0.005	0.00277777777777778	0.00611111111111111	0	0.000555555555555556	1	0.969444444444444
8	0.0037037037037037	0.661481481481481	0.00222222222222222	0.307407407407407	0.00814814814814815	0.0118518518518519	0.00148148148148148	0.00148148148148148	0	0.00222222222222222	1	0.661481481481481
9	0.00222222222222222	0.97	0.02	0.00111111111111111	0	0	0.00111111111111111	0	0	0.00555555555555556	1	0.97
10	0.0140740740740741	0.0437037037037037	0.017037037037037	0.00888888888888889	0.0288888888888889	0.00592592592592593	0.00296296296296296	0.0207407407407407	0.857037037037037	0.000740740740740741	8	0.857037037037037
11	0.000555555555555556	0.970555555555556	0.01	0.000555555555555556	0.01	0.00666666666666667	0.00111111111111111	0	0.000555555555555556	0	1	0.970555555555556
12	0.000634920634920635	0	0.000317460317460317	0.994920634920635	0	0	0.00317460317460317	0.000634920634920635	0	0.000317460317460317	3	0.994920634920635
13	0	0.952962962962963	0.0340740740740741	0	0.0103703703703704	0.000740740740740741	0	0.00148148148148148	0	0.00037037037037037	1	0.952962962962963
14	0.00333333333333333	0.35037037037037	0.395185185185185	0.00037037037037037	0.0662962962962963	0.177037037037037	0.00222222222222222	0.00444444444444444	0	0.000740740740740741	2	0.395185185185185
15	0.00592592592592593	0.0992592592592593	0.231851851851852	0.000740740740740741	0.637037037037037	0.00296296296296296	0.0148148148148148	0	0.00296296296296296	0.00444444444444444	4	0.637037037037037
16	0	0.0122222222222222	0.401111111111111	0	0.577777777777778	0.00611111111111111	0.000555555555555556	0.000555555555555556	0	0.00166666666666667	4	0.577777777777778
17	0.00037037037037037	0.0559259259259259	0.0755555555555556	0	0.00777777777777778	0.859259259259259	0.00037037037037037	0.00037037037037037	0.00037037037037037	0	5	0.859259259259259
18	0.00444444444444444	0.0555555555555556	0.395555555555556	0.00222222222222222	0.511111111111111	0.0155555555555556	0.00222222222222222	0.00333333333333333	0.00555555555555556	0.00444444444444444	4	0.511111111111111
19	0.00333333333333333	0.934444444444444	0.0322222222222222	0.00222222222222222	0.0177777777777778	0.00777777777777778	0	0.00111111111111111	0.00111111111111111	0	1	0.934444444444444
20	0	0.98	0.0133333333333333	0	0.000555555555555556	0.00333333333333333	0.00222222222222222	0.000555555555555556	0	0	1	0.98
21	0.000888888888888889	0.929777777777778	0.0546666666666667	0	0.00888888888888889	0.000888888888888889	0.00177777777777778	0.00133333333333333	0.000888888888888889	0.000888888888888889	1	0.929777777777778
22	0	0.978888888888889	0.0105555555555556	0	0.00444444444444444	0.00555555555555556	0	0	0.000555555555555556	0	1	0.978888888888889
23	0.00166666666666667	0.0688888888888889	0.415555555555556	0.00111111111111111	0.00833333333333333	0.501111111111111	0	0.000555555555555556	0.00277777777777778	0	5	0.501111111111111
24	0.00222222222222222	0.962222222222222	0.0188888888888889	0.000555555555555556	0.01	0.00222222222222222	0.000555555555555556	0.00277777777777778	0.000555555555555556	0	1	0.962222222222222
25	0	0.968333333333333	0.00944444444444444	0	0.00722222222222222	0.0144444444444444	0	0	0.000555555555555556	0	1	0.968333333333333
26	0.00148148148148148	0.91037037037037	0.017037037037037	0.000740740740740741	0.0548148148148148	0.0037037037037037	0.000740740740740741	0.00444444444444444	0.00666666666666667	0	1	0.91037037037037
27	0.000555555555555556	0.117777777777778	0.753888888888889	0.000555555555555556	0.015	0.112222222222222	0	0	0	0	2	0.753888888888889
28	0.00166666666666667	0.988333333333333	0.00222222222222222	0	0.00111111111111111	0.00444444444444444	0.00111111111111111	0.00111111111111111	0	0	1	0.988333333333333
29	0.156	0.0231111111111111	0.103555555555556	0.0751111111111111	0.00355555555555556	0.00711111111111111	0.109777777777778	0.502666666666667	0.000444444444444444	0.0186666666666667	7	0.502666666666667
30	0.0362962962962963	0	0.14962962962963	0.585185185185185	0.0614814814814815	0.0659259259259259	0.042962962962963	0.00444444444444444	0.00148148148148148	0.0525925925925926	3	0.585185185185185
31	0	0.742222222222222	0.177777777777778	0.00666666666666667	0	0.0733333333333333	0	0	0	0	1	0.742222222222222
32	0.0244444444444444	0.704444444444444	0.0733333333333333	0	0	0.02	0.122222222222222	0.0488888888888889	0.00222222222222222	0.00444444444444444	1	0.704444444444444
33	0	0.963333333333333	0.0138888888888889	0.000555555555555556	0.00555555555555556	0.0144444444444444	0.000555555555555556	0	0.00166666666666667	0	1	0.963333333333333
34	0.085	0.147222222222222	0.045	0.100555555555556	0.0383333333333333	0.000555555555555556	0.478888888888889	0.0211111111111111	0.01	0.0733333333333333	6	0.478888888888889
35	0.0333333333333333	0.0711111111111111	0.00222222222222222	0.00444444444444444	0.00888888888888889	0.00444444444444444	0.857777777777778	0.00222222222222222	0	0.0155555555555556	6	0.857777777777778
36	0.00111111111111111	0.976666666666667	0.0111111111111111	0	0.00111111111111111	0	0.00111111111111111	0	0	0.00888888888888889	1	0.976666666666667
37	0	0.982222222222222	0.00518518518518519	0	0.000740740740740741	0.0118518518518519	0	0	0	0	1	0.982222222222222
