CoxGLM_0	CoxGLM_0.2	CoxGLM_0.4	CoxGLM_0.6	CoxGLM_0.8	CoxGLM_1	RFS_1_20	CoxBoost_	RFX_
1	0.692109174656583	0.704228802900871	0.705290495402055	0.705617170017804	0.705715172402528	0.70589484344119	0.650237655782957	0.703804125900397	0.69949202097251
2	0.688382860112439	0.697453583408135	0.698587423820097	0.698540180469599	0.698524432686099	0.698414198201603	0.635210469126471	0.697847277995622	0.699359065211571
3	0.716453064340594	0.723518996800026	0.724201224761626	0.724217468284521	0.723957571918198	0.72312915225054	0.663344866234589	0.722235758491302	0.728229618439647
4	0.690801660811242	0.700015969338869	0.701341424465027	0.702187799425104	0.702091983391888	0.702123922069626	0.654080166081124	0.700287448099649	0.701692749920153
5	0.696301441222434	0.706917236262609	0.707043520813272	0.707185590932769	0.70628581350929	0.706191100096292	0.662275647602961	0.705338679379311	0.704146868932422
6	0.674632741707202	0.693617921228587	0.697798890497649	0.699393190063284	0.699734825684491	0.699881240950723	0.652442694691633	0.702467910654151	0.693650457954416
7	0.692243992375238	0.705884191119028	0.707384144245492	0.707665385456704	0.708024749226587	0.708399737508203	0.647956313865192	0.706329489703447	0.711071529014718
8	0.702731986688337	0.705812243634394	0.705239532543921	0.704481077315997	0.704217939787942	0.703784536800557	0.65400510796378	0.703320176456931	0.706353997368625
9	0.68424540194589	0.690500048485632	0.691647541778453	0.692051588712545	0.692326340627727	0.692439473769273	0.64083459934706	0.691922293693635	0.690613181627178
10	0.724125914740388	0.728141645785972	0.727162603919486	0.726449064932048	0.726283125632644	0.725735525944609	0.65011698720608	0.722582679255928	0.722964339644558
11	0.714772020555792	0.726441033026742	0.727521194068934	0.726850184936663	0.726719256325489	0.726490131255933	0.674094137671435	0.726473765179536	0.72956695361854
12	0.669018346286151	0.67621671550516	0.67744298636769	0.677681870301949	0.677928717034017	0.677896865842783	0.638560644668111	0.675985794368709	0.679003694738183
13	0.722373817421284	0.736523913007957	0.736752667440075	0.736687309030898	0.736899723860721	0.737063119883662	0.653616770967795	0.736703648633192	0.730314864136207
14	0.67097554170929	0.678399826405034	0.680275272017111	0.680600762577885	0.679918782355312	0.68016677516352	0.639604451470907	0.679190303481199	0.684894138069996
15	0.686530284797433	0.690140393100682	0.688760529482551	0.688231046931408	0.692162053750501	0.691969514640995	0.669795427196149	0.691231448054553	0.691744885679904
16	0.651382278150877	0.670991719371455	0.674528916998109	0.675637347590794	0.675474343091869	0.675099432744344	0.65453641520506	0.677560800678099	0.667014409597705
17	0.684701079216381	0.687438680887426	0.68750197803589	0.687565275184353	0.686869006551255	0.686853182264139	0.657143083204102	0.687058897996645	0.688609678134
18	0.728932381487126	0.734627416379241	0.734531162268389	0.734996390470843	0.735461618673298	0.735573915135959	0.697617710756397	0.732975054142937	0.739440121921874
19	0.699111734455353	0.70682561944834	0.707371045659966	0.706311360448808	0.706155524388344	0.705984104721833	0.67374162381175	0.703833567087424	0.704191990026492
20	0.709345443259225	0.714801444043321	0.714458402077854	0.713690641488475	0.714050018785631	0.714246042765898	0.674534851430158	0.71362530016172	0.722037995981508
21	0.682570250188564	0.699613242822525	0.70064833983278	0.70109768427134	0.70109768427134	0.701354452521946	0.663521255596745	0.700215043409882	0.699212042430953
22	0.696399889676655	0.701161639924072	0.70378993137239	0.70450378830897	0.704568684394114	0.705087853075263	0.680816717231533	0.703173418563525	0.707935168810941
23	0.696937225109956	0.702471011595362	0.702375049980008	0.702119152339064	0.701703318672531	0.701751299480208	0.636673330667733	0.701847261095562	0.701159536185526
24	0.710232966897424	0.712036880001233	0.712484003762007	0.712761528854901	0.71263818436917	0.712715274672752	0.644274503152993	0.709677916711636	0.71234524121556
25	0.697650697551987	0.710400763358779	0.711404316925507	0.711618188997104	0.711914319557778	0.711980126349039	0.658651947881021	0.713962555935773	0.711815609370887
