CoxGLM_0	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.703570357035704	0.711971197119712	0.686543654365437	0.685793579357936	0.708670867086709
2	0.694611657612685	0.694538246953458	0.695639406841873	0.684774629276171	0.704008221993834
3	0.640783305610162	0.675034023892333	0.641312566157568	0.66928776652049	0.646831997580523
4	0.677110993096123	0.676779075942645	0.681226765799256	0.672729686670207	0.678836962294211
5	0.691954324714529	0.69858249114057	0.706720042000263	0.693004331277071	0.701141882136763
6	0.712956581667815	0.712611991729841	0.687112336319779	0.706685044796692	0.718194348725017
7	0.677773000859845	0.675480080252221	0.697764402407567	0.678561192318716	0.685798222986529
8	0.679340419732897	0.677364404469883	0.671368220223494	0.662987189970019	0.674707004633415
9	0.655104996379435	0.667994207096307	0.670818247646633	0.679217958001448	0.672194062273715
10	0.659197080291971	0.669197080291971	0.673576642335766	0.656423357664234	0.664890510948905
11	0.678388017118402	0.686091298145506	0.721825962910128	0.701497860199715	0.700641940085592
12	0.650629260618773	0.657905086523335	0.676914001048768	0.639486103828002	0.644861038280021
13	0.709424849992683	0.681252744036294	0.658276013464071	0.670569296063223	0.701082979657544
14	0.684167573449401	0.67791077257889	0.684915669205658	0.673694232861806	0.682535364526659
15	0.657499225286644	0.644561512240471	0.645336225596529	0.629144716454912	0.666330957545708
16	0.691101581345484	0.703765746448673	0.702961672473868	0.68440096488877	0.699812382739212
17	0.682201856987821	0.675810924876402	0.662787893404076	0.66260701796696	0.68569878210539
18	0.602468936582217	0.600129094723253	0.615781829917702	0.593755042762627	0.601823462965951
19	0.66302833255922	0.677194612169066	0.681452237188419	0.679439541724725	0.657919182535996
20	0.757101238164603	0.74231609613984	0.771303714493809	0.727822286962855	0.771522214129643
21	0.679351422898743	0.674387822634017	0.665916611515553	0.66585043017869	0.66915949702184
22	0.681137123745819	0.69933110367893	0.687692307692308	0.687826086956522	0.692240802675585
23	0.684737466627114	0.682809255413824	0.670350044497182	0.659003263126669	0.69467517057253
24	0.684214467575258	0.695896360641006	0.661899056462483	0.676351654934851	0.691103789126853
25	0.646156073548574	0.666932097871724	0.702548139568554	0.662443897495295	0.658751990734038
