,all_features_yanis,clin_demo_comp_yanis,clin_demo_cyto_gen_comp_yanis,comp_yanis,cyto_comp_yanis,cyto_gen_comp_yanis,eln_clin_demo_comp_yanis,eln_cyto_comp_yanis,eln_cyto_gen_comp_yanis,eln_gen_comp_yanis,gen_comp_yanis,clin_comp_yanis,clin_cyto_comp_yanis,clin_gen_comp_yanis,eln_clin_comp_yanis,all_features_without_age_yanis,clin_demo_comp_without_age_yanis,clin_demo_cyto_gen_comp_without_age_yanis,eln_clin_demo_comp_without_age_yanis
0,0.6992414384105119,0.6954486304630717,0.7034785920589075,0.6078887231408894,0.6159662932046847,0.640072047481512,0.6957660202494683,0.6045640651283841,0.6342082711778335,0.6291697083187863,0.6329466467769067,0.635588916748659,0.6421588853270702,0.6476179896530929,0.6364141301932904,0.6514425365791728,0.6376836893388771,0.654775129336338,0.6361126098962135
1,0.6988670912407591,0.7002272218132941,0.6958267993727398,0.6272122123723878,0.6316526386533107,0.6437978045892405,0.6971229238006849,0.639285371395654,0.6479902070598778,0.6433497615771114,0.6363010849041508,0.6576631356610234,0.6590232662335584,0.6512785227381829,0.6608954459628125,0.6639837424392742,0.6526706563830128,0.65951931385413,0.6611354690050245
2,0.7327586206896551,0.7254810094952524,0.7314623938030984,0.6460675912043978,0.6538059095452274,0.6727339455272364,0.7257465017491255,0.6703445152423788,0.6757090204897551,0.6747485632183908,0.66359007996002,0.685032483758121,0.6872969765117442,0.6879060469765117,0.6870002498750625,0.6988380809595203,0.6818309595202399,0.6935907046476761,0.6871720389805097
3,0.7217604381876712,0.7154823107352777,0.7190057496116209,0.616697897147616,0.626811768285847,0.6542145133650443,0.7168276237607906,0.6346834510482231,0.6595076794951873,0.6548231073527763,0.6466391197809062,0.6426912666762761,0.6509553324044267,0.6578420538445523,0.6640240875094092,0.6713111997309374,0.6506670510418168,0.6645045564470924,0.6643283845032752
4,0.7257395172803027,0.7207430032203446,0.7258557152816971,0.607449951860828,0.6144550313734604,0.6575976893197437,0.721987981806713,0.6257926363666545,0.660610537498755,0.649347631220743,0.6499950200856546,0.656236512731981,0.6603864413532087,0.669649082035789,0.6608014342153316,0.6725706317851333,0.6539955512765181,0.6765877626904817,0.6603532419242389
5,0.714052017581546,0.7098383951882085,0.7138537294689183,0.6217075911299118,0.6308949403483262,0.6479725040483822,0.7112594599953733,0.6287302951188076,0.6467001553256883,0.6437093096268879,0.6408919660266367,0.6608447073597937,0.6624640602795863,0.6668263987573945,0.6656862421097856,0.6715357414323011,0.6615552397633762,0.6694537162497108,0.6651574738094451
6,0.7444369410175745,0.741686294533296,0.746051092846672,0.6359346433218586,0.6433218585805347,0.6606575198063018,0.741851003903612,0.6501572974486518,0.6538550228122478,0.6523149901997924,0.6568856752260636,0.6745342842554313,0.6762966745178133,0.6775814076062787,0.6734801442854084,0.6833462355673414,0.6706471431159718,0.6817485546752755,0.6741554527037044
7,0.7374267730275458,0.7302131372304624,0.7272996385391998,0.6016764302629939,0.6160335909260874,0.6476614109435374,0.7316309360588309,0.6440000623208276,0.6540025551539325,0.6549841081889568,0.6410086625950393,0.6920572105197557,0.6959366820391375,0.6925869375545307,0.699473389006606,0.6916988657609373,0.6825844447214259,0.6927894802442977,0.6978842079022809
8,0.7136815882144889,0.6979962785834013,0.7130049670147165,0.6265819864983315,0.6309415799105015,0.6557458979839764,0.7040397361177321,0.6374694367128512,0.6512325270264036,0.6452890248965846,0.6483876424364514,0.6540159005981947,0.6611050454412647,0.6702394316381922,0.664887973058174,0.6723615617647511,0.6541389226345169,0.6747451137184948,0.6674099248027803
9,0.7194992472862689,0.7084224704856984,0.7255209571349338,0.6168766341811267,0.6223912526741145,0.650804215196894,0.7106251485619206,0.6356865541557721,0.65192140083987,0.6488154662863481,0.6452420568893115,0.6611520481736788,0.6692338166547818,0.6779811425402108,0.6669202123445052,0.6783297678472388,0.6578242611520482,0.6801838206164329,0.6628000950796292
