CoxGLM_0	CoxGLM_0.2	CoxGLM_0.4	CoxGLM_0.6	CoxGLM_0.8	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.730440733283325	0.727703422953926	0.725992603998052	0.726453209101557	0.726663771434587	0.726755892455288	0.729940647742377	0.714701198889284	0.729335281034914
2	0.714834219380024	0.716118345018877	0.716850296633023	0.717107121760793	0.717017232966073	0.716965867940519	0.715758789839998	0.717197010555513	0.713948172689216
3	0.734768103617453	0.730437626741676	0.729024661477072	0.728579839078956	0.728566756067247	0.728344344868189	0.730568456858769	0.720507620854321	0.727441617060247
4	0.738801986012493	0.740497036997491	0.740950830174577	0.74052373071379	0.740817361593081	0.74084405530938	0.751067748651967	0.741898457103198	0.741978538252095
5	0.712200264207844	0.717004043180635	0.717017387011115	0.717244232129275	0.717217544468315	0.717457733416955	0.723542520115824	0.711252852243765	0.715282689048718
6	0.725497092183437	0.724529913456345	0.723926996847249	0.722633238290229	0.723650660068079	0.723562734729253	0.73158906208785	0.716918091266502	0.722909575069398
7	0.730733407845016	0.730241098515089	0.730879770078237	0.730733407845016	0.7309329927085	0.731159188887115	0.732250252807494	0.727433604768748	0.728112193304593
8	0.708925270662794	0.709638236070768	0.708832849221019	0.708370742012147	0.708185899128598	0.708053868497491	0.720675996831265	0.699537892791128	0.707591761288619
9	0.730228882906773	0.729010138347597	0.726545863634537	0.725541403833019	0.725795866982737	0.72595658055098	0.73975116182517	0.715536984209892	0.733911902179008
10	0.734990312019777	0.733213068751253	0.732237589363266	0.731997060199105	0.731596178258836	0.731662991915548	0.738665063138906	0.724340215139975	0.726571791274136
11	0.744829793191728	0.743443071056176	0.742096350520687	0.741843007053615	0.741202981452591	0.740989639585583	0.743536408122992	0.731309252370095	0.7500833366668
12	0.704411991964148	0.702338639056302	0.70172049657446	0.701359913460053	0.701437181270283	0.701347035491681	0.701900788131664	0.696105702364395	0.702892391696286
13	0.751480372805584	0.75345420321303	0.753990143919687	0.753519561835793	0.753467274937582	0.753480346662135	0.752591469392557	0.748761454098639	0.752578397668004
14	0.730860088048964	0.732819714377752	0.733477397186728	0.733383442499732	0.733329754107162	0.73247073982605	0.75399978524643	0.726457639858263	0.728712552346183
15	0.696791478795007	0.696673854799712	0.697444945435535	0.697131281448082	0.697183558779324	0.696948310788734	0.712762203489512	0.685774031235705	0.691576815003594
16	0.728550880512109	0.73333246945096	0.733539801220666	0.733487968278239	0.733565717691879	0.733526842985059	0.745500252685594	0.731868188827409	0.728991460522735
17	0.739729885597028	0.74121859953595	0.741084481163075	0.740548007671571	0.740467536647845	0.740507772159708	0.745926154423895	0.729040651278819	0.742760960824023
18	0.730962121315085	0.733802682903625	0.733326990771573	0.733530858828166	0.733707544477214	0.733979368552673	0.742623374152249	0.721489052285361	0.729630183345339
19	0.716651562364216	0.719717942669861	0.72017727899095	0.71990416009733	0.720053134039304	0.720226936971608	0.716775707315862	0.714094176360318	0.716154982557634
20	0.714364790063453	0.711502632644796	0.708950992304577	0.708289455920076	0.706480356419603	0.706574861617389	0.709410017550965	0.694829215606858	0.708167949237208
21	0.739746545279308	0.74235142421756	0.741921619192748	0.741999765560896	0.741674155693614	0.741504838562628	0.746284791414319	0.730030346839631	0.739095325544745
22	0.720178760013394	0.72190454112253	0.72050073410092	0.720204517940396	0.719792391108364	0.719689359400355	0.725343224377302	0.707557375782397	0.719959817633877
23	0.734136264967439	0.732049576360199	0.731293326797843	0.730929206638191	0.730663118829214	0.730803165044465	0.738519711504797	0.725173307191373	0.72818430081927
24	0.727130459524826	0.730700086653992	0.731695960889303	0.731463159120009	0.731501959414892	0.731721827752558	0.737891074638834	0.725449113413262	0.72795819914898
25	0.709290331004766	0.710112946399425	0.70989097081674	0.710152118561076	0.709851798655089	0.709668995234054	0.722060455702814	0.707410067245544	0.713220604557028
