CoxGLM_0	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.50337105706718	0.526968456537443	0.5196243679268	0.529015169756802	0.510353960992054
2	0.587238518172257	0.579700829730046	0.600268785789412	0.581687507303962	0.589108332359472
3	0.573668675439675	0.577542737670643	0.553683433771984	0.565797564875169	0.560878120772353
4	0.570438799076212	0.578906851424172	0.596117892884637	0.565764874078962	0.569998900252942
5	0.576277821272788	0.580024605748798	0.542836371770495	0.578402863214406	0.574935689520188
6	0.590788013318535	0.576470588235294	0.550943396226415	0.577524972253052	0.599112097669256
7	0.562375658279696	0.555061439438268	0.541427735517847	0.561614979520187	0.555705090696314
8	0.516064486622456	0.535959295678024	0.535959295678024	0.516464669563229	0.515607134690144
9	0.554342723004695	0.532746478873239	0.588380281690141	0.532746478873239	0.558098591549296
10	0.567773083886542	0.570971635485818	0.587024743512372	0.566022933011467	0.567290283645142
11	0.572672471533825	0.525954454119223	0.58813351194463	0.564802411252512	0.572225943290913
12	0.522278873863888	0.545278208822877	0.53502549323875	0.531921968521392	0.522389714032365
13	0.577097902097902	0.570104895104895	0.567948717948718	0.565734265734266	0.576048951048951
14	0.547941210778024	0.538667910883005	0.524028928029861	0.539134492009798	0.54187565612971
15	0.569111871278348	0.567084758646902	0.564614215127328	0.567654884074496	0.563410617002407
16	0.542751760366603	0.549178495585112	0.549234380239186	0.532413099362915	0.523974516597742
17	0.526114315679077	0.553644467750393	0.554168851599371	0.548872574724699	0.525065547981122
18	0.518801867219917	0.549273858921162	0.560749481327801	0.549403526970954	0.517764522821577
19	0.629390464695232	0.629571514785757	0.633373566686783	0.632830416415208	0.628424864212432
20	0.527366690157388	0.549213060840968	0.560488607000235	0.535294808550623	0.525252525252525
21	0.561509683098592	0.571357834507042	0.546930017605634	0.569927376760563	0.561839788732394
22	0.576315496718211	0.58699521637557	0.576982979196796	0.568472577594838	0.568639448214484
23	0.559246405552801	0.571826970748637	0.545302429350521	0.572446703024293	0.558998512642538
24	0.543056217246308	0.53698189614102	0.539899952358266	0.540435921867556	0.540793234873749
25	0.523862701304808	0.536852004231809	0.569766074997061	0.525332079463971	0.511402374515105
