CoxGLM_0	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.56547529659108	0.575762126445412	0.56284727436552	0.572233068028232	0.570881513740802
2	0.654592211609111	0.657457751653196	0.653857457751653	0.650918442321822	0.647979426891991
3	0.624641184468953	0.618824595860402	0.639069345822632	0.617767034295211	0.619655537090195
4	0.606848951420228	0.636846296787895	0.619060260153969	0.63750995487125	0.650119458455004
5	0.569660258098499	0.566565709770872	0.547274163813537	0.568475111930471	0.56386621016592
6	0.658333333333333	0.651790633608815	0.609435261707989	0.651928374655647	0.652272727272727
7	0.642028362698754	0.637444492193096	0.633720097407248	0.635725540753474	0.634866065033663
8	0.611292962356792	0.607815057283142	0.600040916530278	0.61272504091653	0.60911074740862
9	0.567005076142132	0.548150833937636	0.605656272661349	0.547063089195069	0.580783176214648
10	0.561321444233299	0.558397895044584	0.548238561613799	0.560444379476685	0.54304926180383
11	0.622196829024425	0.615197828881588	0.648978717326096	0.628124553635195	0.633909441508356
12	0.593065932625508	0.596146283916634	0.563704286276052	0.596015205138288	0.591230829728667
13	0.652393500219587	0.645879080661689	0.615136876006441	0.651075977162934	0.65780998389694
14	0.576697971961345	0.557846740166054	0.5668299986389	0.559207839934667	0.568803593303389
15	0.607698289269051	0.603732503888025	0.579237947122862	0.602954898911353	0.606920684292379
16	0.619954405256806	0.622100040230656	0.57670645031514	0.612243529569532	0.617004157167762
17	0.560262745570688	0.56387851030493	0.575690008436784	0.564722188742919	0.561709051464385
18	0.602324080051646	0.60369593285991	0.588121368624919	0.610474499677211	0.604744996772111
19	0.616398016119033	0.6143056416615	0.590514569125852	0.614150650960942	0.607873527588345
20	0.634691195795007	0.639071397284275	0.623959702146299	0.630310994305738	0.638195356986421
21	0.613140134974196	0.611022892682281	0.633849411141988	0.610228926822813	0.614728066693132
22	0.593544931029865	0.594683273068167	0.61611088790679	0.594415427882684	0.58925940806214
23	0.662704309063893	0.641010401188707	0.598588410104012	0.663298662704309	0.665378900445765
24	0.637760455703793	0.630715035227102	0.612576825063709	0.637460650577125	0.626217958327087
25	0.572308361107086	0.583683524126938	0.603028546587451	0.569337777133749	0.5617301840313
