CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.732638477634332	0.731914669614539	0.731638306552437	0.731625146406622	0.731506705094292	0.731611986260808	0.731743587718952	0.731783068156395	0.731743587718952	0.731743587718952	0.731730427573138	0.736691802545172	0.720491663047627	0.731546185531736
2	0.708464956211316	0.708233813596322	0.708143924801603	0.707976988468552	0.707874258417444	0.707976988468552	0.707938464699386	0.707835734648278	0.707874258417444	0.707887099673832	0.707835734648278	0.705832498651668	0.701941597965945	0.707591750776896
3	0.717249950938706	0.716949041669392	0.716831294564009	0.716831294564009	0.716687381435206	0.716648132400079	0.716543468306404	0.716556551318113	0.716569634329823	0.716569634329823	0.716543468306404	0.731693595865768	0.706116307974096	0.716530385294695
4	0.72678981367786	0.726696385670813	0.726496182798569	0.726429448507821	0.726295979926325	0.726162511344829	0.726255939351877	0.726295979926325	0.726175858202979	0.72613581762853	0.726029042763333	0.752322353318029	0.730860605413486	0.727083444557151
5	0.721567633204788	0.721113942968469	0.720953817002709	0.720900441680789	0.720860410189349	0.720726971884549	0.720700284223589	0.720593533579749	0.720593533579749	0.720606877410229	0.720620221240709	0.728186173122857	0.710278752618727	0.721167318290388
6	0.711755617801113	0.711014532802432	0.710750756785952	0.710939168226295	0.710876364412847	0.710863803650158	0.710876364412847	0.710926607463605	0.710901485938226	0.710926607463605	0.710964289751674	0.71772198007863	0.701129212565787	0.711516963310012
7	0.724812390228325	0.725131726009899	0.724998669434243	0.725065197722071	0.725145031667465	0.725011975091809	0.725065197722071	0.725025280749375	0.724932141146415	0.72491883548885	0.724852307201022	0.726528820054287	0.717946670924477	0.72446644313162
8	0.705941378399789	0.706073409030895	0.706126221283338	0.706060205967785	0.706139424346448	0.706033799841563	0.706060205967785	0.705994190652231	0.705994190652231	0.706126221283338	0.706192236598891	0.727277528386586	0.70534724055981	0.706139424346448
9	0.723719983392931	0.72330480667497	0.72278248757818	0.72278248757818	0.722728916388766	0.72259498841523	0.722608381212584	0.722635166807291	0.72255481002317	0.722581595617877	0.722648559604645	0.743876143410074	0.714786987558091	0.723411949053799
10	0.726277811184606	0.725676488274203	0.725101890826485	0.724941538050378	0.724807910736955	0.72478118527427	0.724834636199639	0.724754459811585	0.724767822542928	0.724794548005612	0.724847998930982	0.738718514064275	0.712621099752789	0.722589697334135
