CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.569854053982918	0.573729716925264	0.569854053982918	0.569854053982918
2	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.58118884351645	0.572764979325577	0.58118884351645	0.58118884351645
3	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.605736900634526	0.602858638058481	0.602963302152155	0.605736900634526
4	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.564024878543591	0.565606481234317	0.564024878543591	0.564024878543591
5	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.566438931959808	0.569354558919683	0.566438931959808	0.566438931959808
6	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.569869242460402	0.570811299662116	0.569869242460402	0.572808460929748
7	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.560979828623131	0.559443025174304	0.560979828623131	0.560979828623131
8	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.594817797729073	0.58827567995775	0.594817797729073	0.594817797729073
9	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.570553256458676	0.575093414761541	0.570553256458676	0.570553256458676
10	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.587993585888956	0.597461081044966	0.587993585888956	0.587993585888956
