CoxGLM_0	CoxGLM_0.2	CoxGLM_0.4	CoxGLM_0.6	CoxGLM_0.8	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.629461150221322	0.627288764026591	0.627256096565016	0.627223429103442	0.627239762834229	0.627223429103442	0.614948630416673	0.627239762834229	0.629902160952583
2	0.619383946709501	0.62119494181194	0.622509881734146	0.622572872868144	0.622572872868144	0.622588620651643	0.617698933875057	0.62357285712036	0.621037463976945
3	0.656928674690967	0.654524633302471	0.654540876825366	0.654540876825366	0.654589607394052	0.654540876825366	0.645468869288371	0.655556097006319	0.656944918213862
4	0.614883423826254	0.614771638454168	0.61395720217183	0.61346215266688	0.613941232832961	0.61395720217183	0.621414883423826	0.613829447460875	0.615777706802938
5	0.625219024767558	0.626671297100191	0.626655511531358	0.626702868237857	0.626702868237857	0.626702868237857	0.632701384394387	0.626702868237857	0.62539266602472
6	0.602018903837707	0.605020416795458	0.604906538255055	0.604987880069629	0.604987880069629	0.604987880069629	0.595698644845369	0.606085994566367	0.602295466007256
7	0.590262804287366	0.59421580575607	0.594231430267804	0.593481453704572	0.593497078216306	0.593481453704572	0.584122371175901	0.594278303803006	0.590762788662854
8	0.654995743363517	0.652132187911152	0.651869050383097	0.651838093026855	0.652890643139076	0.652890643139076	0.646080024765885	0.650746846219333	0.653618141010758
9	0.610345217700488	0.614248311083816	0.614361444225361	0.613731131008178	0.614264472961179	0.614264472961179	0.607427998836345	0.612615961470084	0.612430099880402
10	0.670046297064534	0.673655476826577	0.673879494880773	0.673945870600534	0.673945870600534	0.673945870600534	0.665806547964754	0.671763768813368	0.671091714650781
11	0.630584923570423	0.631976040064155	0.631943307911361	0.632025138293346	0.632041504369742	0.632041504369742	0.637098621976367	0.631861477529377	0.631419593466662
12	0.637270671423111	0.641100777169066	0.640638934896165	0.640408013759715	0.639372850044592	0.639372850044592	0.633671486813607	0.640662823289591	0.637206969040642
13	0.652840639858826	0.65343703534256	0.653404356137972	0.653388016535678	0.653388016535678	0.653388016535678	0.64504664956455	0.652963186876031	0.652987696279473
14	0.564137140022939	0.566229579342199	0.570887194271366	0.570918193372392	0.570949192473418	0.570933692922905	0.574560587742955	0.567965528999659	0.565005114851669
15	0.651127156036903	0.65088648215002	0.650806257521059	0.650806257521059	0.650806257521059	0.650790212595267	0.634360208584035	0.65222623345367	0.648800641797032
16	0.588731498989372	0.589742126882702	0.589742126882702	0.589848079807003	0.589848079807003	0.59077720545087	0.601820760252983	0.590915759274956	0.589448718784638
17	0.632583789600279	0.631855872392949	0.631808399531601	0.631840048105833	0.631840048105833	0.631855872392949	0.634427319049277	0.632726208184321	0.631017185175808
18	0.648191224833561	0.650501323494024	0.650485281142215	0.650485281142215	0.650485281142215	0.650485281142215	0.638293093767546	0.649955883532526	0.647357022539504
19	0.617897771544335	0.62766090073243	0.626702508960573	0.626702508960573	0.627606358111267	0.627606358111267	0.622152095995013	0.626593423718248	0.623461118902914
20	0.638858487021579	0.637290295179444	0.638229576751556	0.636449025597465	0.635958965646797	0.635860953656664	0.631417743437281	0.636767564565399	0.638482774392734
21	0.610779452120745	0.61613146534431	0.617872675043731	0.617872675043731	0.617840579012405	0.617840579012405	0.610980052316531	0.616813506009982	0.612127485436426
22	0.643582588380356	0.641197657251326	0.641132761166183	0.641100313123611	0.641100313123611	0.641100313123611	0.637960965004786	0.642868731443776	0.643517692295212
23	0.632746901239504	0.631155537784886	0.631139544182327	0.631155537784886	0.63109156337465	0.63109156337465	0.636529388244702	0.631155537784886	0.634490203918433
24	0.61766293035662	0.622827980696588	0.624169351978908	0.623938081068163	0.623907244946731	0.623907244946731	0.614710371729444	0.62122450238209	0.620854468924899
25	0.630922611213477	0.63039615688339	0.628520663332456	0.625633390365886	0.625633390365886	0.625633390365886	0.636178928665438	0.630338575941037	0.631202290076336
