CoxGLM_0	CoxGLM_0.2	CoxGLM_0.4	CoxGLM_0.6	CoxGLM_0.8	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.632041879685739	0.632107214608889	0.632107214608889	0.632107214608889	0.632107214608889	0.632107214608889	0.626708916583637	0.633160740244679	0.5
2	0.632360120313066	0.633005779436544	0.633005779436544	0.633005779436544	0.633005779436544	0.633005779436544	0.626407458150265	0.625053148769311	0.5
3	0.659535760115654	0.658829166869711	0.658829166869711	0.658829166869711	0.658829166869711	0.658829166869711	0.658366226467196	0.657992625440606	0.5
4	0.63173107633344	0.632178217821782	0.631012456084318	0.623315234749281	0.623315234749281	0.623315234749281	0.631603321622485	0.621494730118173	0.5
5	0.634785079480339	0.634422011397181	0.634011586607523	0.634224691786769	0.634224691786769	0.634224691786769	0.633253879303541	0.633261772087957	0.5
6	0.616034098488669	0.613471831329613	0.612341180107046	0.612341180107046	0.612341180107046	0.612341180107046	0.605280710602092	0.605915176755763	0.5
7	0.622543045529827	0.622605543576763	0.622605543576763	0.622605543576763	0.622605543576763	0.622605543576763	0.624417986937908	0.610152807724759	0.5
8	0.652403064778268	0.6543533782215	0.6543533782215	0.654028325980961	0.654028325980961	0.654028325980961	0.651505301447256	0.65730980574259	0.5
9	0.626006076865889	0.622563596987426	0.622078740666516	0.622797944209199	0.622264602256198	0.622264602256198	0.618822122377735	0.59781976274364	0.5
10	0.668876425003734	0.669058958233078	0.669058958233078	0.669058958233078	0.669058958233078	0.669058958233078	0.667399565239036	0.665142790767137	0.5
11	0.648669437988937	0.646746424012307	0.646337272102386	0.646337272102386	0.646337272102386	0.646337272102386	0.650854309187915	0.646222709567608	0.5
12	0.633217607338515	0.63324149573194	0.633217607338515	0.633177793349471	0.633177793349471	0.633177793349471	0.634778315709008	0.626178494075678	0.5
13	0.656075881113054	0.656075881113054	0.655912485090113	0.655814447476348	0.656075881113054	0.656075881113054	0.652775281449649	0.64943383278051	0.5
14	0.604846709445426	0.606683406181221	0.607094144269816	0.607094144269816	0.607094144269816	0.606257168542112	0.620144765801792	0.598817384295855	0.5
15	0.638539911752908	0.637160048134777	0.637160048134777	0.638146811070999	0.638146811070999	0.638146811070999	0.621452065784196	0.623858804653028	0.5
16	0.605651365977701	0.605651365977701	0.605651365977701	0.605757318902002	0.605349807654691	0.605349807654691	0.601087240007824	0.605089000456413	0.5
17	0.647593125929677	0.647387410197171	0.647387410197171	0.646184764376365	0.646184764376365	0.646184764376365	0.639261638763174	0.63942779377789	0.5
18	0.655546643137884	0.65566696077645	0.655546643137884	0.658161546482714	0.658161546482714	0.655803320766824	0.651159059918184	0.655803320766824	0.5
19	0.64312762973352	0.639707028206327	0.639839488857722	0.639839488857722	0.639839488857722	0.638959015116098	0.639434315100514	0.638982390525167	0.5
20	0.637641504810755	0.637641504810755	0.637641504810755	0.637641504810755	0.637641504810755	0.637641504810755	0.621935083391868	0.63374552820295	0.5
21	0.623072232118498	0.623208640251633	0.622863607914881	0.622959896008858	0.622959896008858	0.622959896008858	0.611429396755091	0.617872675043731	0.5
22	0.640451352272174	0.63945357496309	0.63945357496309	0.639510359037591	0.639510359037591	0.639510359037591	0.637660820610997	0.635535473822542	0.5
23	0.642455017992803	0.641503398640544	0.641695321871251	0.640879648140744	0.640879648140744	0.641295481807277	0.642231107556977	0.638808476609356	0.5
24	0.636326492853729	0.635478499514331	0.636033549700119	0.636033549700119	0.636033549700119	0.636033549700119	0.627939067824049	0.628239720008017	0.5
25	0.65628290339563	0.658109041853119	0.658109041853119	0.658109041853119	0.658306462226902	0.658306462226902	0.655764674914451	0.646708015267176	0.5
