,eln_age_gen_cyto,eln_age_gen_clin,eln_age_gen_demo,eln_gen_cyto_clin_demo,comp_age,comp_gen,comp_cyto,comp_clin,comp_demo,comp_demo_without_age,comp_gen_cyto,comp_clin_demo,comp_gen_cyto_clin_demo,gen_age,gen_cyto,gen_clin,gen_demo,gen_demo_without_age,gen_clin_demo,gen_cyto_clin_demo,cyto_age,cyto_clin,cyto_demo,cyto_clin_demo,cyto_gen_demo,clin_age
0,0.7136233336988361,0.7163332758971789,0.7108194050658688,0.7169598521280095,0.7130594150910885,0.6557981797960495,0.6313225457792259,0.6643117843324613,0.7125268252948824,0.63518382180172,0.6620482776985855,0.7183853130531493,0.7202807061514122,0.7069033036231771,0.6547251680007519,0.6397656604896693,0.7068249815943232,0.6244380394429737,0.7010604802706809,0.7078275035636523,0.6928288350381429,0.6311502373157474,0.6938078603988158,0.7034414699478375,0.7141402590892715,0.6919594605178653
1,0.6962142497523265,0.7118867035876114,0.6942815844607214,0.7184805028177935,0.6993162587497767,0.639541682230848,0.6259318207655953,0.6743865005765514,0.6993162587497767,0.6323632111477433,0.6442352979390317,0.7190651746707161,0.716044370097283,0.6857713608237377,0.6410845662871714,0.6645932470400987,0.6862910691374466,0.6307228817825995,0.7095317752911179,0.7139817777272506,0.6898884251214006,0.6567326587952511,0.6907979146703912,0.714241631884105,0.6911958163480747,0.6993487405193834
2,0.6846752516096768,0.6983965743576921,0.6801900356316809,0.7027098831030818,0.688129024192036,0.6654997812089767,0.6432534225167219,0.6901606551228355,0.6869413014940301,0.6477855222854285,0.6666640620116272,0.707913983871976,0.7055385384759643,0.6772207288866663,0.6589907482652998,0.6812683628180284,0.6772207288866663,0.6400340688879165,0.6952553603800713,0.7016315559167344,0.6693911358379696,0.6685941113958868,0.6692348565356004,0.6918015877977121,0.6832531099581172,0.6588891667187597
3,0.7339696640362897,0.7397344421868355,0.7296382050433934,0.7303312384822568,0.7294649466836775,0.6679346028445873,0.6349918883586133,0.6919151349052591,0.7283938950054341,0.6488053048559593,0.674636551213596,0.742112806942935,0.7399864543464222,0.7252122414906519,0.672210934177574,0.6671549402258659,0.7227551229346816,0.6486084203562822,0.7322055789191828,0.7278583691663123,0.7150057490273906,0.6560821559640253,0.7124068736316528,0.719053694340752,0.7301422293625668,0.7059333112822693
4,0.7047753620861299,0.7121455409614952,0.7046147917402614,0.7123703394457112,0.7059956967147307,0.6691528308551976,0.64516362118244,0.6659655094897075,0.7053694723658435,0.6521404027104274,0.6694900285815215,0.7173480201676354,0.7175888756864383,0.7029127460740551,0.6608352869392081,0.6470021516426346,0.7031054304890972,0.6469218664697004,0.7050804457432801,0.710748578952439,0.6854426924435595,0.6225472879668583,0.6860046886540994,0.693117954976075,0.7073605446546132,0.6760011561064903
5,0.6944940138217449,0.7155997534148795,0.6925310664806463,0.7143343824016093,0.6914603679309562,0.6588283962233542,0.6219541870802375,0.6790175529671328,0.6912981408779728,0.6316878102592388,0.6561192044385322,0.7168975698387463,0.7183576133155966,0.689902988222316,0.6393692612180008,0.6733882742286104,0.6901787742123876,0.6462395769118459,0.7107653872359755,0.7129716751565491,0.667085753220207,0.6417377761915577,0.6674102073261737,0.696959865027092,0.69434800947406,0.6843872684208818
6,0.7011083188349765,0.7247406405051872,0.705699465171725,0.7191829370449127,0.702807848443843,0.6456440492299762,0.6286004252851344,0.6713544687157678,0.703444165216831,0.6367758876216251,0.6378954829563761,0.718425800631484,0.7128197693150332,0.7008505702687029,0.6365342483407436,0.656082866164057,0.7006250402732135,0.6339648173207036,0.7167665442360976,0.715848314968748,0.6942779818287261,0.636590630839616,0.6946323861073522,0.7079708744120111,0.7043623944841807,0.6889296990785488
7,0.7003649521195296,0.7185033843850401,0.6962163511026545,0.7196107177391684,0.6917012383418073,0.632965781839733,0.6143594622414923,0.6680495336722917,0.6910695904426214,0.6162076172057769,0.637059796001123,0.7117969992825728,0.7190180604510434,0.696512679746717,0.6273277394803332,0.6517826507377024,0.6968090083907795,0.6040971334102748,0.7151813843226551,0.7186125580960104,0.6947970928600393,0.6508000873389688,0.6942044355719142,0.7146199195233788,0.6987741351882467,0.6985089990330329
8,0.6889787950820963,0.6973064874140075,0.6865229916723077,0.6980936038915039,0.6848306912456905,0.6303150040142941,0.6300709979062702,0.6548021976292052,0.684098672921619,0.6354155187884704,0.6377453835618595,0.6991168553122491,0.6992742786077484,0.6808085260456842,0.6279221699227051,0.632920359554807,0.6807927837161343,0.6092753805708169,0.6892936416730948,0.6949766226406183,0.6731813673787447,0.6408072666593202,0.6745273365552634,0.686223887410859,0.6854839979220125,0.6592257922327346
9,0.6926098926593869,0.6966158319670863,0.6898877099638073,0.7003743001206422,0.6985105329909982,0.6499984533052866,0.636913416029944,0.6525814334766604,0.6977294521607326,0.6361864695146472,0.6536177189346367,0.7068240170755097,0.7068858848640456,0.6892999659727163,0.6456986420020416,0.6439663439230364,0.6901661150122189,0.6303786308658397,0.6971107742753735,0.702957280292016,0.6851548241408111,0.6353976552108145,0.6868793887462493,0.6960280879759952,0.6952702075664305,0.668759860178798
