,eln,comp,gen,cyto,clin,demo,eln_comp,eln_age,eln_gen,eln_cyto,eln_clin,eln_demo,eln_demo_without_age,eln_comp_age,eln_comp_gen,eln_comp_cyto,eln_comp_clin,eln_comp_demo,eln_comp_demo_without_age,eln_comp_age_gen,eln_comp_age_cyto,eln_comp_age_clin,eln_comp_gen_cyto,eln_comp_gen_clin,eln_comp_gen_demo,eln_comp_gen_demo_without_age,eln_comp_cyto_clin,eln_comp_cyto_demo,eln_comp_cyto_demo_without_age,eln_comp_clin_demo,eln_comp_clin_demo_without_age,eln_comp_age_gen_cyto,eln_comp_age_gen_clin,eln_comp_age_gen_demo,eln_comp_gen_cyto_clin_demo,eln_age_gen,eln_age_cyto,eln_age_clin,eln_gen_cyto,eln_gen_clin,eln_gen_demo,eln_gen_demo_without_age,eln_cyto_clin,eln_cyto_demo,eln_cyto_demo_without_age,eln_clin_demo,eln_clin_demo_without_age
0,0.6089067811212582,0.6299832390858253,0.6370713826970974,0.575557261235295,0.5885743824308025,0.690158053854227,0.6369382352480458,0.7046711258008428,0.6455066652046555,0.6155484891680634,0.653910618900672,0.7044674885258227,0.6230047463149485,0.7125346574977678,0.6540281019439528,0.6409091621109353,0.6640768182458998,0.7116887795861464,0.6332414354861449,0.7144692116104575,0.7131690659314839,0.7197794451667476,0.6585002897915068,0.6689954416579207,0.7140149438431053,0.6534328545246636,0.6684001942386315,0.7126364761352778,0.6368990742336189,0.7182913266185247,0.6634345776092984,0.7158476793182851,0.7197167875436645,0.7140306082488761,0.7202963705571829,0.7115869609486364,0.6959538839894108,0.7104277949215997,0.6503626309935933,0.6566205610990147,0.7108194050658688,0.6440498754679741,0.661711492974514,0.6952176569181848,0.6206785820579896,0.7109917135293473,0.6524225003524491
1,0.6039091809721794,0.6243645753820668,0.6320871161060855,0.5769411917561269,0.6218959608919494,0.6814431650236304,0.633654361489614,0.6943627888847385,0.650553002127556,0.6230815454825979,0.6726487259025872,0.6941516573822942,0.6073684894353044,0.7037662611859095,0.6546375846556121,0.6350591980251085,0.6820521982037582,0.7035388887986618,0.6405729784158641,0.6973511116885648,0.6995598720218278,0.7239699218813441,0.6542478034203303,0.6723563899761259,0.6973023890341545,0.6547675117340392,0.6850567618923878,0.6995598720218278,0.6458512659769704,0.7237912721485067,0.681808584931707,0.6989589592841018,0.7151023987786854,0.6973023890341545,0.7186753934354344,0.6937781170318159,0.6946713656960031,0.7148587855066344,0.6549948841212869,0.6822795705910057,0.6942328618063112,0.650033293813847,0.678592889740633,0.6943952706543453,0.629918957984831,0.7145177269257629,0.673006025368262
2,0.6002453585047196,0.653403763205601,0.6442301681565293,0.5970494467712696,0.6198349690566981,0.6394167656435582,0.6420735137838345,0.6553103706945053,0.656123023066825,0.627906795024067,0.6564512096018004,0.6554197662061636,0.5996671250859537,0.6894105144714634,0.662256985684816,0.6463711945989873,0.6938957304494593,0.6885040945177221,0.6415734200162531,0.6860505094705257,0.6801431518409702,0.7090548227792711,0.6625461023941989,0.6868631618428456,0.6864724635869226,0.6606238669750578,0.6868475339126087,0.6797368256548103,0.643120585109708,0.7087578921047697,0.6929267987747703,0.6873476276801901,0.7042101644058261,0.6864724635869226,0.7058667250109395,0.6803619428642871,0.670281927861474,0.679393011189598,0.6560136275551666,0.6819716196786898,0.6802056635619178,0.6527005063449397,0.6743764455835469,0.6697818340938926,0.6236872538600988,0.6797055697943364,0.655560417578296
3,0.6328419096221393,0.6509946604923688,0.6533887760084424,0.5802973743483123,0.6115547575170502,0.7020980012285593,0.6680291074044322,0.7283545181054986,0.661279906755501,0.6387405692324655,0.6825906850005513,0.7276142323867126,0.6278095418103924,0.7338751594764448,0.669501803462017,0.6681236119642773,0.6983099434547717,0.7330403691978138,0.6671470648458788,0.7336861503567547,0.7248972262911686,0.7440028981398352,0.678172596827797,0.6939154814219786,0.7318905637196995,0.6683362472239286,0.680511584683961,0.7231331411740617,0.6637921529713808,0.7430578525413851,0.696199341618233,0.7356392445935517,0.7404904786655956,0.7319378159996219,0.7268660712879397,0.7312447825607585,0.7228023752146041,0.7353714816739908,0.6610830222558238,0.6820709099214037,0.7296382050433934,0.6589409188993369,0.6791570193261824,0.7207862779379105,0.6353384050780451,0.734552442155334,0.6813778764825403
4,0.611692732586146,0.6510324673239346,0.646689039468191,0.5946803044413758,0.5825251292591285,0.6725007225665565,0.6525177430232185,0.6884293008767141,0.6557853495616429,0.6285205048331675,0.6402100260123961,0.6884293008767141,0.614406371431324,0.7062686663027072,0.6657969106265454,0.6458540736696747,0.6630591862294871,0.7058351263688623,0.6525418285750988,0.717508590513504,0.7001669931597033,0.7190018947300812,0.665580140659623,0.6740261408523074,0.7169305372683773,0.666334821285205,0.6632358136099425,0.6992838562574264,0.6490333665178715,0.7188413243842128,0.6698834259288995,0.7088699059057774,0.723819005106137,0.7169305372683773,0.7177494460323067,0.7027200616590128,0.691046597514371,0.6978226661100227,0.6592456405151097,0.6677638973634349,0.7046147917402614,0.6558736632518707,0.6482385433058223,0.6905006583384181,0.6283117633835383,0.6979350653521308,0.6400815697357012
5,0.6047662308166509,0.6292868498750852,0.6458502319846857,0.5789721293922975,0.6250121670289738,0.6644414522565784,0.6298303105025794,0.6776061776061776,0.6424110184614387,0.6173469387755102,0.6650173582946692,0.6776224003114759,0.6108984134194219,0.6902274423282827,0.6517877421238766,0.6173712728334577,0.6771843872684209,0.6892216345997859,0.6316391421433438,0.6971058693747769,0.6857337529606438,0.7161675481003212,0.6486243145907011,0.6794231205995912,0.6967489698582136,0.6509766068589597,0.6756594529703773,0.685603971318257,0.6310389020473054,0.716443334090393,0.6765841471723825,0.6967327471529152,0.7180007137990331,0.6967489698582136,0.717124687712923,0.6926446254177346,0.6725771389636935,0.6991985983582623,0.6355569254728919,0.6717497809934785,0.6925472891859447,0.6424515752246844,0.6595178611985335,0.6716362220563902,0.6194072223483988,0.6991174848317705,0.6647577950098958
6,0.6258940653392615,0.6354871447902571,0.6333526644758039,0.5696001675365681,0.5929908499258972,0.6780559314388813,0.6402716025517108,0.6965010632128359,0.644484180681745,0.6343836587408983,0.6689380759069528,0.6965816096397964,0.6258215735549971,0.7033394548617823,0.6490592177331014,0.6338762162510471,0.6767349700367292,0.7030736516528127,0.6410206843224434,0.7020748759585025,0.6991913138733166,0.7218892969907855,0.6415764546684709,0.6792963464140731,0.7020748759585025,0.6489222888072685,0.6691636059024422,0.6988369095946904,0.6336748501836459,0.7216315484245119,0.6763161286165346,0.6998356852890005,0.7196501063212836,0.7020748759585025,0.715848314968748,0.7057961208840776,0.7002384174238031,0.714076293575617,0.6405535150460726,0.6723854629808622,0.7056833558863329,0.6446291642502738,0.669952960886655,0.7002061988530189,0.6366067401250081,0.7138346542947355,0.6656195631161802
7,0.595909105087495,0.6188511806357029,0.6083705043825447,0.5705496116535138,0.6118562650113852,0.6812673508219221,0.633191927383886,0.6933778346174241,0.6247309647836801,0.6064053775850775,0.6503633924950872,0.6926604073739043,0.5905517951277333,0.698836520165944,0.6216663027542968,0.6275772793911226,0.6733522567765682,0.6982126703889704,0.6321547771296672,0.6877787828690851,0.6991640412988552,0.7167098162762406,0.6383230917994946,0.6508624723166662,0.6877475903802365,0.6219938238872079,0.6703733740915188,0.6983842290776381,0.6269846221029975,0.7161951402102373,0.6721825384447425,0.7018621915842665,0.7042016282479179,0.6877475903802365,0.7210767647150567,0.6962007548582302,0.6963723135468979,0.7167098162762406,0.6297919460993793,0.6515331108269129,0.6962163511026545,0.623452072740884,0.6645247824323903,0.6959824074362894,0.6018980629464425,0.7157584453663558,0.6491780779188372
8,0.6095115155140658,0.6302284212017695,0.609031374462793,0.5889677754514113,0.5906836893723533,0.6508744864064985,0.6292838814287738,0.6715048092816776,0.6280953355477543,0.6307636604064669,0.6463800513199943,0.6710640240542796,0.6146828707712167,0.6884829117012735,0.637194402027612,0.6398076287328999,0.6581710561528895,0.687514758433953,0.6263085811438377,0.6896871999118429,0.6862789855642838,0.7014309777560883,0.6394298128237017,0.6571635470616942,0.689482549627694,0.6373203406640114,0.6618390189380224,0.6861766604222093,0.6419013585630402,0.7005179226421926,0.6573996820049431,0.691182721219086,0.7016985973584371,0.689482549627694,0.7009272232104907,0.6867276419564567,0.6807219432331596,0.6842718385466682,0.6334634699242794,0.6506934496166743,0.6865229916723077,0.6283708263148781,0.6579664058687404,0.6806668450797349,0.6354627457771201,0.6833902680918722,0.6443650331376037
9,0.5929718192223219,0.6319485259999381,0.6303786308658397,0.600249017848857,0.5819593528629319,0.6634469638382776,0.6365576762458626,0.6793237850713026,0.6413446963838277,0.6187552200946577,0.6218640764685867,0.6794861880162094,0.5961116094905188,0.6951078046215238,0.6481346861756426,0.6314535836916509,0.6506635320320475,0.6948990008352152,0.6389550530516287,0.6963528938658088,0.6952934079871315,0.7040090326971262,0.6495576453119684,0.6517771522256937,0.6963683608129427,0.6483280230148173,0.6471216011383674,0.6951310050422248,0.6346861756426516,0.7037924954372506,0.6507718006619854,0.6970025056454358,0.7033284870232314,0.6963374269186748,0.7041173013270641,0.690088780276549,0.6850852228787082,0.6834843938503418,0.6432316639341726,0.6508646023447892,0.6898722430166734,0.6411822934389211,0.6361246017261113,0.6850929563522752,0.6180282735793609,0.6828657159649828,0.6230859652921706
10,0.6115633916387545,0.6439957821610222,0.6359245130877063,0.5958472894181863,0.579937352685771,0.6793511971219451,0.646267522639871,0.6936406773353182,0.6485625232601414,0.6333658975313237,0.6408324029276765,0.693857771988587,0.6163084604887731,0.7086667286937105,0.6560522887979159,0.6331953231608981,0.6652865649423149,0.7086822354546582,0.6500666790720754,0.7162417814166977,0.7088140429227143,0.7191415457139313,0.6561375759831286,0.6677211264111153,0.7159471529586899,0.6561065624612331,0.6635343009552165,0.7088295496836621,0.6368549187445727,0.719296613323409,0.6653796055080015,0.7170636397469297,0.722444485795807,0.7159161394367944,0.7236695199106811,0.7124271182235454,0.6992308646569905,0.7023942438903362,0.6515940950254311,0.6620301451432825,0.7126597196377621,0.6491130132737873,0.6558119340032255,0.6994789728321548,0.6366378240913038,0.7026733655873961,0.640863416449572
11,0.5904188733750602,0.6414299470389986,0.6177740330605039,0.5727090354678221,0.6029850746268657,0.6719948643877387,0.6372733108650297,0.6830845771144278,0.627660086663457,0.6036992457069491,0.6357567003691221,0.6826673086181994,0.5844086021505376,0.6963087786872091,0.6419836302359172,0.6372652864708714,0.667709837907238,0.6955223880597015,0.6331327234793773,0.697335901139464,0.6964211202054245,0.7060503931953137,0.6435162895201413,0.6647087144920558,0.6962445835339431,0.6403225806451613,0.6651580805649173,0.6947841437971433,0.6281896966779008,0.705825710158883,0.6660889102872734,0.699967902423367,0.7053121489327556,0.6962927298988927,0.7070614668592521,0.6928261916225325,0.6896164339592361,0.6892954581929064,0.6313352591879313,0.6554806612100786,0.6918472155352271,0.6261194029850746,0.6518215374739207,0.6884769699887658,0.6012678542770021,0.6882362381640186,0.6345690900337024
12,0.6192846901386012,0.645276405926398,0.641070575115501,0.6097658116934841,0.6205193563804365,0.6447905050183208,0.6557830173649832,0.6740560777441453,0.6579974510116298,0.6418591683925442,0.667930540066911,0.6722319579416919,0.6129520471562848,0.6856938027720249,0.6596702246296001,0.6556874303010992,0.6871435399075991,0.6849450374382667,0.6505416600286761,0.6917954436832882,0.6880356858371833,0.7014975306675163,0.6608252349848653,0.6828421220328182,0.6904572247889119,0.6557352238330413,0.6910626095268441,0.6867293292974351,0.6504938664967341,0.7008124900430142,0.6867133981201211,0.6812012107694758,0.7018320853911104,0.6904731559662259,0.7028516807392067,0.6890234188306515,0.6813605225426159,0.6926557272582444,0.6554086346981042,0.6802134777760076,0.6883224470288354,0.654412936115979,0.6849609686155806,0.6805639636769157,0.6393739047315596,0.6914768201370082,0.6664808029313366
