,all_features,clin_demo_comp,clin_demo_cyto_gen_comp,comp,cyto_comp,cyto_gen_comp,eln_clin_demo_comp,eln_cyto_comp,eln_cyto_gen_comp,eln_gen_comp,gen_comp,clin_comp,clin_cyto_comp,clin_gen_comp,eln_clin_comp,all_features_without_age,clin_demo_comp_without_age,clin_demo_cyto_gen_comp_without_age,eln_clin_demo_comp_without_age,eln_clin_gen,eln_demo_gen,eln_clin_demo_cyto_gen,eln_clin_demo_cyto,eln_clin_demo_gen,eln_clin_demo,eln_clin,eln_cyto_gen,clin_demo_cyto_gen,clin_demo_cyto,clin_demo_gen,clin_demo,cyto_gen,cyto,gen,clin_gen,clin_cyto,demo_gen,demo_cyto,eln_demo_gen_without_age,eln_clin_demo_cyto_gen_without_age,eln_clin_demo_cyto_without_age,eln_clin_demo_gen_without_age,eln_clin_demo_without_age,clin_demo_cyto_gen_without_age,clin_demo_cyto_without_age,clin_demo_gen_without_age,clin_demo_without_age,demo_gen_without_age,demo_cyto_without_age,gen_age
0,0.7146189735614308,0.5604072110959469,0.7222998063922303,0.558590154568826,0.6241073412257594,0.6500777604976672,0.57442790491002,0.6219966991462215,0.6498952613704891,0.6445313739803853,0.6404767194591678,0.5604072110959469,0.6496492842860316,0.6589091313041546,0.558590154568826,0.6652251880534484,0.5604072110959469,0.6634954137175866,0.5604072110959469,,0.7063192306471577,0.7187767797632272,0.7050020630336116,0.7137461516488399,0.6246548386072936,0.5953438918335608,0.6518868822801283,0.7212841590757609,0.7074935728568255,0.7185387374234297,0.5953438918335608,0.6465071254007047,0.5612244897959183,0.6443568095978671,0.6579331577109848,0.6349144634525661,0.7106674707207922,0.7019868600628432,0.645229631510458,,,,,,,0.6576792458818675,0.5953438918335608,0.6461738661249881,0.5860761100707779,0.7106674707207922
1,0.7089480590136653,0.5643341760809037,0.7079719653086697,0.5644221845297148,0.6337728421928505,0.655862962844433,0.5884164879828464,0.64338976541748,0.6644957915959933,0.6537347585368195,0.6505904566838416,0.5643341760809037,0.6560709828143502,0.6645437962044356,0.5644221845297148,0.6814654206803853,0.5643341760809037,0.6717604890069446,0.5643341760809037,,0.6941466380772554,0.7147406150990495,0.6997631772650175,0.7028834768137742,0.6404694850705668,0.5936729926072903,0.6599673568662592,0.7020513969341057,0.6913303677153007,0.6936665919928313,0.5936729926072903,0.6549508752840273,0.5796956507824751,0.6411335488206867,0.650670464364579,0.642485678625148,0.6857778346721285,0.6869459468108938,0.6504384420904407,,,,,,,0.650702467436874,0.5936729926072903,0.6449579159599321,0.5845441162351586,0.6854258008768842
2,0.7478604447776112,0.5989739505247377,0.7465798350824587,0.5974590829585208,0.6561953398300849,0.6951524237881059,0.6094296601699151,0.6681190654672664,0.6895302348825587,0.6830725262368815,0.68288511994003,0.5989739505247377,0.6897410669665167,0.7005715892053973,0.5974590829585208,0.713611944027986,0.5989739505247377,0.7047413793103449,0.5989739505247377,,0.7279563343328336,0.7476730384807596,0.7321339330334833,0.7373188405797102,0.6641132558720639,0.5917900424787607,0.6934579585207397,0.7469702648675662,0.7273082208895553,0.7310953898050975,0.5917900424787607,0.6844936906546727,0.6173319590204898,0.6618956146926537,0.6883277111444278,0.6832599325337332,0.7216704147926037,0.7120111819090454,0.682986631684158,,,,,,,0.6883433283358321,0.5917900424787607,0.6660419790104948,0.6355494127936032,0.7217328835582209
3,0.7321385672416278,0.5840580406476721,0.730953410528676,0.5807347971620301,0.6324492704879963,0.6646486971283974,0.5756178029757043,0.642234821185477,0.6738737007319143,0.6662342446227518,0.6545748650683066,0.5840580406476721,0.6628789698745976,0.6683403001329298,0.5807347971620301,0.6837153061387915,0.5840580406476721,0.6697897147616073,0.5840580406476721,,0.7162670766668269,0.7309854417911882,0.7236022357821233,0.7240666890885504,0.6494418552507247,0.5878697608866253,0.6757315139576227,0.730200675859639,0.7189256714553404,0.7201268437995484,0.5878697608866253,0.6628629542433415,0.5956453498614648,0.6483047454315412,0.6535258412210317,0.6428113839106968,0.7071701981133587,0.712655551818575,0.6622063133618411,,,,,,,0.6535258412210317,0.5878697608866253,0.6439805249923926,0.6161373500536523,0.7071541824821025
4,0.7379403074267122,0.5751054081869792,0.7382723017164105,0.5751054081869792,0.6364496530659672,0.6685535008797848,0.5945602735632947,0.6363334550645728,0.6767288602636035,0.6701802728993062,0.6708691610504299,0.5751054081869792,0.6825802596195345,0.6826217589057468,0.5751054081869792,0.6923823910228744,0.5751054081869792,0.6983499883801999,0.5751054081869792,,0.7198964177816142,0.7361641379768268,0.7218385843763487,0.7306530327678364,0.6246223564954683,0.6062215729889446,0.6703545699013977,0.7378739085687727,0.7241625444042362,0.7252415258457554,0.6062215729889446,0.6701387736130938,0.589663357790246,0.6611998273629693,0.6791773181501278,0.66759071743966,0.712476345406859,0.7064838484778062,0.6575063908900767,,,,,,,0.6791773181501278,0.6062215729889446,0.6666860330002324,0.6037399156734504,0.7186514391952459
5,0.724710003635282,0.5873706996265574,0.7307908390891966,0.5862140189695628,0.6456343567203147,0.6617122178525398,0.5968059089857563,0.6495092369212466,0.6638355530585941,0.6611586635381209,0.6534171651409498,0.5873706996265574,0.6753858356191547,0.6727006840939885,0.5862140189695628,0.6805991605803232,0.5873706996265574,0.6834578142040385,0.5873706996265574,,0.6989325489936878,0.7274529891932978,0.7174724875243729,0.7136554413562907,0.6427757030965994,0.5972190092203973,0.6617535278760038,0.7281965696156515,0.7132588651310354,0.7155226544168677,0.5972190092203973,0.6589444462804455,0.5997884926798639,0.6339601440893619,0.6614395716976768,0.647757691926369,0.6982385405994911,0.7021216828051159,0.6453617105654516,,,,,,,0.6614395716976768,0.5972190092203973,0.6348524405961863,0.6209392246934796,0.6978089163554645
6,0.753232421392453,0.5780475351242732,0.7555054107028149,0.5750662955215522,0.6489466835768287,0.6827944591767826,0.5867606608139937,0.655147991369229,0.6784131899263749,0.6694365292441486,0.6658788068453214,0.5780475351242732,0.6877275048177491,0.6844662592854908,0.5750662955215522,0.7066114341244873,0.5780475351242732,0.6954194324115099,0.5780475351242732,,0.733286116647176,0.7551430500881195,0.7497570536787838,0.7469405234463788,0.6601386852898061,0.6039810254805396,0.6845980267817436,0.7539077298107489,0.7393638924118393,0.7429051438736349,0.6039810254805396,0.6717095185545106,0.5994185759227842,0.6539620839029532,0.6822838601288027,0.6654917398250787,0.7348508556651788,0.7383509297843954,0.6715695155897419,,,,,,,0.6822838601288027,0.6039810254805396,0.6605916360581754,0.6324675110767052,0.7344390822393886
7,0.7466502555153932,0.5586205284806183,0.7384239062694753,0.5583400847563256,0.6302816901408451,0.6573367194316341,0.5672285927957124,0.6427536457684158,0.6668328555403216,0.6584818646391624,0.6385937305247413,0.5586205284806183,0.6904524492085254,0.6786816028916864,0.5583400847563256,0.6996291910756575,0.5586205284806183,0.687866134862271,0.5586205284806183,,0.7242770783996011,0.7462607503427645,0.7427084631683909,0.7445001869624829,0.6689985043001371,0.6232238564128132,0.6674404836096224,0.7397793842702232,0.7347313972329552,0.7396859030287922,0.6232238564128132,0.6561837841206531,0.5744110681789855,0.6378069300760314,0.6752929078898168,0.67378941792347,0.7167985790851302,0.709966658357223,0.6547114545681166,,,,,,,0.6752773276829116,0.6232238564128132,0.6423173999750716,0.5684672192446716,0.7176710706718186
8,0.7166494948407633,0.571806424825847,0.7148349198050101,0.5703686047763306,0.63467837426379,0.6484414645773424,0.5744590874840456,0.63740023681742,0.65104030509465,0.6432514724199973,0.6385920127942918,0.571806424825847,0.6655030832397854,0.6656799274169986,0.5703686047763306,0.675683156745452,0.571806424825847,0.6778052868720109,0.571806424825847,,0.7065155545987175,0.716249673222716,0.7117132356333328,0.7170185609497302,0.6494102631133802,0.5794337910778268,0.6486336865090959,0.7136662104599486,0.7000415199372587,0.7106367928155131,0.5794337910778268,0.6499869289086407,0.5859078257392856,0.6316028233557336,0.6500176844177213,0.6412523643297605,0.7022559165910593,0.6900382906088053,0.6433129834381583,,,,,,,0.6500176844177213,0.5794337910778268,0.6303341586061604,0.6130034292392624,0.7030555598271541
9,0.7287378179225101,0.5786546232469694,0.7278821012598051,0.5769273433166944,0.6394976626257824,0.6598526265747564,0.5869265509864512,0.639576895650107,0.6731637746612789,0.6547183265985262,0.646596941605261,0.5786546232469694,0.686958244196181,0.6799540448458917,0.5769273433166944,0.6940099833610649,0.5786546232469694,0.6943506853656604,0.5786546232469694,,0.7034149433483876,0.727042231201965,0.7186752238332937,0.7200538784565407,0.6396878218841613,0.5983281831867523,0.6587909040488076,0.7238570636241185,0.7147611124316615,0.7153791300213929,0.5983281831867523,0.6577925679423183,0.5985421123524285,0.6355518580144204,0.6738610252753348,0.6815387053323826,0.7006417874970288,0.6947151572775533,0.6501545043974328,,,,,,,0.6738610252753348,0.5983281831867523,0.6410347832976785,0.6269154583630457,0.7006734807067586
