,coef,feature,n
add_11,-18.73578105785454,add_11,100
add_13,-5.626920337626535,add_13,100
add_21,-6.562707079346306,add_21,100
add_22,22.597857605820174,add_22,100
add_8,1.0961599067442058,add_8,100
ahd,25.004451203015872,ahd,100
bm_blasts,-0.1200075848024022,bm_blasts,100
complex,15.34227275051283,complex,100
del_12,-2.408761842934486,del_12,100
del_13,26.064640478365,del_13,100
del_16,1.5999634034923127,del_16,100
del_17,-20.544968499403215,del_17,100
del_18,7.6203469057624815,del_18,100
del_20,-2.466038275410954,del_20,100
del_3,-4.423293322053552,del_3,100
del_5,-18.763163797856965,del_5,100
del_7,-9.791631175017622,del_7,100
del_9,-9.68037700994983,del_9,100
final_component_NC1,-21.103157493303655,final_component_NC1,100
final_component_NC2,-14.380091779620807,final_component_NC2,100
final_component_NC3,-18.367757604624607,final_component_NC3,100
final_component_NC6,-18.592181544670634,final_component_NC6,100
final_component_NC7,11.975185961006956,final_component_NC7,100
final_component_c1_NPM1,7.2934860377397035,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-44.333732883877,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,6.700794356290292,final_component_c3_rare_fusion,100
final_component_c3_trans11,24.7804700417166,final_component_c3_trans11,100
final_component_c3_trans15_17,48.136211621734695,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,-17.021597781577142,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,16.16722784425983,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,3.9310116144923817,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-6.795681774650572,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,3.5928195062680612,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,3.8143075065612604,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,14.202686372255892,final_component_not_assigned,100
hb,0.0841098927130235,hb,100
inv_3,-29.103221600520563,inv_3,100
minusy,-5.15870718239697,minusy,100
others_transloc,-7.580124174844516,others_transloc,100
perf_status,-13.888819999363571,perf_status,100
plt,0.010386265560970713,plt,100
secondary,-5.358127307785917,secondary,100
t_10_21,15.112652170659498,t_10_21,100
t_12_13,45.20980604344772,t_12_13,100
t_12_17,19.66461835266406,t_12_17,100
t_12_22,16.92935495116668,t_12_22,100
t_13_19,38.281223642877684,t_13_19,100
t_15_16,10.683426051670956,t_15_16,100
t_15_17,7.315589608347278,t_15_17,100
t_16_17,-4.228018424946365,t_16_17,100
t_16_21,-32.21032708961957,t_16_21,100
t_17_19,30.033491394715202,t_17_19,100
t_17_21,47.46322420521022,t_17_21,100
t_1_12,23.64502396109059,t_1_12,100
t_1_14,6.255014512920828,t_1_14,100
t_1_16,-13.845367213878632,t_1_16,100
t_1_17,-35.36289990601972,t_1_17,100
t_1_19,19.85275733495192,t_1_19,100
t_1_3,-38.0986447642726,t_1_3,100
t_1_4,-0.8510310490594114,t_1_4,100
t_1_5,-27.031179416220763,t_1_5,100
t_1_6,-10.0759624219356,t_1_6,100
t_2_17,-16.19878532849848,t_2_17,100
t_2_3,-19.20590466252501,t_2_3,100
t_2_5,-3.768315065922822,t_2_5,100
t_2_7,32.733984361865645,t_2_7,100
t_2_9,22.633885271356565,t_2_9,100
t_3_16,10.369408038040277,t_3_16,100
t_3_21,-40.2583975868305,t_3_21,100
t_3_5,4.337159666274314,t_3_5,100
t_3_7,27.414148120275666,t_3_7,100
t_3_9,-0.713593203486898,t_3_9,100
t_4_12,27.537033423247628,t_4_12,100
t_4_21,43.59595015389221,t_4_21,100
t_4_9,-11.250029598298639,t_4_9,100
t_5_12,30.590836585121323,t_5_12,100
t_5_17,16.980979701968348,t_5_17,100
t_5_9,12.44791549964156,t_5_9,100
t_6_9,-4.164972925044333,t_6_9,100
t_7_16,-33.011140750403406,t_7_16,100
t_7_17,24.198344278135234,t_7_17,100
t_7_8,37.99961308867774,t_7_8,100
t_8_10,15.112652170659498,t_8_10,100
t_8_13,-48.79365522470651,t_8_13,100
t_8_16,-34.01697713626469,t_8_16,100
t_8_17,-1.5294053678266075,t_8_17,100
t_8_21,58.285858788347554,t_8_21,100
t_9_11,-20.876194004344033,t_9_11,100
t_9_13,11.30781296206665,t_9_13,100
t_9_17,46.88154157404584,t_9_17,100
t_9_22,57.45672692524971,t_9_22,100
t_v_11,-14.542754204250452,t_v_11,100
wbc,-0.11045991753825805,wbc,100
