feature	coef	n
1	ASXL1	4.40365265865868	54
2	ASXL2	-1.00873328844218	23
3	ASXL3	40.0116454472378	37
4	ATRX	27.9014141840289	63
5	BAGE3	-9.09134209729082	52
6	BCOR	3.14036580749114	42
7	BRAF	66.6207134533075	91
8	CBFB	5.35356843126031	24
9	CBL	4.62204396866117	31
10	CDKN2A	14.0756209449018	28
11	CEBPA_bi	2.03973661769029	19
12	CEBPA_mono	-1.55543010947478	33
13	CNTN5	18.1938386573733	39
14	CREBBP	-13.2098357909864	52
15	CSF1R	54.3474873996956	42
16	CSF3R	0.402305509074466	18
17	CTCF	22.0237737447853	63
18	CUL2	-27.533508364104	49
19	CUX1	16.0605162208657	66
20	DNMT3A	5.00771811809151	59
21	EED	50.4799245471224	65
22	ETV6	1.64117617630524	37
23	EZH2	5.51515083917364	47
24	FBXW7	-4.27662538180515	34
25	FLT3_TKD	-2.95969865623015	35
26	FLT3_other	-0.143604208079591	31
27	GATA1	-14.3175625415206	40
28	GATA2	-9.0314149618321	61
29	GNAS	-49.4751433927454	80
30	GNB1	-20.8944317471691	44
31	IDH1	-1.10014198462857	28
32	IDH2_p.R140	0.410991334050871	22
33	IDH2_p.R172	-33.5495408174699	93
34	ITD	12.5903117772179	91
35	JAK2	4.49028171519639	42
36	JAK3	-1.20746489047278	22
37	KANSL1	-9.19962779903773	50
38	KDM6A	4.21855154289507	25
39	KIT	-1.59352969810115	17
40	KMT2C	-2.96764762384622	52
41	KMT2D	10.8837745491844	40
42	KMT2E	-7.26615023413013	46
43	KRAS	4.05769661131624	40
44	LUC7L2	19.5458394244545	71
45	MED12	4.96895953792989	31
46	MLL	2.13058335649648	28
47	MPL	49.0498584118124	91
48	MYC	-2.8360180756781	30
49	NF1	2.28300674818716	32
50	NFE2	-23.5376088194169	53
51	NOTCH1	6.23920838663067	33
52	NPM1	-2.02707917788315	26
53	NRAS_other	0.476444642632204	37
54	NRAS_p.G12_13	2.70506619372396	45
55	NRAS_p.Q61_62	14.1005570038882	70
56	PDS5B	-41.465247908967	76
57	PHF6	-0.462572029632929	38
58	PPFIA2	-1.65463441744497	17
59	PRPF8	15.7334964199976	41
60	PTEN	-0.264840948416543	1
61	PTPN11	-6.92108840449293	56
62	PTPRF	-0.224922273788452	17
63	PTPRT	49.9475133147695	49
64	RAD21	-1.62743819878413	31
65	RIT1	-12.2073749430486	63
66	RUNX1	-1.18932573749348	26
67	S100B	-66.3656642919295	60
68	SETBP1	4.20561113502488	33
69	SF1	45.2715959181953	62
70	SF3B1	5.04608531760442	42
71	SMC1A	5.11008499340732	41
72	SMC3	3.20533549267947	31
73	SMG1	12.8342453854008	53
74	SPP1	-0.97254912549067	12
75	SRSF2	2.72634209816868	47
76	STAG2	-1.16419979620922	31
77	STAT5B	-7.21461784855703	48
78	SUZ12	5.86343598378298	37
79	TET2	2.16190936447079	40
80	TP53	76.5914129234777	100
81	U2AF1_p.Q157	32.3610057918407	92
82	U2AF1_p.S34	6.21561721296727	57
83	WT1	30.7718093034104	96
84	ZRSR2	-7.29508603722948	46
85	add_11	16.7372723421437	81
86	add_13	6.05953034953354	52
87	add_21	1.37339762227601	25
88	add_22	-18.5442802164386	80
89	add_8	1.40753547134913	29
90	age	3.61527348199645	100
91	ahd	-32.2505065267673	100
92	bm_blasts	0.0682537923988108	65
93	complex	5.41544562120545	51
94	del_12	11.5159038289485	53
95	del_13	-22.2061727108163	84
96	del_16	-0.734599686893869	32
97	del_17	15.3275902010381	75
98	del_18	-4.30279404421468	36
99	del_20	-0.662346410473507	31
100	del_3	0.328423564760241	28
101	del_5	6.25875004914903	45
102	del_7	14.204395699159	93
103	del_9	9.73259523643855	50
104	eln_2017_ratio	-30.9424985067668	100
105	gender	1.25305561813057	38
106	hb	0.00837573471702081	32
107	inv_3	58.9023105695212	89
108	minusy	-5.58577791899544	39
109	others_transloc	8.7142838363938	54
110	perf_status	18.6469233614697	100
111	plt	-0.0153219778585088	51
112	secondary	1.74999829007751	44
113	t_10_21	-0.0443413201409267	1
114	t_12_13	-21.3296640819635	47
115	t_12_17	-8.23549060009917	41
116	t_12_22	1.75699202678635	19
117	t_13_19	-56.9050055543683	62
118	t_15_16	13.8531564966842	31
119	t_15_17	-62.1098795922304	93
120	t_16_17	12.009739026143	31
121	t_16_21	44.8081564434189	45
122	t_17_19	-0.579623584691051	10
123	t_17_21	-44.4380544518395	49
124	t_1_12	-7.06719385794568	22
125	t_1_14	-0.835656399981414	5
126	t_1_16	0.0994116513045299	13
127	t_1_17	30.4122116494141	41
128	t_1_19	-5.40726164374217	29
129	t_1_3	63.3682484706887	77
130	t_1_4	6.79015304807953	17
131	t_1_5	30.4824164766094	31
132	t_1_6	6.42575944230925	25
133	t_2_17	23.194420129642	46
134	t_2_3	21.8024925759936	34
135	t_2_5	-0.454556054244823	5
136	t_2_7	-13.8428656811178	46
137	t_2_9	-12.5897453561385	32
138	t_3_16	-0.905434646187633	35
139	t_3_21	76.7085859226229	74
140	t_3_5	1.44552433733859	7
141	t_3_7	3.67738095455732	28
142	t_3_9	1.47692504910802	9
143	t_4_12	-28.7917691407338	51
144	t_4_21	-59.6764048469327	74
145	t_4_9	10.4458881893638	41
146	t_5_12	-17.8639725824763	46
147	t_5_17	0.0691530240012513	1
148	t_5_9	-21.0768370100728	37
149	t_6_9	7.90067089092533	44
150	t_7_16	35.0167821978171	55
151	t_7_17	-27.5139339270765	56
152	t_7_8	-3.15123311551388	21
153	t_8_10	-0.00520921041098383	1
154	t_8_13	92.9896862604762	81
155	t_8_16	80.1849982924889	84
156	t_8_17	10.1748881305303	21
157	t_8_21	-21.8279034690914	80
