,coef,feature,n
ASXL1,-12.117094709054342,ASXL1,100
ASXL2,-2.3251247920170797,ASXL2,100
ASXL3,-2.7853553370634154,ASXL3,100
ATRX,-3.9738368738022256,ATRX,100
BAGE3,1.8442814017357718,BAGE3,100
BCOR,-3.007830316214384,BCOR,100
BRAF,-4.651678387953807,BRAF,100
CBFB,-0.6781193963891461,CBFB,100
CBL,-3.660904623688282,CBL,100
CDKN2A,-2.2394459089842726,CDKN2A,100
CEBPA_bi,7.865479185862316,CEBPA_bi,100
CEBPA_mono,0.22748142089844198,CEBPA_mono,100
CNTN5,-1.6816193815974603,CNTN5,100
CREBBP,2.742363755955851,CREBBP,100
CSF1R,-2.5497357475604194,CSF1R,100
CSF3R,-1.7836874419382869,CSF3R,100
CTCF,-5.301814723529823,CTCF,100
CUL2,1.2634807339088,CUL2,100
CUX1,-7.309866636603071,CUX1,100
DNMT3A,-7.1135115326443525,DNMT3A,100
EED,-6.341572864983758,EED,100
ETV6,0.19500745913300901,ETV6,100
EZH2,-9.175478303973742,EZH2,100
FBXW7,4.6687564119136855,FBXW7,100
FLT3_TKD,1.2825462947728277,FLT3_TKD,100
FLT3_other,-1.6472013994569346,FLT3_other,100
GATA1,4.931579484163245,GATA1,100
GATA2,7.5168523646543015,GATA2,100
GNAS,3.9486364985579914,GNAS,100
GNB1,2.0979577305609163,GNB1,100
IDH1,-0.91283615325407,IDH1,100
IDH2_p.R140,-1.9739160541965437,IDH2_p.R140,100
IDH2_p.R172,6.084646063878844,IDH2_p.R172,100
ITD,-15.55883586958168,ITD,100
JAK2,-6.864177578247108,JAK2,100
JAK3,0.3297253242457909,JAK3,100
KANSL1,2.0829925975458328,KANSL1,100
KDM6A,-4.191461193647337,KDM6A,100
KIT,5.088947230713066,KIT,100
KMT2C,1.8442814017357718,KMT2C,100
KMT2D,-2.312880676690714,KMT2D,100
KMT2E,3.191766472277833,KMT2E,100
KRAS,-4.43268181051115,KRAS,100
LUC7L2,-3.3343834408309787,LUC7L2,100
MED12,-3.171884138309335,MED12,100
MLL,-8.522822462337848,MLL,100
MPL,-10.179836957949485,MPL,100
MYC,1.5747007045997363,MYC,100
NF1,3.1701758229438246,NF1,100
NFE2,7.570541405246818,NFE2,100
NOTCH1,0.5677915473149014,NOTCH1,100
NPM1,2.6532335636349957,NPM1,100
NRAS_other,-1.57715405627857,NRAS_other,100
NRAS_p.G12_13,-0.433566395881942,NRAS_p.G12_13,100
NRAS_p.Q61_62,-8.749714899494712,NRAS_p.Q61_62,100
PDS5B,3.6115439769065487,PDS5B,100
PHF6,-2.84981985459264,PHF6,100
PPFIA2,-0.20977508669978068,PPFIA2,100
PRPF8,-3.8560003546791335,PRPF8,100
PTEN,1.2906762721554652,PTEN,100
PTPN11,7.662674502176601,PTPN11,100
PTPRF,-0.20977508669978068,PTPRF,100
PTPRT,-3.153252064696369,PTPRT,100
RAD21,1.7688992707964308,RAD21,100
RIT1,6.381061599816821,RIT1,100
RUNX1,-5.430587266269833,RUNX1,100
S100B,0.23546617933912647,S100B,100
SETBP1,-6.668746394947536,SETBP1,100
SF1,-6.538413810769357,SF1,100
SF3B1,-16.12219067911846,SF3B1,100
SMC1A,-6.20600837057968,SMC1A,100
SMC3,-1.4955812423344397,SMC3,100
SMG1,0.29392290375028063,SMG1,100
SPP1,1.1015462919866224,SPP1,100
SRSF2,-12.894987947289401,SRSF2,100
STAG2,1.6227310933847625,STAG2,100
STAT5B,-0.5668830980492258,STAT5B,100
SUZ12,-0.35326402019480324,SUZ12,100
TET2,-13.215457373702995,TET2,100
TP53,-23.779306793269125,TP53,100
U2AF1_p.Q157,-15.83730069790382,U2AF1_p.Q157,100
U2AF1_p.S34,-7.695186421536024,U2AF1_p.S34,100
WT1,-9.539176293305983,WT1,100
ZRSR2,-3.389230759865649,ZRSR2,100
add_11,-8.931525814836746,add_11,100
add_13,-3.600275348544346,add_13,100
add_21,-2.405501126883495,add_21,100
add_22,12.352176291906554,add_22,100
add_8,-0.9450695456546178,add_8,100
complex,-4.966766470946647,complex,100
del_12,-3.8556327728236073,del_12,100
del_13,9.63724728142315,del_13,100
del_16,-1.9892480566265383,del_16,100
del_17,-7.741667647778589,del_17,100
del_18,4.669851773759804,del_18,100
del_20,-3.6813627081778146,del_20,100
del_3,1.6511074566525707,del_3,100
del_5,-11.110191238459016,del_5,100
del_7,-10.132345133717445,del_7,100
del_9,-5.47757545216205,del_9,100
final_component_NC1,-10.430488399538195,final_component_NC1,100
final_component_NC2,0.28262532694643294,final_component_NC2,100
final_component_NC3,-4.234258956941349,final_component_NC3,100
final_component_NC6,-8.249922226068044,final_component_NC6,100
final_component_NC7,1.3388318400667507,final_component_NC7,100
final_component_c1_NPM1,2.6532335636349957,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-19.017932202621346,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,2.6658379755928734,final_component_c3_rare_fusion,100
final_component_c3_trans11,0.6748150965629298,final_component_c3_trans11,100
final_component_c3_trans15_17,13.269783643171936,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,13.72927893104123,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,-1.290227033828267,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-6.574804611639812,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-1.6796184999020527,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,3.118738044774106,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,4.476108280335126,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,9.267999228412757,final_component_not_assigned,100
inv_3,-12.134974151198024,inv_3,100
minusy,-1.3734773520489858,minusy,100
others_transloc,-7.2888576635860405,others_transloc,100
t_10_21,1.260143886380524,t_10_21,100
t_12_13,2.7287393829476643,t_12_13,100
t_12_17,1.8168748325249993,t_12_17,100
t_12_22,2.119148946702328,t_12_22,100
t_13_19,2.4097903579313447,t_13_19,100
t_15_16,1.7779989499745703,t_15_16,100
t_15_17,11.184744048905719,t_15_17,100
t_16_17,-0.2148883825016078,t_16_17,100
t_16_21,-3.829619990736997,t_16_21,100
t_17_19,2.095370690412214,t_17_19,100
t_17_21,3.1965749013825895,t_17_21,100
t_1_12,1.5234322694035767,t_1_12,100
t_1_14,-0.6128972454420513,t_1_14,100
t_1_16,-1.040345187432021,t_1_16,100
t_1_17,-2.6877569757367987,t_1_17,100
t_1_19,1.6553639245012213,t_1_19,100
t_1_3,-3.8499920351753527,t_1_3,100
t_1_4,-1.5575195404983948,t_1_4,100
t_1_5,-2.5345795315798805,t_1_5,100
t_1_6,-1.5593397630138617,t_1_6,100
t_2_17,-0.9696360198049888,t_2_17,100
t_2_3,-1.3057027798371332,t_2_3,100
t_2_5,1.5110119912651119,t_2_5,100
t_2_7,2.808915291181965,t_2_7,100
t_2_9,1.9843864355407521,t_2_9,100
t_3_16,2.2123538017127333,t_3_16,100
t_3_21,-3.994396724973263,t_3_21,100
t_3_5,0.28400456307990624,t_3_5,100
t_3_7,0.683506868939552,t_3_7,100
t_3_9,-0.36078017012469554,t_3_9,100
t_4_12,2.760132483952361,t_4_12,100
t_4_21,3.09304255277146,t_4_21,100
t_4_9,-2.1756680831342563,t_4_9,100
t_5_12,2.5449850470632422,t_5_12,100
t_5_17,0.5501779884758314,t_5_17,100
t_5_9,1.0946728552426201,t_5_9,100
t_6_9,1.9270704056127863,t_6_9,100
t_7_16,-2.058672300987271,t_7_16,100
t_7_17,2.1219208292219274,t_7_17,100
t_7_8,3.04938402440897,t_7_8,100
t_8_10,1.260143886380524,t_8_10,100
t_8_13,-5.3513741756874005,t_8_13,100
t_8_16,-5.704745992630014,t_8_16,100
t_8_17,-0.45783047483299155,t_8_17,100
t_8_21,17.651316264001306,t_8_21,100
t_9_11,-3.295809631289444,t_9_11,100
t_9_13,-1.7109538767434163,t_9_13,100
t_9_17,3.700461096856454,t_9_17,100
t_9_22,6.7415714559137925,t_9_22,100
t_v_11,0.1185030736815337,t_v_11,100
