,coef,feature,n
ASXL1,-4.821012338042317,ASXL1,100
ASXL2,-0.8057233955740436,ASXL2,100
ASXL3,-30.841982830390556,ASXL3,100
ATRX,-31.534886664319156,ATRX,100
BAGE3,12.567045462084343,BAGE3,100
BCOR,-3.3330465531469176,BCOR,100
BRAF,-28.349639625633465,BRAF,100
CBFB,-12.714235604952854,CBFB,100
CBL,-3.100848265356981,CBL,100
CDKN2A,-6.0133161678686555,CDKN2A,100
CEBPA_bi,-17.217540003733138,CEBPA_bi,100
CEBPA_mono,1.9086724123404624,CEBPA_mono,100
CNTN5,-15.877835333155499,CNTN5,100
CREBBP,38.877513669625486,CREBBP,100
CSF1R,-36.95828085838081,CSF1R,100
CSF3R,-4.925981862584997,CSF3R,100
CTCF,-25.646593699121414,CTCF,100
CUL2,39.687135745396105,CUL2,100
CUX1,-16.967684871618978,CUX1,100
DNMT3A,-7.2088790339625275,DNMT3A,100
EED,-34.00993269457227,EED,100
ETV6,3.429083469858541,ETV6,100
EZH2,-10.85956362389792,EZH2,100
FBXW7,3.6875401761347826,FBXW7,100
FLT3_TKD,5.0164126608467345,FLT3_TKD,100
FLT3_other,1.80031503355205,FLT3_other,100
GATA1,26.680724242992405,GATA1,100
GATA2,9.619175999754788,GATA2,100
GNAS,31.83863134248175,GNAS,100
GNB1,8.04042559869187,GNB1,100
IDH1,-1.3570299596197604,IDH1,100
IDH2_p.R140,-4.7436266702293794,IDH2_p.R140,100
IDH2_p.R172,10.925178654144174,IDH2_p.R172,100
ITD,-4.266291974531304,ITD,100
JAK2,-2.6175521146459846,JAK2,100
JAK3,-3.2221254731019924,JAK3,100
KANSL1,4.6393421409148115,KANSL1,100
KDM6A,-10.153920804521478,KDM6A,100
KIT,2.5573639188967463,KIT,100
KMT2C,12.567045462084343,KMT2C,100
KMT2D,-4.3447111362842215,KMT2D,100
KMT2E,12.59133301330771,KMT2E,100
KRAS,-5.635643001591914,KRAS,100
LUC7L2,-7.079048578750849,LUC7L2,100
MED12,2.174491821636913,MED12,100
MLL,1.1547877699129894,MLL,100
MPL,-34.411253617299515,MPL,100
MYC,-0.18194588078325735,MYC,100
NF1,4.430874738230562,NF1,100
NFE2,48.167240309096066,NFE2,100
NOTCH1,17.247582366987015,NOTCH1,100
NPM1,-18.762667141278484,NPM1,100
NRAS_other,-11.734356054260342,NRAS_other,100
NRAS_p.G12_13,-0.29091989546344105,NRAS_p.G12_13,100
NRAS_p.Q61_62,-11.739207891369722,NRAS_p.Q61_62,100
PDS5B,56.5151737058562,PDS5B,100
PHF6,-1.3991432340565748,PHF6,100
PPFIA2,-5.227617206604562,PPFIA2,100
PRPF8,-25.513951753867445,PRPF8,100
PTEN,28.686062870448637,PTEN,100
PTPN11,8.782365584880496,PTPN11,100
PTPRF,-5.227617206604562,PTPRF,100
PTPRT,-47.311452804954776,PTPRT,100
RAD21,4.130440881421086,RAD21,100
RIT1,12.918618197950927,RIT1,100
RUNX1,4.835798226565022,RUNX1,100
S100B,56.59674115925625,S100B,100
SETBP1,-7.546213581163467,SETBP1,100
SF1,-54.63296050790187,SF1,100
SF3B1,-22.448004769893505,SF3B1,100
SMC1A,-8.734943010748973,SMC1A,100
SMC3,-4.505529142669947,SMC3,100
SMG1,2.0200499644017595,SMG1,100
SPP1,24.23405679028517,SPP1,100
SRSF2,-13.393530272020682,SRSF2,100
STAG2,0.3135907128236584,STAG2,100
STAT5B,13.434280655591145,STAT5B,100
SUZ12,3.2097630389305922,SUZ12,100
TET2,-10.716412311879806,TET2,100
TP53,-47.40356338621119,TP53,100
U2AF1_p.Q157,-29.263735068353846,U2AF1_p.Q157,100
U2AF1_p.S34,-13.646585799911628,U2AF1_p.S34,100
WT1,-14.141748204799944,WT1,100
ZRSR2,-2.323205116529976,ZRSR2,100
ahd,21.37044281460486,ahd,100
bm_blasts,-0.07060393011673553,bm_blasts,100
eln_2017_ratio,22.000482705125574,eln_2017_ratio,100
gender,0.3631859597905064,gender,100
hb,0.05028584698144025,hb,100
perf_status,-12.884146454978353,perf_status,100
plt,0.017671883033362906,plt,100
secondary,-4.5496463480081895,secondary,100
wbc,-0.09881236287954359,wbc,100
