,coef,feature,n
ASXL1,-9.451297496713604,ASXL1,100
ASXL2,2.1839043045512208,ASXL2,100
ASXL3,-23.776113786093788,ASXL3,100
ATRX,-18.31155478045795,ATRX,100
BAGE3,9.90308042135133,BAGE3,100
BCOR,-4.75712094852924,BCOR,100
BRAF,-34.703380927306256,BRAF,100
CBFB,-10.141856808259742,CBFB,100
CBL,-3.3030252427753237,CBL,100
CDKN2A,-4.199917762791554,CDKN2A,100
CEBPA_bi,18.114509297914502,CEBPA_bi,100
CEBPA_mono,2.4561749384667944,CEBPA_mono,100
CNTN5,-13.249566448935246,CNTN5,100
CREBBP,35.35313686775555,CREBBP,100
CSF1R,-23.241031031473607,CSF1R,100
CSF3R,-7.07881434041966,CSF3R,100
CTCF,-17.423752311614074,CTCF,100
CUL2,39.67244811142258,CUL2,100
CUX1,-11.466751267163676,CUX1,100
DNMT3A,-6.277800387374364,DNMT3A,100
EED,-38.56421205726695,EED,100
ETV6,0.31794231858326516,ETV6,100
EZH2,-4.691476136507789,EZH2,100
FBXW7,2.0020263675474577,FBXW7,100
FLT3_TKD,4.601615957258701,FLT3_TKD,100
FLT3_other,2.931601932244891,FLT3_other,100
GATA1,35.81717765258526,GATA1,100
GATA2,12.799340290178199,GATA2,100
GNAS,28.825440487515518,GNAS,100
GNB1,13.585394867951956,GNB1,100
IDH1,-1.7766101365761084,IDH1,100
IDH2_p.R140,-1.0865673468005015,IDH2_p.R140,100
IDH2_p.R172,9.073962751627427,IDH2_p.R172,100
ITD,-14.431245610097251,ITD,100
JAK2,3.8637245876359487,JAK2,100
JAK3,8.714029627385498,JAK3,100
KANSL1,11.99060473725551,KANSL1,100
KDM6A,-10.067199867951716,KDM6A,100
KIT,-2.6617110723559665,KIT,100
KMT2C,9.90308042135133,KMT2C,100
KMT2D,-2.6182211148101846,KMT2D,100
KMT2E,14.60987782375721,KMT2E,100
KRAS,-8.22812962250705,KRAS,100
LUC7L2,-17.055949371480516,LUC7L2,100
MED12,1.9217299622513782,MED12,100
MLL,-9.232851059940911,MLL,100
MPL,-26.42672729334831,MPL,100
MYC,-4.657322689654745,MYC,100
NF1,0.08214488022514044,NF1,100
NFE2,41.854585017804574,NFE2,100
NOTCH1,-8.677681186527789,NOTCH1,100
NPM1,7.975380699765711,NPM1,100
NRAS_other,6.158391938596751,NRAS_other,100
NRAS_p.G12_13,-1.9361702849502018,NRAS_p.G12_13,100
NRAS_p.Q61_62,-8.967725842376963,NRAS_p.Q61_62,100
PDS5B,54.42010911951857,PDS5B,100
PHF6,-4.258721823138497,PHF6,100
PPFIA2,2.936873105888334,PPFIA2,100
PRPF8,-14.903749372817718,PRPF8,100
PTEN,15.401216453781762,PTEN,100
PTPN11,9.01913436537358,PTPN11,100
PTPRF,2.936873105888334,PTPRF,100
PTPRT,-37.02787466337941,PTPRT,100
RAD21,-0.5890690849929755,RAD21,100
RIT1,6.094728517403746,RIT1,100
RUNX1,-1.3009816695405416,RUNX1,100
S100B,32.426299757522905,S100B,100
SETBP1,0.11808311708413913,SETBP1,100
SF1,-31.81515364477867,SF1,100
SF3B1,-7.887746753917868,SF3B1,100
SMC1A,-7.076375147899609,SMC1A,100
SMC3,-1.371041373070436,SMC3,100
SMG1,9.752822497359837,SMG1,100
SPP1,18.428820740770014,SPP1,100
SRSF2,-2.1651335429583076,SRSF2,100
STAG2,5.691900308246577,STAG2,100
STAT5B,9.105300960365666,STAT5B,100
SUZ12,-3.147461098482723,SUZ12,100
TET2,-0.004551737222948098,TET2,100
TP53,-26.501210084883148,TP53,100
U2AF1_p.Q157,-18.41923273560497,U2AF1_p.Q157,100
U2AF1_p.S34,-6.125700707923422,U2AF1_p.S34,100
WT1,-22.09285916678791,WT1,100
ZRSR2,9.282167173803103,ZRSR2,100
add_11,-14.742353096649941,add_11,100
add_13,-5.223182881846667,add_13,100
add_21,-4.099247863253135,add_21,100
add_22,20.592102967984456,add_22,100
