,coef,feature,n
add_11,-21.991405644693735,add_11,100
add_13,-11.347154235489075,add_13,100
add_21,-3.514595231804947,add_21,100
add_22,25.919801642901312,add_22,100
add_8,-2.7005088800624946,add_8,100
ahd,27.890795605631087,ahd,100
bm_blasts,-0.04832817966661148,bm_blasts,100
complex,-13.003665268616526,complex,100
del_12,-5.4666887975857525,del_12,100
del_13,25.065143903122213,del_13,100
del_16,0.6913013349049856,del_16,100
del_17,-28.845671501479213,del_17,100
del_18,4.75648338314308,del_18,100
del_20,-5.616025705848264,del_20,100
del_3,-3.128366503653098,del_3,100
del_5,-23.878066669764618,del_5,100
del_7,-16.025068790008365,del_7,100
del_9,-7.117605922200514,del_9,100
gender,-4.774976162179977,gender,100
hb,0.1057688437726175,hb,100
inv_3,-29.42214090103326,inv_3,100
minusy,-5.058259497019585,minusy,100
others_transloc,-5.9816456040536075,others_transloc,100
perf_status,-14.499101416716648,perf_status,100
plt,0.009491787910652052,plt,100
secondary,-9.149185465892762,secondary,100
t_10_21,15.47681883311491,t_10_21,100
t_12_13,51.00870476460135,t_12_13,100
t_12_17,25.133849054617528,t_12_17,100
t_12_22,27.26775114935751,t_12_22,100
t_13_19,35.92876017217547,t_13_19,100
t_15_16,6.287377488985708,t_15_16,100
t_15_17,47.09038336799896,t_15_17,100
t_16_17,-5.827923311983458,t_16_17,100
t_16_21,-36.46973282148689,t_16_21,100
t_17_19,32.5493269820663,t_17_19,100
t_17_21,42.69543992077276,t_17_21,100
t_1_12,16.968547344421438,t_1_12,100
t_1_14,3.357996349426176,t_1_14,100
t_1_16,-11.396911992171153,t_1_16,100
t_1_17,-29.861019068098766,t_1_17,100
t_1_19,27.274112937345162,t_1_19,100
t_1_3,-40.38927437872147,t_1_3,100
t_1_4,8.611038565240127,t_1_4,100
t_1_5,-30.258238631968297,t_1_5,100
t_1_6,-13.866372020691166,t_1_6,100
t_2_17,-9.175328084488735,t_2_17,100
t_2_3,-29.222625416422545,t_2_3,100
t_2_5,8.589231953891094,t_2_5,100
t_2_7,34.56538365478986,t_2_7,100
t_2_9,30.247524686569808,t_2_9,100
t_3_16,10.161843101912424,t_3_16,100
t_3_21,-52.09988812887339,t_3_21,100
t_3_5,6.894326496413921,t_3_5,100
t_3_7,26.175257211197806,t_3_7,100
t_3_9,-3.4890948592866735,t_3_9,100
t_4_12,20.01633496881944,t_4_12,100
t_4_21,42.67770870367919,t_4_21,100
t_4_9,-15.149069743781032,t_4_9,100
t_5_12,37.87175794017033,t_5_12,100
t_5_17,5.712498720462423,t_5_17,100
t_5_9,12.641090387198133,t_5_9,100
t_6_9,1.8530585531349715,t_6_9,100
t_7_16,-35.88074936540086,t_7_16,100
t_7_17,26.662975199280254,t_7_17,100
t_7_8,44.187130245430446,t_7_8,100
t_8_10,15.47681883311491,t_8_10,100
t_8_13,-36.31285311495461,t_8_13,100
t_8_16,-40.919982889574186,t_8_16,100
t_8_17,4.979893256744083,t_8_17,100
t_8_21,41.10113569027586,t_8_21,100
t_9_11,3.9826481565157503,t_9_11,100
t_9_13,15.215502698034685,t_9_13,100
t_9_17,40.28864994253697,t_9_17,100
t_9_22,78.5088561794482,t_9_22,100
t_v_11,1.6295467277121576,t_v_11,100
wbc,-0.09688991423294291,wbc,100
