,coef,feature,n
add_11,-18.158672747109033,add_11,100
add_13,-7.897234046108217,add_13,100
add_21,0.13924058806620968,add_21,100
add_22,20.60548711619477,add_22,100
add_8,-1.6295247026592343,add_8,100
age,-1.6547372079793061,age,100
complex,-13.933943721904962,complex,100
del_12,-12.829394778370235,del_12,100
del_13,23.74958227924064,del_13,100
del_16,-1.2262096920507295,del_16,100
del_17,-16.143484170693775,del_17,100
del_18,3.432645214907911,del_18,100
del_20,-2.7335508175462095,del_20,100
del_3,-1.582381253404872,del_3,100
del_5,-18.981295580229673,del_5,100
del_7,-11.872453520960283,del_7,100
del_9,-7.17127999826754,del_9,100
gender,-4.7157437194008285,gender,100
inv_3,-46.21272161993589,inv_3,100
minusy,1.5710911314325078,minusy,100
others_transloc,-13.528953235544373,others_transloc,100
t_10_21,24.835905151171293,t_10_21,100
t_12_13,90.36533787805307,t_12_13,100
t_12_17,42.22259353644367,t_12_17,100
t_12_22,35.03337389365211,t_12_22,100
t_13_19,77.5198067020403,t_13_19,100
t_15_16,-9.812191681959582,t_15_16,100
t_15_17,41.58972724810197,t_15_17,100
t_16_17,19.19669843021222,t_16_17,100
t_16_21,-29.03597419380498,t_16_21,100
t_17_19,43.787693924890874,t_17_19,100
t_17_21,50.47083930064321,t_17_21,100
t_1_12,51.00585139087443,t_1_12,100
t_1_14,7.058495953337777,t_1_14,100
t_1_16,5.121002555597392,t_1_16,100
t_1_17,-14.38843958798506,t_1_17,100
t_1_19,40.99907077931634,t_1_19,100
t_1_3,-52.756451909708105,t_1_3,100
t_1_4,4.063414740562922,t_1_4,100
t_1_5,-47.630564788372546,t_1_5,100
t_1_6,-18.555178074614776,t_1_6,100
t_2_17,-13.252221575154714,t_2_17,100
t_2_3,-21.784888530929898,t_2_3,100
t_2_5,8.249298778671664,t_2_5,100
t_2_7,40.1580351789929,t_2_7,100
t_2_9,26.72282043797664,t_2_9,100
t_3_16,9.659647498815977,t_3_16,100
t_3_21,-49.43877207862048,t_3_21,100
t_3_5,1.5749216018076164,t_3_5,100
t_3_7,28.72154298641036,t_3_7,100
t_3_9,8.013369185718393,t_3_9,100
t_4_12,64.95929794488634,t_4_12,100
t_4_21,109.2043376092764,t_4_21,100
t_4_9,-21.49803074602042,t_4_9,100
t_5_12,79.72739114362246,t_5_12,100
t_5_17,-12.387860833216212,t_5_17,100
t_5_9,20.89389259079459,t_5_9,100
t_6_9,-13.212324404946461,t_6_9,100
t_7_16,-53.28622275490466,t_7_16,100
t_7_17,42.082161773597306,t_7_17,100
t_7_8,57.40040343266856,t_7_8,100
t_8_10,24.835905151171293,t_8_10,100
t_8_13,-41.91516768044468,t_8_13,100
t_8_16,-67.66142579963272,t_8_16,100
t_8_17,8.230852611826835,t_8_17,100
t_8_21,28.168464439661292,t_8_21,100
t_9_11,-21.12265994657429,t_9_11,100
t_9_13,-8.389497230108299,t_9_13,100
t_9_17,57.41377851007481,t_9_17,100
t_9_22,69.09950113219726,t_9_22,100
t_v_11,-18.78993449116332,t_v_11,100
