,coef,feature,n
add_11,-17.727320060444747,add_11,100
add_13,-14.60733616046422,add_13,100
add_21,-2.960551165367372,add_21,100
add_22,29.654217832404914,add_22,100
add_8,-5.577008746951699,add_8,100
complex,-13.82784577305955,complex,100
del_12,-10.158586407732264,del_12,100
del_13,19.235874811077867,del_13,100
del_16,-0.6838170744703748,del_16,100
del_17,-21.755091042320597,del_17,100
del_18,3.261921122492749,del_18,100
del_20,-8.793768890792682,del_20,100
del_3,-2.199762039920427,del_3,100
del_5,-23.34869129471824,del_5,100
del_7,-15.2597395116229,del_7,100
del_9,-5.936725352025366,del_9,100
inv_3,-24.813536340482404,inv_3,100
minusy,-6.356837404825855,minusy,100
others_transloc,-9.847653881795452,others_transloc,100
t_10_21,15.341819279515601,t_10_21,100
t_12_13,65.98007800725865,t_12_13,100
t_12_17,25.528480006708087,t_12_17,100
t_12_22,39.83175451811516,t_12_22,100
t_13_19,47.19190509428982,t_13_19,100
t_15_16,6.117722608299059,t_15_16,100
t_15_17,54.26799422232339,t_15_17,100
t_16_17,1.1420191537789464,t_16_17,100
t_16_21,-40.46180436277549,t_16_21,100
t_17_19,35.34296483460853,t_17_19,100
t_17_21,47.13235946606527,t_17_21,100
t_1_12,29.959968536803977,t_1_12,100
t_1_14,-2.468533253367362,t_1_14,100
t_1_16,-11.032596410248908,t_1_16,100
t_1_17,-22.874050705464278,t_1_17,100
t_1_19,31.423092342795442,t_1_19,100
t_1_3,-39.06024973401882,t_1_3,100
t_1_4,-3.7836821197807082,t_1_4,100
t_1_5,-34.66869083238637,t_1_5,100
t_1_6,-15.286303754568543,t_1_6,100
t_2_17,2.734272944141898,t_2_17,100
t_2_3,-24.22365174323233,t_2_3,100
t_2_5,6.901912530831912,t_2_5,100
t_2_7,35.12791126356734,t_2_7,100
t_2_9,25.28877668720518,t_2_9,100
t_3_16,6.595787619130959,t_3_16,100
t_3_21,-43.10588034875532,t_3_21,100
t_3_5,12.651746857206586,t_3_5,100
t_3_7,29.668478333593608,t_3_7,100
t_3_9,4.085927953567022,t_3_9,100
t_4_12,31.210625363655865,t_4_12,100
t_4_21,51.94236635842407,t_4_21,100
t_4_9,-24.637279913188614,t_4_9,100
t_5_12,46.825289521682514,t_5_12,100
t_5_17,0.32055139240176866,t_5_17,100
t_5_9,-0.9864494565235432,t_5_9,100
t_6_9,8.21502959722732,t_6_9,100
t_7_16,-39.76298893595511,t_7_16,100
t_7_17,37.789448100354065,t_7_17,100
t_7_8,54.0037222271679,t_7_8,100
t_8_10,15.341819279515601,t_8_10,100
t_8_13,-30.05581553979381,t_8_13,100
t_8_16,-35.04746584813223,t_8_16,100
t_8_17,7.419463608114044,t_8_17,100
t_8_21,50.34168683066783,t_8_21,100
t_9_11,5.392633372375091,t_9_11,100
t_9_13,-10.879006851145691,t_9_13,100
t_9_17,48.62411192751247,t_9_17,100
t_9_22,70.24516544589854,t_9_22,100
t_v_11,3.792648961729384,t_v_11,100
