,coef,feature,n
ASXL1,-9.084786756353049,ASXL1,100
ASXL2,-5.130619889400077,ASXL2,100
ASXL3,-25.45586175626243,ASXL3,100
ATRX,-27.27985829904527,ATRX,100
BAGE3,12.735789507373696,BAGE3,100
BCOR,-0.5889783047603437,BCOR,100
BRAF,-24.040842773042673,BRAF,100
CBFB,-3.6457264837321977,CBFB,100
CBL,-2.6793761443689053,CBL,100
CDKN2A,-18.976548987420223,CDKN2A,100
CEBPA_bi,-17.830027840415795,CEBPA_bi,100
CEBPA_mono,0.6290525134140802,CEBPA_mono,100
CNTN5,-32.26889942870163,CNTN5,100
CREBBP,36.79252974391043,CREBBP,100
CSF1R,-49.47908231698689,CSF1R,100
CSF3R,-5.349907674610112,CSF3R,100
CTCF,-19.105537089679412,CTCF,100
CUL2,55.34781340215715,CUL2,100
CUX1,-18.79211982456741,CUX1,100
DNMT3A,-7.008800768899229,DNMT3A,100
EED,-45.37268617160227,EED,100
ETV6,7.922519962152838,ETV6,100
EZH2,-15.47560104069426,EZH2,100
FBXW7,6.070065471935866,FBXW7,100
FLT3_TKD,0.6932977037968513,FLT3_TKD,100
FLT3_other,-0.6059476578667167,FLT3_other,100
GATA1,34.20405045376167,GATA1,100
GATA2,6.241162283515248,GATA2,100
GNAS,33.82827231157175,GNAS,100
GNB1,26.05064526824368,GNB1,100
IDH1,-0.9072872886746154,IDH1,100
IDH2_p.R140,-2.225293293615787,IDH2_p.R140,100
IDH2_p.R172,13.1595490296053,IDH2_p.R172,100
ITD,-11.83088726866011,ITD,100
JAK2,-10.955167505510182,JAK2,100
JAK3,0.7890844480708652,JAK3,100
KANSL1,6.4639156044946136,KANSL1,100
KDM6A,-12.059111708294534,KDM6A,100
KIT,0.7879731822613447,KIT,100
KMT2C,12.735789507373696,KMT2C,100
KMT2D,-8.419358068088734,KMT2D,100
KMT2E,10.617375752748593,KMT2E,100
KRAS,-9.228317322211522,KRAS,100
LUC7L2,-4.482291903043026,LUC7L2,100
MED12,-4.619790732785945,MED12,100
MLL,0.7774823759034863,MLL,100
MPL,-36.452409905378865,MPL,100
MYC,2.1014557917318495,MYC,100
NF1,2.240804364170846,NF1,100
NFE2,63.723334204571955,NFE2,100
NOTCH1,21.61664036254867,NOTCH1,100
NPM1,-22.738701346839356,NPM1,100
NRAS_other,-15.00124108160293,NRAS_other,100
NRAS_p.G12_13,-1.8192242792539413,NRAS_p.G12_13,100
NRAS_p.Q61_62,-15.940427303157746,NRAS_p.Q61_62,100
PDS5B,72.72811649993007,PDS5B,100
PHF6,-2.027935953899007,PHF6,100
PPFIA2,-2.2511927398351625,PPFIA2,100
PRPF8,-18.511426781125405,PRPF8,100
PTEN,53.60781391335553,PTEN,100
PTPN11,8.764972506016242,PTPN11,100
PTPRF,-2.2511927398351625,PTPRF,100
PTPRT,-46.63858516846,PTPRT,100
RAD21,5.729246468949411,RAD21,100
RIT1,12.58698754502709,RIT1,100
RUNX1,5.073925260383536,RUNX1,100
S100B,47.19503578802585,S100B,100
SETBP1,-12.135594283661026,SETBP1,100
SF1,-54.06583123493204,SF1,100
SF3B1,-27.173784256283852,SF3B1,100
SMC1A,-8.037506034358255,SMC1A,100
SMC3,-2.496551185513184,SMC3,100
SMG1,11.500856307175763,SMG1,100
SPP1,23.22371929397168,SPP1,100
SRSF2,-18.284887689955703,SRSF2,100
STAG2,1.146397386426799,STAG2,100
STAT5B,3.0138203566769812,STAT5B,100
SUZ12,4.084443685186282,SUZ12,100
TET2,-14.735912254638007,TET2,100
TP53,-50.98196035028217,TP53,100
U2AF1_p.Q157,-29.608565427853325,U2AF1_p.Q157,100
U2AF1_p.S34,-14.544158784752522,U2AF1_p.S34,100
WT1,-11.923666795344158,WT1,100
ZRSR2,-1.2760571969810055,ZRSR2,100
eln_2017_ratio,22.8793711933336,eln_2017_ratio,100
gender,-0.5065558191394011,gender,100
