,coef,feature,n
add_11,-1.7329236438990723,add_11,100
add_13,-0.5707325921127187,add_13,100
add_21,-0.5966092300105467,add_21,100
add_22,0.40125214105495255,add_22,100
add_8,-0.6282463324813026,add_8,100
complex,-4.036099387503186,complex,100
del_12,-1.1864337849360944,del_12,100
del_13,-0.1068258220981108,del_13,100
del_16,-0.8705114002764057,del_16,100
del_17,-2.2288398776756706,del_17,100
del_18,-0.9862452335314124,del_18,100
del_20,-1.1348341760845908,del_20,100
del_3,-0.9360255738637828,del_3,100
del_5,-3.6345208403496745,del_5,100
del_7,-2.505603561611209,del_7,100
del_9,-0.17390823427894253,del_9,100
eln_2017_ratio,11.943612401348641,eln_2017_ratio,100
final_component_NC1,-3.156624951871111,final_component_NC1,100
final_component_NC2,-0.23617475405322447,final_component_NC2,100
final_component_NC3,-0.3832973853336606,final_component_NC3,100
final_component_NC6,-0.4414622768241355,final_component_NC6,100
final_component_NC7,0.07231355322195777,final_component_NC7,100
final_component_c1_NPM1,-0.9993925627215952,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-4.949784091473279,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,0.9502223975356556,final_component_c3_rare_fusion,100
final_component_c3_trans11,0.8908413723326061,final_component_c3_trans11,100
final_component_c3_trans15_17,0.9917350478889111,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,2.6582367362233295,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,0.22952209755404898,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-0.22764257588304646,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-0.024006403153475443,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,0.498236751704962,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,0.7910203693017631,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,3.336256675550302,final_component_not_assigned,100
inv_3,-0.5855635640663163,inv_3,100
minusy,0.17640756377819983,minusy,100
others_transloc,-0.47169779888552893,others_transloc,100
t_10_21,0.06178568890841183,t_10_21,100
t_12_13,0.14090858268277467,t_12_13,100
t_12_17,0.036004096101001415,t_12_17,100
t_12_22,0.1635137960415396,t_12_22,100
t_13_19,0.09161344511374543,t_13_19,100
t_15_16,0.06803856258879329,t_15_16,100
t_15_17,0.9020362957732585,t_15_17,100
t_16_17,-0.005608338132817981,t_16_17,100
t_16_21,-0.1670109597233504,t_16_21,100
t_17_19,0.14553158471498018,t_17_19,100
t_17_21,0.09720715467775934,t_17_21,100
t_1_12,0.01871448399148798,t_1_12,100
t_1_14,-0.03659838230523386,t_1_14,100
t_1_16,-0.06995053949190493,t_1_16,100
t_1_17,-0.04494371350316751,t_1_17,100
t_1_19,0.004625167783831432,t_1_19,100
t_1_3,-0.1683666926321582,t_1_3,100
t_1_4,-0.06420171982535038,t_1_4,100
t_1_5,-0.15741837010884596,t_1_5,100
t_1_6,-0.046041358956860186,t_1_6,100
t_2_17,-0.003326528764550514,t_2_17,100
t_2_3,-0.04627899016137079,t_2_3,100
t_2_5,0.0633949857874397,t_2_5,100
t_2_7,0.0843381248718403,t_2_7,100
t_2_9,0.07559732498685515,t_2_9,100
t_3_16,0.056666495333018714,t_3_16,100
t_3_21,-0.18259330018192288,t_3_21,100
t_3_5,0.04492935627299663,t_3_5,100
t_3_7,0.0045678715800694224,t_3_7,100
t_3_9,0.019985258761374285,t_3_9,100
t_4_12,0.10223034950168704,t_4_12,100
t_4_21,0.13894640149435789,t_4_21,100
t_4_9,-0.12250942763994081,t_4_9,100
t_5_12,0.16005810694328174,t_5_12,100
t_5_17,-0.01810996347593986,t_5_17,100
t_5_9,0.005752385581679544,t_5_9,100
t_6_9,0.30444417027344983,t_6_9,100
t_7_16,-0.13793736249621386,t_7_16,100
t_7_17,-0.002103779617098846,t_7_17,100
t_7_8,0.13369264109981882,t_7_8,100
t_8_10,0.06178568890841183,t_8_10,100
t_8_13,-0.2105972333577999,t_8_13,100
t_8_16,-0.18776453819388747,t_8_16,100
t_8_17,0.03313368923462616,t_8_17,100
t_8_21,2.7935256982635677,t_8_21,100
t_9_11,0.08852869714773552,t_9_11,100
t_9_13,-0.04657553451836302,t_9_13,100
t_9_17,0.13201797681260635,t_9_17,100
t_9_22,0.35384500590563117,t_9_22,100
t_v_11,0.2880526366639585,t_v_11,100
