,coef,feature,n
ASXL1,-10.433260281905271,ASXL1,100
ASXL2,-8.361120934461805,ASXL2,100
ASXL3,-25.714515066860177,ASXL3,100
ATRX,-24.40976155415529,ATRX,100
BAGE3,27.370599910373294,BAGE3,100
BCOR,-3.6674611507159294,BCOR,100
BRAF,-19.91045464161882,BRAF,100
CBFB,-3.331720375280401,CBFB,100
CBL,-3.5230150548757733,CBL,100
CDKN2A,-13.218126096926587,CDKN2A,100
CEBPA_bi,19.114279305306415,CEBPA_bi,100
CEBPA_mono,0.17873863884543012,CEBPA_mono,100
CNTN5,-30.755968494637166,CNTN5,100
CREBBP,36.0553947636559,CREBBP,100
CSF1R,-47.66257459887261,CSF1R,100
CSF3R,-2.5591844993308337,CSF3R,100
CTCF,-20.061620800239254,CTCF,100
CUL2,50.29144262241636,CUL2,100
CUX1,-15.687244233347956,CUX1,100
DNMT3A,-7.111752620340221,DNMT3A,100
EED,-47.23093799427872,EED,100
ETV6,4.271162373046084,ETV6,100
EZH2,-13.739360699592334,EZH2,100
FBXW7,6.044631852573973,FBXW7,100
FLT3_TKD,-0.7710859048314634,FLT3_TKD,100
FLT3_other,-1.8077247785322337,FLT3_other,100
GATA1,49.75373133744214,GATA1,100
GATA2,9.601836134052887,GATA2,100
GNAS,32.53919498208821,GNAS,100
GNB1,33.6558186207882,GNB1,100
IDH1,-1.665460459745628,IDH1,100
IDH2_p.R140,-1.8601556913167512,IDH2_p.R140,100
IDH2_p.R172,9.525600341361018,IDH2_p.R172,100
ITD,-15.301256569999582,ITD,100
JAK2,-10.942631014962325,JAK2,100
JAK3,6.2305556335663255,JAK3,100
KANSL1,6.625845906990805,KANSL1,100
KDM6A,-13.803991983718404,KDM6A,100
KIT,-1.3745449239111753,KIT,100
KMT2C,27.370599910373294,KMT2C,100
KMT2D,-5.694061914349307,KMT2D,100
KMT2E,9.650807644394328,KMT2E,100
KRAS,-5.9411583394018574,KRAS,100
LUC7L2,-8.003145501704152,LUC7L2,100
MED12,-5.323653682931542,MED12,100
MLL,-6.94604757655385,MLL,100
MPL,-34.02047436365433,MPL,100
MYC,2.510847367020882,MYC,100
NF1,4.2494483612416465,NF1,100
NFE2,63.32395768373154,NFE2,100
NOTCH1,18.58760768853959,NOTCH1,100
NPM1,-3.9383399925251292,NPM1,100
NRAS_other,-10.622794103171406,NRAS_other,100
NRAS_p.G12_13,-1.6046278270872922,NRAS_p.G12_13,100
NRAS_p.Q61_62,-15.808281961537922,NRAS_p.Q61_62,100
PDS5B,70.0507525599564,PDS5B,100
PHF6,-3.5355511342482138,PHF6,100
PPFIA2,-3.59915987585538,PPFIA2,100
PRPF8,-19.332466232778426,PRPF8,100
PTEN,51.78393653397138,PTEN,100
PTPN11,10.076469009492225,PTPN11,100
PTPRF,-3.59915987585538,PTPRF,100
PTPRT,-51.484788253867194,PTPRT,100
RAD21,3.8721371666332938,RAD21,100
RIT1,11.111654616380418,RIT1,100
RUNX1,2.3771405600706332,RUNX1,100
S100B,26.324160132951874,S100B,100
SETBP1,-9.470839696883944,SETBP1,100
SF1,-58.02298753025799,SF1,100
SF3B1,-28.03899489345107,SF3B1,100
SMC1A,-8.713383943475657,SMC1A,100
SMC3,-3.553217833942981,SMC3,100
SMG1,13.701471996771847,SMG1,100
SPP1,20.44889882035417,SPP1,100
SRSF2,-16.42025294432607,SRSF2,100
STAG2,3.716445965752974,STAG2,100
STAT5B,0.023598497121357753,STAT5B,100
SUZ12,4.487342453891771,SUZ12,100
TET2,-14.714745523066755,TET2,100
TP53,-32.735309537773524,TP53,100
U2AF1_p.Q157,-30.494286272607766,U2AF1_p.Q157,100
U2AF1_p.S34,-12.518421590449337,U2AF1_p.S34,100
WT1,-12.85710434277364,WT1,100
ZRSR2,-0.7026409492981132,ZRSR2,100
eln_2017_ratio,15.39028080037789,eln_2017_ratio,100
final_component_NC1,-1.9992560487699025,final_component_NC1,100
final_component_NC2,12.563010543076253,final_component_NC2,100
final_component_NC3,-1.1762114620707633,final_component_NC3,100
final_component_NC6,-4.496984263272952,final_component_NC6,100
final_component_NC7,-15.345386274786799,final_component_NC7,100
final_component_c1_NPM1,-3.9383399925251292,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-20.368975087303475,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,9.84368120696176,final_component_c3_rare_fusion,100
final_component_c3_trans11,1.9324722669149705,final_component_c3_trans11,100
final_component_c3_trans15_17,66.95218692979478,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,26.920221716918157,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,-31.08766088182907,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-27.68384040913821,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-44.7285105335779,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,13.600074155697932,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,9.457961937400261,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,9.55555619667218,final_component_not_assigned,100
