,coef,feature,n
ASXL1,-7.067963396786325,ASXL1,100
ASXL2,-2.161660864207412,ASXL2,100
ASXL3,-34.60131773156213,ASXL3,100
ATRX,-21.37981462488992,ATRX,100
BAGE3,9.402416473926827,BAGE3,100
BCOR,-3.6252158728712196,BCOR,100
BRAF,-26.848349639688923,BRAF,100
CBFB,-21.309624455794715,CBFB,100
CBL,-3.9935773910141785,CBL,100
CDKN2A,-13.039381619161441,CDKN2A,100
CEBPA_bi,-7.898057017841063,CEBPA_bi,100
CEBPA_mono,1.03106518931371,CEBPA_mono,100
CNTN5,-16.952703446463136,CNTN5,100
CREBBP,33.73863165359213,CREBBP,100
CSF1R,-35.83595206399265,CSF1R,100
CSF3R,-7.100243232173038,CSF3R,100
CTCF,-24.405135431130244,CTCF,100
CUL2,39.0590488804045,CUL2,100
CUX1,-15.49552990092554,CUX1,100
DNMT3A,-7.462852878697192,DNMT3A,100
EED,-31.84931928507064,EED,100
ETV6,0.45462548684078635,ETV6,100
EZH2,-13.480112761429336,EZH2,100
FBXW7,5.563312589206018,FBXW7,100
FLT3_TKD,4.140342319507981,FLT3_TKD,100
FLT3_other,1.918391532279947,FLT3_other,100
GATA1,35.57658675754624,GATA1,100
GATA2,8.772863013077378,GATA2,100
GNAS,30.316286731646624,GNAS,100
GNB1,15.74860427306387,GNB1,100
IDH1,-2.2815989043634106,IDH1,100
IDH2_p.R140,-5.208736221116025,IDH2_p.R140,100
IDH2_p.R172,10.597652755151348,IDH2_p.R172,100
ITD,-7.686630176233687,ITD,100
JAK2,-0.5559629505498268,JAK2,100
JAK3,-3.163789099440184,JAK3,100
KANSL1,2.6101450521480456,KANSL1,100
KDM6A,-9.115557690885659,KDM6A,100
KIT,2.170456771199202,KIT,100
KMT2C,9.402416473926827,KMT2C,100
KMT2D,-4.620238511719094,KMT2D,100
KMT2E,12.079439035471156,KMT2E,100
KRAS,-4.618852865211984,KRAS,100
LUC7L2,-12.540229791092797,LUC7L2,100
MED12,2.2774997438309845,MED12,100
MLL,-1.2605784251585612,MLL,100
MPL,-38.07174048184803,MPL,100
MYC,-1.881406504716993,MYC,100
NF1,6.8741681033336945,NF1,100
NFE2,53.86456956888765,NFE2,100
NOTCH1,14.722532844976575,NOTCH1,100
NPM1,-10.377040247876574,NPM1,100
NRAS_other,-13.10867459309726,NRAS_other,100
NRAS_p.G12_13,-0.12138546301337041,NRAS_p.G12_13,100
NRAS_p.Q61_62,-8.858319063019216,NRAS_p.Q61_62,100
PDS5B,52.599785770254925,PDS5B,100
PHF6,-3.313362959752185,PHF6,100
PPFIA2,-5.8986633749720605,PPFIA2,100
PRPF8,-23.891627806760603,PRPF8,100
PTEN,29.519576583310513,PTEN,100
PTPN11,10.175751296841863,PTPN11,100
PTPRF,-5.8986633749720605,PTPRF,100
PTPRT,-53.97366339367797,PTPRT,100
RAD21,2.2302019665281216,RAD21,100
RIT1,11.661954867108856,RIT1,100
RUNX1,0.044473341511790374,RUNX1,100
S100B,45.35215221498221,S100B,100
SETBP1,-8.358060386454168,SETBP1,100
SF1,-54.66871363309533,SF1,100
SF3B1,-18.94949347511954,SF3B1,100
SMC1A,-11.27081462204096,SMC1A,100
SMC3,-5.334619875601742,SMC3,100
SMG1,0.4670139010654234,SMG1,100
SPP1,20.653854756140422,SPP1,100
SRSF2,-14.412668190612024,SRSF2,100
STAG2,-0.7008856080638752,STAG2,100
STAT5B,12.718587125372185,STAT5B,100
