,coef,feature,n
ASXL1,-7.715826918034916,ASXL1,100
ASXL2,-0.24635732928292206,ASXL2,100
ASXL3,-8.832924743882375,ASXL3,100
ATRX,-26.240528783772064,ATRX,100
BAGE3,5.809826471658945,BAGE3,100
BCOR,2.6527133501856954,BCOR,100
BRAF,-36.956098946184284,BRAF,100
CBFB,2.3885796050751447,CBFB,100
CBL,-0.6769444441743454,CBL,100
CDKN2A,-9.882727327611054,CDKN2A,100
CEBPA_bi,-18.226657503178952,CEBPA_bi,100
CEBPA_mono,3.2505995623935933,CEBPA_mono,100
CNTN5,-28.454246481876165,CNTN5,100
CREBBP,46.49910485869519,CREBBP,100
CSF1R,-34.59699092136961,CSF1R,100
CSF3R,-8.150252036781357,CSF3R,100
CTCF,-16.05538212859986,CTCF,100
CUL2,84.08584943081952,CUL2,100
CUX1,-14.991324762992527,CUX1,100
DNMT3A,-3.3650463047338923,DNMT3A,100
EED,-51.69741569676788,EED,100
ETV6,10.117034009372134,ETV6,100
EZH2,-7.190306273462519,EZH2,100
FBXW7,2.023932414782777,FBXW7,100
FLT3_TKD,0.2757305292902392,FLT3_TKD,100
FLT3_other,0.5376241523069911,FLT3_other,100
GATA1,35.70798349568293,GATA1,100
GATA2,10.233183607115592,GATA2,100
GNAS,45.317853909101736,GNAS,100
GNB1,30.266259229588687,GNB1,100
IDH1,-0.18356206395852795,IDH1,100
IDH2_p.R140,2.0357587073261882,IDH2_p.R140,100
IDH2_p.R172,21.907448766328212,IDH2_p.R172,100
ITD,-16.39017167086903,ITD,100
JAK2,-3.625276639855873,JAK2,100
JAK3,7.756866340357808,JAK3,100
KANSL1,19.65926167645721,KANSL1,100
KDM6A,-13.376741122448625,KDM6A,100
KIT,-7.131540755646915,KIT,100
KMT2C,5.809826471658945,KMT2C,100
KMT2D,-8.871692209541555,KMT2D,100
KMT2E,15.925012162923954,KMT2E,100
KRAS,-12.937348073340676,KRAS,100
LUC7L2,-5.281693294290471,LUC7L2,100
MED12,-1.6529616528069444,MED12,100
MLL,4.278213889292761,MLL,100
MPL,-30.938300749686103,MPL,100
MYC,-0.7834781155285291,MYC,100
NF1,-3.558210777945424,NF1,100
NFE2,60.5427202857444,NFE2,100
NOTCH1,4.156019945024498,NOTCH1,100
NPM1,-12.220883870265201,NPM1,100
NRAS_other,3.246359517215056,NRAS_other,100
NRAS_p.G12_13,-4.862305748931285,NRAS_p.G12_13,100
NRAS_p.Q61_62,-17.12245013382831,NRAS_p.Q61_62,100
PDS5B,93.696254225092,PDS5B,100
PHF6,-1.6493748322331905,PHF6,100
PPFIA2,10.084874581136066,PPFIA2,100
PRPF8,-7.211213391245624,PRPF8,100
PTEN,53.76955577968894,PTEN,100
PTPN11,7.307008064842903,PTPN11,100
PTPRF,10.084874581136066,PTPRF,100
PTPRT,-38.388684620588705,PTPRT,100
RAD21,3.859981920771359,RAD21,100
RIT1,8.732383210052525,RIT1,100
RUNX1,9.359138954400514,RUNX1,100
S100B,53.076243518634826,S100B,100
SETBP1,-5.8678150464166485,SETBP1,100
SF1,-32.05240054121615,SF1,100
SF3B1,-10.53486502502312,SF3B1,100
SMC1A,-3.4870532833022994,SMC1A,100
SMC3,2.175035724758602,SMC3,100
SMG1,29.40448449047685,SMG1,100
SPP1,24.630936158988646,SPP1,100
SRSF2,-5.947788331770923,SRSF2,100
STAG2,7.30937404082643,STAG2,100
STAT5B,10.110215759170218,STAT5B,100
SUZ12,-8.084235645427373,SUZ12,100
TET2,-1.7519179975886325,TET2,100
TP53,-36.159026888383195,TP53,100
U2AF1_p.Q157,-14.38603038837714,U2AF1_p.Q157,100
U2AF1_p.S34,-3.8174604537606034,U2AF1_p.S34,100
WT1,-17.514270107273045,WT1,100
ZRSR2,18.634046924681417,ZRSR2,100
age,-1.5626534452992535,age,100
eln_2017_ratio,20.19170385131658,eln_2017_ratio,100
gender,-0.6574611872996252,gender,100
