,coef,feature,n
ASXL1,-12.06325602234163,ASXL1,100
ASXL2,6.702950009583737,ASXL2,100
ASXL3,-30.700478477679464,ASXL3,100
ATRX,-26.687851115399386,ATRX,100
BAGE3,9.868151263645363,BAGE3,100
BCOR,-6.2912397095111,BCOR,100
BRAF,-26.87989897401569,BRAF,100
CBFB,-12.764751765135095,CBFB,100
CBL,-3.5133612494248365,CBL,100
CDKN2A,-18.958561679746843,CDKN2A,100
CEBPA_bi,6.323182586639312,CEBPA_bi,100
CEBPA_mono,1.2185091223279187,CEBPA_mono,100
CNTN5,-13.966187765048705,CNTN5,100
CREBBP,30.431490655793333,CREBBP,100
CSF1R,-28.341358280513163,CSF1R,100
CSF3R,-6.147522253274257,CSF3R,100
CTCF,-21.442485020572608,CTCF,100
CUL2,37.41627651038034,CUL2,100
CUX1,-17.330595811929644,CUX1,100
DNMT3A,-9.184668130155712,DNMT3A,100
EED,-25.027312116370005,EED,100
ETV6,-0.7011531138547428,ETV6,100
EZH2,-11.927550435399485,EZH2,100
FBXW7,6.289053512903094,FBXW7,100
FLT3_TKD,7.901974408041399,FLT3_TKD,100
FLT3_other,1.0615192285954578,FLT3_other,100
GATA1,20.038784833439088,GATA1,100
GATA2,8.163981787978575,GATA2,100
GNAS,19.59676063013084,GNAS,100
GNB1,-0.4838643434013466,GNB1,100
IDH1,-2.015204460152772,IDH1,100
IDH2_p.R140,-5.294615621837767,IDH2_p.R140,100
IDH2_p.R172,9.746811761688438,IDH2_p.R172,100
ITD,-7.672622609400434,ITD,100
JAK2,-3.162524428706056,JAK2,100
JAK3,2.759161430572519,JAK3,100
KANSL1,-1.0480646101953583,KANSL1,100
KDM6A,-4.89091728152093,KDM6A,100
KIT,15.356822220734696,KIT,100
KMT2C,9.868151263645363,KMT2C,100
KMT2D,-3.1648835961692305,KMT2D,100
KMT2E,11.147563062706594,KMT2E,100
KRAS,-6.896267769666759,KRAS,100
LUC7L2,-6.862636204664119,LUC7L2,100
MED12,-0.6013159736285818,MED12,100
MLL,-10.629380221447107,MLL,100
MPL,-29.249841764533677,MPL,100
MYC,-0.9427068063902526,MYC,100
NF1,2.9978274682460264,NF1,100
NFE2,44.71487139718215,NFE2,100
NOTCH1,10.088916193932864,NOTCH1,100
NPM1,5.934632582051676,NPM1,100
NRAS_other,-8.341768057274988,NRAS_other,100
NRAS_p.G12_13,0.3663940620582177,NRAS_p.G12_13,100
NRAS_p.Q61_62,-7.069486269548303,NRAS_p.Q61_62,100
PDS5B,42.63312907010909,PDS5B,100
PHF6,-2.3478366887705,PHF6,100
PPFIA2,-5.501734581593076,PPFIA2,100
PRPF8,-26.023898207491005,PRPF8,100
PTEN,20.377487065504447,PTEN,100
PTPN11,7.663771039032614,PTPN11,100
PTPRF,-5.501734581593076,PTPRF,100
PTPRT,-27.8666951218512,PTPRT,100
RAD21,4.08258801505696,RAD21,100
RIT1,12.668048985205814,RIT1,100
RUNX1,-6.897030138418516,RUNX1,100
S100B,35.909834746922,S100B,100
SETBP1,-8.904723356261245,SETBP1,100
SF1,-46.516809412234096,SF1,100
SF3B1,-27.554056507946104,SF3B1,100
SMC1A,-5.153038917166907,SMC1A,100
SMC3,-3.1738485484437557,SMC3,100
SMG1,2.319057556361525,SMG1,100
SPP1,17.78100222757807,SPP1,100
SRSF2,-14.973639579915094,SRSF2,100
STAG2,-0.4145325373188983,STAG2,100
STAT5B,11.246893302961155,STAT5B,100
SUZ12,2.551164347034935,SUZ12,100
TET2,-11.304245898082401,TET2,100
TP53,-65.091299822662,TP53,100
U2AF1_p.Q157,-29.629724493855797,U2AF1_p.Q157,100
U2AF1_p.S34,-16.242833577979763,U2AF1_p.S34,100
WT1,-14.937469219284415,WT1,100
ZRSR2,-9.761936604362454,ZRSR2,100
ahd,22.938232570050875,ahd,100
bm_blasts,-0.07672053208452885,bm_blasts,100
hb,0.058796639862213416,hb,100
perf_status,-12.976243399994893,perf_status,100
plt,0.009350302002139948,plt,100
secondary,-5.561870213067837,secondary,100
wbc,-0.09694723354297594,wbc,100
