,coef,feature,n
del_3,-0.5929276145710963,del_3,100
del_5,-14.004738078188716,del_5,100
del_7,-11.005100394828146,del_7,100
del_9,-13.864461931395443,del_9,100
final_component_NC1,-7.558754972120205,final_component_NC1,100
final_component_NC2,5.2827803144159535,final_component_NC2,100
final_component_NC3,-5.36694335768322,final_component_NC3,100
final_component_NC6,-12.04258663952641,final_component_NC6,100
final_component_NC7,1.4211068491063095,final_component_NC7,100
final_component_c1_NPM1,4.559725471192571,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-27.71133018912079,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,2.748890916037006,final_component_c3_rare_fusion,100
final_component_c3_trans11,10.010477597943494,final_component_c3_trans11,100
final_component_c3_trans15_17,47.65046269597025,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,-12.68341312293032,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,-14.41222187004223,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,2.368832708359191,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-21.51090444106118,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,9.114336668101519,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,7.636370698993451,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,10.493170672358742,final_component_not_assigned,100
gender,0.7373606585310742,gender,100
hb,0.070197819962065,hb,100
inv_3,-37.43893163248675,inv_3,100
minusy,-4.592942425295193,minusy,100
others_transloc,-8.997694224841554,others_transloc,100
perf_status,-13.01528747289138,perf_status,100
plt,0.018386965689003464,plt,100
secondary,-3.703741622050305,secondary,100
t_10_21,17.059804677483164,t_10_21,100
t_12_13,39.96050749750973,t_12_13,100
t_12_17,17.35006351394675,t_12_17,100
t_12_22,16.981578127035895,t_12_22,100
t_13_19,34.719008074792384,t_13_19,100
t_15_16,11.822570025499498,t_15_16,100
t_15_17,7.003827204668441,t_15_17,100
t_16_17,-4.978469034723849,t_16_17,100
t_16_21,-27.500182548689818,t_16_21,100
t_17_19,24.63404539075212,t_17_19,100
t_17_21,41.41797729233973,t_17_21,100
t_1_12,28.241439623926922,t_1_12,100
t_1_14,-1.8214134539063376,t_1_14,100
t_1_16,1.9974728305086686,t_1_16,100
t_1_17,-41.33609002831518,t_1_17,100
t_1_19,16.532347323098225,t_1_19,100
t_1_3,-39.21466859066313,t_1_3,100
t_1_4,-3.865979945402553,t_1_4,100
t_1_5,-14.86821561436592,t_1_5,100
t_1_6,2.1758239931098924,t_1_6,100
t_2_17,-12.861006079865282,t_2_17,100
t_2_3,-16.099635590169953,t_2_3,100
t_2_5,9.264353104823263,t_2_5,100
t_2_7,33.27663517196043,t_2_7,100
t_2_9,22.05878954662401,t_2_9,100
t_3_16,12.115122455622863,t_3_16,100
t_3_21,-45.61144034772273,t_3_21,100
t_3_5,-3.3143699902031956,t_3_5,100
t_3_7,20.706757191171985,t_3_7,100
t_3_9,-3.3048982312899935,t_3_9,100
t_4_12,27.743099380799467,t_4_12,100
t_4_21,41.371189166064454,t_4_21,100
t_4_9,-17.223251296904934,t_4_9,100
t_5_12,25.86061834566348,t_5_12,100
t_5_17,18.0210114016649,t_5_17,100
t_5_9,17.92075578781437,t_5_9,100
t_6_9,2.1478909166353706,t_6_9,100
t_7_16,-29.183521507778426,t_7_16,100
t_7_17,24.77641729538308,t_7_17,100
t_7_8,37.20682729602342,t_7_8,100
t_8_10,17.059804677483164,t_8_10,100
t_8_13,-45.579951945411054,t_8_13,100
t_8_16,-40.7577508440023,t_8_16,100
t_8_17,-4.744507299112398,t_8_17,100
t_8_21,51.1840950217564,t_8_21,100
t_9_11,-14.899099790934406,t_9_11,100
t_9_13,3.3566795813944674,t_9_13,100
t_9_17,48.33970170862814,t_9_17,100
t_9_22,53.90634932037869,t_9_22,100
t_v_11,-6.712376044105013,t_v_11,100
wbc,-0.08957250164922598,wbc,100
