,coef,feature,n
ASXL1,-15.576857540307339,ASXL1,100
ASXL2,-1.9141360163482313,ASXL2,100
ASXL3,-2.632839734558866,ASXL3,100
ATRX,-4.234912311336232,ATRX,100
BAGE3,2.120139247781886,BAGE3,100
BCOR,-3.85577195395492,BCOR,100
BRAF,-5.569898632610402,BRAF,100
CBFB,-0.8091937041182464,CBFB,100
CBL,-3.3890942238566786,CBL,100
CDKN2A,-2.719190644753811,CDKN2A,100
CEBPA_bi,6.016331833241363,CEBPA_bi,100
CEBPA_mono,0.48834545182944483,CEBPA_mono,100
CNTN5,-1.8770285037077314,CNTN5,100
CREBBP,2.5184467692878045,CREBBP,100
CSF1R,-2.55863211182347,CSF1R,100
CSF3R,-2.5945589365720934,CSF3R,100
CTCF,-5.28091282232855,CTCF,100
CUL2,1.3650212353092592,CUL2,100
CUX1,-9.145286324414338,CUX1,100
DNMT3A,-7.067906800795893,DNMT3A,100
EED,-6.264663296085392,EED,100
ETV6,-0.1815263787386871,ETV6,100
EZH2,-11.683080402531251,EZH2,100
FBXW7,5.1611051081843495,FBXW7,100
FLT3_TKD,2.4349513915518237,FLT3_TKD,100
FLT3_other,-1.4004614484807243,FLT3_other,100
GATA1,5.039533433778753,GATA1,100
GATA2,6.767525503943119,GATA2,100
GNAS,4.0521045909739355,GNAS,100
GNB1,1.876525927211956,GNB1,100
IDH1,-0.846765375817909,IDH1,100
IDH2_p.R140,-2.318048346708437,IDH2_p.R140,100
IDH2_p.R172,8.03621505125651,IDH2_p.R172,100
ITD,-14.325902140286132,ITD,100
JAK2,-7.029881396661784,JAK2,100
JAK3,0.4245273014295531,JAK3,100
KANSL1,1.990606731903336,KANSL1,100
KDM6A,-3.8064507286986884,KDM6A,100
KIT,7.573489638873397,KIT,100
KMT2C,2.120139247781886,KMT2C,100
KMT2D,-2.57603214327947,KMT2D,100
KMT2E,3.1039144729805646,KMT2E,100
KRAS,-5.284239648836691,KRAS,100
LUC7L2,-3.393037834443625,LUC7L2,100
MED12,-4.000124875378761,MED12,100
MLL,-9.2339727231143,MLL,100
MPL,-10.905455169972072,MPL,100
MYC,1.7373402709585788,MYC,100
NF1,2.2039756235549013,NF1,100
NFE2,7.840232526077604,NFE2,100
NOTCH1,1.195704521845979,NOTCH1,100
NPM1,3.178053089794399,NPM1,100
NRAS_other,-2.5289822654701983,NRAS_other,100
NRAS_p.G12_13,-0.9230234801520307,NRAS_p.G12_13,100
NRAS_p.Q61_62,-7.170811066690931,NRAS_p.Q61_62,100
PDS5B,3.493379076028517,PDS5B,100
PHF6,-3.3181359234339767,PHF6,100
PPFIA2,-0.18799120962759702,PPFIA2,100
PRPF8,-3.5688027692536988,PRPF8,100
PTEN,1.4332136955632164,PTEN,100
PTPN11,7.222459439741173,PTPN11,100
PTPRF,-0.18799120962759702,PTPRF,100
