,coef,feature,n
PTPRT,-3.0607128481310437,PTPRT,100
RAD21,2.1059303097063014,RAD21,100
RIT1,6.127474559365888,RIT1,100
RUNX1,-8.354918761530426,RUNX1,100
S100B,0.4611737608778425,S100B,100
SETBP1,-8.563340925027672,SETBP1,100
SF1,-6.654499041915802,SF1,100
SF3B1,-16.94180143067319,SF3B1,100
SMC1A,-5.969143167286554,SMC1A,100
SMC3,-1.0533796669487365,SMC3,100
SMG1,0.12459463937718808,SMG1,100
SPP1,1.099939774088801,SPP1,100
SRSF2,-16.433516646248947,SRSF2,100
STAG2,-1.801242855045969,STAG2,100
STAT5B,-0.6178052300862273,STAT5B,100
SUZ12,-0.4216288906554857,SUZ12,100
TET2,-14.828887017527164,TET2,100
TP53,-29.534839025997204,TP53,100
U2AF1_p.Q157,-16.938684430129445,U2AF1_p.Q157,100
U2AF1_p.S34,-9.660054422411157,U2AF1_p.S34,100
WT1,-8.1536695805709,WT1,100
ZRSR2,-5.5608128121792175,ZRSR2,100
add_11,-10.117562777421972,add_11,100
add_13,-3.5849263605747237,add_13,100
add_21,-1.8901462414624823,add_21,100
add_22,12.530245693819094,add_22,100
add_8,-1.9426950972476789,add_8,100
complex,-14.285961149420364,complex,100
del_12,-4.744480407350597,del_12,100
del_13,9.09606376509188,del_13,100
del_16,-2.842714354812921,del_16,100
del_17,-9.271970771245158,del_17,100
del_18,3.7370100443903893,del_18,100
del_20,-4.557642502348742,del_20,100
del_3,1.7410214713753935,del_3,100
del_5,-13.724510883427568,del_5,100
del_7,-12.430378212680802,del_7,100
del_9,-5.140204996741539,del_9,100
inv_3,-14.21775526925094,inv_3,100
minusy,-1.0631994832994989,minusy,100
others_transloc,-7.594026932851583,others_transloc,100
t_10_21,1.331039154359135,t_10_21,100
t_12_13,2.7893646696011314,t_12_13,100
t_12_17,2.0036252910962022,t_12_17,100
t_12_22,2.238831439876246,t_12_22,100
t_13_19,2.423632247911343,t_13_19,100
t_15_16,1.7090201431700556,t_15_16,100
t_15_17,14.543862835424338,t_15_17,100
t_16_17,-0.04319197145511618,t_16_17,100
t_16_21,-3.9296586381646863,t_16_21,100
t_17_19,2.431012457759264,t_17_19,100
t_17_21,2.9815570805753144,t_17_21,100
t_1_12,1.585631591361983,t_1_12,100
t_1_14,-1.0031452124756945,t_1_14,100
t_1_16,-1.182081785249073,t_1_16,100
t_1_17,-2.610853263862425,t_1_17,100
t_1_19,1.722411005054841,t_1_19,100
t_1_3,-4.202789005645748,t_1_3,100
t_1_4,-1.2837000470473665,t_1_4,100
t_1_5,-2.6494561968967125,t_1_5,100
t_1_6,-1.5706040916692512,t_1_6,100
t_2_17,-0.9352832730947419,t_2_17,100
t_2_3,-1.254960370589688,t_2_3,100
t_2_5,1.806640471825519,t_2_5,100
t_2_7,2.776936892120483,t_2_7,100
t_2_9,2.1442026621361276,t_2_9,100
t_3_16,2.0134846985188504,t_3_16,100
t_3_21,-4.414028260116911,t_3_21,100
t_3_5,0.3084905202922316,t_3_5,100
t_3_7,0.6361553677807252,t_3_7,100
t_3_9,-0.4977446444336674,t_3_9,100
t_4_12,2.4448117043373245,t_4_12,100
t_4_21,3.2940032051609207,t_4_21,100
t_4_9,-2.5569597484501863,t_4_9,100
t_5_12,2.812982232591454,t_5_12,100
t_5_17,0.20302459453672922,t_5_17,100
t_5_9,1.1838470834191337,t_5_9,100
t_6_9,1.79717632125261,t_6_9,100
t_7_16,-2.0767516366913576,t_7_16,100
t_7_17,2.0273682112517557,t_7_17,100
t_7_8,3.1108794220777356,t_7_8,100
t_8_10,1.331039154359135,t_8_10,100
t_8_13,-5.076981185832409,t_8_13,100
t_8_16,-5.90310476266075,t_8_16,100
t_8_17,-0.22890016888528072,t_8_17,100
t_8_21,25.01391732489997,t_8_21,100
t_9_11,-3.7795246991594005,t_9_11,100
t_9_13,-1.7787695550804825,t_9_13,100
t_9_17,3.624425916664934,t_9_17,100
t_9_22,7.305719885962847,t_9_22,100
t_v_11,-0.9111744267812983,t_v_11,100
