,coef,feature,n
ahd,23.335507448416543,ahd,100
bm_blasts,-0.09996730384488973,bm_blasts,100
eln_2017_ratio,17.28199546301552,eln_2017_ratio,100
final_component_NC1,-12.966867500907155,final_component_NC1,100
final_component_NC2,-2.5188538830382035,final_component_NC2,100
final_component_NC3,-9.032132688129625,final_component_NC3,100
final_component_NC6,-14.336657159713134,final_component_NC6,100
final_component_NC7,3.2686006735344986,final_component_NC7,100
final_component_c1_NPM1,-11.394477168376175,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-37.09616587791167,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,9.640175278102735,final_component_c3_rare_fusion,100
final_component_c3_trans11,8.593677982227822,final_component_c3_trans11,100
final_component_c3_trans15_17,53.29372513954483,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,18.870589193223765,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,-5.144648674322043,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-19.96174182924197,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-3.305194442132635,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,7.111293118682861,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,6.111795721541784,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,8.866882116914205,final_component_not_assigned,100
gender,0.18478097112027045,gender,100
hb,0.05752635595545304,hb,100
perf_status,-13.119969810078024,perf_status,100
plt,0.012802516825375468,plt,100
secondary,-5.702616434395016,secondary,100
wbc,-0.102299052539095,wbc,100
