,coef,feature,n
age,-1.6031571944290388,age,100
ahd,2.8107043586942986,ahd,100
bm_blasts,-0.036608210046921684,bm_blasts,100
eln_2017_ratio,10.01025368699502,eln_2017_ratio,100
final_component_NC1,-0.017019089886754282,final_component_NC1,100
final_component_NC2,0.6879159520641575,final_component_NC2,100
final_component_NC3,0.0710919946566649,final_component_NC3,100
final_component_NC6,-0.3068183089566941,final_component_NC6,100
final_component_NC7,0.08863053610645762,final_component_NC7,100
final_component_c1_NPM1,1.6333890047217372,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-5.635813836303204,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,0.2038641542911859,final_component_c3_rare_fusion,100
final_component_c3_trans11,-0.4942345526711187,final_component_c3_trans11,100
final_component_c3_trans15_17,0.6502070935370557,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,1.3698429896530877,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,0.08105674728341368,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-0.48049599645325874,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-0.09295386596829788,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,0.5099623773837635,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,0.9931453451501908,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,0.7382294553916016,final_component_not_assigned,100
gender,-0.6522117179605015,gender,100
hb,0.008232261631345328,hb,100
perf_status,-4.4685481980920745,perf_status,100
plt,0.006732021142220354,plt,100
secondary,-2.407578081812424,secondary,100
wbc,-0.14628064498008667,wbc,100
