,coef,feature,n
ASXL1,-14.615946621047142,ASXL1,100
ASXL2,6.4280644877743764,ASXL2,100
ASXL3,-13.062725345500661,ASXL3,100
ATRX,-25.411147917683593,ATRX,100
BAGE3,3.689372632054159,BAGE3,100
BCOR,0.19115026511507205,BCOR,100
BRAF,-38.03639364125262,BRAF,100
CBFB,-0.816249845214886,CBFB,100
CBL,-0.7478695721195304,CBL,100
CDKN2A,-26.370332656708076,CDKN2A,100
CEBPA_bi,4.013634547703259,CEBPA_bi,100
CEBPA_mono,2.5641431197378592,CEBPA_mono,100
CNTN5,-30.479512409318858,CNTN5,100
CREBBP,43.17925569508799,CREBBP,100
CSF1R,-31.02569197301888,CSF1R,100
CSF3R,-10.142454552895757,CSF3R,100
CTCF,-14.15545282985702,CTCF,100
CUL2,89.75796377114413,CUL2,100
CUX1,-15.940317982569887,CUX1,100
DNMT3A,-5.137139669989611,DNMT3A,100
EED,-46.87305665443618,EED,100
ETV6,5.874146390948457,ETV6,100
EZH2,-8.40297519981642,EZH2,100
FBXW7,4.180141794526181,FBXW7,100
FLT3_TKD,2.9137914596307444,FLT3_TKD,100
FLT3_other,0.06890234666864345,FLT3_other,100
GATA1,31.135096780286087,GATA1,100
GATA2,9.028756000502742,GATA2,100
GNAS,35.194437845186506,GNAS,100
GNB1,23.699676059771313,GNB1,100
IDH1,-0.8546666755251785,IDH1,100
IDH2_p.R140,1.6738791943033433,IDH2_p.R140,100
IDH2_p.R172,21.17909549804865,IDH2_p.R172,100
ITD,-19.653715829578722,ITD,100
JAK2,-4.844550357412272,JAK2,100
JAK3,13.009590514068522,JAK3,100
KANSL1,15.151282576577783,KANSL1,100
KDM6A,-8.899509147700376,KDM6A,100
KIT,4.537847930990104,KIT,100
KMT2C,3.689372632054159,KMT2C,100
KMT2D,-7.7401272597609925,KMT2D,100
KMT2E,15.674587265021025,KMT2E,100
KRAS,-14.369709958537284,KRAS,100
LUC7L2,-6.1747405240090405,LUC7L2,100
MED12,-2.956673157346655,MED12,100
MLL,-6.273690153784214,MLL,100
MPL,-28.78795733696841,MPL,100
MYC,-1.5321163243714175,MYC,100
NF1,-4.781984256412549,NF1,100
NFE2,59.28360631543535,NFE2,100
NOTCH1,-0.807586440904291,NOTCH1,100
NPM1,10.81769230583991,NPM1,100
NRAS_other,5.923028801280412,NRAS_other,100
NRAS_p.G12_13,-4.310230420130346,NRAS_p.G12_13,100
NRAS_p.Q61_62,-12.855073533398933,NRAS_p.Q61_62,100
PDS5B,85.35614947727035,PDS5B,100
PHF6,-2.307016280912793,PHF6,100
PPFIA2,9.345754608867711,PPFIA2,100
PRPF8,-8.833931253754297,PRPF8,100
PTEN,46.720661054595254,PTEN,100
PTPN11,6.128093333095969,PTPN11,100
PTPRF,9.345754608867711,PTPRF,100
PTPRT,-23.82580315188417,PTPRT,100
RAD21,3.719075672629013,RAD21,100
RIT1,8.581225259701695,RIT1,100
RUNX1,-0.926255776238524,RUNX1,100
S100B,40.23293083370985,S100B,100
SETBP1,-7.727669601987961,SETBP1,100
SF1,-30.03417605847374,SF1,100
SF3B1,-16.57230915936411,SF3B1,100
SMC1A,0.06446576214023528,SMC1A,100
SMC3,3.4939021329782056,SMC3,100
SMG1,27.149142090779897,SMG1,100
SPP1,20.92743836613782,SPP1,100
SRSF2,-7.7578192536658825,SRSF2,100
STAG2,6.462181116969675,STAG2,100
STAT5B,6.399997144661501,STAT5B,100
SUZ12,-6.297085586101715,SUZ12,100
TET2,-2.089097401422697,TET2,100
TP53,-52.22699693059333,TP53,100
U2AF1_p.Q157,-15.157308407668586,U2AF1_p.Q157,100
U2AF1_p.S34,-6.38060719664534,U2AF1_p.S34,100
WT1,-18.427749949816434,WT1,100
ZRSR2,12.028306492216242,ZRSR2,100
age,-1.600713326465946,age,100
gender,-0.7654351317875057,gender,100
