,coef,feature,n
ASXL1,-17.072156122318706,ASXL1,100
ASXL2,2.596404978773644,ASXL2,100
ASXL3,-30.677853749631662,ASXL3,100
ATRX,-24.611605213145673,ATRX,100
BAGE3,9.879942742244515,BAGE3,100
BCOR,-3.515866983832264,BCOR,100
BRAF,-23.773874912735682,BRAF,100
CBFB,-9.22199776356653,CBFB,100
CBL,-3.111213262167864,CBL,100
CDKN2A,-32.71888395242397,CDKN2A,100
CEBPA_bi,6.8783568292076005,CEBPA_bi,100
CEBPA_mono,-0.26321841875312185,CEBPA_mono,100
CNTN5,-27.7713504049869,CNTN5,100
CREBBP,29.484730292417954,CREBBP,100
CSF1R,-36.870045767023115,CSF1R,100
CSF3R,-6.975416235184112,CSF3R,100
CTCF,-16.476814562901676,CTCF,100
CUL2,38.24121669104035,CUL2,100
CUX1,-19.715550860843056,CUX1,100
DNMT3A,-9.124445904287843,DNMT3A,100
EED,-37.18930455649471,EED,100
ETV6,3.064936786034075,ETV6,100
EZH2,-17.066979693153687,EZH2,100
FBXW7,8.839433829445968,FBXW7,100
FLT3_TKD,3.6717087589934017,FLT3_TKD,100
FLT3_other,-1.1932030143653478,FLT3_other,100
GATA1,26.126705573401544,GATA1,100
GATA2,4.946422503185682,GATA2,100
GNAS,21.665266968060916,GNAS,100
GNB1,12.17298030386144,GNB1,100
IDH1,-1.5090519725746958,IDH1,100
IDH2_p.R140,-2.824975547032329,IDH2_p.R140,100
IDH2_p.R172,12.217667148870705,IDH2_p.R172,100
ITD,-15.426840086574114,ITD,100
JAK2,-12.211578218329372,JAK2,100
JAK3,6.861322882583458,JAK3,100
KANSL1,1.2262853550294635,KANSL1,100
KDM6A,-6.685193587889308,KDM6A,100
KIT,14.571452915035904,KIT,100
KMT2C,9.879942742244515,KMT2C,100
KMT2D,-7.1698636978473695,KMT2D,100
KMT2E,9.623947573088268,KMT2E,100
KRAS,-10.697289803863395,KRAS,100
LUC7L2,-4.968826800901897,LUC7L2,100
MED12,-6.944572839371519,MED12,100
MLL,-11.210013958170144,MLL,100
MPL,-33.2922977463595,MPL,100
MYC,1.4092181705595144,MYC,100
NF1,1.0417257094417551,NF1,100
NFE2,52.16448467076235,NFE2,100
NOTCH1,14.373025191910227,NOTCH1,100
NPM1,3.1278994254141126,NPM1,100
NRAS_other,-11.721992595649324,NRAS_other,100
NRAS_p.G12_13,-1.031292672769095,NRAS_p.G12_13,100
NRAS_p.Q61_62,-11.139023487172578,NRAS_p.Q61_62,100
PDS5B,48.73342472629521,PDS5B,100
PHF6,-2.812898557220002,PHF6,100
PPFIA2,-3.0719575266618673,PPFIA2,100
PRPF8,-19.951336286262684,PRPF8,100
PTEN,27.786561187719254,PTEN,100
PTPN11,7.381078870294919,PTPN11,100
PTPRF,-3.0719575266618673,PTPRF,100
PTPRT,-25.908779766842116,PTPRT,100
RAD21,5.483180330086061,RAD21,100
RIT1,11.965385059394052,RIT1,100
RUNX1,-6.965415942815912,RUNX1,100
S100B,27.1498996992506,S100B,100
SETBP1,-14.41970393598957,SETBP1,100
SF1,-47.76371788617876,SF1,100
SF3B1,-34.28561149190916,SF3B1,100
SMC1A,-4.35825309818712,SMC1A,100
SMC3,-1.1666442887601602,SMC3,100
SMG1,5.552598817638596,SMG1,100
SPP1,16.389718182761598,SPP1,100
SRSF2,-20.783656813842374,SRSF2,100
STAG2,0.04069457733324529,STAG2,100
STAT5B,-0.7359190846617262,STAT5B,100
SUZ12,4.167443717621534,SUZ12,100
TET2,-15.555813393946519,TET2,100
TP53,-69.71780258836061,TP53,100
U2AF1_p.Q157,-30.97579239034885,U2AF1_p.Q157,100
U2AF1_p.S34,-17.85507412286184,U2AF1_p.S34,100
WT1,-12.645745159011646,WT1,100
ZRSR2,-9.602459645631004,ZRSR2,100
