,coef,feature,n
add_11,-15.600940851568632,add_11,100
add_13,-4.731365958485984,add_13,100
add_21,-0.3732321958364964,add_21,100
add_22,22.081396138053098,add_22,100
add_8,2.2522448682970593,add_8,100
ahd,25.757978650827916,ahd,100
bm_blasts,-0.09059953596999996,bm_blasts,100
complex,-9.143571464663076,complex,100
del_12,-4.9854592067505825,del_12,100
del_13,24.642139991210406,del_13,100
del_16,2.498374077913022,del_16,100
del_17,-26.450007378509536,del_17,100
del_18,4.24206177573866,del_18,100
del_20,-2.989001967726799,del_20,100
del_3,-6.121970284753922,del_3,100
del_5,-19.922177957060814,del_5,100
del_7,-7.330753752502412,del_7,100
del_9,-6.607823429596379,del_9,100
eln_2017_ratio,14.647173561188332,eln_2017_ratio,100
gender,-1.593956354921873,gender,100
hb,0.09045943624280592,hb,100
inv_3,-19.566550619489888,inv_3,100
minusy,-5.3117579756197975,minusy,100
others_transloc,-2.2657289022463756,others_transloc,100
perf_status,-14.469760427034306,perf_status,100
plt,0.009452524269031252,plt,100
secondary,-5.684078675199918,secondary,100
t_10_21,16.790360004176268,t_10_21,100
t_12_13,60.49281978058209,t_12_13,100
t_12_17,20.124372670282227,t_12_17,100
t_12_22,32.68594404617284,t_12_22,100
t_13_19,45.74718681866637,t_13_19,100
t_15_16,7.411544656027254,t_15_16,100
t_15_17,50.30817190385889,t_15_17,100
t_16_17,-3.872427515735109,t_16_17,100
t_16_21,-41.0046106558125,t_16_21,100
t_17_19,31.817954695800942,t_17_19,100
t_17_21,46.70401693424818,t_17_21,100
t_1_12,11.029663480120039,t_1_12,100
t_1_14,8.937049905317052,t_1_14,100
t_1_16,-10.438133661885802,t_1_16,100
t_1_17,-31.856430748000932,t_1_17,100
t_1_19,24.473216999011512,t_1_19,100
t_1_3,-40.79304217553575,t_1_3,100
t_1_4,10.068982142123417,t_1_4,100
t_1_5,-33.43148546434491,t_1_5,100
t_1_6,-3.7937539124162183,t_1_6,100
t_2_17,-7.460511639824756,t_2_17,100
t_2_3,-25.760977743538724,t_2_3,100
t_2_5,11.533265905506495,t_2_5,100
t_2_7,36.25238235311332,t_2_7,100
t_2_9,29.113715140530243,t_2_9,100
t_3_16,8.085229621451077,t_3_16,100
t_3_21,-53.822268054072666,t_3_21,100
t_3_5,23.82315160455475,t_3_5,100
t_3_7,35.41832480993499,t_3_7,100
t_3_9,-0.5608269592168453,t_3_9,100
t_4_12,30.87832847001763,t_4_12,100
t_4_21,52.60426865412659,t_4_21,100
t_4_9,-22.492240806749493,t_4_9,100
t_5_12,42.15775883574085,t_5_12,100
t_5_17,8.28315028572209,t_5_17,100
t_5_9,14.445898495310432,t_5_9,100
t_6_9,19.77604726936329,t_6_9,100
t_7_16,-39.935518089737016,t_7_16,100
t_7_17,28.182051874639576,t_7_17,100
t_7_8,47.09494515033433,t_7_8,100
t_8_10,16.790360004176268,t_8_10,100
t_8_13,-36.35938370905626,t_8_13,100
t_8_16,-37.98366501301818,t_8_16,100
t_8_17,-0.45744171005937273,t_8_17,100
t_8_21,28.889485037195154,t_8_21,100
t_9_11,5.353862831838562,t_9_11,100
t_9_13,13.12188252340582,t_9_13,100
t_9_17,44.86735088248239,t_9_17,100
t_9_22,86.67252282124485,t_9_22,100
t_v_11,7.958973919432244,t_v_11,100
wbc,-0.11080569907428307,wbc,100
