,coef,feature,n
ahd,24.713076209895867,ahd,100
bm_blasts,-0.10512502534865534,bm_blasts,100
final_component_NC1,-20.509798934232318,final_component_NC1,100
final_component_NC2,-12.979497400106947,final_component_NC2,100
final_component_NC3,-19.466505246725134,final_component_NC3,100
final_component_NC6,-21.2013799339356,final_component_NC6,100
final_component_NC7,7.189320354512239,final_component_NC7,100
final_component_c1_NPM1,8.794799093733502,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-49.52657650781076,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,4.528798615549089,final_component_c3_rare_fusion,100
final_component_c3_trans11,9.724421996488733,final_component_c3_trans11,100
final_component_c3_trans15_17,54.5899326616649,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,40.23132744353037,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,16.771874565015963,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-31.595326496262555,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-7.761137105671035,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,3.342053476561377,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,2.418628165304749,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,15.449065252381974,final_component_not_assigned,100
hb,0.06309770540077987,hb,100
perf_status,-13.397746558900613,perf_status,100
plt,0.011420088846609614,plt,100
secondary,-6.066402459543651,secondary,100
wbc,-0.10545184635095113,wbc,100
