,coef,feature,n
ASXL1,-4.262710763969453,ASXL1,100
ASXL2,2.638636884231381,ASXL2,100
ASXL3,-21.467296983983214,ASXL3,100
ATRX,-29.114258981088838,ATRX,100
BAGE3,5.931926441286909,BAGE3,100
BCOR,-0.3943140327258461,BCOR,100
BRAF,-36.12890817685956,BRAF,100
CBFB,-1.3150291158221044,CBFB,100
CBL,-2.7326192083189866,CBL,100
CDKN2A,5.794712613690999,CDKN2A,100
CEBPA_bi,-14.80206890946666,CEBPA_bi,100
CEBPA_mono,4.277474703050694,CEBPA_mono,100
CNTN5,-12.40835839418809,CNTN5,100
CREBBP,41.37164069209729,CREBBP,100
CSF1R,-24.86083596943272,CSF1R,100
CSF3R,-7.118878994801339,CSF3R,100
CTCF,-19.483067711139938,CTCF,100
CUL2,37.724280501662165,CUL2,100
CUX1,-13.845983347666621,CUX1,100
DNMT3A,-3.911130024385531,DNMT3A,100
EED,-37.374659334561734,EED,100
ETV6,5.762611460563578,ETV6,100
EZH2,-3.744748886512554,EZH2,100
FBXW7,0.5403971276141258,FBXW7,100
FLT3_TKD,5.172585211147081,FLT3_TKD,100
FLT3_other,3.4137201431388924,FLT3_other,100
GATA1,24.51660466721895,GATA1,100
GATA2,13.22999726713868,GATA2,100
GNAS,34.67964702319035,GNAS,100
GNB1,10.759886990690068,GNB1,100
IDH1,0.17720184019868668,IDH1,100
IDH2_p.R140,0.2782311593820802,IDH2_p.R140,100
IDH2_p.R172,19.813669421334584,IDH2_p.R172,100
ITD,-7.609923740391001,ITD,100
JAK2,2.5834638935650114,JAK2,100
JAK3,3.438957923227505,JAK3,100
KANSL1,15.702530638396981,KANSL1,100
KDM6A,-11.984235815688843,KDM6A,100
KIT,-4.248653582285444,KIT,100
KMT2C,5.931926441286909,KMT2C,100
KMT2D,-5.32567136542263,KMT2D,100
KMT2E,17.394824713439373,KMT2E,100
KRAS,-10.145056880812392,KRAS,100
LUC7L2,-8.090237270630562,LUC7L2,100
MED12,1.687210800322141,MED12,100
MLL,4.191785846412818,MLL,100
MPL,-27.331332504092977,MPL,100
MYC,-3.001938524118777,MYC,100
NF1,-2.4717008883864238,NF1,100
NFE2,38.69017695469725,NFE2,100
NOTCH1,1.5847464036054708,NOTCH1,100
NPM1,-9.042131387311745,NPM1,100
NRAS_other,3.675086727202505,NRAS_other,100
NRAS_p.G12_13,-2.881867628177951,NRAS_p.G12_13,100
NRAS_p.Q61_62,-12.481264159456234,NRAS_p.Q61_62,100
PDS5B,59.37069504519583,PDS5B,100
PHF6,-1.4203172353344735,PHF6,100
PPFIA2,5.459082389212764,PPFIA2,100
PRPF8,-12.978204755735499,PRPF8,100
PTEN,17.216712086313983,PTEN,100
PTPN11,7.799297942253319,PTPN11,100
PTPRF,5.459082389212764,PTPRF,100
PTPRT,-36.823970075830076,PTPRT,100
RAD21,2.337699167218244,RAD21,100
RIT1,8.663097318314216,RIT1,100
RUNX1,9.040310375554235,RUNX1,100
S100B,55.249774191395815,S100B,100
SETBP1,-2.6098817815547495,SETBP1,100
SF1,-30.158465541289846,SF1,100
SF3B1,-9.738289679813988,SF3B1,100
SMC1A,-5.192575711183695,SMC1A,100
SMC3,-0.31156006035042855,SMC3,100
SMG1,7.556381293282329,SMG1,100
SPP1,23.27716194340444,SPP1,100
SRSF2,-3.3069280298216452,SRSF2,100
STAG2,5.32737221753088,STAG2,100
STAT5B,12.709546269608861,STAT5B,100
SUZ12,-5.99816538752392,SUZ12,100
TET2,1.3179177058115357,TET2,100
TP53,-35.85886154758681,TP53,100
U2AF1_p.Q157,-16.697047967642597,U2AF1_p.Q157,100
U2AF1_p.S34,-4.638978750662447,U2AF1_p.S34,100
WT1,-18.559267886216606,WT1,100
ZRSR2,14.783237086670942,ZRSR2,100
age,-1.5022970714456103,age,100
ahd,17.961643926920793,ahd,100
bm_blasts,-0.09559048683534942,bm_blasts,100
eln_2017_ratio,19.717019636213756,eln_2017_ratio,100
gender,-0.08221310299901291,gender,100
hb,-0.009652930748079365,hb,100
perf_status,-7.980597843049321,perf_status,100
plt,0.009561922682567397,plt,100
secondary,-2.356880274382353,secondary,100
wbc,-0.13671907463991226,wbc,100
