,coef,feature,n
ASXL1,-11.02310247709122,ASXL1,100
ASXL2,2.2510624399502293,ASXL2,100
ASXL3,-22.594596290388704,ASXL3,100
ATRX,-19.702255513761486,ATRX,100
BAGE3,1.375670639876672,BAGE3,100
BCOR,-3.5682114564281213,BCOR,100
BRAF,-37.90506394886276,BRAF,100
CBFB,-10.207080896047417,CBFB,100
CBL,-2.9383842479546143,CBL,100
CDKN2A,-10.661996730927108,CDKN2A,100
CEBPA_bi,5.368241745248995,CEBPA_bi,100
CEBPA_mono,3.2519179511061096,CEBPA_mono,100
CNTN5,-15.229431878599035,CNTN5,100
CREBBP,34.386403907478254,CREBBP,100
CSF1R,-22.81624002786305,CSF1R,100
CSF3R,-9.354283551757458,CSF3R,100
CTCF,-16.54228282750967,CTCF,100
CUL2,40.60907073474901,CUL2,100
CUX1,-12.875481853638082,CUX1,100
DNMT3A,-5.5536341895625405,DNMT3A,100
EED,-37.01680807686416,EED,100
ETV6,0.14953727277964504,ETV6,100
EZH2,-7.214144564943821,EZH2,100
FBXW7,3.8769863683062438,FBXW7,100
FLT3_TKD,5.782941713444122,FLT3_TKD,100
FLT3_other,2.9590136936296045,FLT3_other,100
GATA1,30.703718360374904,GATA1,100
GATA2,11.773328265621299,GATA2,100
GNAS,30.49546254869889,GNAS,100
GNB1,12.69471426559296,GNB1,100
IDH1,-1.4706514807664959,IDH1,100
IDH2_p.R140,-0.7435828389827518,IDH2_p.R140,100
IDH2_p.R172,18.34515320736622,IDH2_p.R172,100
ITD,-12.877254894741645,ITD,100
JAK2,4.490449038909601,JAK2,100
JAK3,2.622469740820856,JAK3,100
KANSL1,11.941047496892466,KANSL1,100
KDM6A,-8.568693428944352,KDM6A,100
KIT,-1.0956384250342104,KIT,100
KMT2C,1.375670639876672,KMT2C,100
KMT2D,-3.9838046598845853,KMT2D,100
KMT2E,15.599503129008784,KMT2E,100
KRAS,-8.655555196026766,KRAS,100
LUC7L2,-15.358499758708817,LUC7L2,100
MED12,0.29201227304986144,MED12,100
MLL,-5.593438042341498,MLL,100
MPL,-29.555571572110168,MPL,100
MYC,-4.898205311242668,MYC,100
NF1,-1.057438826339824,NF1,100
NFE2,41.908858103037616,NFE2,100
NOTCH1,-2.626970001906068,NOTCH1,100
NPM1,10.990741626421027,NPM1,100
NRAS_other,3.456492816730834,NRAS_other,100
NRAS_p.G12_13,-2.6237330538924173,NRAS_p.G12_13,100
NRAS_p.Q61_62,-7.9369378696946296,NRAS_p.Q61_62,100
PDS5B,55.436255195644904,PDS5B,100
PHF6,-3.2772401462984244,PHF6,100
PPFIA2,4.273970725578675,PPFIA2,100
PRPF8,-11.695333859430404,PRPF8,100
PTEN,15.386792485906597,PTEN,100
PTPN11,8.885146393377848,PTPN11,100
PTPRF,4.273970725578675,PTPRF,100
PTPRT,-37.98079703611549,PTPRT,100
RAD21,-0.044593995741916144,RAD21,100
RIT1,5.844922777572153,RIT1,100
RUNX1,-1.6398390684825674,RUNX1,100
S100B,38.885960041178954,S100B,100
SETBP1,-2.8238519078516653,SETBP1,100
SF1,-31.46687550036066,SF1,100
SF3B1,-5.995359461898285,SF3B1,100
SMC1A,-6.536325652222613,SMC1A,100
SMC3,-0.650553119576724,SMC3,100
SMG1,9.226994910780727,SMG1,100
SPP1,18.378227816580267,SPP1,100
SRSF2,-5.164661550343639,SRSF2,100
STAG2,3.120754937629571,STAG2,100
STAT5B,10.270015698545151,STAT5B,100
SUZ12,-4.985158379131187,SUZ12,100
TET2,-0.3356117963235862,TET2,100
TP53,-37.230583609819405,TP53,100
U2AF1_p.Q157,-18.46833838189253,U2AF1_p.Q157,100
U2AF1_p.S34,-7.915128001565329,U2AF1_p.S34,100
WT1,-21.42958949378657,WT1,100
ZRSR2,6.123794894257361,ZRSR2,100
add_11,-15.326183069740207,add_11,100
add_13,-4.465349876254581,add_13,100
add_21,-2.609325000075203,add_21,100
add_22,21.174359400194355,add_22,100
add_8,0.27465522400659675,add_8,100
age,-1.5687807952949138,age,100
ahd,19.042926801620922,ahd,100
bm_blasts,-0.10594772101090065,bm_blasts,100
complex,-11.370869428253503,complex,100
del_12,-8.905067712119061,del_12,100
del_13,27.464403024930295,del_13,100
del_16,-0.20955634555234393,del_16,100
del_17,-8.705988326760798,del_17,100
del_18,9.706940523051637,del_18,100
del_20,-1.030788238865954,del_20,100
del_3,3.4014686907322025,del_3,100
del_5,-9.159377034939686,del_5,100
del_7,-10.687196579960943,del_7,100
del_9,-13.680565757462434,del_9,100
gender,-0.46516543744600175,gender,100
hb,0.007516522009473813,hb,100
inv_3,-53.31731620570881,inv_3,100
minusy,-0.25450726456814365,minusy,100
others_transloc,-9.365582727912157,others_transloc,100
perf_status,-8.23584078969585,perf_status,100
plt,0.012375516861688854,plt,100
secondary,-1.415774136792109,secondary,100
t_10_21,15.547863633892886,t_10_21,100
t_12_13,38.43364507674349,t_12_13,100
t_12_17,31.072691607733702,t_12_17,100
t_12_22,19.840061051117548,t_12_22,100
t_13_19,43.156852220443476,t_13_19,100
t_15_16,-3.810063431783141,t_15_16,100
t_15_17,34.92262210165852,t_15_17,100
t_16_17,5.5413443319235585,t_16_17,100
t_16_21,-23.559285598296498,t_16_21,100
t_17_19,30.93635773817907,t_17_19,100
t_17_21,30.180383343863696,t_17_21,100
t_1_12,33.636231488341814,t_1_12,100
t_1_14,3.13144978684624,t_1_14,100
t_1_16,10.683680785472768,t_1_16,100
t_1_17,-32.58762428223598,t_1_17,100
t_1_19,26.181600916356302,t_1_19,100
t_1_3,-51.45476104982075,t_1_3,100
t_1_4,4.788771719483863,t_1_4,100
t_1_5,-25.114062804643286,t_1_5,100
t_1_6,3.3726878649613923,t_1_6,100
t_2_17,-23.190441465915058,t_2_17,100
t_2_3,-15.598754062760676,t_2_3,100
t_2_5,3.7062457695029414,t_2_5,100
t_2_7,28.655288031858042,t_2_7,100
t_2_9,17.71429783400756,t_2_9,100
t_3_16,9.51062448393676,t_3_16,100
t_3_21,-53.61978340497893,t_3_21,100
t_3_5,-5.3188443633692986,t_3_5,100
t_3_7,12.155877307873613,t_3_7,100
t_3_9,-3.774904291105834,t_3_9,100
t_4_12,36.19381660887839,t_4_12,100
t_4_21,58.09849199157312,t_4_21,100
t_4_9,-13.441154265975094,t_4_9,100
t_5_12,32.230585031545594,t_5_12,100
t_5_17,0.41788011781220874,t_5_17,100
t_5_9,29.002369271946367,t_5_9,100
t_6_9,-7.852749144601146,t_6_9,100
t_7_16,-34.67468996508629,t_7_16,100
t_7_17,24.460481922221916,t_7_17,100
t_7_8,26.673623823964398,t_7_8,100
t_8_10,15.547863633892886,t_8_10,100
t_8_13,-40.31428480410044,t_8_13,100
t_8_16,-57.30621971100378,t_8_16,100
t_8_17,-7.80815782594815,t_8_17,100
t_8_21,25.650731929718606,t_8_21,100
t_9_11,-22.499854853748584,t_9_11,100
t_9_13,12.139767494843378,t_9_13,100
t_9_17,45.92071424749575,t_9_17,100
t_9_22,55.24779706423028,t_9_22,100
t_v_11,-14.753170226601721,t_v_11,100
