,coef,feature,n
add_11,-12.403854262410388,add_11,100
add_13,-7.07067196337348,add_13,100
add_21,-2.4259947388788548,add_21,100
add_22,15.665321130342669,add_22,100
add_8,-3.260974108909121,add_8,100
complex,-16.551900635946346,complex,100
del_12,-5.861976552630122,del_12,100
del_13,7.675855664070271,del_13,100
del_16,-1.735752513289714,del_16,100
del_17,-14.335058685159241,del_17,100
del_18,0.559291843534736,del_18,100
del_20,-6.08445803477267,del_20,100
del_3,-1.4049349845135717,del_3,100
del_5,-18.093466587143745,del_5,100
del_7,-14.6367283038366,del_7,100
del_9,-0.8161280272119913,del_9,100
gender,-6.886604285944835,gender,100
inv_3,-11.961319197218247,inv_3,100
minusy,1.4521366749660458,minusy,100
others_transloc,-5.168648508274946,others_transloc,100
t_10_21,1.366049985859569,t_10_21,100
t_12_13,3.907613657294314,t_12_13,100
t_12_17,2.220796008631933,t_12_17,100
t_12_22,4.7445326194196245,t_12_22,100
t_13_19,2.4571454581923593,t_13_19,100
t_15_16,1.4638035300231476,t_15_16,100
t_15_17,17.390170872437974,t_15_17,100
t_16_17,-0.030915878023409275,t_16_17,100
t_16_21,-4.681794849250386,t_16_21,100
t_17_19,3.5528787723743336,t_17_19,100
t_17_21,3.333591996963107,t_17_21,100
t_1_12,1.4086446377571624,t_1_12,100
t_1_14,-0.5694652529629687,t_1_14,100
t_1_16,-2.2146395909397194,t_1_16,100
t_1_17,-1.8456492319897897,t_1_17,100
t_1_19,2.326409556218992,t_1_19,100
t_1_3,-3.895053485590548,t_1_3,100
t_1_4,-1.1170330098652679,t_1_4,100
t_1_5,-3.099722433358356,t_1_5,100
t_1_6,-1.9439092482260036,t_1_6,100
t_2_17,-0.08569378433066972,t_2_17,100
t_2_3,-2.0295014997425063,t_2_3,100
t_2_5,0.8849506464845834,t_2_5,100
t_2_7,3.28800892682564,t_2_7,100
t_2_9,1.7833251486990678,t_2_9,100
t_3_16,2.1716554244189545,t_3_16,100
t_3_21,-4.660890042677662,t_3_21,100
t_3_5,0.5932740120745126,t_3_5,100
t_3_7,0.9769549199925253,t_3_7,100
t_3_9,0.19000524895066487,t_3_9,100
t_4_12,2.109576081912531,t_4_12,100
t_4_21,3.5111899024939186,t_4_21,100
t_4_9,-2.1391221971491325,t_4_9,100
t_5_12,3.825018106263369,t_5_12,100
t_5_17,-0.48786679456783183,t_5_17,100
t_5_9,0.5591394248478212,t_5_9,100
t_6_9,2.4013164706082155,t_6_9,100
t_7_16,-2.6667351666053727,t_7_16,100
t_7_17,2.2099030930015493,t_7_17,100
t_7_8,3.958514963750501,t_7_8,100
t_8_10,1.366049985859569,t_8_10,100
t_8_13,-4.143108747603788,t_8_13,100
t_8_16,-5.35075174464014,t_8_16,100
t_8_17,0.7872681123489974,t_8_17,100
t_8_21,34.680191757938516,t_8_21,100
t_9_11,1.9329282761924413,t_9_11,100
t_9_13,-0.8727869160404443,t_9_13,100
t_9_17,3.4414207541048136,t_9_17,100
t_9_22,9.138398803614054,t_9_22,100
t_v_11,2.313488444902728,t_v_11,100
