,coef,feature,n
final_component_NC1,-25.666859819147497,final_component_NC1,100
final_component_NC2,-15.078391811104122,final_component_NC2,100
final_component_NC3,-22.562493347870017,final_component_NC3,100
final_component_NC6,-23.29917436471491,final_component_NC6,100
final_component_NC7,16.855370819713745,final_component_NC7,100
final_component_c1_NPM1,4.780685211775373,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-51.04242117248414,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,6.499363100763331,final_component_c3_rare_fusion,100
final_component_c3_trans11,7.944389348715196,final_component_c3_trans11,100
final_component_c3_trans15_17,61.80781853072857,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,45.150236256718216,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,15.726340685374748,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-34.998759444858415,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-9.217210008766482,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,-0.8270442921698467,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,6.987728275091303,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,16.940422032265225,final_component_not_assigned,100
