,coef,feature,n
add_11,-14.242942486819919,add_11,100
add_13,-5.493577305685721,add_13,100
add_21,-3.1688657481328573,add_21,100
add_22,13.004492048105183,add_22,100
add_8,-1.8739883723971826,add_8,100
ahd,23.506227204821634,ahd,100
bm_blasts,-0.0272816724397836,bm_blasts,100
complex,-16.454055016795117,complex,100
del_12,-3.1406379809974925,del_12,100
del_13,9.68004657020388,del_13,100
del_16,-1.1421540761617486,del_16,100
del_17,-16.29233766942379,del_17,100
del_18,0.32736111079197866,del_18,100
del_20,-4.73617215328703,del_20,100
del_3,-1.4744298194891219,del_3,100
del_5,-17.776118803771688,del_5,100
del_7,-14.544563680908619,del_7,100
del_9,-2.4765164086747795,del_9,100
hb,0.10207705937410107,hb,100
inv_3,-13.074136396876417,inv_3,100
minusy,-1.5204752755493118,minusy,100
others_transloc,-4.046387574223135,others_transloc,100
perf_status,-14.375148215597667,perf_status,100
plt,0.007533166414085153,plt,100
secondary,-10.8954694416615,secondary,100
t_10_21,1.204439425916452,t_10_21,100
t_12_13,3.230758339497796,t_12_13,100
t_12_17,2.3216060403552565,t_12_17,100
t_12_22,2.98685094891629,t_12_22,100
t_13_19,1.9411378159419403,t_13_19,100
t_15_16,1.078778152579534,t_15_16,100
t_15_17,14.05764919149451,t_15_17,100
t_16_17,-0.9305914213437498,t_16_17,100
t_16_21,-3.9710319038346005,t_16_21,100
t_17_19,3.47212994452235,t_17_19,100
t_17_21,2.579913056508514,t_17_21,100
t_1_12,0.5536475717132361,t_1_12,100
t_1_14,0.15828844481290194,t_1_14,100
t_1_16,-1.8459111148070262,t_1_16,100
t_1_17,-2.891018883551132,t_1_17,100
t_1_19,1.7711902461588884,t_1_19,100
t_1_3,-4.776542107258705,t_1_3,100
t_1_4,0.12971346116280338,t_1_4,100
t_1_5,-3.109148702454081,t_1_5,100
t_1_6,-1.2987137274169551,t_1_6,100
t_2_17,-0.9742860215575696,t_2_17,100
t_2_3,-2.4323426945548072,t_2_3,100
t_2_5,0.7742897447792463,t_2_5,100
t_2_7,2.7079155091106557,t_2_7,100
t_2_9,2.4225670624258195,t_2_9,100
t_3_16,1.9203599564754021,t_3_16,100
t_3_21,-5.561943457630387,t_3_21,100
t_3_5,0.19381432457832037,t_3_5,100
t_3_7,0.952876672007871,t_3_7,100
t_3_9,-0.10375096155101513,t_3_9,100
t_4_12,1.087223888971063,t_4_12,100
t_4_21,2.890144394267799,t_4_21,100
t_4_9,-1.5288443697311132,t_4_9,100
t_5_12,2.9088701100509784,t_5_12,100
t_5_17,0.11451518790171822,t_5_17,100
t_5_9,1.4080686339202308,t_5_9,100
t_6_9,0.18729502254579247,t_6_9,100
t_7_16,-2.360073503432137,t_7_16,100
t_7_17,1.5630649764742384,t_7_17,100
t_7_8,3.110559068112955,t_7_8,100
t_8_10,1.204439425916452,t_8_10,100
t_8_13,-4.707209161899766,t_8_13,100
t_8_16,-5.061466135885638,t_8_16,100
t_8_17,0.30993398696849916,t_8_17,100
t_8_21,28.91894355950215,t_8_21,100
t_9_11,1.4874362259471892,t_9_11,100
t_9_13,0.7951135882258569,t_9_13,100
t_9_17,3.3316958554595,t_9_17,100
t_9_22,8.66707887079958,t_9_22,100
t_v_11,1.4434806923951289,t_v_11,100
wbc,-0.09509444739882329,wbc,100
