,coef,feature,n
ahd,24.632212556710325,ahd,100
bm_blasts,-0.10521064049622596,bm_blasts,100
final_component_NC1,-20.528244511480857,final_component_NC1,100
final_component_NC2,-13.04649697993517,final_component_NC2,100
final_component_NC3,-19.404914100923452,final_component_NC3,100
final_component_NC6,-21.308250927852697,final_component_NC6,100
final_component_NC7,7.7616834204837,final_component_NC7,100
final_component_c1_NPM1,8.665385258915089,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-49.616605765190634,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,4.401534499294812,final_component_c3_rare_fusion,100
final_component_c3_trans11,9.607909955884919,final_component_c3_trans11,100
final_component_c3_trans15_17,55.0360811060907,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,40.10688378878743,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,16.59695336319353,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-31.77507883278406,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-7.301519534609373,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,3.28137325226975,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,2.1563850043698083,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,15.366921003487839,final_component_not_assigned,100
gender,-0.3881970954908255,gender,100
hb,0.06338762991581129,hb,100
perf_status,-13.397772353308179,perf_status,100
plt,0.011358299790479705,plt,100
secondary,-6.09430580375226,secondary,100
wbc,-0.1055881969570232,wbc,100
