,coef,feature,n
ASXL1,-5.885037805349119,ASXL1,100
ASXL2,1.8523323521438895,ASXL2,100
ASXL3,-22.35006425091072,ASXL3,100
ATRX,-20.152494072930384,ATRX,100
BAGE3,9.981159865398231,BAGE3,100
BCOR,-3.303326382593891,BCOR,100
BRAF,-33.994866342756666,BRAF,100
CBFB,-11.364289999889577,CBFB,100
CBL,-2.8094734706439044,CBL,100
CDKN2A,2.224279842539393,CDKN2A,100
CEBPA_bi,2.8878795246053497,CEBPA_bi,100
CEBPA_mono,3.018795329118209,CEBPA_mono,100
CNTN5,-11.9906716074146,CNTN5,100
CREBBP,38.40339770220782,CREBBP,100
CSF1R,-24.587436426089482,CSF1R,100
CSF3R,-6.853524774675903,CSF3R,100
CTCF,-18.167987646210566,CTCF,100
CUL2,38.25367987933511,CUL2,100
CUX1,-12.646385123314111,CUX1,100
DNMT3A,-5.589289933273864,DNMT3A,100
EED,-39.38764596361171,EED,100
ETV6,2.61635276184696,ETV6,100
EZH2,-4.957034118834096,EZH2,100
FBXW7,-0.01912680100516778,FBXW7,100
FLT3_TKD,3.4595098508818043,FLT3_TKD,100
FLT3_other,3.6042549488315982,FLT3_other,100
GATA1,35.070891491958086,GATA1,100
GATA2,13.364493344387345,GATA2,100
GNAS,30.675834805502145,GNAS,100
GNB1,12.87365740672849,GNB1,100
IDH1,-1.7207868809461222,IDH1,100
IDH2_p.R140,-1.1345867248024484,IDH2_p.R140,100
IDH2_p.R172,9.479566751794625,IDH2_p.R172,100
ITD,-12.375482292889279,ITD,100
JAK2,3.204779537158741,JAK2,100
JAK3,10.529347225149184,JAK3,100
KANSL1,13.002536340267957,KANSL1,100
KDM6A,-10.244506559821138,KDM6A,100
KIT,-6.305586303286251,KIT,100
KMT2C,9.981159865398231,KMT2C,100
KMT2D,-4.242239710491884,KMT2D,100
KMT2E,14.694447996049146,KMT2E,100
KRAS,-8.203434375410836,KRAS,100
LUC7L2,-15.213099619905826,LUC7L2,100
MED12,2.266703706304109,MED12,100
MLL,-3.165659822088286,MLL,100
MPL,-27.43456742682278,MPL,100
MYC,-4.414166347819021,MYC,100
NF1,-0.6852416098560917,NF1,100
NFE2,40.3705131358978,NFE2,100
NOTCH1,-7.625039881863439,NOTCH1,100
NPM1,0.2440642083627918,NPM1,100
NRAS_other,4.543692617889243,NRAS_other,100
NRAS_p.G12_13,-2.2344125103344017,NRAS_p.G12_13,100
NRAS_p.Q61_62,-10.98804858315056,NRAS_p.Q61_62,100
PDS5B,56.458622205250826,PDS5B,100
PHF6,-4.61071715348874,PHF6,100
PPFIA2,3.2225298380627256,PPFIA2,100
PRPF8,-15.083186923816157,PRPF8,100
PTEN,16.310498219792272,PTEN,100
PTPN11,8.955384881418718,PTPN11,100
PTPRF,3.2225298380627256,PTPRF,100
