CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.720392961954018	0.720511403266348	0.720879887349152	0.720787766328451	0.720787766328451	0.720787766328451	0.720656164870307	0.720616684432864	0.720616684432864	0.72081408662008	0.720721965599379	0.717155566083672	0.700106597181097	0.720314001079132
2	0.705344530908904	0.705190435832242	0.705139070806688	0.704907928191694	0.704882245678917	0.704869404422529	0.704792356884198	0.704792356884198	0.704792356884198	0.704792356884198	0.704792356884198	0.6962850245268	0.699289878521715	0.705126229550299
3	0.72386995486361	0.723569045594296	0.723555962582586	0.724183947144633	0.724170864132923	0.724668018577877	0.724668018577877	0.724733433636423	0.724733433636423	0.724733433636423	0.724654935566167	0.72943023484006	0.712546608229214	0.724589520507621
4	0.707510277080775	0.7083511291442	0.708070845123058	0.708030804548609	0.708364476002349	0.708364476002349	0.708364476002349	0.708404516576798	0.708404516576798	0.708404516576798	0.708311088569751	0.71455741818376	0.712835673482462	0.709565693235812
5	0.69648790381767	0.695233583752552	0.695874087615591	0.695860743785111	0.695847399954631	0.695874087615591	0.695847399954631	0.695847399954631	0.695847399954631	0.695874087615591	0.695874087615591	0.687474146328445	0.676892488757823	0.692764975113756
6	0.705782975142251	0.705180058533154	0.704891160991295	0.705142376245086	0.705092133194328	0.705117254719707	0.705129815482396	0.705154937007775	0.705180058533154	0.705180058533154	0.705205180058533	0.705594563701908	0.706963686835065	0.70502932938088
7	0.719377029112779	0.719350417797648	0.719523391346	0.719430251743041	0.719363723455213	0.719270583852254	0.719297195167385	0.719297195167385	0.719297195167385	0.719297195167385	0.719257278194688	0.729668955239768	0.71222523817127	0.720441481718026
8	0.695715606020597	0.695411935569052	0.695636387641933	0.695411935569052	0.695227092685503	0.695425138632163	0.695557169263269	0.695557169263269	0.695332717190388	0.694778188539741	0.695438341695273	0.698098758912068	0.684176128861896	0.695543966200158
9	0.70706603988375	0.705110691470127	0.704749085941581	0.704775871536288	0.704802657130995	0.704735693144227	0.704735693144227	0.704735693144227	0.704735693144227	0.70470890754952	0.70470890754952	0.702572756371623	0.688583979535806	0.705204441051602
10	0.716269125409234	0.716629919155475	0.716696732812187	0.716670007349502	0.716670007349502	0.716603193692791	0.716603193692791	0.716576468230106	0.716576468230106	0.716576468230106	0.716589830961449	0.710449655909668	0.709440769693325	0.714759136767555
