CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.721493556343204	0.721085213073518	0.721085213073518	0.721052545611943	0.720872874573281	0.720758538457769	0.720676869803832	0.72049719876517	0.720480865034382	0.72049719876517	0.720513532495957	0.745308135831305	0.717377456184767	0.720758538457769
2	0.710004566857215	0.710067557991213	0.710020314640714	0.710067557991213	0.710209288042708	0.710272279176706	0.710209288042708	0.710319522527204	0.710272279176706	0.710225035826207	0.710256531393206	0.716634383710493	0.709988819073715	0.710130549125211
3	0.723551483845816	0.723827623735036	0.723957571918198	0.723973815441093	0.723908841349512	0.723827623735036	0.723973815441093	0.724055033055569	0.724038789532674	0.724006302486883	0.724071276578464	0.726556535581437	0.723324074525283	0.724785991585855
4	0.713158735228362	0.713062919195145	0.713062919195145	0.713078888534015	0.713015011178537	0.712999041839668	0.712999041839668	0.712839348450974	0.712887256467582	0.712903225806452	0.712823379112105	0.727978281699138	0.710012775471096	0.713222612583839
5	0.724873320810115	0.724589180571122	0.724241898056797	0.724068256799634	0.724052471230801	0.724036685661968	0.723989328955469	0.723910401111304	0.723973543386636	0.723957757817803	0.723799902129473	0.727035943740233	0.717406746752119	0.723957757817803
6	0.698921407538759	0.69955587369243	0.699864972587808	0.70001138785404	0.700141534757357	0.700369291838162	0.700418096926906	0.700450633652736	0.70046690201565	0.700483170378565	0.700418096926906	0.719500886625779	0.702809546275358	0.700873611088516
7	0.726289803443642	0.726211680884972	0.726071060279366	0.725961688697228	0.725946064185494	0.725821068091622	0.725742945532952	0.725914815162026	0.725914815162026	0.725758570044686	0.725789819068154	0.727758507546639	0.719836880097497	0.725742945532952
8	0.715765033666125	0.714944663725718	0.714944663725718	0.714789876944509	0.714851791656993	0.714820834300751	0.714743440910146	0.714681526197663	0.714681526197663	0.714650568841421	0.714666047519542	0.728442071047133	0.712870520857519	0.715099450506927
9	0.708326599217765	0.708455894236675	0.708649836765039	0.708940750557585	0.708892264925494	0.709021559944403	0.708892264925494	0.708924588680221	0.708940750557585	0.70887610304813	0.70887610304813	0.724326857807803	0.70747001971749	0.709748844425768
10	0.737367870832849	0.736903240794517	0.736422016826245	0.736305859316662	0.736073544297496	0.735758259628628	0.735625508189104	0.735509350679521	0.735608914259164	0.735542538539402	0.735691883908866	0.734314587723811	0.730647329206976	0.735525944609462
