,comp,gen,cyto,clin,demo,eln_comp,eln_age,eln_gen,eln_cyto,eln_clin,eln_demo,eln_demo_without_age,eln_comp_age,eln_comp_gen,eln_comp_cyto,eln_comp_clin,eln_comp_demo,eln_comp_demo_without_age,eln_comp_age_gen,eln_comp_age_cyto,eln_comp_age_clin,eln_comp_gen_cyto,eln_comp_gen_clin,eln_comp_gen_demo,eln_comp_gen_demo_without_age,eln_comp_cyto_clin,eln_comp_cyto_demo,eln_comp_cyto_demo_without_age,eln_comp_clin_demo,eln_comp_clin_demo_without_age,eln_comp_age_gen_cyto,eln_comp_age_gen_clin,eln_comp_age_gen_demo,eln_comp_gen_cyto_clin_demo,eln_age_gen,eln_age_cyto,eln_age_clin,eln_gen_cyto,eln_gen_clin,eln_gen_demo,eln_gen_demo_without_age,eln_cyto_clin,eln_cyto_demo,eln_cyto_demo_without_age,eln_clin_demo,eln_clin_demo_without_age,eln_age_gen_cyto,eln_age_gen_clin,eln_age_gen_demo,eln_gen_cyto_clin_demo,comp_age,comp_gen,comp_cyto,comp_clin,comp_demo,comp_demo_without_age,comp_gen_cyto,comp_clin_demo,comp_gen_cyto_clin_demo,gen_age,gen_cyto,gen_clin,gen_demo,gen_demo_without_age,gen_clin_demo,gen_cyto_clin_demo,cyto_age,cyto_clin,cyto_demo,cyto_clin_demo,cyto_gen_demo,clin_age
0,0.5390591957894078,0.5526010745782359,0.5521468068108837,0.5860210842901674,0.690158053854227,0.5620075502435815,,0.6296386221588685,0.6205767634204796,0.5860210842901674,0.6880825200896004,0.6089067811212582,0.7089631729820329,0.6423032942245336,0.636225504785476,0.5620075502435815,0.7089631729820329,0.5620075502435815,0.7176882469963501,0.7121743761650402,0.5633311925312113,0.6600510659628127,0.6710004855965789,0.7176882469963501,0.6423032942245336,0.6790598223656386,0.7121743761650402,0.636225504785476,0.5633311925312113,0.5620075502435815,0.7213067247293974,0.721972461974655,0.7176882469963501,0.727956264979088,0.7112031830072526,0.7066448409279594,0.6380895690721973,0.6519212393677846,0.6609596014975172,0.7121587117592694,0.6296386221588685,0.5866789893325397,0.7066448409279594,0.6205767634204796,0.6380895690721973,0.5860210842901674,0.7145866946537384,0.7168815300991557,0.7121587117592694,0.7190588825012924,0.5390591957894078,0.6262159494979558,0.6208822193330096,0.5620075502435815,0.5390591957894078,0.5390591957894078,0.6579911966039568,0.5633311925312113,0.7227243534516518,0.7053760240605272,0.6374003352182835,0.6351524929901784,0.7052977020316734,0.5526010745782359,0.705430849480725,0.7163959335202619,0.7017732107332508,0.5866789893325397,0.7017732107332508,0.5571280878459876,0.7120960541361864,0.5860210842901674
1,0.5457180907215825,0.5647767690383773,0.5690643626264759,0.6137917593750507,0.6814431650236304,0.575057249118932,,0.6386321926818573,0.6218553586799409,0.6137917593750507,0.6807123252074773,0.6039091809721794,0.694947460737661,0.6465821057931236,0.6345719714810063,0.575057249118932,0.694947460737661,0.575057249118932,0.7075016646906923,0.7001283029899469,0.5755119938934273,0.6617186104298962,0.6883861432770857,0.7075016646906923,0.6465821057931236,0.6855683497636951,0.7001283029899469,0.6345719714810063,0.5755119938934273,0.575057249118932,0.7065434524872916,0.7219885339353288,0.7075016646906923,0.7239211992269339,0.6989752001689052,0.6969450895684797,0.6527861237880239,0.65453201890439,0.6841878745554058,0.6999983759115197,0.6386321926818573,0.6028129212479496,0.6969450895684797,0.6218553586799409,0.6527861237880239,0.6137917593750507,0.702142172705569,0.717977035388888,0.6999983759115197,0.7206567813814496,0.5457180907215825,0.6228785344225554,0.6168531661604925,0.575057249118932,0.5457180907215825,0.5457180907215825,0.6534763613921687,0.5755119938934273,0.7210790443863382,0.6885810338947266,0.658372988160395,0.6614993584850503,0.6885647930099231,0.5647767690383773,0.7113182726194923,0.7174248453055723,0.6897097753885632,0.6028129212479496,0.6897097753885632,0.5673509492797167,0.6971724619557274,0.6137917593750507
2,0.5770456960680127,0.6037772707382634,0.5858285928611615,0.5987997749578046,0.6394167656435582,0.5950021879102332,,0.6340485716071763,0.6227417640807651,0.5987997749578046,0.6404794648996687,0.6002453585047196,0.6713758829780584,0.6496765018440958,0.6437457023191848,0.5950021879102332,0.6713758829780584,0.5950021879102332,0.6919109833093705,0.6870038132149778,0.5977058198412202,0.6642964305807338,0.6910905169719322,0.6919109833093705,0.6496765018440958,0.688230605738576,0.6870038132149778,0.6437457023191848,0.5977058198412202,0.5950021879102332,0.6823623179346128,0.7103675689191723,0.6919109833093705,0.7145402262924299,0.6752672376070513,0.6672969931862224,0.6357832718634744,0.6487778958554729,0.6806901293992623,0.6755641682815527,0.6340485716071763,0.6012221041445271,0.6672969931862224,0.6227417640807651,0.6357832718634744,0.5987997749578046,0.6773457523285616,0.7053197474526474,0.6755641682815527,0.7063824467087579,0.5770456960680127,0.6430190035631681,0.639057323248109,0.5950021879102332,0.5770456960680127,0.5770456960680127,0.6666328061511534,0.5977058198412202,0.7130399449896856,0.6805182221666563,0.6526692504844659,0.669516159279865,0.6810339438644746,0.6037772707382634,0.695114709007939,0.7032881165218479,0.6722901168969182,0.6012221041445271,0.6722901168969182,0.5944786522472963,0.6861755329124211,0.5987997749578046
3,0.5696183590858259,0.5835026540030557,0.5765014411945376,0.6031674778308054,0.7020980012285593,0.5877632345760683,,0.6700845815810613,0.6490021893556364,0.6031674778308054,0.7038227094457308,0.6328419096221393,0.73202444517948,0.678456110507332,0.6617760556946872,0.5877632345760683,0.73202444517948,0.5877632345760683,0.7405849832254406,0.7346626974751532,0.5928586054277118,0.6894501409693018,0.6922852777646521,0.7405849832254406,0.678456110507332,0.6968214966372127,0.7346626974751532,0.6617760556946872,0.5928586054277118,0.5877632345760683,0.7382066184693411,0.7491691474113626,0.7405849832254406,0.7466332750555215,0.7309848950211848,0.730827387421443,0.6666745420466538,0.6805352108239222,0.692836554363748,0.7316936792200224,0.6700845815810613,0.5954023531635402,0.730827387421443,0.6490021893556364,0.6666745420466538,0.6031674778308054,0.7305281229819339,0.7381278646694703,0.7316936792200224,0.7383483753091087,0.5696183590858259,0.6495534659547323,0.6441745814235537,0.5877632345760683,0.5696183590858259,0.5696183590858259,0.6834569767991305,0.5928586054277118,0.7493109042511301,0.7288112901447494,0.6540503079273575,0.6609333900360692,0.7279134968262219,0.5835026540030557,0.7310242719211202,0.7363322780324151,0.7151553812471452,0.5954023531635402,0.7151553812471452,0.5851564838003434,0.7296697065633417,0.6031674778308054
4,0.5608963036706381,0.5759658306303992,0.5708998362182472,0.5630158322361026,0.6725007225665565,0.5763752850123639,,0.6470422942291018,0.6276694820000642,0.5630158322361026,0.6708629050386975,0.611692732586146,0.6946112591926523,0.6526461992999133,0.6406515944635345,0.5763752850123639,0.6946112591926523,0.5763752850123639,0.7098493850155754,0.7021420084138861,0.5763752850123639,0.6672902148431228,0.6590609846173608,0.7098493850155754,0.6526461992999133,0.6620315360159286,0.7021420084138861,0.6406515944635345,0.5763752850123639,0.5763752850123639,0.7164327691961848,0.7174604194097434,0.7098493850155754,0.7209769099842641,0.704550563601914,0.6913837952406949,0.6332091589325284,0.6587237868910369,0.6542679597931854,0.7050643887086933,0.6470422942291018,0.5770898230514788,0.6913837952406949,0.6276694820000642,0.6332091589325284,0.5630158322361026,0.7134461607630302,0.7120491987539741,0.7050643887086933,0.7120973698577346,0.5608963036706381,0.640812164809403,0.6263367481293555,0.5763752850123639,0.5608963036706381,0.5608963036706381,0.6646648896881724,0.5763752850123639,0.7192909213526446,0.7078422556922188,0.6586515302353961,0.6254857252962522,0.7086611644561482,0.5759658306303992,0.7055621567808857,0.7060438678184913,0.685394521339799,0.5770898230514788,0.685394521339799,0.5674234882301936,0.7102989819840072,0.5630158322361026
5,0.5537295999480873,0.5631549917264203,0.5661156354433665,0.6083108919243373,0.6644414522565784,0.581754323350962,,0.6322556049446806,0.6215080626845333,0.6083108919243373,0.662300055157198,0.6047662308166509,0.6847279452321469,0.6587959508127575,0.6492732228026346,0.581754323350962,0.6847279452321469,0.581754323350962,0.6946237954641316,0.6922390577852763,0.581754323350962,0.6655932643327601,0.693869439667759,0.6946237954641316,0.6587959508127575,0.6932124201031764,0.6922390577852763,0.6492732228026346,0.581754323350962,0.581754323350962,0.6968787515006002,0.7136692514843775,0.6946237954641316,0.7162486616268129,0.6890918529573992,0.6820025307420265,0.6445524155608189,0.6443820771551864,0.6733396061127154,0.690341001265371,0.6322556049446806,0.5967116576360274,0.6820025307420265,0.6215080626845333,0.6445524155608189,0.6083108919243373,0.690730346192531,0.7092566756432302,0.690341001265371,0.712387657765809,0.5537295999480873,0.6309658998734629,0.6260504201680672,0.581754323350962,0.5537295999480873,0.5537295999480873,0.6595989747250252,0.581754323350962,0.7155835307095811,0.6897488725219818,0.6442198501022031,0.6640439959767691,0.6897975406378768,0.5631549917264203,0.7015022225106259,0.7083482041465234,0.6714172155348626,0.5967116576360274,0.6714172155348626,0.5724424905097174,0.6942182278316732,0.6083108919243373
6,0.5498582382885495,0.5658547586829048,0.5746262645789033,0.5924189702944778,0.6780559314388813,0.5699787357432824,,0.6460951092209549,0.6419711321605773,0.5924189702944778,0.6777498550164315,0.6258940653392615,0.6989094013789549,0.6528287905148528,0.648044332753399,0.5699787357432824,0.6989094013789549,0.5699787357432824,0.7056108641020684,0.7071734647851021,0.5717427024937174,0.6532154133642631,0.6807784006701463,0.7056108641020684,0.6528287905148528,0.6777256910883434,0.7071734647851021,0.648044332753399,0.5717427024937174,0.5699787357432824,0.7094448740253883,0.7233713512468587,0.7056108641020684,0.7254816676332237,0.7041288098459952,0.702960886655068,0.654157806559701,0.6514675558992203,0.6738030800953669,0.7053370062504027,0.6460951092209549,0.592628391004575,0.702960886655068,0.6419711321605773,0.654157806559701,0.5924189702944778,0.7048053998324635,0.7212449255751014,0.7053370062504027,0.7225981055480379,0.5498582382885495,0.6252416392808815,0.6183871383465429,0.5699787357432824,0.5498582382885495,0.5498582382885495,0.6410529028932277,0.5717427024937174,0.7190218441909917,0.7005847670597333,0.632571364134287,0.6521360912429924,0.701035827050712,0.5658547586829048,0.7153005992654166,0.7155905664024744,0.696033893936465,0.592628391004575,0.696033893936465,0.5639458083639409,0.7049181648302081,0.5924189702944778
7,0.5451199351196232,0.5833307339592626,0.5533079634424031,0.6003618328706447,0.6812673508219221,0.5656211984154216,,0.6244268380174054,0.6108814997348638,0.6003618328706447,0.6821407405096853,0.595909105087495,0.6957484637699242,0.6249649084500453,0.6213699741102342,0.5656211984154216,0.6957484637699242,0.5656211984154216,0.7140740509685268,0.6980879004335756,0.5656211984154216,0.6423859134720359,0.6735550079540846,0.7140740509685268,0.6249649084500453,0.6758788483733117,0.6980879004335756,0.6213699741102342,0.5656211984154216,0.5656211984154216,0.7103309523066845,0.7221529055803363,0.7140740509685268,0.7246794971770798,0.7026731962943323,0.6961227736361084,0.6329813780841573,0.6337299978165257,0.6698664961477276,0.702797966249727,0.6244268380174054,0.5862004429333416,0.6961227736361084,0.6108814997348638,0.6329813780841573,0.6003618328706447,0.7057768489347765,0.7180199008078855,0.702797966249727,0.7199850276053527,0.5451199351196232,0.612573692254905,0.6128076359212702,0.5656211984154216,0.5451199351196232,0.5451199351196232,0.6389001528431953,0.5656211984154216,0.7227143703796126,0.700793848841199,0.636061636357965,0.6571477588196762,0.7009342150410182,0.5833307339592626,0.7147446894787736,0.7218565769362737,0.6936897595059109,0.5862004429333416,0.6936897595059109,0.5624785551639165,0.7068295954334196,0.6003618328706447
8,0.5542401964642728,0.5779087889425877,0.5719424460431655,0.5796955433465044,0.6508744864064985,0.5674086551327866,,0.6298506052925712,0.6274341577066574,0.5796955433465044,0.650103112258552,0.6095115155140658,0.6824535994836516,0.6298033783039214,0.6343056845552005,0.5674086551327866,0.6824535994836516,0.5674086551327866,0.6970860948003086,0.6891755742014704,0.5692819923492278,0.6381861687892574,0.6690096500480142,0.6970860948003086,0.6298033783039214,0.6666719141098499,0.6891755742014704,0.6343056845552005,0.5692819923492278,0.5674086551327866,0.6997465484942462,0.7124191237819373,0.6970860948003086,0.7158352092942714,0.6942997024699715,0.6812571824378572,0.6323615068557845,0.6297561513152716,0.6682461470648426,0.6936700092879744,0.6298506052925712,0.5903531004518049,0.6812571824378572,0.6274341577066574,0.6323615068557845,0.5796955433465044,0.698077861561954,0.7093021425310517,0.6936700092879744,0.7107976638382948,0.5542401964642728,0.6083780677864711,0.6121798403727784,0.5674086551327866,0.5542401964642728,0.5542401964642728,0.6262219983313131,0.5692819923492278,0.7095540198038506,0.6891755742014704,0.6049541111093619,0.6585488720620878,0.6899626906789667,0.5779087889425877,0.7061064496324166,0.7084048297467059,0.6731892385435196,0.5903531004518049,0.6731892385435196,0.5755159548509988,0.691828156730633,0.5796955433465044
9,0.568425774120704,0.5838385869397098,0.5800337179447521,0.5672812200327899,0.6634469638382776,0.5813793423454079,,0.6266278961858508,0.610619605902187,0.5672812200327899,0.6628669533207535,0.5929718192223219,0.688897825347233,0.6321882636805147,0.6251508027345563,0.5813793423454079,0.688897825347233,0.5813793423454079,0.6901274476443839,0.6924474897144801,0.5834828471556284,0.641220960806756,0.6403316113465524,0.6901274476443839,0.6321882636805147,0.6470984007176663,0.6924474897144801,0.6251508027345563,0.5834828471556284,0.5813793423454079,0.6917901444612863,0.7032202183932935,0.6901274476443839,0.7041018343799301,0.6887972901908621,0.684598014043988,0.607541683422526,0.6354749899464843,0.6404244130293563,0.6896634392303647,0.6266278961858508,0.5932038234293315,0.684598014043988,0.610619605902187,0.607541683422526,0.5672812200327899,0.6884260834596467,0.7002041637021684,0.6896634392303647,0.7018591270455038,0.568425774120704,0.6264422928202431,0.624717728214805,0.5813793423454079,0.568425774120704,0.568425774120704,0.6447783586475702,0.5834828471556284,0.7080459058990937,0.6901429145915179,0.6267902991307576,0.6217790082593497,0.6900191790144461,0.5838385869397098,0.698054258050546,0.7008847093760634,0.6843969437312464,0.5932038234293315,0.6843969437312464,0.5760432455841866,0.6925944257122529,0.5672812200327899
