component_0	component_1	component_2	component_3	component_4	component_5	component_6	predicted_component	max_proba
41	0.0621428571428571	0.925714285714286	0.0117142857142857	0	0.000142857142857143	0.000285714285714286	0	1	0.925714285714286
42	0.0584	0.7136	0.0282285714285714	0.00137142857142857	0.1968	0.00114285714285714	0.000457142857142857	1	0.7136
43	0.0716571428571429	0.917485714285714	0.00674285714285714	0	0.00354285714285714	0.000457142857142857	0.000114285714285714	1	0.917485714285714
44	0.0184285714285714	0.960142857142857	0.00728571428571429	0.00528571428571429	0.00671428571428571	0.00128571428571429	0.000857142857142857	1	0.960142857142857
45	0.148571428571429	0.8096	0.0118857142857143	0.0288	0.000457142857142857	0.000571428571428571	0.000114285714285714	1	0.8096
46	0.0334857142857143	0.404914285714286	0.554514285714286	0.000228571428571429	0.00662857142857143	0.000114285714285714	0.000114285714285714	2	0.554514285714286
47	0.0302857142857143	0.966285714285714	0	0.00171428571428571	0	0.000285714285714286	0.00142857142857143	1	0.966285714285714
48	0.0699591836734694	0.597469387755102	0.326122448979592	0.00122448979591837	0.00359183673469388	0.00073469387755102	0.000897959183673469	1	0.597469387755102
49	0.133142857142857	0.841714285714286	0.0188571428571429	0.000142857142857143	0.006	0.000142857142857143	0	1	0.841714285714286
50	0.056	0.899619047619048	0.0314285714285714	0	0.0125714285714286	0.000380952380952381	0	1	0.899619047619048
51	0.110666666666667	0.823047619047619	0.0167619047619048	0.0491428571428571	0.00019047619047619	0.00019047619047619	0	1	0.823047619047619
52	0.0210285714285714	0.954971428571429	0.0176	0.00171428571428571	0.00434285714285714	0.000114285714285714	0.000228571428571429	1	0.954971428571429
53	0.133333333333333	0.823809523809524	0.0300952380952381	0	0.0123809523809524	0.000380952380952381	0	1	0.823809523809524
54	0.092	0.882571428571429	0.00171428571428571	0.0171428571428571	0.00142857142857143	0.00457142857142857	0.000571428571428571	1	0.882571428571429
55	0.132571428571429	0.607657142857143	0.254857142857143	0.000114285714285714	0.00388571428571429	0.000914285714285714	0	1	0.607657142857143
56	0.0457142857142857	0.856	0.0971428571428571	0	0	0.00114285714285714	0	1	0.856
57	0.176571428571429	0.766571428571429	0.0288571428571429	0	0.028	0	0	1	0.766571428571429
58	0.0285714285714286	0.960285714285714	0.00828571428571429	0.00171428571428571	0	0.000857142857142857	0.000285714285714286	1	0.960285714285714
59	0.0478571428571429	0.92	0.024	0.00114285714285714	0.00628571428571429	0.000571428571428571	0.000142857142857143	1	0.92
60	0.0466666666666667	0.947047619047619	0.00495238095238095	0.000761904761904762	0	0.000571428571428571	0	1	0.947047619047619
61	0.0862857142857143	0.899428571428571	0.0125714285714286	0	0	0.00171428571428571	0	1	0.899428571428571
62	0.0241428571428571	0.424857142857143	0.547142857142857	0.000285714285714286	0.00171428571428571	0.00142857142857143	0.000428571428571429	2	0.547142857142857
63	0.0558095238095238	0.898857142857143	0.0323809523809524	0	0.0125714285714286	0.000380952380952381	0	1	0.898857142857143
64	0.0949714285714286	0.885714285714286	0.0146285714285714	0.000457142857142857	0.00365714285714286	0.000114285714285714	0.000457142857142857	1	0.885714285714286
65	0.0611428571428571	0.889523809523809	0.036952380952381	0.00019047619047619	0.0121904761904762	0	0	1	0.889523809523809
66	0.0167142857142857	0.624142857142857	0.316714285714286	0.0395714285714286	0.00171428571428571	0.000428571428571429	0.000714285714285714	1	0.624142857142857
67	0.0174285714285714	0.962428571428571	0.0168571428571429	0.00128571428571429	0.000285714285714286	0.000571428571428571	0.00114285714285714	1	0.962428571428571
68	0.136	0.848952380952381	0.0123809523809524	0.0020952380952381	0.000380952380952381	0	0.00019047619047619	1	0.848952380952381
69	0.0876571428571429	0.768114285714286	0.123657142857143	0.00411428571428571	0.00948571428571429	0.00457142857142857	0.0024	1	0.768114285714286
70	0.109428571428571	0.582571428571429	0.0454285714285714	0.00142857142857143	0.202285714285714	0.0585714285714286	0.000285714285714286	1	0.582571428571429
71	0.0697142857142857	0.906171428571429	0.0182857142857143	0.000114285714285714	0.0056	0.000114285714285714	0	1	0.906171428571429
72	0.0510857142857143	0.597942857142857	0.0265142857142857	0.306857142857143	0.0088	0.00731428571428572	0.00148571428571429	1	0.597942857142857
73	0.160857142857143	0.348857142857143	0.488857142857143	0	0.000857142857142857	0.000285714285714286	0.000285714285714286	2	0.488857142857143
74	0.0374285714285714	0.908714285714286	0.0492857142857143	0.002	0.000571428571428571	0.00171428571428571	0.000285714285714286	1	0.908714285714286
75	0.055047619047619	0.900571428571429	0.0304761904761905	0	0.0137142857142857	0.00019047619047619	0	1	0.900571428571429
76	0.025	0.632857142857143	0.304571428571429	0.0368571428571429	0.000285714285714286	0.000428571428571429	0	1	0.632857142857143
77	0.123428571428571	0.394	0.0588571428571429	0.0608571428571429	0.159142857142857	0.190857142857143	0.0128571428571429	1	0.394
78	0.0291428571428571	0.942285714285714	0.0165714285714286	0.003	0.008	0.000714285714285714	0.000285714285714286	1	0.942285714285714
79	0.0281904761904762	0.887619047619048	0.0685714285714286	0.00171428571428571	0.0137142857142857	0.00019047619047619	0	1	0.887619047619048
80	0.13447619047619	0.501714285714286	0.328571428571429	0.0148571428571429	0.004	0.00914285714285714	0.00723809523809524	1	0.501714285714286
81	0.0737142857142857	0.875428571428571	0.0482857142857143	0.00114285714285714	0.000571428571428571	0.000571428571428571	0.000285714285714286	1	0.875428571428571
82	0.0535238095238095	0.902666666666667	0.0344761904761905	0	0.00914285714285714	0.00019047619047619	0	1	0.902666666666667
83	0.0561904761904762	0.892	0.0371428571428571	0.000380952380952381	0.0140952380952381	0.00019047619047619	0	1	0.892
84	0.03	0.844857142857143	0.0365714285714286	0.0874285714285714	0	0.00114285714285714	0	1	0.844857142857143
85	0.0205714285714286	0.310285714285714	0.658857142857143	0.000285714285714286	0.00828571428571429	0.00171428571428571	0	2	0.658857142857143
86	0.218571428571429	0.781142857142857	0.000285714285714286	0	0	0	0	1	0.781142857142857
87	0.157	0.807	0.0338571428571429	0.00142857142857143	0.000285714285714286	0.000142857142857143	0.000285714285714286	1	0.807
88	0.0278095238095238	0.94552380952381	0.012952380952381	0.00019047619047619	0.0133333333333333	0.00019047619047619	0	1	0.94552380952381
89	0.0574285714285714	0.937142857142857	0.002	0.000571428571428571	0.000285714285714286	0.00142857142857143	0.00114285714285714	1	0.937142857142857
90	0.0318095238095238	0.93447619047619	0.0314285714285714	0.00171428571428571	0.00019047619047619	0.000380952380952381	0	1	0.93447619047619
91	0.027	0.614	0.136714285714286	0.04	0.181	0.000857142857142857	0.000428571428571429	1	0.614
92	0.0552380952380952	0.917904761904762	0.0123809523809524	0.00019047619047619	0.0139047619047619	0.00019047619047619	0.00019047619047619	1	0.917904761904762
93	0.0285714285714286	0.970857142857143	0.000285714285714286	0.000285714285714286	0	0	0	1	0.970857142857143
94	0.0621714285714286	0.7552	0.180571428571429	0.000342857142857143	0.000914285714285714	0.000685714285714286	0.000114285714285714	1	0.7552
95	0.017	0.96	0.016	0.000428571428571429	0.00657142857142857	0	0	1	0.96
96	0.00891428571428571	0.0797714285714286	0.800457142857143	0.000228571428571429	0.109828571428571	0.000685714285714286	0.000114285714285714	2	0.800457142857143
97	0.0422857142857143	0.846	0.0831428571428571	0.000285714285714286	0.0268571428571429	0.00142857142857143	0	1	0.846
98	0.027047619047619	0.954190476190476	0.0133333333333333	0.00171428571428571	0.00266666666666667	0.000952380952380952	9.52380952380952e-05	1	0.954190476190476
99	0.0668571428571429	0.898	0.0235714285714286	0.000571428571428571	0.00971428571428571	0.000857142857142857	0.000428571428571429	1	0.898
100	0.016	0.963714285714286	0.00857142857142857	0.00342857142857143	0.00728571428571429	0.001	0	1	0.963714285714286
101	0.0310857142857143	0.937828571428571	0.00674285714285714	0.0188571428571429	0.00537142857142857	0.000114285714285714	0	1	0.937828571428571
102	0.0253333333333333	0.411238095238095	0.0140952380952381	0.532	0.004	0.0112380952380952	0.0020952380952381	3	0.532
103	0.101285714285714	0.886857142857143	0.0118571428571429	0	0	0	0	1	0.886857142857143
104	0.04	0.692228571428571	0.257142857142857	0.000114285714285714	0.0104	0	0.000114285714285714	1	0.692228571428571
105	0.170285714285714	0.806095238095238	0.0127619047619048	0	0.0108571428571429	0	0	1	0.806095238095238
106	0.356	0.638857142857143	0.00438095238095238	0	0.000761904761904762	0	0	1	0.638857142857143
107	0.0158857142857143	0.341142857142857	0.593485714285714	0.0482285714285714	0.000457142857142857	0.000571428571428571	0.000228571428571429	2	0.593485714285714
108	0.214571428571429	0.75	0.00242857142857143	0.0105714285714286	0.00271428571428571	0.0172857142857143	0.00242857142857143	1	0.75
109	0.222285714285714	0.530285714285714	0.00323809523809524	0.00171428571428571	0.239619047619048	0.0019047619047619	0.000952380952380952	1	0.530285714285714
110	0.0206857142857143	0.945942857142857	0.012	0.0172571428571429	0.00377142857142857	0.000342857142857143	0	1	0.945942857142857
111	0.0800952380952381	0.302571428571429	0.485904761904762	0.000285714285714286	0.13047619047619	0.000571428571428571	9.52380952380952e-05	2	0.485904761904762
112	0.00542857142857143	0.140571428571429	0.849142857142857	0.00157142857142857	0.002	0.00114285714285714	0.000142857142857143	2	0.849142857142857
113	0.008	0.967142857142857	0.0211428571428571	0.002	0.000857142857142857	0.000857142857142857	0	1	0.967142857142857
114	0.119771428571429	0.660114285714286	0.214857142857143	0.004	0.000114285714285714	0.000685714285714286	0.000457142857142857	1	0.660114285714286
115	0.0254285714285714	0.164214285714286	0.804428571428571	0.0015	0.00414285714285714	0.000285714285714286	0	2	0.804428571428571
116	0.0655238095238095	0.666857142857143	0.264571428571429	0.000761904761904762	0.00133333333333333	0.000571428571428571	0.000380952380952381	1	0.666857142857143
117	0.0294285714285714	0.944571428571429	0.0162857142857143	0.00114285714285714	0.00714285714285714	0.00128571428571429	0.000142857142857143	1	0.944571428571429
118	0.167047619047619	0.810285714285714	0.0116190476190476	0	0.011047619047619	0	0	1	0.810285714285714
119	0.124	0.728714285714286	0.102714285714286	0.0378571428571429	0.00528571428571429	0.00114285714285714	0.000285714285714286	1	0.728714285714286
120	0.0330612244897959	0.612734693877551	0.0203265306122449	0.00848979591836735	0.00440816326530612	0.314448979591837	0.00653061224489796	1	0.612734693877551
121	0.0115	0.235642857142857	0.745142857142857	0.000857142857142857	0.005	0.000357142857142857	0.0015	2	0.745142857142857
122	0.0265714285714286	0.946	0.02	0	0.00685714285714286	0.000571428571428571	0	1	0.946
123	0.034	0.938285714285714	0.024	0.00371428571428571	0	0	0	1	0.938285714285714
124	0.359047619047619	0.633333333333333	0.00647619047619048	0	0.000952380952380952	0.00019047619047619	0	1	0.633333333333333
125	0.0345714285714286	0.937428571428571	0.0225714285714286	0.00542857142857143	0	0	0	1	0.937428571428571
126	0.0332571428571429	0.949828571428571	0.0134857142857143	0.00251428571428571	0	8e-04	0.000114285714285714	1	0.949828571428571
127	0.0291428571428571	0.962571428571429	0.000285714285714286	0.00314285714285714	0	0.00457142857142857	0.000285714285714286	1	0.962571428571429
128	0.447428571428571	0.373828571428571	0.00262857142857143	0.0761142857142857	0.0876571428571429	0.00537142857142857	0.00697142857142857	0	0.447428571428571
129	0.0171428571428571	0.980761904761905	0.000571428571428571	0.000380952380952381	0.00019047619047619	0.000952380952380952	0	1	0.980761904761905
130	0.170285714285714	0.769714285714286	0.0297142857142857	0	0.03	0.000285714285714286	0	1	0.769714285714286
131	0.125485714285714	0.857714285714286	0.00754285714285714	0.00445714285714286	0.00102857142857143	0.00285714285714286	0.000914285714285714	1	0.857714285714286
132	0.120714285714286	0.366	0.0337142857142857	0.00728571428571429	0.361571428571429	0.109571428571429	0.00114285714285714	1	0.366
133	0.193942857142857	0.8	0.00445714285714286	0.000457142857142857	0.000342857142857143	0.000114285714285714	0.000685714285714286	1	0.8
134	0.0744285714285714	0.910714285714286	0.0141428571428571	0.000142857142857143	0.000142857142857143	0.000428571428571429	0	1	0.910714285714286
135	0.062952380952381	0.19752380952381	0.69752380952381	0.00114285714285714	0.0402857142857143	0.000285714285714286	0.000285714285714286	2	0.69752380952381
136	0.164761904761905	0.806095238095238	0.015047619047619	0.00019047619047619	0.0139047619047619	0	0	1	0.806095238095238
137	0.138	0.0895238095238095	0.578	0.00371428571428571	0.102571428571429	0.0874285714285714	0.000761904761904762	2	0.578
138	0.0292857142857143	0.934428571428571	0.0247142857142857	0.00214285714285714	0.00857142857142857	0.000285714285714286	0.000571428571428571	1	0.934428571428571
139	0.0137142857142857	0.0611428571428571	0.00171428571428571	0.909714285714286	0	0.00285714285714286	0.0108571428571429	3	0.909714285714286
140	0.0565714285714286	0.933142857142857	0.00228571428571429	0.00514285714285714	0	0.00114285714285714	0.00171428571428571	1	0.933142857142857
141	0.281857142857143	0.700714285714286	0.0165714285714286	0	0.000714285714285714	0.000142857142857143	0	1	0.700714285714286
142	0.00957142857142857	0.654142857142857	0.292142857142857	0.0372857142857143	0.00571428571428571	0.000428571428571429	0.000714285714285714	1	0.654142857142857
143	0.0182857142857143	0.336428571428571	0.590142857142857	0.0495714285714286	0.00342857142857143	0.00185714285714286	0.000285714285714286	2	0.590142857142857
144	0.008	0.376	0.609142857142857	0.00214285714285714	0.004	0.000571428571428571	0.000142857142857143	2	0.609142857142857
145	0.285857142857143	0.689571428571429	0.0147142857142857	0	0.00985714285714286	0	0	1	0.689571428571429
146	0.0101428571428571	0.102285714285714	0.885714285714286	0	0.00142857142857143	0.000428571428571429	0	2	0.885714285714286
147	0.0178095238095238	0.515333333333333	0.418380952380952	0.000571428571428571	0.0474285714285714	0.000380952380952381	9.52380952380952e-05	1	0.515333333333333
148	0.0729523809523809	0.871619047619048	0.0380952380952381	0.0135238095238095	0.000380952380952381	0.00285714285714286	0.000571428571428571	1	0.871619047619048
149	0.117714285714286	0.808380952380952	0.024	0.0481904761904762	0.00019047619047619	0.000952380952380952	0.000571428571428571	1	0.808380952380952
150	0.0293333333333333	0.952190476190476	0.0156190476190476	0.00114285714285714	0.00019047619047619	0.00019047619047619	0.00133333333333333	1	0.952190476190476
151	0.361333333333333	0.633142857142857	0.004	0	0.000761904761904762	0.000571428571428571	0.00019047619047619	1	0.633142857142857
152	0.029047619047619	0.115333333333333	0.129619047619048	0.190380952380952	0.0244761904761905	0.0399047619047619	0.471238095238095	6	0.471238095238095
153	0.189714285714286	0.779619047619048	0.0272380952380952	0.00152380952380952	0.00152380952380952	0.000380952380952381	0	1	0.779619047619048
154	0.0278571428571429	0.674571428571429	0.0288571428571429	0.258857142857143	0.00942857142857143	0.000285714285714286	0.000142857142857143	1	0.674571428571429
155	0.280714285714286	0.701428571428571	0.0168571428571429	0	0.000714285714285714	0.000285714285714286	0	1	0.701428571428571
156	0.168190476190476	0.52552380952381	0.00133333333333333	0.00342857142857143	0.301142857142857	0.00019047619047619	0.00019047619047619	1	0.52552380952381
157	0.0961142857142857	0.707771428571429	0.00594285714285714	0.164228571428571	0.0133714285714286	0.0108571428571429	0.00171428571428571	1	0.707771428571429
158	0.116190476190476	0.809333333333333	0.0253333333333333	0.0466666666666667	0.000952380952380952	0.000952380952380952	0.000571428571428571	1	0.809333333333333
159	0.0207142857142857	0.968	0.00771428571428571	0.00185714285714286	0.000142857142857143	0.00128571428571429	0.000285714285714286	1	0.968
160	0.0188571428571429	0.773238095238095	0.196857142857143	0.00504761904761905	0.0040952380952381	0.000952380952380952	0.000952380952380952	1	0.773238095238095
161	0.0115238095238095	0.97047619047619	0.0135238095238095	0.000666666666666667	0.00333333333333333	9.52380952380952e-05	0.000380952380952381	1	0.97047619047619
162	0.0274285714285714	0.780114285714286	0.0144	0.1688	0.00605714285714286	8e-04	0.0024	1	0.780114285714286
163	0.192666666666667	0.651809523809524	0.00609523809523809	0.146380952380952	0.00019047619047619	0.000857142857142857	0.002	1	0.651809523809524
164	0.024	0.975714285714286	0	0	0.000285714285714286	0	0	1	0.975714285714286
165	0.359619047619048	0.632380952380952	0.00609523809523809	0.00019047619047619	0.00133333333333333	0.000380952380952381	0	1	0.632380952380952
166	0.133028571428571	0.651314285714286	0.0245714285714286	0.00377142857142857	0.186057142857143	0.00114285714285714	0.000114285714285714	1	0.651314285714286
167	0.0416	0.812457142857143	0.0294857142857143	0.106742857142857	0.00617142857142857	0.00342857142857143	0.000114285714285714	1	0.812457142857143
168	0.0204761904761905	0.226761904761905	0.741428571428571	0.00238095238095238	0.00819047619047619	0.000380952380952381	0.000380952380952381	2	0.741428571428571
169	0.0692857142857143	0.895	0.0348571428571429	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000142857142857143	1	0.895
170	0.147047619047619	0.171809523809524	0.0348571428571429	0.000952380952380952	0.644	0.00133333333333333	0	4	0.644
171	0.0331428571428571	0.938571428571429	0.0222857142857143	0.00457142857142857	0	0.00114285714285714	0.000285714285714286	1	0.938571428571429
172	0.0611428571428571	0.888571428571429	0.0262857142857143	0	0.024	0	0	1	0.888571428571429
173	0.196857142857143	0.770428571428571	0.00185714285714286	0.00928571428571429	0.00157142857142857	0.0182857142857143	0.00171428571428571	1	0.770428571428571
174	0.0523809523809524	0.605714285714286	0.339238095238095	0.000952380952380952	0.000761904761904762	0.000761904761904762	0.00019047619047619	1	0.605714285714286
175	0.0186666666666667	0.97752380952381	0.00019047619047619	0.00342857142857143	0	0.00019047619047619	0	1	0.97752380952381
176	0.00438095238095238	0.00761904761904762	0.982857142857143	0.00304761904761905	0.000761904761904762	0.000571428571428571	0.000761904761904762	2	0.982857142857143
177	0.119333333333333	0.131142857142857	0.604761904761905	0.138952380952381	0.00276190476190476	0.00161904761904762	0.00142857142857143	2	0.604761904761905
178	0.0941714285714286	0.894514285714286	0.00571428571428571	0	0.00548571428571429	0	0.000114285714285714	1	0.894514285714286
179	0.0713333333333333	0.836952380952381	0.00695238095238095	0.00133333333333333	0.0819047619047619	0.00152380952380952	0	1	0.836952380952381
180	0.0452571428571429	0.924342857142857	0.0260571428571429	0.000685714285714286	0.00365714285714286	0	0	1	0.924342857142857
181	0.0656	0.721942857142857	0.194171428571429	0.00891428571428571	0.00194285714285714	0.00731428571428572	0.000114285714285714	1	0.721942857142857
182	0.0451428571428571	0.94952380952381	0.00266666666666667	0.00133333333333333	0	0.000380952380952381	0.000952380952380952	1	0.94952380952381
183	0.169257142857143	0.560685714285714	0.0096	0.00114285714285714	0.146628571428571	0.109142857142857	0.00354285714285714	1	0.560685714285714
184	0.0526857142857143	0.924457142857143	0.0118857142857143	0.00182857142857143	0.00834285714285714	0.000685714285714286	0.000114285714285714	1	0.924457142857143
185	0.103571428571429	0.533285714285714	0.351285714285714	0.000142857142857143	0.0112857142857143	0.000428571428571429	0	1	0.533285714285714
186	0.0139047619047619	0.163047619047619	0.819238095238095	0.00133333333333333	0.00171428571428571	0.000571428571428571	0.00019047619047619	2	0.819238095238095
187	0.0712857142857143	0.787571428571429	0.0168571428571429	0.000285714285714286	0.122857142857143	0.000857142857142857	0.000285714285714286	1	0.787571428571429
188	0.287	0.694	0.018	0	0.000857142857142857	0.000142857142857143	0	1	0.694
189	0.0756190476190476	0.202095238095238	0.662095238095238	0.0544761904761905	0.0020952380952381	0.00228571428571429	0.00133333333333333	2	0.662095238095238
190	0.0620408163265306	0.42065306122449	0.207755102040816	0.00236734693877551	0.00922448979591837	0.29265306122449	0.00530612244897959	1	0.42065306122449
191	0.00835714285714286	0.227285714285714	0.761928571428571	0.00121428571428571	0.000428571428571429	5e-04	0.000285714285714286	2	0.761928571428571
192	0.0712857142857143	0.894571428571429	0.0248571428571429	0	0.009	0.000142857142857143	0.000142857142857143	1	0.894571428571429
193	0.100285714285714	0.889285714285714	0.00757142857142857	0.000714285714285714	0.000142857142857143	0.002	0	1	0.889285714285714
194	0.0295714285714286	0.925428571428571	0.0355714285714286	0.00128571428571429	0.00771428571428571	0.000428571428571429	0	1	0.925428571428571
195	0.126285714285714	0.8568	0.0109714285714286	0.000114285714285714	0.00571428571428571	0	0.000114285714285714	1	0.8568
196	0.0548571428571429	0.898285714285714	0.0333333333333333	0.00019047619047619	0.012952380952381	0.000380952380952381	0	1	0.898285714285714
197	0.0265714285714286	0.30447619047619	0.663047619047619	0.000571428571428571	0.00504761904761905	0.00019047619047619	9.52380952380952e-05	2	0.663047619047619
198	0.0142857142857143	0.961714285714286	0.00723809523809524	0.0137142857142857	0.00295238095238095	0	9.52380952380952e-05	1	0.961714285714286
199	0.24647619047619	0.696190476190476	0.0367619047619048	0.00742857142857143	0.00457142857142857	0.00571428571428571	0.00285714285714286	1	0.696190476190476
200	0.0525714285714286	0.889371428571429	0.0513142857142857	0.00125714285714286	0.00514285714285714	0.000342857142857143	0	1	0.889371428571429
201	0.0448571428571429	0.00285714285714286	0.938857142857143	0.00285714285714286	0.00314285714285714	0.00285714285714286	0.00457142857142857	2	0.938857142857143
202	0.199714285714286	0.789428571428571	0.00914285714285714	0	0.00142857142857143	0.000142857142857143	0.000142857142857143	1	0.789428571428571
203	0.14152380952381	0.823047619047619	0.0287619047619048	0.00361904761904762	0.00171428571428571	0.00114285714285714	0.00019047619047619	1	0.823047619047619
204	0.0432	0.940571428571429	0.0096	0.000342857142857143	0.00571428571428571	0.000571428571428571	0	1	0.940571428571429
205	0.0165714285714286	0.263285714285714	0.708	0.000857142857142857	0.0107142857142857	0.000571428571428571	0	2	0.708
206	0.0617142857142857	0.913571428571429	0.0172857142857143	0.000142857142857143	0.00685714285714286	0.000428571428571429	0	1	0.913571428571429
207	0.000285714285714286	0.00171428571428571	0	0.996571428571429	0	0	0.00142857142857143	3	0.996571428571429
208	0.0270857142857143	0.726628571428571	0.243428571428571	0.00102857142857143	0.000685714285714286	8e-04	0.000342857142857143	1	0.726628571428571
209	0.167047619047619	0.189396825396825	0.305460317460317	0.00304761904761905	0.201015873015873	0.131746031746032	0.00228571428571429	2	0.305460317460317
210	0.0185714285714286	0.951904761904762	0.0139047619047619	0.012	0.00361904761904762	0	0	1	0.951904761904762
211	0.0648571428571429	0.899142857142857	0.0264285714285714	0.000714285714285714	0.00857142857142857	0.000285714285714286	0	1	0.899142857142857
212	0.108342857142857	0.629028571428571	0.253371428571429	0.00274285714285714	0.00605714285714286	0.000114285714285714	0.000342857142857143	1	0.629028571428571
213	0.0508571428571429	0.837142857142857	0.109142857142857	0	0.000571428571428571	0.00228571428571429	0	1	0.837142857142857
214	0.0426285714285714	0.691314285714286	0.258742857142857	0.000342857142857143	0.00617142857142857	0.000457142857142857	0.000342857142857143	1	0.691314285714286
215	0.0857959183673469	0.833224489795918	0.0686530612244898	0.00546938775510204	0.000653061224489796	0.00595918367346939	0.000244897959183673	1	0.833224489795918
216	0.0988571428571429	0.874971428571429	0.0198857142857143	0.00102857142857143	0.00514285714285714	0.000114285714285714	0	1	0.874971428571429
