component_0	component_1	component_2	component_3	component_4	component_5	predicted_component	max_proba
28	0.00444444444444444	0.960634920634921	0.0276190476190476	0.000952380952380952	0.00571428571428571	0.000634920634920635	1	0.960634920634921
29	0.00126984126984127	0.0431746031746032	0.0146031746031746	0.00222222222222222	0.937777777777778	0.000952380952380952	4	0.937777777777778
30	0.00904761904761905	0.403095238095238	0.564285714285714	0.0102380952380952	0.0107142857142857	0.00261904761904762	2	0.564285714285714
31	0.00317460317460317	0.960634920634921	0.0328571428571429	0.00142857142857143	0.000952380952380952	0.000952380952380952	1	0.960634920634921
32	0.00571428571428571	0.932698412698413	0.00936507936507936	0.00841269841269841	0.0428571428571429	0.000952380952380952	1	0.932698412698413
33	0.0019047619047619	0.965079365079365	0.0257142857142857	0.000317460317460317	0.00698412698412698	0	1	0.965079365079365
34	0.00253968253968254	0.965396825396825	0.0196825396825397	0.00412698412698413	0.00698412698412698	0.00126984126984127	1	0.965396825396825
35	0.00317460317460317	0.927460317460317	0.0323809523809524	0.0319047619047619	0.00126984126984127	0.00380952380952381	1	0.927460317460317
36	0.00214285714285714	0.972142857142857	0.0173809523809524	0.00238095238095238	0.00452380952380952	0.00142857142857143	1	0.972142857142857
37	0.00285714285714286	0.975	0.0178571428571429	0.000952380952380952	0.00285714285714286	0.000476190476190476	1	0.975
38	0.0073015873015873	0.958730158730159	0.00761904761904762	0.020952380952381	0.000317460317460317	0.00507936507936508	1	0.958730158730159
39	0.00761904761904762	0.921269841269841	0.0250793650793651	0.0409523809523809	0.000952380952380952	0.00412698412698413	1	0.921269841269841
40	0.0030952380952381	0.979761904761905	0.0123809523809524	0.000952380952380952	0.00261904761904762	0.00119047619047619	1	0.979761904761905
41	0.00952380952380952	0.961904761904762	0.0242857142857143	0.00142857142857143	0.00214285714285714	0.000714285714285714	1	0.961904761904762
42	0.0192380952380952	0.889142857142857	0.024952380952381	0.00457142857142857	0.0601904761904762	0.0019047619047619	1	0.889142857142857
43	0.00571428571428571	0.976761904761905	0.0148571428571429	0.000571428571428571	0.00133333333333333	0.000761904761904762	1	0.976761904761905
44	0.00952380952380952	0.965714285714286	0.01	0.00619047619047619	0.0030952380952381	0.00547619047619048	1	0.965714285714286
45	0.00571428571428571	0.956761904761905	0.0201904761904762	0.0167619047619048	0.00019047619047619	0.000380952380952381	1	0.956761904761905
46	0.0020952380952381	0.135809523809524	0.852380952380952	0.00152380952380952	0.00780952380952381	0.000380952380952381	2	0.852380952380952
47	0.00571428571428571	0.968095238095238	0.01	0.00666666666666667	0.0019047619047619	0.00761904761904762	1	0.968095238095238
48	0.0127891156462585	0.431292517006803	0.543265306122449	0.00639455782312925	0.00380952380952381	0.00244897959183673	2	0.543265306122449
49	0.00404761904761905	0.970238095238095	0.0223809523809524	0.00119047619047619	0.00142857142857143	0.000714285714285714	1	0.970238095238095
50	0.00349206349206349	0.954920634920635	0.0304761904761905	0.00253968253968254	0.00761904761904762	0.000952380952380952	1	0.954920634920635
51	0.00634920634920635	0.887619047619048	0.0723809523809524	0.0301587301587302	0.000317460317460317	0.00317460317460317	1	0.887619047619048
52	0.00438095238095238	0.971428571428571	0.0171428571428571	0.00361904761904762	0.00247619047619048	0.000952380952380952	1	0.971428571428571
53	0.00444444444444444	0.928571428571429	0.059047619047619	0.00158730158730159	0.00603174603174603	0.000317460317460317	1	0.928571428571429
54	0.040952380952381	0.897619047619048	0.0114285714285714	0.0385714285714286	0.00333333333333333	0.00809523809523809	1	0.897619047619048
55	0.00876190476190476	0.587428571428571	0.389333333333333	0.0019047619047619	0.0114285714285714	0.00114285714285714	1	0.587428571428571
56	0.0133333333333333	0.840952380952381	0.122857142857143	0.0133333333333333	0.00571428571428571	0.00380952380952381	1	0.840952380952381
57	0.00428571428571429	0.892380952380952	0.0823809523809524	0.00142857142857143	0.019047619047619	0.000476190476190476	1	0.892380952380952
58	0.00444444444444444	0.983809523809524	0.00444444444444444	0.00333333333333333	0.000634920634920635	0.00333333333333333	1	0.983809523809524
59	0.00214285714285714	0.954761904761905	0.0288095238095238	0.00952380952380952	0.00380952380952381	0.000952380952380952	1	0.954761904761905
60	0.00634920634920635	0.97015873015873	0.0136507936507936	0.0073015873015873	0.00158730158730159	0.000952380952380952	1	0.97015873015873
61	0.02	0.824761904761905	0.127619047619048	0.00666666666666667	0.0171428571428571	0.00380952380952381	1	0.824761904761905
62	0.0111904761904762	0.31047619047619	0.661904761904762	0.00214285714285714	0.00976190476190476	0.00452380952380952	2	0.661904761904762
63	0.00603174603174603	0.955555555555556	0.0285714285714286	0.0019047619047619	0.00761904761904762	0.000317460317460317	1	0.955555555555556
64	0.00133333333333333	0.979809523809524	0.0123809523809524	0.0020952380952381	0.0020952380952381	0.00228571428571429	1	0.979809523809524
65	0.00412698412698413	0.963174603174603	0.0241269841269841	0.00126984126984127	0.00603174603174603	0.00126984126984127	1	0.963174603174603
66	0.00976190476190476	0.307857142857143	0.633095238095238	0.0347619047619048	0.00547619047619048	0.00904761904761905	2	0.633095238095238
67	0.00476190476190476	0.966190476190476	0.0197619047619048	0.00714285714285714	0.000238095238095238	0.0019047619047619	1	0.966190476190476
68	0.00444444444444444	0.971428571428571	0.0152380952380952	0.00761904761904762	0.000317460317460317	0.000952380952380952	1	0.971428571428571
69	0.0340952380952381	0.818095238095238	0.123809523809524	0.00495238095238095	0.0102857142857143	0.00876190476190476	1	0.818095238095238
70	0.0504761904761905	0.763809523809524	0.0752380952380952	0.00619047619047619	0.101428571428571	0.00285714285714286	1	0.763809523809524
71	0.0019047619047619	0.964952380952381	0.0285714285714286	0.000380952380952381	0.00304761904761905	0.00114285714285714	1	0.964952380952381
72	0.0278095238095238	0.643047619047619	0.0500952380952381	0.258285714285714	0.00647619047619048	0.0142857142857143	1	0.643047619047619
73	0.00476190476190476	0.298095238095238	0.685714285714286	0.00476190476190476	0.00619047619047619	0.000476190476190476	2	0.685714285714286
74	0.0157142857142857	0.953333333333333	0.0221428571428571	0.00333333333333333	0.00142857142857143	0.00404761904761905	1	0.953333333333333
75	0.00349206349206349	0.967301587301587	0.0196825396825397	0.00285714285714286	0.00571428571428571	0.000952380952380952	1	0.967301587301587
76	0.0128571428571429	0.613333333333333	0.346666666666667	0.0176190476190476	0.00571428571428571	0.00380952380952381	1	0.613333333333333
77	0.216190476190476	0.411428571428571	0.05	0.0590476190476191	0.151904761904762	0.111428571428571	1	0.411428571428571
78	0.00738095238095238	0.971428571428571	0.010952380952381	0.00214285714285714	0.00619047619047619	0.0019047619047619	1	0.971428571428571
79	0.00380952380952381	0.865396825396825	0.117142857142857	0.0101587301587302	0.00285714285714286	0.000634920634920635	1	0.865396825396825
80	0.0498412698412698	0.725396825396825	0.173650793650794	0.0238095238095238	0.00634920634920635	0.020952380952381	1	0.725396825396825
81	0.00761904761904762	0.848571428571429	0.128571428571429	0.0114285714285714	0.00285714285714286	0.000952380952380952	1	0.848571428571429
82	0.00285714285714286	0.960634920634921	0.0276190476190476	0.00158730158730159	0.0073015873015873	0	1	0.960634920634921
83	0.00380952380952381	0.950793650793651	0.0333333333333333	0.00317460317460317	0.00761904761904762	0.00126984126984127	1	0.950793650793651
84	0.0142857142857143	0.840952380952381	0.0776190476190476	0.0604761904761905	0.00238095238095238	0.00428571428571429	1	0.840952380952381
85	0.00666666666666667	0.193333333333333	0.764285714285714	0.0119047619047619	0.0228571428571429	0.000952380952380952	2	0.764285714285714
86	0.00380952380952381	0.980952380952381	0.0128571428571429	0.0019047619047619	0	0.000476190476190476	1	0.980952380952381
87	0.0126190476190476	0.950714285714286	0.0321428571428571	0.00357142857142857	0.000476190476190476	0.000476190476190476	1	0.950714285714286
88	0.00126984126984127	0.97968253968254	0.0101587301587302	0.00158730158730159	0.00349206349206349	0.00380952380952381	1	0.97968253968254
89	0.00523809523809524	0.972380952380952	0.01	0.00380952380952381	0.00285714285714286	0.00571428571428571	1	0.972380952380952
90	0.00571428571428571	0.953333333333333	0.0298412698412698	0.00888888888888889	0.00126984126984127	0.000952380952380952	1	0.953333333333333
91	0.0102380952380952	0.439761904761905	0.381904761904762	0.0195238095238095	0.145952380952381	0.00261904761904762	1	0.439761904761905
92	0.00285714285714286	0.963492063492064	0.0234920634920635	0.00222222222222222	0.00634920634920635	0.00158730158730159	1	0.963492063492064
93	0.00428571428571429	0.986666666666667	0.00285714285714286	0.0019047619047619	0.000952380952380952	0.00333333333333333	1	0.986666666666667
94	0.032	0.881904761904762	0.0822857142857143	0.0020952380952381	0.00171428571428571	0	1	0.881904761904762
95	0.00452380952380952	0.971428571428571	0.015952380952381	0.00357142857142857	0.00357142857142857	0.000952380952380952	1	0.971428571428571
96	0.00152380952380952	0.0262857142857143	0.923619047619048	0.000761904761904762	0.0474285714285714	0.000380952380952381	2	0.923619047619048
97	0.00857142857142857	0.852857142857143	0.116190476190476	0.00523809523809524	0.0157142857142857	0.00142857142857143	1	0.852857142857143
98	0.00476190476190476	0.975555555555556	0.00857142857142857	0.00809523809523809	0.00174603174603175	0.00126984126984127	1	0.975555555555556
99	0.00809523809523809	0.95547619047619	0.0242857142857143	0.00428571428571429	0.00523809523809524	0.00261904761904762	1	0.95547619047619
100	0.00261904761904762	0.980714285714286	0.00642857142857143	0.00428571428571429	0.00285714285714286	0.0030952380952381	1	0.980714285714286
101	0.0060952380952381	0.967047619047619	0.016952380952381	0.00476190476190476	0.00247619047619048	0.00266666666666667	1	0.967047619047619
102	0.0212698412698413	0.271746031746032	0.026984126984127	0.54	0.0142857142857143	0.125714285714286	3	0.54
103	0.00452380952380952	0.98452380952381	0.00809523809523809	0.000952380952380952	0.000714285714285714	0.00119047619047619	1	0.98452380952381
104	0.00476190476190476	0.669904761904762	0.299428571428571	0.00266666666666667	0.0217142857142857	0.00152380952380952	1	0.669904761904762
105	0.00412698412698413	0.973650793650794	0.0142857142857143	0.000634920634920635	0.00634920634920635	0.000952380952380952	1	0.973650793650794
106	0.0126984126984127	0.959365079365079	0.0241269841269841	0.000634920634920635	0.00158730158730159	0.00158730158730159	1	0.959365079365079
107	0.0213333333333333	0.317714285714286	0.596190476190476	0.060952380952381	0.00266666666666667	0.00114285714285714	2	0.596190476190476
108	0.0676190476190476	0.908809523809524	0.0104761904761905	0.00523809523809524	0.00214285714285714	0.00571428571428571	1	0.908809523809524
109	0.0276190476190476	0.875238095238095	0.0149206349206349	0.00666666666666667	0.0685714285714286	0.00698412698412698	1	0.875238095238095
110	0.00285714285714286	0.974666666666667	0.0123809523809524	0.00628571428571429	0.00266666666666667	0.00114285714285714	1	0.974666666666667
111	0.00333333333333333	0.0742857142857143	0.853174603174603	0.00111111111111111	0.0676190476190476	0.000476190476190476	2	0.853174603174603
112	0.00142857142857143	0.0426190476190476	0.949285714285714	0.0030952380952381	0.00238095238095238	0.00119047619047619	2	0.949285714285714
113	0.0152380952380952	0.937142857142857	0.0242857142857143	0.019047619047619	0.0019047619047619	0.00238095238095238	1	0.937142857142857
114	0.00742857142857143	0.822285714285714	0.15447619047619	0.0118095238095238	0.00114285714285714	0.00285714285714286	1	0.822285714285714
115	0.00154761904761905	0.0427380952380952	0.95297619047619	0.00130952380952381	0.00130952380952381	0.000119047619047619	2	0.95297619047619
116	0.0292063492063492	0.860952380952381	0.0980952380952381	0.00412698412698413	0.0073015873015873	0.000317460317460317	1	0.860952380952381
117	0.00547619047619048	0.977380952380952	0.0102380952380952	0.000952380952380952	0.00404761904761905	0.0019047619047619	1	0.977380952380952
118	0.00317460317460317	0.96952380952381	0.0180952380952381	0.00158730158730159	0.00634920634920635	0.00126984126984127	1	0.96952380952381
119	0.0147619047619048	0.862857142857143	0.09	0.0271428571428571	0.00285714285714286	0.00238095238095238	1	0.862857142857143
120	0.487891156462585	0.412244897959184	0.0107482993197279	0.0325170068027211	0.00666666666666667	0.0499319727891156	0	0.487891156462585
121	0.00166666666666667	0.0557142857142857	0.937976190476191	0.000833333333333333	0.0025	0.00130952380952381	2	0.937976190476191
122	0.005	0.960238095238095	0.0257142857142857	0.00119047619047619	0.00595238095238095	0.0019047619047619	1	0.960238095238095
123	0.00809523809523809	0.954285714285714	0.0204761904761905	0.0138095238095238	0.0019047619047619	0.00142857142857143	1	0.954285714285714
124	0.00793650793650794	0.966666666666667	0.0206349206349206	0.00158730158730159	0.00285714285714286	0.000317460317460317	1	0.966666666666667
125	0.00714285714285714	0.956190476190476	0.0219047619047619	0.0123809523809524	0.000476190476190476	0.0019047619047619	1	0.956190476190476
126	0.00419047619047619	0.970857142857143	0.0173333333333333	0.00666666666666667	0.000571428571428571	0.000380952380952381	1	0.970857142857143
127	0.00857142857142857	0.973333333333333	0.0019047619047619	0.00619047619047619	0.0019047619047619	0.00809523809523809	1	0.973333333333333
128	0.0954285714285714	0.604190476190476	0.00514285714285714	0.204380952380952	0.0487619047619048	0.0420952380952381	1	0.604190476190476
129	0.00507936507936508	0.98984126984127	0.000634920634920635	0.00158730158730159	0.00126984126984127	0.00158730158730159	1	0.98984126984127
130	0.00238095238095238	0.895238095238095	0.0828571428571429	0.00285714285714286	0.0147619047619048	0.0019047619047619	1	0.895238095238095
131	0.0156190476190476	0.96952380952381	0.0059047619047619	0.00419047619047619	0.000571428571428571	0.00419047619047619	1	0.96952380952381
132	0.137857142857143	0.33952380952381	0.0283333333333333	0.00738095238095238	0.471190476190476	0.0157142857142857	4	0.471190476190476
133	0.00133333333333333	0.983238095238095	0.0106666666666667	0.0020952380952381	0.000380952380952381	0.00228571428571429	1	0.983238095238095
134	0.00214285714285714	0.963333333333333	0.0302380952380952	0.00166666666666667	0.0019047619047619	0.000714285714285714	1	0.963333333333333
135	0.000634920634920635	0.0733333333333333	0.912539682539683	0.00333333333333333	0.00936507936507936	0.000793650793650794	2	0.912539682539683
136	0.00285714285714286	0.976190476190476	0.0146031746031746	0.000952380952380952	0.00476190476190476	0.000634920634920635	1	0.976190476190476
137	0.105873015873016	0.172063492063492	0.564285714285714	0.00714285714285714	0.143650793650794	0.00698412698412698	2	0.564285714285714
138	0.00261904761904762	0.913095238095238	0.065952380952381	0.0128571428571429	0.00452380952380952	0.000952380952380952	1	0.913095238095238
139	0.0104761904761905	0.347619047619048	0.0104761904761905	0.581904761904762	0.00285714285714286	0.0466666666666667	3	0.581904761904762
140	0.00761904761904762	0.944761904761905	0.0261904761904762	0.01	0.000952380952380952	0.0104761904761905	1	0.944761904761905
141	0.00714285714285714	0.967380952380952	0.0226190476190476	0.00119047619047619	0.00166666666666667	0	1	0.967380952380952
142	0.0238095238095238	0.406428571428571	0.495	0.0530952380952381	0.00833333333333333	0.0133333333333333	2	0.495
143	0.00761904761904762	0.181904761904762	0.781428571428571	0.0161904761904762	0.01	0.00285714285714286	2	0.781428571428571
144	0.00214285714285714	0.102142857142857	0.875476190476191	0.00880952380952381	0.00619047619047619	0.00523809523809524	2	0.875476190476191
145	0.00404761904761905	0.96047619047619	0.0288095238095238	0.00119047619047619	0.00476190476190476	0.000714285714285714	1	0.96047619047619
146	0.00357142857142857	0.0352380952380952	0.954285714285714	0.000714285714285714	0.00523809523809524	0.000952380952380952	2	0.954285714285714
147	0.00857142857142857	0.391904761904762	0.565238095238095	0.00428571428571429	0.0293650793650794	0.000634920634920635	2	0.565238095238095
148	0.0311111111111111	0.889523809523809	0.0431746031746032	0.033015873015873	0.000952380952380952	0.00222222222222222	1	0.889523809523809
149	0.00571428571428571	0.940952380952381	0.0228571428571429	0.0276190476190476	0.0019047619047619	0.000952380952380952	1	0.940952380952381
150	0.00476190476190476	0.964761904761905	0.0253968253968254	0.00158730158730159	0.000317460317460317	0.00317460317460317	1	0.964761904761905
151	0.00603174603174603	0.967301587301587	0.0231746031746032	0.00222222222222222	0.000634920634920635	0.000634920634920635	1	0.967301587301587
152	0.00174603174603175	0.0242857142857143	0.0287301587301587	0.0320634920634921	0.00285714285714286	0.91031746031746	5	0.91031746031746
153	0.00825396825396825	0.944444444444444	0.0371428571428571	0.00603174603174603	0.00349206349206349	0.000634920634920635	1	0.944444444444444
154	0.00642857142857143	0.640952380952381	0.0235714285714286	0.313095238095238	0.00714285714285714	0.00880952380952381	1	0.640952380952381
155	0.00642857142857143	0.964047619047619	0.0269047619047619	0.000952380952380952	0.00142857142857143	0.000238095238095238	1	0.964047619047619
156	0.00603174603174603	0.882857142857143	0.00952380952380952	0.0161904761904762	0.0844444444444444	0.000952380952380952	1	0.882857142857143
157	0.0133333333333333	0.850857142857143	0.0121904761904762	0.0670476190476191	0.0247619047619048	0.0318095238095238	1	0.850857142857143
158	0.00857142857142857	0.939365079365079	0.0168253968253968	0.033968253968254	0.00126984126984127	0	1	0.939365079365079
159	0.00642857142857143	0.982380952380952	0.00642857142857143	0.00261904761904762	0.000476190476190476	0.00166666666666667	1	0.982380952380952
160	0.0125396825396825	0.870476190476191	0.0919047619047619	0.0147619047619048	0.00206349206349206	0.00825396825396825	1	0.870476190476191
161	0.0019047619047619	0.983809523809524	0.00936507936507936	0.0019047619047619	0.00158730158730159	0.00142857142857143	1	0.983809523809524
162	0.00171428571428571	0.944380952380952	0.00895238095238095	0.0344761904761905	0.00171428571428571	0.00876190476190476	1	0.944380952380952
163	0.00396825396825397	0.937301587301587	0.0122222222222222	0.0377777777777778	0.00158730158730159	0.00714285714285714	1	0.937301587301587
164	0.0104761904761905	0.976190476190476	0.00238095238095238	0.00333333333333333	0.00142857142857143	0.00619047619047619	1	0.976190476190476
165	0.00476190476190476	0.973015873015873	0.0184126984126984	0	0.00222222222222222	0.00158730158730159	1	0.973015873015873
166	0.00914285714285714	0.904761904761905	0.0247619047619048	0.0131428571428571	0.0474285714285714	0.000761904761904762	1	0.904761904761905
167	0.0158095238095238	0.926095238095238	0.0302857142857143	0.0222857142857143	0.004	0.00152380952380952	1	0.926095238095238
168	0.00396825396825397	0.137142857142857	0.844761904761905	0.00476190476190476	0.00904761904761905	0.000317460317460317	2	0.844761904761905
169	0.00714285714285714	0.96547619047619	0.0233333333333333	0.00119047619047619	0.000714285714285714	0.00214285714285714	1	0.96547619047619
170	0.00317460317460317	0.0965079365079365	0.0498412698412698	0.000634920634920635	0.84984126984127	0	4	0.84984126984127
171	0.00904761904761905	0.951904761904762	0.020952380952381	0.0157142857142857	0.000476190476190476	0.0019047619047619	1	0.951904761904762
172	0.0019047619047619	0.955238095238095	0.0228571428571429	0.00285714285714286	0.0157142857142857	0.00142857142857143	1	0.955238095238095
173	0.0616666666666667	0.922857142857143	0.00238095238095238	0.00547619047619048	0.000476190476190476	0.00714285714285714	1	0.922857142857143
174	0.0193650793650794	0.828253968253968	0.139047619047619	0.00698412698412698	0.00444444444444444	0.0019047619047619	1	0.828253968253968
175	0.00698412698412698	0.976190476190476	0.00126984126984127	0.0117460317460317	0.000952380952380952	0.00285714285714286	1	0.976190476190476
176	0.00222222222222222	0.0222222222222222	0.962857142857143	0.00634920634920635	0.00317460317460317	0.00317460317460317	2	0.962857142857143
177	0.0204761904761905	0.185396825396825	0.665714285714286	0.115714285714286	0.0019047619047619	0.0107936507936508	2	0.665714285714286
178	0.000761904761904762	0.985142857142857	0.00952380952380952	0.00019047619047619	0.00323809523809524	0.00114285714285714	1	0.985142857142857
179	0.0142857142857143	0.957142857142857	0.00682539682539682	0.00206349206349206	0.0184126984126984	0.00126984126984127	1	0.957142857142857
180	0.00171428571428571	0.957714285714286	0.0363809523809524	0.00247619047619048	0.00171428571428571	0	1	0.957714285714286
181	0.031047619047619	0.850285714285714	0.0946666666666667	0.0205714285714286	0.00228571428571429	0.00114285714285714	1	0.850285714285714
182	0.00952380952380952	0.963174603174603	0.0187301587301587	0.00412698412698413	0.00126984126984127	0.00317460317460317	1	0.963174603174603
183	0.140571428571429	0.625333333333333	0.0179047619047619	0.00266666666666667	0.191047619047619	0.0224761904761905	1	0.625333333333333
184	0.00952380952380952	0.962857142857143	0.0175238095238095	0.0020952380952381	0.0060952380952381	0.0019047619047619	1	0.962857142857143
185	0.00380952380952381	0.397380952380952	0.589047619047619	0.00142857142857143	0.00785714285714286	0.000476190476190476	2	0.589047619047619
186	0.0120634920634921	0.0968253968253968	0.874285714285714	0.00825396825396825	0.00444444444444444	0.00412698412698413	2	0.874285714285714
187	0.00119047619047619	0.956666666666667	0.0130952380952381	0.00166666666666667	0.0266666666666667	0.000714285714285714	1	0.956666666666667
188	0.00928571428571429	0.963333333333333	0.0228571428571429	0.00142857142857143	0.00261904761904762	0.000476190476190476	1	0.963333333333333
189	0.0149206349206349	0.246666666666667	0.605714285714286	0.102222222222222	0.0126984126984127	0.0177777777777778	2	0.605714285714286
190	0.459591836734694	0.259319727891156	0.212108843537415	0.0106122448979592	0.0224489795918367	0.0359183673469388	0	0.459591836734694
191	0.00119047619047619	0.0447619047619048	0.948571428571429	0.00404761904761905	0.000952380952380952	0.000476190476190476	2	0.948571428571429
192	0.00119047619047619	0.961428571428571	0.0316666666666667	0.00119047619047619	0.00333333333333333	0.00119047619047619	1	0.961428571428571
193	0.00476190476190476	0.978333333333333	0.0102380952380952	0.00214285714285714	0.000238095238095238	0.00428571428571429	1	0.978333333333333
194	0.0030952380952381	0.965952380952381	0.0230952380952381	0.00357142857142857	0.00333333333333333	0.000952380952380952	1	0.965952380952381
195	0.0020952380952381	0.982285714285714	0.0127619047619048	0.000380952380952381	0.0019047619047619	0.000571428571428571	1	0.982285714285714
196	0.0019047619047619	0.954603174603175	0.0307936507936508	0.00317460317460317	0.00888888888888889	0.000634920634920635	1	0.954603174603175
197	0.000476190476190476	0.0734920634920635	0.920952380952381	0.00238095238095238	0.00222222222222222	0.000476190476190476	2	0.920952380952381
198	0.00301587301587302	0.96952380952381	0.0133333333333333	0.0115873015873016	0.00206349206349206	0.000476190476190476	1	0.96952380952381
199	0.0295238095238095	0.926666666666667	0.0301587301587302	0.00698412698412698	0.00380952380952381	0.00285714285714286	1	0.926666666666667
200	0.000380952380952381	0.954095238095238	0.0398095238095238	0.0020952380952381	0.00247619047619048	0.00114285714285714	1	0.954095238095238
201	0.0123809523809524	0.125238095238095	0.829047619047619	0.00523809523809524	0.0123809523809524	0.0157142857142857	2	0.829047619047619
202	0.0111904761904762	0.956666666666667	0.0288095238095238	0	0.0030952380952381	0.000238095238095238	1	0.956666666666667
203	0.026984126984127	0.907619047619048	0.0514285714285714	0.00634920634920635	0.00444444444444444	0.00317460317460317	1	0.907619047619048
204	0.00342857142857143	0.967238095238095	0.0219047619047619	0.00152380952380952	0.00380952380952381	0.0020952380952381	1	0.967238095238095
205	0.005	0.118809523809524	0.865	0.0030952380952381	0.0069047619047619	0.00119047619047619	2	0.865
206	0.00976190476190476	0.957857142857143	0.029047619047619	0.000714285714285714	0.00238095238095238	0.000238095238095238	1	0.957857142857143
207	0.000476190476190476	0.0142857142857143	0	0.974285714285714	0	0.010952380952381	3	0.974285714285714
208	0.0116190476190476	0.796952380952381	0.180571428571429	0.00495238095238095	0.00228571428571429	0.00361904761904762	1	0.796952380952381
209	0.170899470899471	0.224444444444444	0.218518518518519	0.00349206349206349	0.366243386243386	0.0164021164021164	4	0.366243386243386
210	0.00492063492063492	0.96952380952381	0.0177777777777778	0.00507936507936508	0.00142857142857143	0.00126984126984127	1	0.96952380952381
211	0.000952380952380952	0.963333333333333	0.0288095238095238	0.00333333333333333	0.00333333333333333	0.000238095238095238	1	0.963333333333333
212	0.00495238095238095	0.791619047619048	0.187428571428571	0.0106666666666667	0.00285714285714286	0.00247619047619048	1	0.791619047619048
213	0.0133333333333333	0.824761904761905	0.136190476190476	0.0133333333333333	0.00571428571428571	0.00666666666666667	1	0.824761904761905
214	0.00914285714285714	0.767428571428571	0.210666666666667	0.00266666666666667	0.00971428571428572	0.000380952380952381	1	0.767428571428571
215	0.00802721088435374	0.962857142857143	0.0220408163265306	0.00435374149659864	0.000816326530612245	0.0019047619047619	1	0.962857142857143
216	0.00171428571428571	0.974666666666667	0.0184761904761905	0.00266666666666667	0.00152380952380952	0.000952380952380952	1	0.974666666666667
217	0.252952380952381	0.319619047619048	0.0131428571428571	0.0342857142857143	0.0266666666666667	0.353333333333333	5	0.353333333333333
218	0.00603174603174603	0.959047619047619	0.0285714285714286	0.00349206349206349	0.00158730158730159	0.00126984126984127	1	0.959047619047619
219	0.00380952380952381	0.523945578231293	0.00843537414965986	0.0054421768707483	0.00122448979591837	0.457142857142857	1	0.523945578231293
