component_0	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	component_10	predicted_component	max_proba
1	0.000416666666666667	0.967916666666667	0.0229166666666667	0	0.00833333333333333	0	0	0.000416666666666667	0	0	0	1	0.967916666666667
2	0.00458333333333333	0.05875	0.0166666666666667	0.000416666666666667	0.183333333333333	0	0	0	0.73625	0	0	8	0.73625
3	0.0126388888888889	0.229305555555556	0.0352777777777778	0.133611111111111	0.468194444444444	0.000416666666666667	0.0409722222222222	0.00319444444444444	0.00305555555555556	0.0704166666666667	0.00291666666666667	4	0.468194444444444
4	0.00166666666666667	0.792777777777778	0.184444444444444	0.000277777777777778	0.0191666666666667	0	0.000277777777777778	0.00111111111111111	0.000277777777777778	0	0	1	0.792777777777778
5	0.000277777777777778	0.337361111111111	0.140138888888889	0.000416666666666667	0.487083333333333	0.00152777777777778	0.00375	0.02625	0.000694444444444444	0.00180555555555556	0.000694444444444444	4	0.487083333333333
6	0.000833333333333333	0.00875	0.01625	0	0	0	0	0.96875	0.000416666666666667	0.000833333333333333	0.00416666666666667	7	0.96875
7	0.000208333333333333	0.976875	0.00791666666666667	0.000208333333333333	0.00604166666666667	0.0025	0.00416666666666667	0.000208333333333333	0.001875	0	0	1	0.976875
8	0.000833333333333333	0.668611111111111	0.01	0.301111111111111	0.0133333333333333	0.000833333333333333	0.00138888888888889	0.000277777777777778	0.000833333333333333	0.00166666666666667	0.00111111111111111	1	0.668611111111111
9	0.000416666666666667	0.975833333333333	0.0154166666666667	0	0.000416666666666667	0	0.000416666666666667	0	0	0.00666666666666667	0.000833333333333333	1	0.975833333333333
10	0.00416666666666667	0.0302777777777778	0.0411111111111111	0.0116666666666667	0.005	0.000277777777777778	0.02	0.886944444444444	0.000555555555555556	0	0	7	0.886944444444444
11	0.000625	0.966041666666667	0.0147916666666667	0.000625	0.0114583333333333	0.00145833333333333	0.00145833333333333	0.00145833333333333	0.00208333333333333	0	0	1	0.966041666666667
