,eln_age_gen_cyto,eln_age_gen_clin,eln_age_gen_demo,eln_gen_cyto_clin_demo,comp_age,comp_gen,comp_cyto,comp_clin,comp_demo,comp_demo_without_age,comp_gen_cyto,comp_clin_demo,comp_gen_cyto_clin_demo,gen_age,gen_cyto,gen_clin,gen_demo,gen_demo_without_age,gen_clin_demo,gen_cyto_clin_demo,cyto_age,cyto_clin,cyto_demo,cyto_clin_demo,cyto_gen_demo,clin_age
0,0.7134353608295869,0.7163332758971789,0.7048982596845189,0.7165682419837404,0.7130594150910885,0.6557981797960495,0.6295681323329,0.6632152759285076,0.7125268252948824,0.63518382180172,0.6604505083099672,0.7223797365246949,0.719889096007143,0.7009351650245148,0.6506289258916963,0.6398126537069816,0.7005905480975579,0.6275395917855856,0.703206503861276,0.7147198421027898,0.7055326681182349,0.6373220131894296,0.706026096900014,0.7130750794968593,0.7138896285969392,0.6919594605178653
1,0.6926250142107742,0.7130885290630633,0.6942815844607214,0.7131859743718838,0.6988939957448882,0.639541682230848,0.6254283533366898,0.6774235460347879,0.6989914410537086,0.6323632111477433,0.6429035453851526,0.7203969272245951,0.7112533090802787,0.6857713608237377,0.6405648579734624,0.6649343056209702,0.6862910691374466,0.6307716044370097,0.7095317752911179,0.7086060448573238,0.6890276582268202,0.6542478034203303,0.6917886086433989,0.7128773975606191,0.6898478229093921,0.6993487405193834
2,0.6836906920047509,0.6983965743576921,0.6801900356316809,0.7011783459398637,0.6877383259361131,0.6654997812089767,0.6536616240545102,0.6901606551228355,0.6869413014940301,0.6477855222854285,0.6664530849534288,0.7046633743826968,0.7045696068012752,0.6772207288866663,0.6578186534975308,0.6804713383759455,0.6772207288866663,0.6400340688879165,0.6952553603800713,0.6999749953116209,0.6712352316059261,0.6670938300931425,0.6704694630243171,0.692395449146715,0.6820966431205852,0.6588891667187597
3,0.732315834239002,0.7315125454803194,0.7296382050433934,0.7302682354423601,0.7294649466836775,0.665666493408307,0.6494510860149002,0.6918678826253367,0.7283781442454599,0.6488053048559593,0.6725101986170833,0.742112806942935,0.7390571595079463,0.7252122414906519,0.6688953992030116,0.6692340405424562,0.7227551229346816,0.6486084203562822,0.7322055789191828,0.7360330135929058,0.7202901289987242,0.6596575784781615,0.717659752083038,0.7252909952905228,0.7280473782860023,0.7059333112822693
4,0.7044542213943928,0.712386396480298,0.7046147917402614,0.7117762291659976,0.7058993545072096,0.6691528308551976,0.6573830245030348,0.6641831786505669,0.7052891871929092,0.6521404027104274,0.6705096502777868,0.7172677349947012,0.7229037541346864,0.7029127460740551,0.6616220816339639,0.6470021516426346,0.7031054304890972,0.6469218664697004,0.7050804457432801,0.7096245865313594,0.687449821766916,0.6230289990044638,0.6878191335624136,0.6909020842030894,0.7067824914094865,0.6760011561064903
5,0.6932935336296681,0.7155997534148795,0.6932773109243697,0.7146426138022777,0.6898705428117193,0.6593313000876027,0.6236170143733168,0.6792771162519061,0.6897569838746309,0.6322231595340839,0.6548294993673145,0.7168975698387463,0.7182278316732098,0.689902988222316,0.6508630479218714,0.6734369423445054,0.6901787742123876,0.6466126991337076,0.7107653872359755,0.7127932253982674,0.6718876739885143,0.6558839752117063,0.6723256870315694,0.6967327471529152,0.6931961973978781,0.6844034911261802
6,0.7055705908885882,0.7247406405051872,0.705699465171725,0.7224209034087248,0.702807848443843,0.6470455570590888,0.6334654294735486,0.6711933758618468,0.7034280559314389,0.6367758876216251,0.6467636445647271,0.718747986339326,0.7136252335846381,0.7008505702687029,0.6423013725111154,0.6565822540112121,0.7006250402732135,0.633868161608351,0.7167665442360976,0.7162993749597267,0.6930617307816225,0.6400863457697017,0.6929086925703976,0.7059411044526065,0.7038791159224177,0.6889296990785488
7,0.6977915717895131,0.7185033843850401,0.6962163511026545,0.7187061355625566,0.691779219563929,0.632965781839733,0.6175878848373312,0.6681743036276865,0.6910695904426214,0.6162076172057769,0.636240993168845,0.7121401166599083,0.7110951682834773,0.696512679746717,0.6256589413269285,0.6501450450731464,0.6968090083907795,0.6040971334102748,0.7151813843226551,0.7180822857855829,0.6939392994167004,0.6523441155369787,0.6932062759287564,0.7140584547241025,0.6977603793006644,0.6985089990330329
8,0.6881287092864002,0.6956378004817153,0.6865229916723077,0.6971333217889584,0.6847047526092911,0.6303150040142941,0.6355099727657699,0.6548651669474049,0.684098672921619,0.6354155187884704,0.6366591628229146,0.6991168553122491,0.6983297388347528,0.6808085260456842,0.625812697763015,0.6338334146687027,0.6807927837161343,0.6097319081277648,0.6894353226390442,0.6942682178108717,0.6757473670953827,0.639563622624876,0.6767155203627033,0.6889630527525463,0.6846968814445161,0.6590683689372353
9,0.6921149503510997,0.6966158319670863,0.6898877099638073,0.6993534816097998,0.6985105329909982,0.6499984533052866,0.6297290190862128,0.652797970736536,0.6977758530021344,0.6361864695146472,0.6526742351594642,0.7068240170755097,0.7058186655118013,0.6892999659727163,0.6444922201255916,0.6428217898351224,0.6901661150122189,0.6317242552664954,0.698100658891948,0.701750858415566,0.6841030717357008,0.6337890927088812,0.6858431032882729,0.6947752652581434,0.6941720543199184,0.668759860178798
