,eln_comp,eln_comp_gen,eln,comp,gen,cyto,clin,demo,eln_gen,eln_cyto,eln_clin,eln_demo,eln_comp_cyto,eln_comp_clin,eln_comp_demo,eln_comp_gen_cyto,eln_comp_gen_clin,eln_comp_gen_demo,eln_comp_cyto_clin,eln_comp_cyto_demo,eln_comp_clin_demo,eln_comp_gen_cyto_clin_demo,eln_comp_gen_cyto_clin_demo_without_age,eln_gen_cyto,eln_clin_demo,eln_gen_cyto_clin_demo,comp_gen,comp_cyto,comp_clin,comp_demo,comp_gen_cyto,comp_clin_demo,comp_gen_cyto_clin_demo,gen_cyto,gen_clin,gen_demo,gen_clin_demo,gen_cyto_clin_demo,cyto_clin,cyto_demo,cyto_clin_demo,cyto_gen_demo,clin_demo
0,0.6689429506330915,0.6757006686584152,0.6388339218044724,0.6705984298814004,0.6453459046288752,0.6184767004229232,0.6076384847191505,0.6558349176787077,0.6744137922114875,0.6555309820354634,0.667584940312213,0.6741551235789393,0.6623533672189242,0.6851097401673586,0.7062882344572485,0.6743038580426545,0.6856270774324551,0.7029708092448169,0.6845924029022621,0.7041542182387253,0.7161629095047789,0.7128260841449061,0.6832085257181288,0.6763344068081584,0.7015998654923111,0.7091659229943481,0.6742068573054488,0.6676690076177912,0.6844889354492427,0.7054216945382118,0.6729975814482857,0.7156326388080549,0.7113646063710084,0.6753837995835436,0.6587643399423169,0.6828334562009338,0.6905547148824998,0.7069284393228055,0.6694990881930702,0.683887530878568,0.7000995874235311,0.6963359588199537,0.6723444431511013
1,0.6403466604403302,0.648072353692538,0.6133445041135025,0.6408960430715983,0.6352648711011002,0.6263923416061201,0.5777033059099836,0.6678913321155352,0.6490887115603841,0.6446730486615666,0.6506338502108255,0.6903267453199468,0.6368718152975593,0.6681454215824967,0.7040475765358678,0.6521446524468129,0.674971500776003,0.7034157865099094,0.6702056064497521,0.7033608482467827,0.7133596121358623,0.7165872350945625,0.6765097721435537,0.6577552225686385,0.6964935653559313,0.7160790561606395,0.6525978931176091,0.635086321745938,0.668269032674532,0.7045832246013543,0.6527627079069895,0.713236001043827,0.7159829142001676,0.6610652529220289,0.6527215042096444,0.6915628562403,0.7014242744715626,0.7156807537529701,0.6649177986237965,0.7067807551264267,0.7109972668214094,0.7080992734414702,0.6705764397258581
2,0.6402245766548945,0.6408713988176091,0.6055290358468842,0.6405027101848618,0.6316929923286891,0.581920026907802,0.6084138626925913,0.6775138743353902,0.6377407795500705,0.6195715449994179,0.6602113814827751,0.6910712668658879,0.6425013906676499,0.6769640754970828,0.7052560768942187,0.6427795241976171,0.6741568673109015,0.6974295287253722,0.6783224020387835,0.7038589410227553,0.7200553679771283,0.710857556823327,0.6739886935485957,0.6372880040361703,0.7104306541959353,0.7060063906029677,0.6399723160114358,0.6415958396398495,0.6765242364264369,0.7042470343203839,0.6426760326515828,0.7200036222041112,0.7134577819174396,0.6371133620522373,0.6677533279000272,0.6966533421301148,0.7131602437225909,0.7092534378597948,0.6556706899005188,0.6891760779291342,0.707041306063311,0.6993311858837531,0.6937038330681362
3,0.6612400415656391,0.6772667927846314,0.6118542005275639,0.6618129013348965,0.6562241880045829,0.5944752338067197,0.5934427539900349,0.6954450987183928,0.6675081932269324,0.6347819136180757,0.6444938850550211,0.7099930723934881,0.6655631344755003,0.6821560843036423,0.7175867949162026,0.6786523140870214,0.6926673949535052,0.7239615251392183,0.6897364845061416,0.726046468252911,0.7329407689643228,0.7351789187604914,0.6891503024166689,0.672104393701207,0.716474381178226,0.7307825530894461,0.6750486264687858,0.6689536649702912,0.681543257573739,0.7231821694066238,0.6784991074045456,0.7337001412165943,0.7357118115691029,0.672217633423037,0.6630385547947031,0.7195784817883882,0.7251871785990248,0.7319149503077456,0.6621326370200634,0.7140363965788281,0.7236684340944819,0.7248541205936426,0.6971303722256268
4,0.6502752197845199,0.652799154775259,0.5911094879085905,0.6472621501056531,0.6330120261915321,0.6038009026165445,0.6036835102913939,0.6551600448699554,0.6417903633944643,0.6139879477212845,0.6517230584613779,0.6633775076305012,0.6395142566457099,0.6741710797485195,0.6909060078783293,0.6568557117887982,0.6776145879529387,0.6914277515456656,0.6737015104479169,0.6915973182375499,0.7061800537395977,0.7025539352516109,0.6816972321498448,0.649153470899747,0.6820233219419299,0.6985365090131218,0.6576774580648528,0.6442034278558944,0.6755276132835938,0.692758197897373,0.6622296715623615,0.706284402473065,0.7027756763102287,0.6550491743406465,0.6573187592935591,0.677784154644823,0.6928364594474734,0.6994234732475935,0.6613883598987818,0.6713145331698537,0.6890277306759189,0.6836276837189889,0.6687840763832729
5,0.6844532887020466,0.6742465175735691,0.6259406175458943,0.6879983131482189,0.6430265810940815,0.6079980495776282,0.5989378105191023,0.6763880286237661,0.6634862482044254,0.6466968015708807,0.6694561220858977,0.6944755604169687,0.6826478301551113,0.7028109803508125,0.7248850173297663,0.6777124708425034,0.6940472582069293,0.7179135752032788,0.7065668612696195,0.7269276894084158,0.7366534442086952,0.7335433112373322,0.6995031694363543,0.6751492468470368,0.716450758424375,0.7311448188611115,0.6740356611009344,0.6838141300193724,0.7047350456636049,0.7267431899948604,0.6787667532056774,0.7390782936439952,0.7341627021256968,0.6804536049867556,0.6659374546988047,0.7014140562196071,0.7162399019517403,0.7285618270713354,0.6739500006589265,0.7048800094885412,0.7212477431768163,0.7136832672210435,0.6884266153582583
6,0.6345256818701187,0.6684679598338509,0.6072912045811993,0.6497560188732509,0.6381954806360984,0.6041456627817882,0.6233280907636677,0.6764393542229571,0.6610141011681521,0.6277372262773723,0.6662230646180317,0.6905136374023739,0.6399900525601215,0.6860238469707357,0.7014827062413465,0.6754378889919479,0.6933903294753397,0.7088088612869836,0.6922342756516245,0.706886585742899,0.721417913457273,0.7285021037491094,0.698821093949537,0.6714521917973948,0.7120485004906507,0.727090642685271,0.6628490005511419,0.6361925501740802,0.6857281122716458,0.7051121775483593,0.6715530104448119,0.7282735814816308,0.7282870239679531,0.6701012219220067,0.6745977335968061,0.6991974835665604,0.7154225645575406,0.7284080063448536,0.6867766262047829,0.7048702127945585,0.7271712976032046,0.7094003306851635,0.6909841244236534
7,0.6646250333600213,0.6611756071523885,0.6113557512676808,0.6661128903122499,0.6390846010141447,0.603142514011209,0.623872431278356,0.672010942087003,0.6476180944755805,0.6309447558046437,0.6621430477715505,0.6871630637843609,0.6600413664264745,0.6900320256204964,0.7124032559380838,0.6640178809714439,0.68306645316253,0.7059380838003736,0.6929410194822525,0.713550840672538,0.7242460635174807,0.7213904456898852,0.6864291433146518,0.662990392313851,0.7093408059781158,0.7207499332799573,0.6626768081131572,0.6600947424606352,0.6941419802508674,0.7120829997331198,0.6662930344275421,0.7240859354149987,0.721216973578863,0.6644782492660796,0.6642247131038164,0.6931411796103549,0.7103015745930077,0.7183746997598078,0.6797304510274886,0.690966106218308,0.711849479583667,0.7036028823058447,0.6896450493728316
8,0.6387195926336341,0.6434752783494275,0.5953709566777479,0.63709039100839,0.6249010606300459,0.5902524932721228,0.615521608358398,0.6836842382987706,0.6364176032927022,0.6175201836314707,0.6516278824336447,0.6911046910453275,0.6330800485462509,0.6720489683921693,0.6976544773362883,0.647340509735634,0.6728668671837897,0.7032016780117144,0.6732494327476123,0.6999960424252019,0.7130494433011451,0.7200675426098887,0.6761648461822595,0.6446955305788613,0.7045802332330747,0.7184053611946599,0.64265078359981,0.6336736847659754,0.6717719381562978,0.6989077093557068,0.6476043480555116,0.7135375441929186,0.7204896839216928,0.647775842963432,0.6573135982270065,0.7020078096142683,0.7144477863964962,0.7209250171494908,0.6682628885019261,0.6953392960793625,0.7123898475014511,0.7053321724447259,0.6951216294654635
9,0.6282836959448198,0.6391299888460108,0.5941999256400723,0.6380274106078283,0.6177515096347389,0.5928729855510968,0.567032910678342,0.6599123065680329,0.623674662495673,0.6122001564122617,0.6123668252157078,0.6751240400517955,0.6309439864613648,0.6303670559878973,0.696008923191323,0.6345273657354581,0.6340465903409018,0.6964448262157207,0.632995294811472,0.6976499698714086,0.6854831472198362,0.6848036513288632,0.6355978922806703,0.6279888203694919,0.6682521570789369,0.6791369120116925,0.6396812779651021,0.6415530968345748,0.6394569161143091,0.7015602764138001,0.6364632879908717,0.6871882972858626,0.6849318581007449,0.6312004000051282,0.6192258875113783,0.6841626174694547,0.6739701791048603,0.6764702111565533,0.6120847703175681,0.6875857382786958,0.671059885383146,0.6900601289760125,0.6578674085565199
