,all_features,clin_demo_comp,clin_demo_cyto_gen_comp,comp,cyto_comp,cyto_gen_comp,eln_clin_demo_comp,eln_cyto_comp,eln_cyto_gen_comp,eln_gen_comp,gen_comp,clin_comp,clin_cyto_comp,clin_gen_comp,eln_clin_comp,all_features_without_age,clin_demo_comp_without_age,clin_demo_cyto_gen_comp_without_age,eln_clin_demo_comp_without_age,eln_clin_gen,eln_demo_gen,eln_clin_demo_cyto_gen,eln_clin_demo_cyto,eln_clin_demo_gen,eln_clin_demo,eln_clin,eln_cyto_gen,clin_demo_cyto_gen,clin_demo_cyto,clin_demo_gen,clin_demo,cyto_gen,cyto,gen,clin_gen,clin_cyto,demo_gen,demo_cyto,eln_demo_gen_without_age,eln_clin_demo_cyto_gen_without_age,eln_clin_demo_cyto_without_age,eln_clin_demo_gen_without_age,eln_clin_demo_without_age,clin_demo_cyto_gen_without_age,clin_demo_cyto_without_age,clin_demo_gen_without_age,clin_demo_without_age,demo_gen_without_age,demo_cyto_without_age,age,gen_age
0,0.7000349128765037,0.7015742533405275,0.7078427016218618,0.618513346240518,0.6172279176056115,0.6444361570444663,0.6955597168883105,0.61832291236868,0.6347954422826674,0.6345732694321897,0.6408734566921637,0.6456977814453931,0.6472529913987368,0.6524423144063224,0.6456501729774335,0.6527279652140794,0.648760592884121,0.6558383851207669,0.6458564763385914,0.6529025295965976,0.6998762179833053,0.7026375091249564,0.6857206335100137,0.7051766274161297,0.7013520804900498,0.6391754213349414,0.6358269590884565,0.7077474846859428,0.7000666518551433,0.7111118164217476,0.7003681721522201,0.6411670422445805,0.5629383946424604,0.6379931443806138,0.6526486177674803,0.6242104929063382,0.7108261656139906,0.6978131843717269,0.6347002253467483,0.6538705684451075,0.6417780175833941,0.6528390516393182,0.638746945123306,0.6529660075538769,0.6253213571587266,0.6526962262354398,0.6083251340971848,0.6373424953185006,0.5840130764591995,0.6917193004729107,0.7106198622528327
1,0.7002272218132941,0.6998111818734598,0.6967228853969981,0.6268201747367748,0.6290283867251256,0.6455259704931673,0.7024194322654975,0.6380772554165199,0.6481822254936473,0.6479021986110667,0.6401094505072487,0.6526546548468652,0.6577751464140558,0.652542644093833,0.665135853041892,0.6647038115659103,0.6530546932505521,0.6574551156911064,0.664559797740583,0.6578231510224981,0.6874259928953179,0.6980510128972381,0.6991231158191187,0.6947866995231542,0.6968668992223254,0.6552469037027555,0.6488702915479886,0.6945466764809421,0.6890741511185073,0.6853937978045892,0.6745447562966045,0.6449419144237847,0.5779354818062534,0.6191474381540628,0.6372291740007041,0.635661023458252,0.6771850097609371,0.6850737670816398,0.6416375972093321,0.6629596441258361,0.6602713860530611,0.6576951387333184,0.6548468652990687,0.656831055781355,0.6362850833680034,0.637021154030787,0.592504880468525,0.6193634588920537,0.5846961308285595,0.6698403046692483,0.6771530066886421
2,0.7391148175912043,0.7325087456271864,0.7338049725137431,0.6501983383308346,0.6541651049475262,0.674967203898051,0.7355540979510244,0.6748422663668165,0.6789886306846576,0.6773722513743129,0.6704304097951025,0.6884838830584707,0.6886244377811095,0.6881715392303848,0.6954803848075962,0.6993846826586707,0.6884526486756621,0.6891710394802598,0.6956209395302348,0.6929347826086957,0.7226230634682659,0.7357571214392804,0.7366629185407296,0.7318684407796102,0.7185625937031485,0.6784576461769115,0.678848075962019,0.7329460269865068,0.7294321589205397,0.7227167666166917,0.6903267116441779,0.6743581334332833,0.6286934657671165,0.6505106821589205,0.6754747626186907,0.6796289355322339,0.7147676161919041,0.7129091704147926,0.6722341954022989,0.6980572213893054,0.6967453773113443,0.69305972013993,0.6786138180909546,0.689124187906047,0.6772082708645677,0.6754747626186907,0.6200181159420289,0.6509557721139431,0.6406952773613194,0.67743472013993,0.7147832333833083
3,0.722048719550281,0.7172600458047054,0.7193260622367431,0.6144396931405052,0.6331219270007528,0.6573055301974727,0.7247073143387947,0.6366453658770961,0.6623744774900303,0.6603164688736206,0.652060410961098,0.6557920530437708,0.6641361969282019,0.6597318983327728,0.6679959640609234,0.6731049504316212,0.6627268213776646,0.6661861977289835,0.6709748714745591,0.6682842454235334,0.7108537933022631,0.7207354377872803,0.721744422556415,0.7187174682490111,0.7188135620365477,0.6501385352103654,0.6629990871090184,0.7177405147423885,0.7124553564278736,0.7129518409968129,0.6953987091401208,0.657962171078973,0.60520668172136,0.6367414596646327,0.6488252534473646,0.6450455644709236,0.7085635580326398,0.7088438315796217,0.6579942023414853,0.6717756530373644,0.666410416566569,0.6679959640609234,0.650250644629158,0.6649850253847756,0.645862361664985,0.648729159659828,0.5797178045772674,0.6377264209868831,0.6142555133810599,0.6914748794823748,0.7084834798763593
4,0.7227515686730188,0.7205106072175559,0.7248099332691478,0.6132266525015769,0.6145629295176123,0.6572158958865908,0.7200790146409481,0.6257262375087148,0.6618555160851234,0.6586683709040204,0.6512814979582351,0.6548089372862786,0.6600212476345407,0.6702466717572457,0.6682547060190565,0.6729856246472561,0.6545433418545201,0.6730188240762259,0.6685037017363301,0.6669599282892335,0.7065004481922911,0.7228345672454434,0.7190664320573686,0.7186348394807609,0.7173400617509379,0.6476046611998274,0.6626689020948839,0.7256067195644235,0.7255237209919989,0.7213903920852561,0.7085090136449653,0.6608678330732711,0.580898708542213,0.6403588858271638,0.664984562265529,0.6607516350718767,0.7151820988678995,0.7085920122173899,0.6558796188705555,0.6807044918827396,0.6613990239367883,0.6739816075163507,0.648418047209588,0.6778825404203048,0.6624780053783075,0.6652833571262574,0.6326649181634076,0.6469489724776734,0.5890159689253345,0.6905647222867767,0.7147671060057768
5,0.7139859215440034,0.7155887504544103,0.713275389140421,0.6317376648269937,0.6345054363990879,0.6527644667702172,0.7173402954492878,0.6409993720876433,0.6493935688555471,0.6470058494993225,0.6458326448329422,0.6696850523811098,0.6689745199775273,0.6699659605406656,0.6737003866618196,0.6721801777983409,0.6696850523811098,0.6728907102019234,0.6737169106712053,0.6711226411976602,0.6992465051720149,0.7125648567368387,0.7115403681549292,0.7115238441455435,0.7058891569450412,0.6689084239399848,0.6474272117386562,0.7114247000892296,0.7040384678938497,0.7125813807462242,0.6840939885653855,0.6501371492779008,0.6059602101853994,0.6296886876631745,0.6612247595756634,0.6461383390065766,0.6983376846558049,0.6949833107505206,0.6442215539178426,0.6714861694041442,0.6690736640338412,0.6711887372352028,0.6642486532932351,0.6681483195082455,0.6504841534749992,0.6608942793879506,0.6101986185928153,0.6325886513103539,0.6200717142007337,0.6749562113751281,0.6977593443273076
6,0.744206347899132,0.7436792779141206,0.7458863834763559,0.6391794179170853,0.6429759689028709,0.6623622617890732,0.7432180916772355,0.6518949813054865,0.6563750761780838,0.6539044356233427,0.6594551414029944,0.6772849307397097,0.6803320540905572,0.6812708975013588,0.6776637622914368,0.6825885724638875,0.6774331691729942,0.6829509330785828,0.6771202213693938,0.6823085665343501,0.7334014132063973,0.7450957784988388,0.7439922257177211,0.746051092846672,0.7399733170820088,0.6708612652973828,0.6566550821076211,0.7454416681765026,0.7308813598405614,0.7423945448256551,0.7162716386935253,0.6635316983183174,0.60270452786059,0.6562762505558941,0.6728048358671125,0.6502067102597466,0.735048506909558,0.7300742839260126,0.6505443644688946,0.6838074218042265,0.6802496994053991,0.6821273862270024,0.6708118524862879,0.6822097409121605,0.649185512163787,0.6733483767891555,0.6104458682654457,0.6553209362080609,0.6243638100571541,0.7116433053876435,0.7349249748818211
7,0.7348716190951016,0.7295899289542566,0.729854792471644,0.6134083260625701,0.6192586937554531,0.6425511030786489,0.7395301009597407,0.6446544310108439,0.6514162408076779,0.6537221114296398,0.6425978436993643,0.6914184220366446,0.6961236445219993,0.6889411691387262,0.701576716938801,0.6891281316215879,0.6880063567244173,0.6903901283809049,0.7005795836968715,0.6908731147949645,0.7192758319830488,0.7289978810918609,0.7326280693007603,0.7386731895799576,0.7358999127508413,0.6843605883086127,0.6516811043250654,0.7241368565374549,0.7217686650878724,0.7274554406082513,0.7190732892932818,0.6410242428019444,0.563247849931447,0.6285600772778263,0.6820391374797458,0.6763523619593668,0.7132307117038514,0.7049887822510283,0.6502165648759816,0.6884270223108563,0.6910444970709211,0.689455315966596,0.6838776018945532,0.6892683534837343,0.6719587436121152,0.6808550417549545,0.6406581079396735,0.6270799576218372,0.5581998628941792,0.7039371182849308,0.7146485105322199
8,0.7107905703609159,0.6978425010379984,0.7116363468606314,0.6279429177751464,0.6289732273293454,0.6512402159036738,0.7021482723092775,0.6366005935813253,0.6478955542911624,0.6441203155515232,0.6445201371695705,0.6601208691506866,0.6650109950944963,0.6653954389580033,0.6654569499761644,0.6675944578572637,0.6597364252871796,0.6704854757108367,0.6654108167125437,0.6652877946762213,0.7003029417644435,0.7117439911424134,0.7126820341693706,0.7104061264974089,0.7036399144996848,0.6607052238232173,0.6504790170539297,0.7117132356333328,0.6997185870919128,0.7024096941364621,0.6785434190899445,0.6552538098386873,0.5932122591459195,0.6325024219963401,0.6556766980885451,0.6402220547755617,0.698580633255932,0.6937904627166341,0.6431515170154855,0.6700087653200879,0.6681788125297944,0.6649494840763351,0.6594750034599948,0.6730535607190637,0.6425748512202248,0.655015454643313,0.5969798090082886,0.6323563333282074,0.6103353888265236,0.6753832905319165,0.6985037444832306
9,0.7203708105538389,0.7146026463830124,0.7199429522224864,0.6136122335789557,0.6173678789319388,0.6508517550114888,0.7166310118057206,0.6301798589652167,0.6509389113382458,0.6503922034704065,0.6474368116631012,0.6637984311861184,0.6709294033753268,0.6807542983915696,0.667633309563426,0.6780603755645352,0.6629268679185485,0.6816575548688694,0.6693922827034308,0.6769669598288567,0.695269788447825,0.7184216781554552,0.7141114016322003,0.7148244988511211,0.7053482291419063,0.6617225259488154,0.6490373187544568,0.7234925917122257,0.7136993899057127,0.7177878139608589,0.6886934474288884,0.6525631883368989,0.5933840424689011,0.6335393391965771,0.6728151493542508,0.6685682592504556,0.6984074162110768,0.6895174708818635,0.6429601457887647,0.6792171777196736,0.6735599397829015,0.6755724586007448,0.6594564614531336,0.6814990888202203,0.6701053799223516,0.6724823706520878,0.6291577529514302,0.6332620236114412,0.6225180255130338,0.6689485777672134,0.6991838998494573
