CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_500_5	RFS_500_15	RFS_500_25	RFS_500_50	RFS_700_5	RFS_700_15	RFS_700_25	RFS_700_50	RFS_900_5	RFS_900_15	RFS_900_25	RFS_900_50	RFS_1100_5	RFS_1100_15	RFS_1100_25	RFS_1100_50	RFS_1300_5	RFS_1300_15	RFS_1300_25	RFS_1300_50	RFS_1500_5	RFS_1500_15	RFS_1500_25	RFS_1500_50	CoxBoost_	RFX_
1	0.630518971208209	0.632103990326481	0.632063139318278	0.633354031177489	0.633403052387333	0.63435079577764	0.63449785940717	0.634448838197327	0.634432497794046	0.634416157390764	0.644923036700546	0.64413869734305	0.641851040883689	0.639261086963626	0.646753161868035	0.645249844766169	0.642243210562437	0.639367299584954	0.646132226543351	0.644432824602111	0.641736658060721	0.639792150070264	0.646083205333508	0.643468740808523	0.641736658060721	0.639383639988235	0.646230268963038	0.64554397202523	0.641981764109938	0.640184319749011	0.644972057910389	0.645805418477728	0.641998104513219	0.63974312886042	0.630183992940946	0.628329357168535
2	0.602755818014414	0.602700257167349	0.603835285900244	0.603938470330508	0.603795599580912	0.603747975997714	0.613233006318062	0.613248880845795	0.613248880845795	0.613217131790329	0.602065276058037	0.606287900434962	0.605795790075245	0.608970695621805	0.603351112804394	0.605208432549132	0.605779915547512	0.608986570149538	0.601819220878179	0.606470457503889	0.606208527796298	0.608208718290631	0.603652728831317	0.606986379655205	0.60752611359812	0.609827920119376	0.602557386417754	0.606684763628282	0.605906911769375	0.608367463567959	0.603509858081722	0.606462520240023	0.606256151379497	0.609478680509255	0.619019271676668	0.600025399244372
3	0.624723509372427	0.62420685535302	0.624562054991362	0.623867801152784	0.625062563572663	0.625110999886982	0.625264381548993	0.625312817863313	0.625393545053845	0.625377399615739	0.621244167460484	0.625296672425206	0.624537836834202	0.63107673926732	0.619855659783328	0.625845617320826	0.62473158209148	0.631964738363175	0.620662931688651	0.624763872967693	0.624860745596332	0.632239210810985	0.621244167460484	0.625377399615739	0.625603435749229	0.631754847667791	0.621486349032081	0.625845617320826	0.624876891034438	0.631270484524598	0.621082713079419	0.626103944330529	0.625877908197039	0.631964738363175	0.621421767279655	0.625845617320826
4	0.612099756614091	0.610384992255903	0.609602680405854	0.610922337769068	0.610969750608465	0.610337579416506	0.611443879002434	0.611443879002434	0.611522900401429	0.611522900401429	0.605509371937921	0.607121408477416	0.606552454404653	0.604608527989379	0.606109934570282	0.607295255555204	0.607579732591586	0.605841261813699	0.606678888643045	0.607105604197617	0.60797483958656	0.607010778518823	0.604979928564655	0.607010778518823	0.607461200493093	0.607089799917818	0.605841261813699	0.607895818187565	0.607690362550179	0.604798179346967	0.603581249802447	0.605967696052091	0.606188955969276	0.605477763378323	0.606939659259727	0.620349590669153
5	0.635650875952549	0.634362479377799	0.634032524157436	0.633592583863618	0.634252494304344	0.634401759761175	0.634323198994422	0.63452745698798	0.634448896221227	0.634464608374578	0.634173933537591	0.642139995286354	0.642627072040223	0.640482363107864	0.633828266163878	0.640223112577579	0.642155707439705	0.639193966533113	0.634802419671616	0.640521643491241	0.641197266085317	0.638997564616231	0.634582449524707	0.640458794877838	0.641715767145887	0.640435226647812	0.634786707518265	0.640490219184539	0.642689920653626	0.640058134967397	0.635085238431927	0.640537355644591	0.642784193573729	0.639280383376542	0.634071804540812	0.63859690470579
6	0.679862079652875	0.672268712226871	0.667263288392996	0.667263288392996	0.66737176507051	0.666751898341857	0.666984348365101	0.666953355028669	0.666922361692236	0.666953355028669	0.662459321245932	0.668208585154192	0.669200371920037	0.670889508755618	0.664659848132651	0.666457461645746	0.668967921896792	0.671416395474973	0.662908724624206	0.670099178676585	0.671245932124593	0.67202076553541	0.663032697969936	0.668998915233225	0.669432821943282	0.670184410351774	0.661963427863009	0.669324345265768	0.671152952115295	0.6717263288393	0.664535874786921	0.670145668681233	0.671803812180381	0.671896792189679	0.666961103362777	0.669603285293662
7	0.628978610987332	0.628859252657712	0.628938824877459	0.630044878731937	0.630983830924947	0.630840600929404	0.63069737093386	0.630713285377809	0.630633713158062	0.630379082054873	0.637811127379209	0.640253994525431	0.640874657839455	0.640158507861735	0.637723597937488	0.639585587879559	0.641081545610796	0.638670507352473	0.638758036794194	0.640588197848367	0.640795085619708	0.637842956267108	0.637341651282704	0.640460882296773	0.641765866700618	0.640015277866191	0.636848303520275	0.638344261251512	0.64052454007257	0.636880132408174	0.639362785664269	0.640970144503151	0.642338786682793	0.639307085110446	0.61991533515819	0.629225284868547
8	0.611090507441508	0.611308189689924	0.614017124336875	0.614097747391844	0.613501136785075	0.613501136785075	0.613404389119113	0.613404389119113	0.613404389119113	0.613404389119113	0.593563055291291	0.597062095876937	0.596191366883274	0.599916152022832	0.594724027282842	0.597852201815631	0.596578357547124	0.60547914281568	0.593740426012222	0.596675105213087	0.595965622329361	0.605624264314623	0.59338568457036	0.595901123885386	0.595433510166567	0.607301223857974	0.594272538175017	0.597642581872712	0.596271989938243	0.605914507312511	0.592095715690859	0.59656223293613	0.595159391779673	0.607438283051421	0.599166357611623	0.611340438911911
9	0.611053593671644	0.612307294110034	0.612558034197713	0.612541857417862	0.611676399695877	0.611433747998123	0.612549945807788	0.612598476147338	0.612452885128686	0.6135205525988	0.624892828833492	0.624294287979035	0.623647216785027	0.621964831680606	0.62312955982982	0.623226620508922	0.622628079654464	0.619263309445622	0.623032499150719	0.623970752382031	0.623598686445476	0.620233916236634	0.623469272206675	0.623533979326075	0.624197227299934	0.622142776258958	0.624634000355889	0.623663393564877	0.623986929161881	0.620880987430642	0.624989889512594	0.623566332885776	0.623598686445476	0.620250093016484	0.610487406376887	0.617702250190077
10	0.604568454064889	0.60749446321473	0.60749446321473	0.603857159022939	0.602200164891123	0.602167833298307	0.602693221681566	0.602709387477974	0.602208247789327	0.602192081992919	0.612376533729934	0.619004510257198	0.618972178664382	0.61898834446079	0.613944615981506	0.618527619263163	0.618632696939815	0.618244717826024	0.612893839214989	0.618794354903894	0.619982540939879	0.618390209993695	0.613394978903636	0.61890751547875	0.619117670832053	0.618083059861944	0.612990833993437	0.619182334017685	0.618551867957775	0.618390209993695	0.614316429298889	0.618778189107486	0.618842852293118	0.617905236101457	0.610202234113064	0.610283063095103
11	0.618499447754461	0.617807196303844	0.615232643156044	0.614594838448735	0.614548169811614	0.615217086943671	0.615263755580791	0.615217086943671	0.615232643156044	0.615263755580791	0.613964811847611	0.616189350217009	0.612564752734004	0.612642533795871	0.611382480593625	0.612798095919606	0.611911391814321	0.612082510150429	0.611413593018372	0.613264782290808	0.612113622575175	0.613607018963023	0.611600267566853	0.61295365804334	0.611942504239068	0.613031439105207	0.60971796586967	0.613435900626915	0.610682451036822	0.612206959849416	0.612595865158751	0.611880279389574	0.60967129723255	0.612580308946378	0.61562154846538	0.615598214146819
12	0.650310695455687	0.647949096158674	0.647258661812704	0.64666237760482	0.646419156414763	0.646921290484559	0.648584609590761	0.647792179261863	0.647462653778559	0.647494037157921	0.634673926688426	0.637514122520713	0.637372897313583	0.639742342455436	0.635074064775295	0.64007971378358	0.639326512678885	0.639514812955059	0.635309440120512	0.640016947024856	0.640370010042681	0.640550464474015	0.634673926688426	0.640448468491087	0.640291551594276	0.640417085111725	0.635152523223701	0.640534772784333	0.639687421541552	0.639357896058248	0.634885764499121	0.640142480542305	0.639860030128044	0.640016947024856	0.644630303791112	0.652468302786844
13	0.601222215084158	0.602450854426314	0.602458884748811	0.599921302839522	0.599567968649621	0.599246755749711	0.599166452524733	0.599190543492227	0.602434793781318	0.602402672491327	0.600836759604266	0.600194333804446	0.600692213799306	0.608401323397148	0.600194333804446	0.600884941539252	0.601366760889117	0.60889117306951	0.600194333804446	0.600579789284338	0.602635551843762	0.607694655017346	0.600917062829243	0.600901002184248	0.602410702813825	0.608883142747013	0.600194333804446	0.60128645766414	0.602137671848901	0.603583129898497	0.600451304124374	0.600949184119234	0.603021007323654	0.608979506616986	0.611027238853912	0.609573750481819
14	0.60750003987686	0.610594484232689	0.607835005503007	0.607866906991211	0.607850956247109	0.607882857735313	0.607850956247109	0.607819054758905	0.607866906991211	0.607866906991211	0.609326400076564	0.615331855231046	0.614382785956965	0.617525082545101	0.610698164069354	0.615531239532324	0.614430638189272	0.617764343706634	0.613920214378001	0.614462539677476	0.612931268243664	0.617907900403554	0.613808559169285	0.615547190276426	0.612963169731868	0.618131210820985	0.614015918842614	0.615180323162075	0.614079721819023	0.617939801891758	0.614318982980556	0.614893209768236	0.613952115866205	0.617907900403554	0.608457084522993	0.61160735648318
15	0.652255106294289	0.648945393914131	0.644977073780742	0.644910379324719	0.644643601500625	0.644693622342643	0.644710295956649	0.644710295956649	0.644626927886619	0.644610254272614	0.64522717799083	0.646177573989162	0.644993747394748	0.647177990829512	0.64502709462276	0.647394747811588	0.644510212588579	0.645577323884952	0.645910796165069	0.645377240516882	0.644660275114631	0.645393914130888	0.644927052938724	0.646744476865361	0.64522717799083	0.646294289287203	0.643759899958316	0.645694039182993	0.644793664026678	0.646661108795331	0.645894122551063	0.645810754481034	0.645493955814923	0.646877865777407	0.642367653188829	0.652146727803251
16	0.637700997514082	0.638991157682747	0.638220208313666	0.638298876616634	0.638078605368325	0.638125806350105	0.638125806350105	0.637889801441203	0.637795399477643	0.637567261399037	0.642979640643192	0.643530318763964	0.640493722269423	0.639266496743132	0.643939393939394	0.644694609647881	0.641956952704616	0.638338210768117	0.642822304037257	0.643435916800403	0.640556656911797	0.639203562100758	0.643042575285566	0.643656188048711	0.641170269674943	0.63903049183423	0.642727902073696	0.644490072060166	0.641579344850373	0.640053179772806	0.643624720727524	0.644757544290255	0.641720947795714	0.639408099688474	0.643097643097643	0.643018974794676
17	0.624371939706212	0.622179729254008	0.616899222325343	0.617475277626652	0.613618907415112	0.612898838288476	0.61457899958396	0.61457899958396	0.614611002656255	0.614611002656255	0.618571382852754	0.620155534931353	0.621515665503888	0.623499855986175	0.61644317854514	0.619515473485455	0.622155726949787	0.620699587160367	0.618235350593657	0.62055557333504	0.621371651678561	0.621515665503888	0.61789931833456	0.618779402822671	0.622571766889621	0.62261177072999	0.619435465804717	0.619531475021602	0.622395749991999	0.620843600985695	0.619083432009473	0.619339456587832	0.622123723877492	0.621931705443723	0.617323263033251	0.618059333696035
18	0.635221562357241	0.634715786725837	0.634454741238661	0.636249428962997	0.636282059648894	0.637407818312341	0.63730992625465	0.637293610911701	0.637799386543105	0.637799386543105	0.627675716243555	0.633875546563989	0.636257586634471	0.640197741956536	0.627414670756379	0.634022384650525	0.635931279775501	0.639357501794688	0.628360960647393	0.633826600535143	0.635735495660119	0.639259609736997	0.627610454871761	0.63332082490374	0.635360242772303	0.639471709195327	0.628312014618547	0.634218168765907	0.636012856490243	0.639512497552699	0.627496247471122	0.633059779416563	0.635637603602428	0.639235136722574	0.635229720028715	0.631256934020753
19	0.603419157215001	0.603129398128984	0.603932444738803	0.60254987995695	0.60202003477109	0.603973838893948	0.604089742528355	0.603717195132047	0.603435714877059	0.603303253580594	0.61231062174021	0.61451279079394	0.61477771338687	0.616764632833844	0.609073598807848	0.613626955873831	0.61574633661727	0.615547644672572	0.609661395810911	0.614363771835417	0.614661809752463	0.616135441675635	0.609884924248696	0.614769434555841	0.615431741038165	0.616756354002815	0.609595165162679	0.612873582250186	0.613966387946022	0.615704942462124	0.609504098021359	0.613775974832354	0.614487954300853	0.615431741038165	0.593120291414852	0.614347214173359
