,all_features,eln_clin,eln_clin_demo,eln_clin_demo_cyto,eln_clin_demo_gen,eln_clin_demo_cyto_gen,eln_clin_demo_comp,eln_cyto_gen,eln_cyto_gen_comp,eln_cyto_comp,eln_gen_comp,clin_demo,clin_demo_cyto,clin_demo_gen,clin_demo_cyto_gen,clin_demo_comp,cyto_gen,cyto_gen_comp,cyto_comp,gen_comp,clin_demo_cyto_gen_comp,gen,cyto,comp
10,0.7388801083766087,0.6677095764925975,0.7300583814469568,0.7386220688320485,0.7387188336612586,0.7434764377640873,0.7330580911524691,0.6759103957681515,0.6712173015514628,0.6618472405896204,0.6717817630551882,0.7103989936457762,0.7326871593071638,0.7365254975324969,0.7419604554397962,0.7244137664097023,0.6800309647453472,0.6780956681611457,0.658944295713318,0.6606215527529594,0.740412218172435,0.6587507660548979,0.6278666580653485,0.6423813824468599
11,0.7160974067046173,0.6629190385831752,0.6977387729285263,0.7148165717900063,0.7130771663504112,0.7147533206831119,0.702909550917141,0.6702956989247312,0.6722406704617331,0.6581672991777356,0.6706831119544592,0.6781309297912713,0.7108791903858318,0.7037160025300443,0.7132036685641999,0.7072896900695762,0.6712919038583175,0.6733633776091081,0.6516840607210627,0.6700585072738773,0.7164294750158128,0.6567362428842505,0.5918643263757116,0.6432953826691967
12,0.7173169169231731,0.6537710348275808,0.7065358353775723,0.7191293886033031,0.7160044374306651,0.7181919032515117,0.7122388712676364,0.6663020890298589,0.6628333932282308,0.640810299839065,0.6564194309463914,0.6883017452852299,0.7116451305448352,0.7126607396759426,0.7183169012984172,0.7027390197028172,0.6652239808752988,0.6600834361963094,0.6314432586990828,0.6483023702754644,0.7184262745894595,0.6470914516960673,0.5848580490929829,0.6081545600849987
13,0.7384646320902102,0.6750297761759656,0.7303747931135826,0.7399031694225742,0.7308543055577039,0.736917817754335,0.7365620504570837,0.681882163683893,0.6872496094293802,0.6698943525808597,0.6836455320267908,0.7108694643381955,0.7371962443347925,0.7274977184488546,0.7361908150164735,0.7285031477671735,0.6835527231666383,0.6857337313802224,0.6498167025011988,0.6799950501941252,0.7375520116320438,0.6642252780398769,0.5873563396185556,0.6264907423161998
14,0.7239104642885391,0.6657913469904295,0.7161749584750455,0.7149885312030373,0.724653958712331,0.7244166732579292,0.7228664082891719,0.6664715652930475,0.6654275092936803,0.6392707427034723,0.6620185082654433,0.703266629755596,0.7072688444198371,0.72547654828759,0.725587281499644,0.7197816973819505,0.663758601597722,0.6608953571146089,0.6122597484774184,0.658759788024994,0.7247330538637982,0.6575654512378392,0.5853594874634185,0.6238788262279522
15,0.701280610387349,0.6511326041188482,0.6927801434156997,0.7036708720497681,0.7003308375413547,0.7029902015101388,0.7018346445475124,0.6268817374511263,0.6260427714371646,0.6150254064236303,0.6222990834692036,0.6754626185237365,0.6981463599955677,0.6983204850173333,0.7027052696563405,0.6962626438510123,0.6252987827078024,0.6270242033780254,0.6077042407357574,0.6232726006363478,0.700948189891251,0.6117249457838,0.5688347870134393,0.6136957244392383
16,0.7024551801346539,0.6545799449566961,0.6992520952218059,0.7029682956789451,0.7071198669009376,0.7051762474149861,0.7028905508995071,0.6417365073935285,0.6331845816553419,0.6260242874690964,0.6348094475455973,0.6852580349229549,0.6942297824701071,0.6984901963833129,0.7007603439429042,0.6838430799371822,0.6302147310808079,0.6251457714614463,0.6004851274236935,0.6154276740316887,0.6982569620449987,0.6169359227527872,0.5769517826877926,0.5831013947413431
17,0.7167375772657943,0.6683631693024003,0.7140242433972867,0.7241550935217147,0.7175082283053704,0.7181825479649996,0.7209119370634984,0.6661876856385968,0.6637312354499478,0.6514730673516899,0.6585213133178133,0.6875170586818656,0.7116480693585936,0.7060608493216666,0.7148912258168099,0.7113269647587702,0.6586497551577426,0.6572368949185197,0.6384201653688689,0.6475315083888576,0.714441679377057,0.6346070482459661,0.5993979288753312,0.6301758047684033
18,0.7254789455229352,0.6570080647731982,0.7094928437091581,0.7220681521150106,0.7198208536546492,0.72337509164515,0.7203786936980013,0.6358420196997226,0.6402250486117752,0.6327181154569507,0.6365193968952217,0.7014440087979344,0.7252398712186414,0.7134933537343406,0.7214465589238469,0.7208249657326831,0.6261674795193013,0.6345988333173951,0.6243823913805744,0.630223773548819,0.7248892289056772,0.6120222498485862,0.5911590322272162,0.6090099136144848
19,0.7089156626506025,0.6568995983935743,0.6920160642570281,0.6902008032128514,0.7034859437751004,0.7070200803212852,0.7042570281124498,0.6618152610441768,0.6633253012048193,0.6309397590361446,0.6609718875502008,0.669718875502008,0.6942971887550201,0.7026987951807229,0.7059116465863454,0.6945381526104417,0.6572048192771084,0.6606425702811245,0.6059598393574297,0.6566184738955824,0.7079518072289157,0.6491646586345382,0.5815983935742972,0.6209477911646586
20,0.711241206591268,0.6603072309336566,0.7028824833702882,0.7132192250634083,0.7094705610234651,0.7104755220214073,0.7130597074446873,0.6462936081290178,0.6459825487725119,0.6323597441337395,0.6399129033801784,0.6875687919730734,0.7103160044026863,0.708162516549953,0.7123897334460592,0.7130597074446873,0.6480562778158848,0.6459267176059595,0.6148128060744309,0.6396018440236724,0.7130278039209431,0.6290976088308954,0.5907894526950501,0.607865813779132
21,0.7253079247036951,0.6755917798213871,0.7140201188539557,0.7275820855881279,0.7213239932273164,0.7257395172803027,0.7192490289167026,0.6699810763254872,0.666295939709837,0.6509910029547492,0.6631751933866737,0.6920254971614488,0.7194980246339763,0.7163606785963281,0.7234321569669002,0.7139205205670462,0.6645031705454666,0.662760200524551,0.6345738853291724,0.655688722153979,0.7244945386939344,0.6536054579861227,0.5773380697851997,0.6305318548520965
22,0.7180454081231833,0.6400659910440726,0.6930630842957027,0.694115798570194,0.7100793463744206,0.7157514337339932,0.706622672637285,0.6620315814282347,0.6657710739256815,0.6360436797863147,0.6582920889307879,0.6788907219734465,0.690266320999293,0.7119333804697934,0.7190981223976746,0.7040930159478357,0.6698483777201666,0.6717731165056171,0.6323906041322963,0.6720402231125776,0.7211878387933066,0.6607588970068348,0.5883023018304658,0.6300102128996778
23,0.7067664464414316,0.6501549926417635,0.6967936875724082,0.6916742336474935,0.706515953283026,0.7079719447662586,0.7021949463005291,0.642186179039985,0.6367222970222626,0.6180214171650437,0.6331214578701819,0.6816388514888687,0.6792591664840154,0.7012242853117074,0.7069386604878354,0.6932085042427278,0.6381156652158938,0.6306321821085261,0.5956883865109435,0.624283746125184,0.7059993111438144,0.6272113849140495,0.5665607289350909,0.5854964461283151
24,0.7278411059238853,0.6509840149128161,0.7143799798742968,0.725119187053564,0.7268183242877646,0.7296722149821013,0.7190979725828536,0.6472310661673732,0.6407809432686121,0.6240122733796335,0.6377620877942559,0.705966776093304,0.7224962470512546,0.726042989821673,0.7302825846681733,0.7116745574819776,0.6516686187498969,0.6458123690592058,0.6145267985285142,0.6364093765980963,0.7265708771177354,0.6450040416371104,0.5939226975040829,0.6047443870733599
