,all_features,eln_clin,eln_clin_demo,eln_clin_demo_cyto,eln_clin_demo_gen,eln_clin_demo_cyto_gen,eln_clin_demo_comp,eln_cyto_gen,eln_cyto_gen_comp,eln_cyto_comp,eln_gen_comp,clin_demo,clin_demo_cyto,clin_demo_gen,clin_demo_cyto_gen,clin_demo_comp,cyto_gen,cyto_gen_comp,cyto_comp,gen_comp,clin_demo_cyto_gen_comp,gen,cyto,comp
0,0.7029707684006729,0.6384612943155489,0.7054464087345669,0.6880851874186689,0.7078268321325419,0.7051766274161297,0.701621861808487,0.646848319421081,0.6478639667375504,0.6249087504364109,0.6352794617069223,0.7003681721522201,0.7000666518551433,0.7117148570159012,0.7083981337480559,0.7067794458374329,0.643325292792078,0.649427111435554,0.630629701336211,0.6457929983813121,0.7057796680102835,0.6391198781223221,0.5629383946424604,0.6274637382169042
1,0.6958428009088873,0.6483982462316382,0.6961468300956892,0.7001152110602618,0.6914743815406279,0.6965308669632285,0.6983390405478926,0.6475981694242647,0.6452619451467341,0.6364130956571831,0.6373171824495152,0.6745447562966045,0.6890741511185073,0.6853937978045892,0.6940186257880756,0.6890421480462124,0.6448939098153422,0.643693794604282,0.6239318974621564,0.6323807085480206,0.6934745735590617,0.6194834704131597,0.5779354818062534,0.6171312445994815
2,0.7334145427286357,0.6714767616191905,0.7169540229885057,0.7367410044977512,0.7287762368815592,0.7335707146426786,0.731493628185907,0.6794024862568716,0.6786528610694653,0.6765367316341829,0.6726011994002998,0.6903267116441779,0.7294321589205397,0.7214361569215393,0.7317278860569715,0.7211706646676662,0.6734679535232384,0.6737334457771115,0.6585613443278361,0.6612943528235882,0.731384307846077,0.6476527361319341,0.6286934657671165,0.6344093578210894
3,0.7185412963051939,0.6419065007447269,0.7150659043226189,0.7228174698505742,0.7153061387914604,0.7192459840804626,0.718253014942584,0.6586748666698697,0.6606447893143709,0.6427953682794407,0.6548791620621727,0.6953987091401208,0.7124553564278736,0.7126955908967152,0.717516295904803,0.7106776213584458,0.6580422492352536,0.6592914684732298,0.6403369688816285,0.6499303320040359,0.7177084834798764,0.6369816941334743,0.60520668172136,0.6277006358205609
4,0.7229673649613226,0.65085820523887,0.7153978951562033,0.7247435344112081,0.7175724577537267,0.7242455429766608,0.7182198466186381,0.6644118721157997,0.6584691743302015,0.6430812390026892,0.6522359815411175,0.7085090136449653,0.7255237209919989,0.7215065900866505,0.7257229175658179,0.7214733906576807,0.6614986222236977,0.6558215198698583,0.6219664021778826,0.646940672620431,0.723847149829023,0.6409564755486206,0.580898708542213,0.6134258490753959
5,0.7117386562675567,0.6544829637463234,0.7051455765226875,0.7110776958921312,0.7137876334313757,0.7117551802769424,0.707905086090089,0.6507402756204765,0.6490217786443703,0.6404871277966886,0.6438249776925873,0.6840939885653855,0.7040384678938497,0.7132258171122641,0.7128788129151657,0.7045011401566476,0.650814633662712,0.6484682243299514,0.6318037608645362,0.6386612247595757,0.7122343765491259,0.6351250867510493,0.6059602101853994,0.6188654615155822
6,0.7447334178841434,0.6687035725462421,0.7396603692784083,0.7455404937986922,0.7455569647357239,0.7458863834763559,0.7430369113698878,0.6669247113468285,0.6639352362755917,0.6555350583894718,0.659348080312289,0.7162716386935253,0.7308813598405614,0.7424110157626868,0.7450793075618072,0.7318860869994894,0.6628399189629898,0.660690461680365,0.6376970335842406,0.6539044356233427,0.744585179450859,0.6570009717852848,0.60270452786059,0.6271968112265907
7,0.7254767543312975,0.6690608251277577,0.7311946902654868,0.7335317213012589,0.7294652872990154,0.7253521126760564,0.7331577963355353,0.6471083135984046,0.6468746104948274,0.6354309485229964,0.6429094478374673,0.7190732892932818,0.7217686650878724,0.7332512775769662,0.7253521126760564,0.7251184095724791,0.6425199426648386,0.643937741493207,0.6192197432381902,0.6361554281440858,0.7303221986787984,0.6320812040383896,0.563247849931447,0.6119749470272965
8,0.7113595472789064,0.6523704808623845,0.7029786710544527,0.7128204339602331,0.7049470236356087,0.7118055021605745,0.7044395577357794,0.6616355779729044,0.6582217164649617,0.6479416875547832,0.6535776345937966,0.6785434190899445,0.6997185870919128,0.7063463992987744,0.71265127866029,0.6938289071029848,0.6569761183471989,0.6548232327115595,0.6367697488812684,0.6478109766411908,0.7123129680604038,0.6351781512863491,0.5932122591459195,0.6272893632071845
9,0.7246177006576341,0.6622771571190872,0.7081055383884003,0.7182315188970763,0.7209729815387054,0.7241423025116869,0.7130179858965217,0.6568576182552888,0.653735837096902,0.6387924887092941,0.6510894540844624,0.6886934474288884,0.7136993899057127,0.7181839790824815,0.7234925917122257,0.7054750019808256,0.6531812059266302,0.6486807701449965,0.6123682750970605,0.6404722288249742,0.7176135013073449,0.6345852151176611,0.5933840424689011,0.6023532208224388
