,coef,feature,n
ASXL1,0.02426752654506541,ASXL1,100
ASXL2,0.08040262446850918,ASXL2,100
ASXL3,-0.5059597699519465,ASXL3,100
ATRX,0.039934735260186205,ATRX,100
BAGE3,0.1765945230012718,BAGE3,100
BCOR,0.09020657808165412,BCOR,100
BRAF,-0.3881887471436496,BRAF,100
CBFB,-0.5845141803758341,CBFB,100
CBL,-0.02607181943407251,CBL,100
CDKN2A,-1.0162999711943976,CDKN2A,100
CEBPA_bi,-0.09007735035745966,CEBPA_bi,100
CEBPA_mono,-0.06295922798652569,CEBPA_mono,100
CNTN5,0.0,CNTN5,100
CREBBP,0.42991895793266954,CREBBP,100
CSF1R,0.0,CSF1R,100
CSF3R,0.299775344498205,CSF3R,100
CTCF,0.030970746322623425,CTCF,100
CUL2,0.521724254893808,CUL2,100
CUX1,-0.11855591856558903,CUX1,100
DNMT3A,-0.07400766786341521,DNMT3A,100
EED,-0.3845275278111642,EED,100
ETV6,0.0996322502717889,ETV6,100
EZH2,-0.003730907707844084,EZH2,100
FBXW7,-0.022692839237787858,FBXW7,100
FLT3_TKD,0.06269008902911231,FLT3_TKD,100
FLT3_other,0.08084926673570966,FLT3_other,100
GATA1,0.1195109251258484,GATA1,100
GATA2,0.0636480752715756,GATA2,100
GNAS,0.29670798323209724,GNAS,100
GNB1,0.5884951002936846,GNB1,100
IDH1,-0.029768892656608047,IDH1,100
IDH2_p.R140,0.08600439524246978,IDH2_p.R140,100
IDH2_p.R172,0.1213027351146527,IDH2_p.R172,100
ITD,-0.08820016887934713,ITD,100
JAK2,0.07995347846223723,JAK2,100
JAK3,0.050654905984035124,JAK3,100
KANSL1,0.24481808121999954,KANSL1,100
KDM6A,-0.013491766814649695,KDM6A,100
KIT,-0.1546049809101917,KIT,100
KMT2C,0.1765945230012718,KMT2C,100
KMT2D,-0.15882594675332187,KMT2D,100
KMT2E,0.4081844898299793,KMT2E,100
KRAS,-0.08218361138022004,KRAS,100
LUC7L2,-0.19468271920327246,LUC7L2,100
MED12,0.12670120165063462,MED12,100
MLL,0.049108490839329534,MLL,100
MPL,-0.3025887120648648,MPL,100
MYC,0.014906548105264589,MYC,100
NF1,-0.1561460680551126,NF1,100
NFE2,0.31143122207827323,NFE2,100
NOTCH1,-0.024628764402511806,NOTCH1,100
NPM1,0.005289078197429701,NPM1,100
NRAS_other,-0.24161641798414554,NRAS_other,100
NRAS_p.G12_13,0.02159416235918704,NRAS_p.G12_13,100
NRAS_p.Q61_62,-0.026437318659500424,NRAS_p.Q61_62,100
PDS5B,0.6485039534193229,PDS5B,100
PHF6,0.03543444726459599,PHF6,100
PPFIA2,0.0,PPFIA2,100
PRPF8,-0.38296981120329965,PRPF8,100
PTEN,0.0,PTEN,100
PTPN11,0.14790556699758378,PTPN11,100
PTPRF,0.0,PTPRF,100
PTPRT,-0.3030976083831329,PTPRT,100
RAD21,0.0011572649310178805,RAD21,100
RIT1,-0.10540114767906489,RIT1,100
RUNX1,0.03726575325959032,RUNX1,100
S100B,0.0,S100B,100
SETBP1,0.10494349781430748,SETBP1,100
SF1,0.2036886431779743,SF1,100
SF3B1,-0.02419906544601243,SF3B1,100
SMC1A,-0.10367011364595409,SMC1A,100
SMC3,0.03543580730571402,SMC3,100
SMG1,0.6326003778455953,SMG1,100
SPP1,0.24844241796343428,SPP1,100
SRSF2,-0.05841914107920509,SRSF2,100
STAG2,0.061716301863349164,STAG2,100
STAT5B,-0.5425435629593529,STAT5B,100
SUZ12,0.3379773569282318,SUZ12,100
TET2,0.009162158232212458,TET2,100
TP53,-0.22614016615433757,TP53,100
U2AF1_p.Q157,-0.29108851240702116,U2AF1_p.Q157,100
U2AF1_p.S34,-0.022399158497341257,U2AF1_p.S34,100
WT1,-0.13121776708130325,WT1,100
ZRSR2,0.20548882052400758,ZRSR2,100
add_11,-0.012460954647897041,add_11,100
add_13,-0.10573757489848155,add_13,100
add_21,-0.07644785287003879,add_21,100
add_22,0.3385134912029994,add_22,100
add_8,-0.020783577878106495,add_8,100
age,-0.016174766347019486,age,100
ahd,0.16522528923753282,ahd,100
bm_blasts,-0.000771316141821326,bm_blasts,100
complex,0.4301996257580874,complex,100
del_12,0.009681345751499237,del_12,100
del_13,0.38697991266334575,del_13,100
del_16,0.04468912949969941,del_16,100
del_17,0.04415077185822531,del_17,100
del_18,0.23057606732243496,del_18,100
del_20,-0.15026979809353985,del_20,100
del_3,0.12823826137389627,del_3,100
del_5,-0.04142604637537248,del_5,100
del_7,-0.06576647694290477,del_7,100
del_9,0.02316403441375356,del_9,100
eln_2017_ratio,0.1500132128999435,eln_2017_ratio,100
final_component_NC1,0.027180984141873924,final_component_NC1,100
final_component_NC2,0.08121145905665873,final_component_NC2,100
final_component_NC3,-0.07487098986539116,final_component_NC3,100
final_component_NC6,-0.002868287515922343,final_component_NC6,100
final_component_NC7,0.02286732392848637,final_component_NC7,100
final_component_c1_NPM1,0.005289078197429701,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-0.6689330053467797,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,0.10019783507738463,final_component_c3_rare_fusion,100
final_component_c3_trans11,0.4124902712295933,final_component_c3_trans11,100
final_component_c3_trans15_17,0.035372240238878104,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,-0.42643015558373354,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,0.012795744663622976,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,0.36037371972684146,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-0.10800432286443072,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,-0.0008131169368954511,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,0.1353535029556988,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,0.08878771889574262,final_component_not_assigned,100
gender,0.0014954900815428974,gender,100
hb,0.0002582542850699792,hb,100
inv_3,-0.6311519008979801,inv_3,100
minusy,0.01430047180083459,minusy,100
others_transloc,-0.029727561275938005,others_transloc,100
perf_status,-0.10448251397939201,perf_status,100
plt,0.00013254375765838516,plt,100
secondary,-0.017028093234181894,secondary,100
t_10_21,0.0,t_10_21,100
t_12_13,0.0,t_12_13,100
t_12_17,0.6159860896706467,t_12_17,100
t_12_22,0.16537013324730146,t_12_22,100
t_13_19,0.0,t_13_19,100
t_15_16,0.1520756752409448,t_15_16,100
t_15_17,0.035372240238878104,t_15_17,100
t_16_17,0.5782868280882797,t_16_17,100
t_16_21,-0.11250161935701007,t_16_21,100
t_17_19,0.3537488304467933,t_17_19,100
t_17_21,0.5723997199295946,t_17_21,100
t_1_12,0.4687071718105039,t_1_12,100
t_1_14,0.10118211607930712,t_1_14,100
t_1_16,-0.122764387604251,t_1_16,100
t_1_17,-0.730027949659721,t_1_17,100
t_1_19,0.1436701402288913,t_1_19,100
t_1_3,-0.5456978197819953,t_1_3,100
t_1_4,0.3603474592199486,t_1_4,100
t_1_5,-0.629196638843109,t_1_5,100
t_1_6,0.4792776083306713,t_1_6,100
t_2_17,0.3128589877889131,t_2_17,100
t_2_3,-0.42190117318589293,t_2_3,100
t_2_5,0.45677165185235313,t_2_5,100
t_2_7,0.0,t_2_7,100
t_2_9,-0.8811874809599077,t_2_9,100
t_3_16,-0.19997723348825755,t_3_16,100
t_3_21,-0.31629779814018294,t_3_21,100
t_3_5,-0.13485394927050479,t_3_5,100
t_3_7,0.02299165671633085,t_3_7,100
t_3_9,0.10845723024731141,t_3_9,100
t_4_12,0.0,t_4_12,100
t_4_21,1.1032078849490927,t_4_21,100
t_4_9,-0.2246023708807292,t_4_9,100
t_5_12,0.586270670809111,t_5_12,100
t_5_17,0.0,t_5_17,100
t_5_9,0.7373349770646218,t_5_9,100
t_6_9,-0.161167540936739,t_6_9,100
t_7_16,-0.8098464677700817,t_7_16,100
t_7_17,0.08819429246629255,t_7_17,100
t_7_8,0.1763953040657403,t_7_8,100
t_8_10,0.0,t_8_10,100
t_8_13,-0.8249502631766081,t_8_13,100
t_8_16,-0.11250161935701007,t_8_16,100
t_8_17,-0.017070536614713472,t_8_17,100
t_8_21,0.287699040964958,t_8_21,100
t_9_11,-0.6497481679280366,t_9_11,100
t_9_13,0.0,t_9_13,100
t_9_17,0.0,t_9_17,100
t_9_22,0.7135066964136717,t_9_22,100
t_v_11,-0.47661159917199475,t_v_11,100
wbc,-0.0010555526764440785,wbc,100
